Date,Synacor
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,6
2008-10-13,13
2008-10-14,20
2008-10-15,26
2008-10-16,33
2008-10-17,40
2008-10-18,47
2008-10-19,40
2008-10-20,33
2008-10-21,26
2008-10-22,20
2008-10-23,13
2008-10-24,6
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-04,0
2009-01-05,0
2009-01-06,0
2009-01-07,0
2009-01-08,0
2009-01-09,0
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,6
2009-01-19,13
2009-01-20,19
2009-01-21,26
2009-01-22,32
2009-01-23,39
2009-01-24,46
2009-01-25,44
2009-01-26,43
2009-01-27,42
2009-01-28,41
2009-01-29,40
2009-01-30,39
2009-01-31,38
2009-02-01,38
2009-02-02,38
2009-02-03,38
2009-02-04,38
2009-02-05,38
2009-02-06,38
2009-02-07,38
2009-02-08,38
2009-02-09,38
2009-02-10,38
2009-02-11,38
2009-02-12,38
2009-02-13,38
2009-02-14,38
2009-02-15,38
2009-02-16,38
2009-02-17,38
2009-02-18,38
2009-02-19,38
2009-02-20,38
2009-02-21,38
2009-02-22,38
2009-02-23,37
2009-02-24,37
2009-02-25,37
2009-02-26,37
2009-02-27,37
2009-02-28,37
2009-03-01,37
2009-03-02,37
2009-03-03,37
2009-03-04,37
2009-03-05,37
2009-03-06,37
2009-03-07,37
2009-03-08,37
2009-03-09,37
2009-03-10,37
2009-03-11,37
2009-03-12,37
2009-03-13,37
2009-03-14,37
2009-03-15,37
2009-03-16,37
2009-03-17,37
2009-03-18,37
2009-03-19,37
2009-03-20,37
2009-03-21,37
2009-03-22,37
2009-03-23,37
2009-03-24,37
2009-03-25,37
2009-03-26,37
2009-03-27,37
2009-03-28,37
2009-03-29,37
2009-04-05,41
2009-04-06,44
2009-04-07,47
2009-04-08,50
2009-04-09,53
2009-04-10,56
2009-04-11,59
2009-04-12,58
2009-04-13,57
2009-04-14,56
2009-04-15,56
2009-04-16,55
2009-04-17,54
2009-04-18,54
2009-04-19,54
2009-04-20,54
2009-04-21,54
2009-04-22,54
2009-04-23,54
2009-04-24,54
2009-04-25,54
2009-04-26,54
2009-04-27,54
2009-04-28,54
2009-04-29,54
2009-04-30,54
2009-05-01,54
2009-05-02,54
2009-05-03,54
2009-05-04,54
2009-05-05,54
2009-05-06,54
2009-05-07,54
2009-05-08,54
2009-05-09,54
2009-05-10,54
2009-05-11,54
2009-05-12,54
2009-05-13,54
2009-05-14,54
2009-05-15,54
2009-05-16,54
2009-05-17,55
2009-05-18,57
2009-05-19,59
2009-05-20,60
2009-05-21,62
2009-05-22,64
2009-05-23,66
2009-05-24,68
2009-05-25,70
2009-05-26,73
2009-05-27,75
2009-05-28,78
2009-05-29,80
2009-05-30,83
2009-05-31,85
2009-06-01,89
2009-06-02,91
2009-06-03,94
2009-06-04,96
2009-06-05,99
2009-06-06,102
2009-06-07,95
2009-06-08,85
2009-06-09,78
2009-06-10,71
2009-06-11,64
2009-06-12,57
2009-06-13,50
2009-06-14,50
2009-06-15,50
2009-06-16,50
2009-06-17,50
2009-06-18,50
2009-06-19,50
2009-06-20,50
2009-06-21,50
2009-06-22,49
2009-06-23,49
2009-06-24,48
2009-06-25,48
2009-06-26,48
2009-06-27,48
2009-06-28,48
2009-07-05,48
2009-07-06,59
2009-07-07,48
2009-07-08,48
2009-07-09,48
2009-07-10,48
2009-07-11,48
2009-07-12,48
2009-07-13,48
2009-07-14,48
2009-07-15,48
2009-07-16,48
2009-07-17,48
2009-07-18,48
2009-07-19,46
2009-07-20,45
2009-07-21,43
2009-07-22,41
2009-07-23,40
2009-07-24,38
2009-07-25,37
2009-07-26,38
2009-07-27,40
2009-07-28,41
2009-07-29,43
2009-07-30,44
2009-07-31,46
2009-08-01,48
2009-08-02,47
2009-08-03,46
2009-08-04,45
2009-08-05,44
2009-08-06,43
2009-08-07,42
2009-08-08,41
2009-08-09,41
2009-08-10,42
2009-08-11,42
2009-08-12,43
2009-08-13,43
2009-08-14,44
2009-08-15,45
2009-08-16,44
2009-08-17,44
2009-08-18,44
2009-08-19,44
2009-08-20,44
2009-08-21,44
2009-08-22,44
2009-08-23,42
2009-08-24,40
2009-08-25,39
2009-08-26,37
2009-08-27,36
2009-08-28,34
2009-08-29,33
2009-08-30,33
2009-08-31,33
2009-09-01,33
2009-09-02,33
2009-09-03,33
2009-09-04,33
2009-09-05,33
2009-09-06,33
2009-09-07,33
2009-09-08,33
2009-09-09,33
2009-09-10,33
2009-09-11,33
2009-09-12,33
2009-09-13,33
2009-09-14,33
2009-09-15,34
2009-09-16,34
2009-09-17,34
2009-09-18,35
2009-09-19,36
2009-09-20,33
2009-09-21,34
2009-09-22,35
2009-09-23,35
2009-09-24,36
2009-09-25,37
2009-09-26,38
2009-09-27,38
2009-10-04,42
2009-10-05,41
2009-10-06,40
2009-10-07,40
2009-10-08,39
2009-10-09,38
2009-10-10,38
2009-10-11,38
2009-10-12,46
2009-10-13,38
2009-10-14,38
2009-10-15,38
2009-10-16,38
2009-10-17,38
2009-10-18,38
2009-10-19,38
2009-10-20,38
2009-10-21,38
2009-10-22,38
2009-10-23,38
2009-10-24,38
2009-10-25,37
2009-10-26,37
2009-10-27,36
2009-10-28,36
2009-10-29,35
2009-10-30,35
2009-10-31,35
2009-11-01,35
2009-11-02,35
2009-11-03,35
2009-11-04,35
2009-11-05,35
2009-11-06,35
2009-11-07,35
2009-11-08,35
2009-11-09,35
2009-11-10,35
2009-11-11,36
2009-11-12,36
2009-11-13,36
2009-11-14,37
2009-11-15,31
2009-11-16,26
2009-11-17,21
2009-11-18,15
2009-11-19,10
2009-11-20,5
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,6
2009-12-21,12
2009-12-22,18
2009-12-23,25
2009-12-24,31
2009-12-25,37
2009-12-26,44
2009-12-27,43
2010-01-03,43
2010-01-04,43
2010-01-05,43
2010-01-06,43
2010-01-07,43
2010-01-08,43
2010-01-09,43
2010-01-10,41
2010-01-11,40
2010-01-12,38
2010-01-13,36
2010-01-14,34
2010-01-15,33
2010-01-16,32
2010-01-17,29
2010-01-18,29
2010-01-19,29
2010-01-20,29
2010-01-21,29
2010-01-22,29
2010-01-23,29
2010-01-24,29
2010-01-25,29
2010-01-26,29
2010-01-27,29
2010-01-28,29
2010-01-29,29
2010-01-30,30
2010-01-31,30
2010-02-01,30
2010-02-02,30
2010-02-03,31
2010-02-04,31
2010-02-05,31
2010-02-06,32
2010-02-07,31
2010-02-08,30
2010-02-09,30
2010-02-10,29
2010-02-11,29
2010-02-12,28
2010-02-13,28
2010-02-14,28
2010-02-15,28
2010-02-16,28
2010-02-17,28
2010-02-18,28
2010-02-19,28
2010-02-20,28
2010-02-21,28
2010-02-22,28
2010-02-23,28
2010-02-24,28
2010-02-25,28
2010-02-26,28
2010-02-27,28
2010-02-28,28
2010-03-01,28
2010-03-02,29
2010-03-03,29
2010-03-04,30
2010-03-05,30
2010-03-06,31
2010-03-07,32
2010-03-08,34
2010-03-09,35
2010-03-10,37
2010-03-11,39
2010-03-12,40
2010-03-13,42
2010-03-14,40
2010-03-15,38
2010-03-16,36
2010-03-17,34
2010-03-18,32
2010-03-19,30
2010-03-20,28
2010-03-21,28
2010-03-22,29
2010-03-23,30
2010-03-24,31
2010-03-25,32
2010-03-26,33
2010-03-27,34
2010-03-28,29
