Date,ACA Capital
2006-03-28,0
2006-03-29,0
2006-03-30,0
2006-03-31,0
2006-04-01,0
2006-04-02,1
2006-04-03,3
2006-04-04,4
2006-04-05,6
2006-04-06,7
2006-04-07,9
2006-04-08,10
2006-04-09,12
2006-04-10,13
2006-04-11,15
2006-04-12,16
2006-04-13,18
2006-04-14,19
2006-04-15,21
2006-04-16,23
2006-04-17,24
2006-04-18,26
2006-04-19,27
2006-04-20,29
2006-04-21,30
2006-04-22,32
2006-04-23,33
2006-04-24,35
2006-04-25,36
2006-04-26,38
2006-04-27,39
2006-04-28,41
2006-04-29,42
2006-04-30,44
2006-05-01,46
2006-05-02,45
2006-05-03,45
2006-05-04,45
2006-05-05,45
2006-05-06,45
2006-05-07,45
2006-05-08,45
2006-05-09,45
2006-05-10,45
2006-05-11,45
2006-05-12,45
2006-05-13,45
2006-05-14,45
2006-05-15,45
2006-05-16,45
2006-05-17,44
2006-05-18,44
2006-05-19,44
2006-05-20,44
2006-05-21,44
2006-05-22,44
2006-05-23,44
2006-05-24,44
2006-05-25,44
2006-05-26,44
2006-05-27,44
2006-05-28,44
2006-05-29,44
2006-05-30,44
2006-05-31,44
2006-06-01,44
2006-06-02,44
2006-06-03,44
2006-06-04,44
2006-06-05,44
2006-06-06,44
2006-06-07,44
2006-06-08,44
2006-06-09,44
2006-06-10,44
2006-06-11,44
2006-06-12,44
2006-06-13,44
2006-06-14,44
2006-06-15,44
2006-06-16,44
2006-06-17,44
2006-06-18,44
2006-06-19,44
2006-06-20,44
2006-06-21,44
2006-06-22,44
2006-06-23,44
2006-06-24,44
2006-06-25,44
2006-06-26,44
2006-06-27,44
2006-06-28,44
2006-06-29,44
2006-06-30,44
2006-07-01,44
2006-07-02,44
2006-07-03,44
2006-07-04,44
2006-07-05,44
2006-07-06,44
2006-07-07,44
2006-07-08,44
2006-07-09,44
2006-07-10,44
2006-07-11,44
2006-07-12,44
2006-07-13,44
2006-07-14,44
2006-07-15,44
2006-07-16,44
2006-07-17,44
2006-07-18,44
2006-07-19,44
2006-07-20,44
2006-07-21,44
2006-07-22,44
2006-07-23,44
2006-07-24,44
2006-07-25,44
2006-07-26,44
2006-07-27,44
2006-07-28,44
2006-07-29,44
2006-07-30,44
2006-07-31,44
2006-08-01,44
2006-08-02,43
2006-08-03,43
2006-08-04,42
2006-08-05,42
2006-08-06,42
2006-08-07,41
2006-08-08,41
2006-08-09,41
2006-08-10,40
2006-08-11,40
2006-08-12,40
2006-08-13,39
2006-08-14,39
2006-08-15,39
2006-08-16,38
2006-08-17,38
2006-08-18,37
2006-08-19,37
2006-08-20,37
2006-08-21,36
2006-08-22,36
2006-08-23,36
2006-08-24,35
2006-08-25,35
2006-08-26,35
2006-08-27,34
2006-08-28,34
2006-08-29,34
2006-08-30,33
2006-08-31,33
2006-09-01,33
2006-09-02,32
2006-09-03,32
2006-09-04,32
2006-09-05,32
2006-09-06,32
2006-09-07,32
2006-09-08,32
2006-09-09,32
2006-09-10,32
2006-09-11,32
2006-09-12,31
2006-09-13,31
2006-09-14,31
2006-09-15,31
2006-09-16,31
2006-09-17,31
2006-09-18,31
2006-09-19,31
2006-09-20,31
2006-09-21,31
2006-09-22,30
2006-09-23,30
2006-09-24,30
2006-09-25,30
2006-09-26,30
2006-09-27,30
2006-09-28,30
2006-09-29,30
2006-09-30,30
2006-10-01,30
2006-10-02,31
2006-10-03,32
2006-10-04,33
2006-10-05,34
2006-10-06,35
2006-10-07,36
2006-10-08,37
2006-10-09,38
2006-10-10,39
2006-10-11,40
2006-10-12,41
2006-10-13,42
2006-10-14,43
2006-10-15,44
2006-10-16,45
2006-10-17,46
2006-10-18,47
2006-10-19,48
2006-10-20,49
2006-10-21,50
2006-10-22,51
2006-10-23,52
2006-10-24,53
2006-10-25,54
2006-10-26,55
2006-10-27,56
2006-10-28,57
2006-10-29,58
2006-10-30,59
2006-10-31,60
2006-11-01,61
2006-11-02,60
2006-11-03,60
2006-11-04,60
2006-11-05,60
2006-11-06,60
2006-11-07,60
2006-11-08,60
2006-11-09,60
2006-11-10,60
2006-11-11,60
2006-11-12,59
2006-11-13,59
2006-11-14,59
2006-11-15,59
2006-11-16,59
2006-11-17,59
2006-11-18,59
2006-11-19,59
2006-11-20,59
2006-11-21,59
2006-11-22,58
2006-11-23,58
2006-11-24,58
2006-11-25,58
2006-11-26,58
2006-11-27,58
2006-11-28,58
2006-11-29,58
2006-11-30,58
2006-12-01,58
2006-12-02,58
2006-12-03,58
2006-12-04,58
2006-12-05,58
2006-12-06,58
2006-12-07,58
2006-12-08,58
2006-12-09,58
2006-12-10,58
2006-12-11,58
2006-12-12,58
2006-12-13,58
2006-12-14,58
2006-12-15,58
2006-12-16,58
2006-12-17,58
2006-12-18,58
2006-12-19,58
2006-12-20,58
2006-12-21,58
2006-12-22,58
2006-12-23,58
2006-12-24,58
2006-12-25,58
2006-12-26,58
2006-12-27,58
2006-12-28,58
2006-12-29,58
2006-12-30,58
2006-12-31,58
2007-01-01,58
2007-01-02,58
2007-01-03,58
2007-01-04,58
2007-01-05,58
2007-01-06,58
2007-01-07,58
2007-01-08,58
2007-01-09,58
2007-01-10,58
2007-01-11,58
2007-01-12,58
2007-01-13,58
2007-01-14,58
2007-01-15,58
2007-01-16,58
2007-01-17,58
2007-01-18,58
2007-01-19,58
2007-01-20,58
2007-01-21,58
2007-01-22,58
2007-01-23,58
2007-01-24,58
2007-01-25,58
2007-01-26,58
2007-01-27,58
2007-01-28,58
2007-01-29,58
2007-01-30,58
2007-01-31,58
2007-02-01,58
2007-02-02,57
2007-02-03,56
2007-02-04,55
2007-02-05,55
2007-02-06,54
2007-02-07,53
2007-02-08,52
2007-02-09,52
2007-02-10,51
2007-02-11,50
2007-02-12,49
2007-02-13,49
2007-02-14,48
2007-02-15,47
2007-02-16,46
2007-02-17,46
2007-02-18,45
2007-02-19,44
2007-02-20,43
2007-02-21,43
2007-02-22,42
2007-02-23,41
2007-02-24,40
2007-02-25,40
2007-02-26,39
2007-02-27,38
2007-02-28,37
2007-03-01,37
2007-03-02,36
2007-03-03,36
2007-03-04,36
2007-03-05,36
2007-03-06,36
2007-03-07,36
2007-03-08,36
2007-03-09,35
2007-03-10,35
2007-03-11,35
2007-03-12,35
2007-03-13,35
2007-03-14,35
2007-03-15,35
2007-03-16,35
2007-03-17,34
2007-03-18,34
2007-03-19,34
2007-03-20,34
2007-03-21,34
2007-03-22,34
2007-03-23,34
2007-03-24,34
2007-03-25,33
2007-03-26,33
2007-03-27,33
2007-03-28,33
2007-03-29,33
2007-03-30,33
2007-03-31,33
2007-04-01,33
2007-04-02,33
2007-04-03,33
2007-04-04,33
2007-04-05,34
2007-04-06,34
2007-04-07,34
2007-04-08,34
2007-04-09,35
2007-04-10,35
2007-04-11,35
2007-04-12,35
2007-04-13,36
2007-04-14,36
2007-04-15,36
2007-04-16,37
2007-04-17,37
2007-04-18,37
2007-04-19,37
2007-04-20,38
2007-04-21,38
2007-04-22,38
2007-04-23,38
2007-04-24,39
2007-04-25,39
2007-04-26,39
2007-04-27,39
2007-04-28,40
2007-04-29,40
2007-04-30,40
2007-05-01,41
2007-05-02,41
2007-05-03,41
2007-05-04,41
2007-05-05,42
2007-05-06,42
2007-05-07,42
2007-05-08,43
2007-05-09,43
2007-05-10,43
2007-05-11,43
2007-05-12,44
2007-05-13,44
2007-05-14,44
2007-05-15,45
2007-05-16,45
2007-05-17,45
2007-05-18,45
2007-05-19,46
2007-05-20,46
2007-05-21,46
2007-05-22,47
2007-05-23,47
2007-05-24,47
2007-05-25,47
2007-05-26,48
2007-05-27,48
2007-05-28,48
2007-05-29,49
2007-05-30,49
2007-05-31,49
2007-06-01,50
2007-06-02,51
2007-06-03,53
2007-06-04,55
2007-06-05,56
2007-06-06,58
2007-06-07,60
2007-06-08,61
2007-06-09,63
2007-06-10,65
2007-06-11,66
2007-06-12,68
2007-06-13,70
2007-06-14,71
2007-06-15,73
2007-06-16,75
2007-06-17,76
2007-06-18,78
2007-06-19,80
2007-06-20,81
2007-06-21,83
2007-06-22,85
2007-06-23,86
2007-06-24,88
2007-06-25,90
2007-06-26,91
2007-06-27,93
2007-06-28,95
2007-06-29,96
2007-06-30,98
2007-07-01,100
2007-07-02,99
2007-07-03,98
2007-07-04,97
2007-07-05,97
2007-07-06,96
2007-07-07,95
2007-07-08,95
2007-07-09,94
2007-07-10,93
2007-07-11,92
2007-07-12,92
2007-07-13,91
2007-07-14,90
2007-07-15,90
2007-07-16,89
2007-07-17,88
2007-07-18,87
2007-07-19,87
2007-07-20,86
2007-07-21,85
2007-07-22,85
2007-07-23,84
2007-07-24,83
2007-07-25,82
2007-07-26,82
2007-07-27,81
2007-07-28,80
2007-07-29,80
2007-07-30,79
2007-07-31,78
2007-08-01,78
2007-08-02,76
2007-08-03,75
2007-08-04,74
2007-08-05,72
2007-08-06,71
2007-08-07,70
2007-08-08,68
2007-08-09,67
2007-08-10,66
2007-08-11,64
2007-08-12,63
2007-08-13,62
2007-08-14,60
2007-08-15,59
2007-08-16,58
2007-08-17,56
2007-08-18,55
2007-08-19,54
2007-08-20,52
2007-08-21,51
2007-08-22,50
2007-08-23,48
2007-08-24,47
2007-08-25,46
2007-08-26,44
2007-08-27,43
2007-08-28,42
2007-08-29,40
2007-08-30,39
2007-08-31,38
2007-09-01,37
2007-09-02,37
2007-09-03,38
2007-09-04,39
2007-09-05,40
2007-09-06,41
2007-09-07,42
2007-09-08,43
2007-09-09,44
2007-09-10,45
2007-09-11,46
2007-09-12,47
2007-09-13,48
2007-09-14,49
2007-09-15,50
2007-09-16,51
2007-09-17,52
2007-09-18,53
2007-09-19,54
2007-09-20,55
2007-09-21,56
2007-09-22,57
2007-09-23,58
2007-09-24,59
2007-09-25,60
2007-09-26,61
2007-09-27,62
2007-09-28,63
2007-09-29,64
2007-09-30,65
2007-10-01,66
