Date,Orion Energy Systems
2007-05-28,0
2007-05-29,0
2007-05-30,0
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,2
2007-07-03,4
2007-07-04,6
2007-07-05,8
2007-07-06,10
2007-07-07,12
2007-07-08,14
2007-07-09,16
2007-07-10,18
2007-07-11,20
2007-07-12,22
2007-07-13,24
2007-07-14,26
2007-07-15,28
2007-07-16,30
2007-07-17,32
2007-07-18,34
2007-07-19,36
2007-07-20,38
2007-07-21,40
2007-07-22,42
2007-07-23,44
2007-07-24,46
2007-07-25,48
2007-07-26,50
2007-07-27,52
2007-07-28,54
2007-07-29,56
2007-07-30,58
2007-07-31,60
2007-08-01,62
2007-08-02,62
2007-08-03,62
2007-08-04,62
2007-08-05,63
2007-08-06,63
2007-08-07,63
2007-08-08,64
2007-08-09,64
2007-08-10,64
2007-08-11,64
2007-08-12,65
2007-08-13,65
2007-08-14,65
2007-08-15,66
2007-08-16,66
2007-08-17,66
2007-08-18,66
2007-08-19,67
2007-08-20,67
2007-08-21,67
2007-08-22,68
2007-08-23,68
2007-08-24,68
2007-08-25,68
2007-08-26,69
2007-08-27,69
2007-08-28,69
2007-08-29,70
2007-08-30,70
2007-08-31,70
2007-09-01,71
2007-09-02,71
2007-09-03,71
2007-09-04,72
2007-09-05,72
2007-09-06,72
2007-09-07,73
2007-09-08,73
2007-09-09,73
2007-09-10,74
2007-09-11,74
2007-09-12,74
2007-09-13,75
2007-09-14,75
2007-09-15,75
2007-09-16,76
2007-09-17,76
2007-09-18,76
2007-09-19,77
2007-09-20,77
2007-09-21,77
2007-09-22,78
2007-09-23,78
2007-09-24,78
2007-09-25,79
2007-09-26,79
2007-09-27,79
2007-09-28,80
2007-09-29,80
2007-09-30,80
2007-10-01,81
2007-10-02,81
2007-10-03,81
2007-10-04,81
2007-10-05,82
2007-10-06,82
2007-10-07,82
2007-10-08,83
2007-10-09,83
2007-10-10,83
2007-10-11,83
2007-10-12,84
2007-10-13,84
2007-10-14,84
2007-10-15,85
2007-10-16,85
2007-10-17,85
2007-10-18,85
2007-10-19,86
2007-10-20,86
2007-10-21,86
2007-10-22,87
2007-10-23,87
2007-10-24,87
2007-10-25,87
2007-10-26,88
2007-10-27,88
2007-10-28,88
2007-10-29,89
2007-10-30,89
2007-10-31,89
2007-11-01,90
2007-11-02,90
2007-11-03,90
2007-11-04,91
2007-11-05,91
2007-11-06,91
2007-11-07,92
2007-11-08,92
2007-11-09,92
2007-11-10,93
2007-11-11,93
2007-11-12,93
2007-11-13,94
2007-11-14,94
2007-11-15,94
2007-11-16,95
2007-11-17,95
2007-11-18,95
2007-11-19,96
2007-11-20,96
2007-11-21,96
2007-11-22,97
2007-11-23,97
2007-11-24,97
2007-11-25,98
2007-11-26,98
2007-11-27,98
2007-11-28,99
2007-11-29,99
2007-11-30,99
2007-12-01,100
2007-12-02,98
2007-12-03,97
2007-12-04,95
2007-12-05,94
2007-12-06,93
2007-12-07,91
2007-12-08,90
2007-12-09,89
2007-12-10,87
2007-12-11,86
2007-12-12,85
2007-12-13,83
2007-12-14,82
2007-12-15,81
2007-12-16,79
2007-12-17,78
2007-12-18,76
2007-12-19,75
2007-12-20,74
2007-12-21,72
2007-12-22,71
2007-12-23,70
2007-12-24,68
2007-12-25,67
2007-12-26,66
2007-12-27,64
2007-12-28,63
2007-12-29,62
2007-12-30,60
2007-12-31,59
2008-01-01,58
2008-01-02,58
2008-01-03,59
2008-01-04,59
2008-01-05,60
2008-01-06,61
2008-01-07,61
2008-01-08,62
2008-01-09,63
2008-01-10,63
2008-01-11,64
2008-01-12,65
2008-01-13,65
2008-01-14,66
2008-01-15,67
2008-01-16,67
2008-01-17,68
2008-01-18,68
2008-01-19,69
2008-01-20,70
2008-01-21,70
2008-01-22,71
2008-01-23,72
2008-01-24,72
2008-01-25,73
2008-01-26,74
2008-01-27,74
2008-01-28,75
2008-01-29,76
2008-01-30,76
2008-01-31,77
2008-02-01,78
2008-02-02,76
2008-02-03,75
2008-02-04,73
2008-02-05,72
2008-02-06,70
2008-02-07,69
2008-02-08,68
2008-02-09,66
2008-02-10,65
2008-02-11,63
2008-02-12,62
2008-02-13,61
2008-02-14,59
2008-02-15,58
2008-02-16,56
2008-02-17,55
2008-02-18,53
2008-02-19,52
2008-02-20,51
2008-02-21,49
2008-02-22,48
2008-02-23,46
2008-02-24,45
2008-02-25,44
2008-02-26,42
2008-02-27,41
2008-02-28,39
2008-02-29,38
2008-03-01,37
2008-03-02,37
2008-03-03,37
2008-03-04,37
2008-03-05,38
2008-03-06,38
2008-03-07,38
2008-03-08,39
2008-03-09,39
2008-03-10,39
2008-03-11,40
2008-03-12,40
2008-03-13,40
2008-03-14,41
2008-03-15,41
2008-03-16,41
2008-03-17,42
2008-03-18,42
2008-03-19,42
2008-03-20,43
2008-03-21,43
2008-03-22,43
2008-03-23,44
2008-03-24,44
2008-03-25,44
2008-03-26,45
2008-03-27,45
2008-03-28,45
2008-03-29,46
2008-03-30,46
2008-03-31,46
2008-04-01,47
2008-04-02,46
2008-04-03,46
2008-04-04,46
2008-04-05,46
2008-04-06,46
2008-04-07,45
2008-04-08,45
2008-04-09,45
2008-04-10,45
2008-04-11,45
2008-04-12,44
2008-04-13,44
2008-04-14,44
2008-04-15,44
2008-04-16,44
2008-04-17,43
2008-04-18,43
2008-04-19,43
2008-04-20,43
2008-04-21,43
2008-04-22,42
2008-04-23,42
2008-04-24,42
2008-04-25,42
2008-04-26,42
2008-04-27,41
2008-04-28,41
2008-04-29,41
2008-04-30,41
2008-05-01,41
2008-05-02,41
2008-05-03,41
2008-05-04,41
2008-05-05,41
2008-05-06,41
2008-05-07,41
2008-05-08,41
2008-05-09,41
2008-05-10,41
2008-05-11,41
2008-05-12,41
2008-05-13,41
2008-05-14,41
2008-05-15,41
2008-05-16,41
2008-05-17,41
2008-05-18,41
2008-05-19,41
2008-05-20,41
2008-05-21,41
2008-05-22,41
2008-05-23,41
2008-05-24,41
2008-05-25,41
2008-05-26,41
2008-05-27,41
2008-05-28,41
2008-05-29,41
2008-05-30,41
2008-05-31,41
2008-06-01,41
2008-06-02,41
2008-06-03,41
2008-06-04,41
2008-06-05,41
2008-06-06,41
2008-06-07,41
2008-06-08,41
2008-06-09,41
2008-06-10,41
2008-06-11,41
2008-06-12,41
2008-06-13,41
2008-06-14,41
2008-06-15,41
2008-06-16,42
2008-06-17,42
2008-06-18,42
2008-06-19,42
2008-06-20,42
2008-06-21,42
2008-06-22,42
2008-06-23,42
2008-06-24,42
2008-06-25,42
2008-06-26,42
2008-06-27,42
2008-06-28,42
2008-06-29,42
2008-06-30,42
2008-07-01,43
2008-07-02,42
2008-07-03,42
2008-07-04,41
2008-07-05,41
2008-07-06,41
2008-07-07,40
2008-07-08,40
2008-07-09,39
2008-07-10,39
2008-07-11,39
2008-07-12,38
2008-07-13,38
2008-07-14,37
2008-07-15,37
2008-07-16,37
2008-07-17,36
2008-07-18,36
2008-07-19,36
2008-07-20,35
2008-07-21,35
2008-07-22,34
2008-07-23,34
2008-07-24,34
2008-07-25,33
2008-07-26,33
2008-07-27,32
2008-07-28,32
2008-07-29,32
2008-07-30,31
2008-07-31,31
2008-08-01,31
2008-08-02,31
2008-08-03,31
2008-08-04,31
2008-08-05,31
2008-08-06,31
2008-08-07,31
2008-08-08,31
2008-08-09,31
2008-08-10,31
2008-08-11,31
2008-08-12,31
2008-08-13,31
2008-08-14,31
2008-08-15,31
2008-08-16,31
2008-08-17,31
2008-08-18,31
2008-08-19,31
2008-08-20,31
2008-08-21,31
2008-08-22,31
2008-08-23,31
2008-08-24,31
2008-08-25,31
2008-08-26,31
2008-08-27,31
2008-08-28,31
2008-08-29,31
2008-08-30,31
2008-08-31,31
2008-09-01,31
2008-09-02,31
2008-09-03,31
2008-09-04,31
2008-09-05,31
2008-09-06,32
2008-09-07,32
2008-09-08,32
2008-09-09,32
2008-09-10,33
2008-09-11,33
2008-09-12,33
2008-09-13,33
2008-09-14,34
2008-09-15,34
2008-09-16,34
2008-09-17,34
2008-09-18,34
2008-09-19,35
2008-09-20,35
2008-09-21,35
2008-09-22,35
2008-09-23,36
2008-09-24,36
2008-09-25,36
2008-09-26,36
2008-09-27,37
2008-09-28,37
2008-09-29,37
2008-09-30,37
2008-10-01,38
2008-10-02,38
2008-10-03,38
2008-10-04,38
2008-10-05,38
2008-10-06,38
2008-10-07,38
2008-10-08,38
2008-10-09,38
2008-10-10,38
2008-10-11,38
2008-10-12,38
2008-10-13,38
2008-10-14,38
2008-10-15,38
2008-10-16,38
2008-10-17,38
2008-10-18,38
2008-10-19,38
2008-10-20,38
2008-10-21,38
2008-10-22,38
2008-10-23,38
2008-10-24,38
2008-10-25,38
2008-10-26,38
2008-10-27,38
2008-10-28,38
2008-10-29,38
2008-10-30,38
2008-10-31,38
2008-11-01,38
2008-11-02,38
2008-11-03,38
2008-11-04,38
2008-11-05,38
2008-11-06,38
2008-11-07,38
2008-11-08,38
2008-11-09,38
2008-11-10,38
2008-11-11,38
2008-11-12,38
2008-11-13,38
2008-11-14,38
2008-11-15,38
2008-11-16,38
2008-11-17,38
2008-11-18,38
2008-11-19,38
2008-11-20,38
2008-11-21,38
2008-11-22,38
2008-11-23,38
2008-11-24,38
2008-11-25,38
2008-11-26,38
2008-11-27,38
2008-11-28,38
2008-11-29,38
2008-11-30,38
2008-12-01,39
2008-12-02,39
2008-12-03,39
2008-12-04,39
2008-12-05,39
2008-12-06,39
2008-12-07,39
2008-12-08,39
2008-12-09,39
2008-12-10,39
2008-12-11,39
2008-12-12,39
2008-12-13,39
2008-12-14,39
2008-12-15,39
2008-12-16,39
2008-12-17,39
2008-12-18,39
2008-12-19,39
2008-12-20,39
2008-12-21,39
2008-12-22,39
2008-12-23,39
2008-12-24,39
2008-12-25,39
2008-12-26,39
2008-12-27,39
2008-12-28,39
2008-12-29,39
2008-12-30,39
2008-12-31,39
2009-01-01,39
2009-01-02,38
2009-01-03,38
2009-01-04,38
2009-01-05,38
2009-01-06,38
2009-01-07,38
2009-01-08,37
2009-01-09,37
2009-01-10,37
2009-01-11,37
2009-01-12,37
2009-01-13,37
2009-01-14,36
2009-01-15,36
2009-01-16,36
2009-01-17,36
2009-01-18,36
2009-01-19,36
2009-01-20,35
2009-01-21,35
2009-01-22,35
2009-01-23,35
2009-01-24,35
2009-01-25,35
2009-01-26,34
2009-01-27,34
2009-01-28,34
2009-01-29,34
2009-01-30,34
2009-01-31,34
