Date,FleetCor
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,6
2010-06-07,13
2010-06-08,20
2010-06-09,26
2010-06-10,33
2010-06-11,40
2010-06-12,47
2010-06-13,47
2010-06-14,47
2010-06-15,47
2010-06-16,47
2010-06-17,47
2010-06-18,47
2010-06-19,48
2010-06-20,48
2010-06-21,48
2010-06-22,48
2010-06-23,48
2010-06-24,48
2010-06-25,48
2010-06-26,48
2010-06-27,49
2010-06-28,50
2010-06-29,51
2010-06-30,52
2010-07-04,56
2010-07-05,70
2010-07-06,58
2010-07-07,58
2010-07-08,59
2010-07-09,60
2010-07-10,61
2010-07-11,61
2010-07-12,62
2010-07-13,63
2010-07-14,63
2010-07-15,64
2010-07-16,64
2010-07-17,65
2010-07-18,63
2010-07-19,60
2010-07-20,58
2010-07-21,55
2010-07-22,53
2010-07-23,51
2010-07-24,49
2010-07-25,48
2010-07-26,47
2010-07-27,47
2010-07-28,46
2010-07-29,46
2010-07-30,45
2010-07-31,45
2010-08-01,45
2010-08-02,45
2010-08-03,45
2010-08-04,45
2010-08-05,45
2010-08-06,45
2010-08-07,45
2010-08-08,45
2010-08-09,47
2010-08-10,47
2010-08-11,48
2010-08-12,49
2010-08-13,50
2010-08-14,51
2010-08-15,52
2010-08-16,52
2010-08-17,53
2010-08-18,54
2010-08-19,55
2010-08-20,56
2010-08-21,57
2010-08-22,54
2010-08-23,51
2010-08-24,48
2010-08-25,46
2010-08-26,43
2010-08-27,40
2010-08-28,38
2010-08-29,38
2010-08-30,38
2010-08-31,38
2010-09-01,38
2010-09-02,38
2010-09-03,38
2010-09-04,38
2010-09-05,38
2010-09-06,39
2010-09-07,40
2010-09-08,40
2010-09-09,41
2010-09-10,42
2010-09-11,43
2010-09-12,43
2010-09-13,44
2010-09-14,45
2010-09-15,45
2010-09-16,46
2010-09-17,47
2010-09-18,48
2010-09-19,47
2010-09-20,46
2010-09-21,45
2010-09-22,44
2010-09-23,43
2010-09-24,42
2010-09-25,41
2010-09-26,43
2010-10-03,52
2010-10-04,50
2010-10-05,48
2010-10-06,46
2010-10-07,44
2010-10-08,42
2010-10-09,40
2010-10-10,39
2010-10-11,47
2010-10-12,37
2010-10-13,37
2010-10-14,36
2010-10-15,35
2010-10-16,35
2010-10-17,35
2010-10-18,35
2010-10-19,35
2010-10-20,35
2010-10-21,35
2010-10-22,35
2010-10-23,35
2010-10-24,35
2010-10-25,35
2010-10-26,35
2010-10-27,35
2010-10-28,35
2010-10-29,35
2010-10-30,35
2010-10-31,35
2010-11-01,35
2010-11-02,35
2010-11-03,35
2010-11-04,35
2010-11-05,35
2010-11-06,35
2010-11-07,36
2010-11-08,36
2010-11-09,37
2010-11-10,38
2010-11-11,39
2010-11-12,40
2010-11-13,41
2010-11-14,41
2010-11-15,42
2010-11-16,43
2010-11-17,43
2010-11-18,44
2010-11-19,45
2010-11-20,46
2010-11-21,46
2010-11-22,47
2010-11-23,48
2010-11-24,49
2010-11-25,50
2010-11-26,51
2010-11-27,52
2010-11-28,52
2010-11-29,53
2010-11-30,54
2010-12-01,55
2010-12-02,56
2010-12-03,57
2010-12-04,58
2010-12-05,58
2010-12-06,59
2010-12-07,59
2010-12-08,60
2010-12-09,60
2010-12-10,61
2010-12-11,62
2010-12-12,67
2010-12-13,74
2010-12-14,80
2010-12-15,87
2010-12-16,93
2010-12-17,101
2010-12-18,110
2010-12-19,92
2010-12-20,84
2010-12-21,76
2010-12-22,69
2010-12-23,61
2010-12-24,53
2010-12-25,46
2010-12-26,46
2011-01-02,46
2011-01-03,58
2011-01-04,46
2011-01-05,46
2011-01-06,46
2011-01-07,46
2011-01-08,46
2011-01-09,46
2011-01-10,46
2011-01-11,46
2011-01-12,46
2011-01-13,46
2011-01-14,46
2011-01-15,46
2011-01-16,44
2011-01-17,43
2011-01-18,41
2011-01-19,40
2011-01-20,38
2011-01-21,37
2011-01-22,36
2011-01-23,39
2011-01-24,42
2011-01-25,45
2011-01-26,48
2011-01-27,52
2011-01-28,55
2011-01-29,58
2011-01-30,56
2011-01-31,53
2011-02-01,51
2011-02-02,49
2011-02-03,47
2011-02-04,45
2011-02-05,43
2011-02-06,42
2011-02-07,42
2011-02-08,42
2011-02-09,41
2011-02-10,41
2011-02-11,41
2011-02-12,41
2011-02-13,41
2011-02-14,41
2011-02-15,41
2011-02-16,41
2011-02-17,41
2011-02-18,41
2011-02-19,41
2011-02-20,40
2011-02-21,39
2011-02-22,38
2011-02-23,37
2011-02-24,36
2011-02-25,35
2011-02-26,34
2011-02-27,34
2011-02-28,35
2011-03-01,35
2011-03-02,36
2011-03-03,36
2011-03-04,37
2011-03-05,38
2011-03-06,38
2011-03-07,39
2011-03-08,39
2011-03-09,39
2011-03-10,40
2011-03-11,40
2011-03-12,41
2011-03-13,41
2011-03-14,41
2011-03-15,41
2011-03-16,41
2011-03-17,41
2011-03-18,41
2011-03-19,41
2011-03-20,40
2011-03-21,40
2011-03-22,39
2011-03-23,39
2011-03-24,38
2011-03-25,38
2011-03-26,38
2011-03-27,38
2011-04-03,32
2011-04-04,31
2011-04-05,21
2011-04-06,16
2011-04-07,10
2011-04-08,5
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,0
2011-04-13,0
2011-04-14,0
2011-04-15,0
2011-04-16,0
2011-04-17,0
2011-04-18,0
2011-04-19,0
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,0
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,5
2011-05-30,10
2011-05-31,15
2011-06-01,20
2011-06-02,25
2011-06-03,30
2011-06-04,35
2011-06-05,35
2011-06-06,35
2011-06-07,35
2011-06-08,35
2011-06-09,35
2011-06-10,35
2011-06-11,36
2011-06-12,36
2011-06-13,36
2011-06-14,36
2011-06-15,36
2011-06-16,36
2011-06-17,36
2011-06-18,37
2011-06-19,39
2011-06-20,43
2011-06-21,47
2011-06-22,50
2011-06-23,53
2011-06-24,57
2011-06-25,63
2011-06-26,55
2011-07-03,47
2011-07-04,47
2011-07-05,47
2011-07-06,47
2011-07-07,47
2011-07-08,47
2011-07-09,47
2011-07-10,44
2011-07-11,42
2011-07-12,40
2011-07-13,38
2011-07-14,36
2011-07-15,34
2011-07-16,32
2011-07-17,32
2011-07-18,32
2011-07-19,32
2011-07-20,33
2011-07-21,33
2011-07-22,33
2011-07-23,34
2011-07-24,34
2011-07-25,34
2011-07-26,34
2011-07-27,35
2011-07-28,35
2011-07-29,35
2011-07-30,36
2011-07-31,36
2011-08-01,36
2011-08-02,36
2011-08-03,37
2011-08-04,37
2011-08-05,37
2011-08-06,38
2011-08-07,38
2011-08-08,38
2011-08-09,38
2011-08-10,39
2011-08-11,39
2011-08-12,39
2011-08-13,40
2011-08-14,39
2011-08-15,39
2011-08-16,39
2011-08-17,39
2011-08-18,39
2011-08-19,39
2011-08-20,39
2011-08-21,39
2011-08-22,39
2011-08-23,39
2011-08-24,39
2011-08-25,39
2011-08-26,39
2011-08-27,39
2011-08-28,39
2011-08-29,39
2011-08-30,39
2011-08-31,40
2011-09-01,40
2011-09-02,40
2011-09-03,41
2011-09-04,39
2011-09-05,37
2011-09-06,35
2011-09-07,33
2011-09-08,31
2011-09-09,29
2011-09-10,28
2011-09-11,28
2011-09-12,28
2011-09-13,28
2011-09-14,28
2011-09-15,28
2011-09-16,28
2011-09-17,29
2011-09-18,30
2011-09-19,32
2011-09-20,34
2011-09-21,35
2011-09-22,37
2011-09-23,39
2011-09-24,41
2011-09-25,42
