Date,Intrepid Potash
2008-06-17,6
2008-06-18,6
2008-06-19,7
2008-06-20,7
2008-06-21,8
2008-06-22,8
2008-06-23,8
2008-06-24,8
2008-06-25,8
2008-06-26,8
2008-06-27,9
2008-06-28,9
2008-06-29,8
2008-06-30,7
2008-07-01,6
2008-07-02,6
2008-07-03,5
2008-07-04,4
2008-07-05,4
2008-07-06,4
2008-07-07,4
2008-07-08,4
2008-07-09,4
2008-07-10,4
2008-07-11,4
2008-07-12,4
2008-07-13,4
2008-07-14,4
2008-07-15,4
2008-07-16,4
2008-07-17,4
2008-07-18,4
2008-07-19,4
2008-07-20,4
2008-07-21,4
2008-07-22,4
2008-07-23,4
2008-07-24,4
2008-07-25,4
2008-07-26,5
2008-07-27,5
2008-07-28,5
2008-07-29,5
2008-07-30,5
2008-07-31,5
2008-08-01,5
2008-08-02,6
2008-08-03,5
2008-08-04,5
2008-08-05,5
2008-08-06,4
2008-08-07,4
2008-08-08,4
2008-08-09,4
2008-08-10,4
2008-08-11,5
2008-08-12,6
2008-08-13,7
2008-08-14,8
2008-08-15,9
2008-08-16,11
2008-08-17,8
2008-08-18,7
2008-08-19,5
2008-08-20,4
2008-08-21,2
2008-08-22,1
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,1
2008-09-24,1
2008-09-25,2
2008-09-26,2
2008-09-27,3
2008-09-28,3
2008-09-29,3
2008-09-30,3
2008-10-01,3
2008-10-02,3
2008-10-03,3
2008-10-04,4
2008-10-05,3
2008-10-06,3
2008-10-07,3
2008-10-08,3
2008-10-09,3
2008-10-10,3
2008-10-11,3
2008-10-12,3
2008-10-13,3
2008-10-14,3
2008-10-15,3
2008-10-16,3
2008-10-17,3
2008-10-18,3
2008-10-19,3
2008-10-20,3
2008-10-21,3
2008-10-22,3
2008-10-23,3
2008-10-24,3
2008-10-25,3
2008-10-26,3
2008-10-27,3
2008-10-28,3
2008-10-29,3
2008-10-30,3
2008-10-31,3
2008-11-01,3
2008-11-02,3
2008-11-03,3
2008-11-04,3
2008-11-05,3
2008-11-06,3
2008-11-07,3
2008-11-08,3
2008-11-09,3
2008-11-10,3
2008-11-11,3
2008-11-12,3
2008-11-13,3
2008-11-14,3
2008-11-15,4
2008-11-16,3
2008-11-17,3
2008-11-18,3
2008-11-19,3
2008-11-20,3
2008-11-21,3
2008-11-22,3
2008-11-23,3
2008-11-24,3
2008-11-25,3
2008-11-26,3
2008-11-27,3
2008-11-28,3
2008-11-29,3
2008-11-30,3
2008-12-07,3
2008-12-08,3
2008-12-09,3
2008-12-10,3
2008-12-11,3
2008-12-12,3
2008-12-13,3
2008-12-14,3
2008-12-15,3
2008-12-16,3
2008-12-17,3
2008-12-18,3
2008-12-19,3
2008-12-20,3
2008-12-21,3
2008-12-22,3
2008-12-23,3
2008-12-24,3
2008-12-25,3
2008-12-26,3
2008-12-27,3
2008-12-28,3
2008-12-29,3
2008-12-30,3
2008-12-31,3
2009-01-01,3
2009-01-02,3
2009-01-03,3
2009-01-04,3
2009-01-05,3
2009-01-06,3
2009-01-07,3
2009-01-08,3
2009-01-09,3
2009-01-10,3
2009-01-11,3
2009-01-12,3
2009-01-13,3
2009-01-14,3
2009-01-15,3
2009-01-16,3
2009-01-17,3
2009-01-18,3
2009-01-19,3
2009-01-20,3
2009-01-21,3
2009-01-22,3
2009-01-23,3
2009-01-24,3
2009-01-25,3
2009-01-26,3
2009-01-27,3
2009-01-28,3
2009-01-29,3
2009-01-30,3
2009-01-31,4
2009-02-01,4
2009-02-02,4
2009-02-03,4
2009-02-04,4
2009-02-05,4
2009-02-06,4
2009-02-07,4
2009-02-08,4
2009-02-09,4
2009-02-10,4
2009-02-11,4
2009-02-12,4
2009-02-13,4
2009-02-14,4
2009-02-15,4
2009-02-16,4
2009-02-17,4
2009-02-18,4
2009-02-19,4
2009-02-20,4
2009-02-21,4
2009-02-22,3
2009-03-01,3
2009-03-02,3
2009-03-03,3
2009-03-04,3
2009-03-05,3
2009-03-06,3
2009-03-07,4
2009-03-08,3
2009-03-09,3
2009-03-10,3
2009-03-11,3
2009-03-12,3
2009-03-13,3
2009-03-14,3
2009-03-15,3
2009-03-16,3
2009-03-17,3
2009-03-18,3
2009-03-19,3
2009-03-20,3
2009-03-21,3
2009-03-22,3
2009-03-23,3
2009-03-24,3
2009-03-25,3
2009-03-26,3
2009-03-27,3
2009-03-28,3
2009-03-29,3
2009-03-30,3
2009-03-31,3
2009-04-01,3
2009-04-02,3
2009-04-03,3
2009-04-04,3
2009-04-05,3
2009-04-06,3
2009-04-07,3
2009-04-08,3
2009-04-09,3
2009-04-10,3
2009-04-11,3
2009-04-12,3
2009-04-13,3
2009-04-14,3
2009-04-15,3
2009-04-16,3
2009-04-17,3
2009-04-18,3
2009-04-19,3
2009-04-20,3
2009-04-21,3
2009-04-22,3
2009-04-23,3
2009-04-24,3
2009-04-25,3
2009-04-26,3
2009-04-27,3
2009-04-28,3
2009-04-29,3
2009-04-30,3
2009-05-01,3
2009-05-02,3
2009-05-03,2
2009-05-04,2
2009-05-05,1
2009-05-06,1
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
