Date,GT Solar
2007-10-20,12
2007-10-21,11
2007-10-22,11
2007-10-23,10
2007-10-24,10
2007-10-25,9
2007-10-26,9
2007-10-27,9
2007-10-28,9
2007-10-29,9
2007-10-30,9
2007-10-31,9
2007-11-01,9
2007-11-02,9
2007-11-03,9
2007-11-04,9
2007-11-05,9
2007-11-06,9
2007-11-07,9
2007-11-08,9
2007-11-09,9
2007-11-10,9
2007-11-11,9
2007-11-12,9
2007-11-13,9
2007-11-14,9
2007-11-15,9
2007-11-16,9
2007-11-17,10
2007-11-18,10
2007-11-19,10
2007-11-20,10
2007-11-21,10
2007-11-22,10
2007-11-23,10
2007-11-24,10
2007-11-25,10
2007-11-26,10
2007-11-27,10
2007-11-28,10
2007-11-29,10
2007-11-30,10
2007-12-01,11
2007-12-02,10
2007-12-03,10
2007-12-04,10
2007-12-05,10
2007-12-06,10
2007-12-07,10
2007-12-08,10
2007-12-09,10
2007-12-10,10
2007-12-11,10
2007-12-12,10
2007-12-13,10
2007-12-14,10
2007-12-15,11
2007-12-16,9
2007-12-17,9
2007-12-18,9
2007-12-19,9
2007-12-20,9
2007-12-21,9
2007-12-22,9
2007-12-23,9
2007-12-24,9
2007-12-25,9
2007-12-26,9
2007-12-27,9
2007-12-28,9
2007-12-29,9
2007-12-30,9
2008-01-06,9
2008-01-07,9
2008-01-08,9
2008-01-09,9
2008-01-10,9
2008-01-11,9
2008-01-12,10
2008-01-13,9
2008-01-14,12
2008-01-15,9
2008-01-16,9
2008-01-17,9
2008-01-18,9
2008-01-19,9
2008-01-20,9
2008-01-21,9
2008-01-22,9
2008-01-23,9
2008-01-24,9
2008-01-25,9
2008-01-26,9
2008-01-27,8
2008-01-28,8
2008-01-29,8
2008-01-30,8
2008-01-31,8
2008-02-01,8
2008-02-02,8
2008-02-03,8
2008-02-04,8
2008-02-05,8
2008-02-06,8
2008-02-07,8
2008-02-08,8
2008-02-09,8
2008-02-10,8
2008-02-11,9
2008-02-12,10
2008-02-13,11
2008-02-14,12
2008-02-15,13
2008-02-16,14
2008-02-17,13
2008-02-18,12
2008-02-19,12
2008-02-20,11
2008-02-21,11
2008-02-22,10
2008-02-23,10
2008-02-24,9
2008-02-25,9
2008-02-26,9
2008-02-27,8
2008-02-28,8
2008-02-29,8
2008-03-01,8
2008-03-02,8
2008-03-03,8
2008-03-04,8
2008-03-05,8
2008-03-06,8
2008-03-07,8
2008-03-08,9
2008-03-09,9
2008-03-10,9
2008-03-11,9
2008-03-12,9
2008-03-13,9
2008-03-14,9
2008-03-15,10
2008-03-16,10
2008-03-17,10
2008-03-18,10
2008-03-19,10
2008-03-20,10
2008-03-21,10
2008-03-22,10
2008-03-23,10
2008-03-24,10
2008-03-25,10
2008-03-26,10
2008-03-27,10
2008-03-28,10
2008-03-29,10
2008-03-30,10
2008-04-06,10
2008-04-07,10
2008-04-08,10
2008-04-09,10
2008-04-10,10
2008-04-11,10
2008-04-12,10
2008-04-13,9
2008-04-14,9
2008-04-15,8
2008-04-16,8
2008-04-17,7
2008-04-18,7
2008-04-19,7
2008-04-20,7
2008-04-21,8
2008-04-22,9
2008-04-23,9
2008-04-24,10
2008-04-25,11
2008-04-26,12
2008-04-27,11
2008-04-28,10
2008-04-29,10
2008-04-30,9
2008-05-01,9
2008-05-02,8
2008-05-03,8
2008-05-04,8
2008-05-05,8
2008-05-06,8
2008-05-07,9
2008-05-08,9
2008-05-09,9
2008-05-10,10
2008-05-11,10
2008-05-12,10
2008-05-13,10
2008-05-14,10
2008-05-15,10
2008-05-16,10
2008-05-17,10
2008-05-18,9
2008-05-19,9
2008-05-20,9
2008-05-21,9
2008-05-22,9
2008-05-23,9
2008-05-24,9
2008-05-25,9
2008-05-26,10
2008-05-27,10
2008-05-28,11
2008-05-29,12
2008-05-30,12
2008-05-31,13
2008-06-01,13
2008-06-02,13
2008-06-03,13
2008-06-04,13
2008-06-05,13
2008-06-06,13
2008-06-07,14
2008-06-08,14
2008-06-09,14
2008-06-10,14
2008-06-11,14
2008-06-12,14
2008-06-13,14
2008-06-14,14
2008-06-15,13
2008-06-16,12
2008-06-17,11
2008-06-18,10
2008-06-19,9
2008-06-20,8
2008-06-21,8
2008-06-22,8
2008-06-23,8
2008-06-24,8
2008-06-25,8
2008-06-26,8
2008-06-27,8
2008-06-28,9
2008-06-29,9
2008-07-06,12
2008-07-07,14
2008-07-08,16
2008-07-09,18
2008-07-10,20
2008-07-11,22
2008-07-12,25
2008-07-13,25
2008-07-14,25
2008-07-15,25
2008-07-16,26
2008-07-17,26
2008-07-18,26
2008-07-19,27
2008-07-20,37
2008-07-21,48
2008-07-22,59
2008-07-23,70
2008-07-24,81
2008-07-25,92
2008-07-26,104
2008-07-27,94
2008-07-28,79
2008-07-29,69
2008-07-30,58
2008-07-31,48
2008-08-01,37
2008-08-02,27
2008-08-03,26
2008-08-04,25
2008-08-05,24
2008-08-06,23
2008-08-07,22
2008-08-08,21
2008-08-09,20
2008-08-10,19
2008-08-11,18
2008-08-12,17
2008-08-13,16
2008-08-14,15
2008-08-15,14
2008-08-16,14
2008-08-17,13
2008-08-18,12
2008-08-19,12
2008-08-20,11
2008-08-21,11
2008-08-22,10
2008-08-23,10
2008-08-24,11
2008-08-25,12
2008-08-26,13
2008-08-27,14
2008-08-28,15
2008-08-29,16
2008-08-30,17
2008-08-31,16
2008-09-01,14
2008-09-02,13
2008-09-03,11
2008-09-04,10
2008-09-05,9
2008-09-06,8
2008-09-07,8
2008-09-08,9
2008-09-09,10
2008-09-10,10
2008-09-11,11
2008-09-12,12
2008-09-13,13
2008-09-14,13
2008-09-15,13
2008-09-16,13
2008-09-17,14
2008-09-18,14
2008-09-19,14
2008-09-20,15
2008-09-21,14
2008-09-22,13
2008-09-23,13
2008-09-24,12
2008-09-25,12
2008-09-26,11
2008-09-27,11
2008-09-28,11
