Date,Hertz Global
2006-12-22,67
2006-12-23,67
2006-12-24,67
2006-12-25,67
2006-12-26,67
2006-12-27,67
2006-12-28,67
2006-12-29,67
2006-12-30,67
2006-12-31,67
2007-01-01,67
2007-01-02,67
2007-01-03,67
2007-01-04,67
2007-01-05,67
2007-01-06,67
2007-01-07,67
2007-01-08,67
2007-01-09,67
2007-01-10,67
2007-01-11,67
2007-01-12,67
2007-01-13,67
2007-01-14,67
2007-01-15,67
2007-01-16,67
2007-01-17,67
2007-01-18,67
2007-01-19,67
2007-01-20,67
2007-01-21,67
2007-01-22,67
2007-01-23,67
2007-01-24,67
2007-01-25,67
2007-01-26,67
2007-01-27,67
2007-01-28,67
2007-01-29,67
2007-01-30,67
2007-01-31,67
2007-02-01,67
2007-02-02,66
2007-02-03,66
2007-02-04,66
2007-02-05,65
2007-02-06,65
2007-02-07,65
2007-02-08,65
2007-02-09,64
2007-02-10,64
2007-02-11,64
2007-02-12,63
2007-02-13,63
2007-02-14,63
2007-02-15,63
2007-02-16,62
2007-02-17,62
2007-02-18,62
2007-02-19,61
2007-02-20,61
2007-02-21,61
2007-02-22,61
2007-02-23,60
2007-02-24,60
2007-02-25,60
2007-02-26,59
2007-02-27,59
2007-02-28,59
2007-03-01,59
2007-03-02,58
2007-03-03,58
2007-03-04,58
2007-03-05,58
2007-03-06,58
2007-03-07,58
2007-03-08,58
2007-03-09,58
2007-03-10,58
2007-03-11,58
2007-03-12,57
2007-03-13,57
2007-03-14,57
2007-03-15,57
2007-03-16,57
2007-03-17,57
2007-03-18,57
2007-03-19,57
2007-03-20,57
2007-03-21,57
2007-03-22,56
2007-03-23,56
2007-03-24,56
2007-03-25,56
2007-03-26,56
2007-03-27,56
2007-03-28,56
2007-03-29,56
2007-03-30,56
2007-03-31,56
2007-04-01,56
2007-04-02,56
2007-04-03,56
2007-04-04,56
2007-04-05,56
2007-04-06,56
2007-04-07,56
2007-04-08,56
2007-04-09,56
2007-04-10,56
2007-04-11,56
2007-04-12,56
2007-04-13,56
2007-04-14,56
2007-04-15,56
2007-04-16,56
2007-04-17,56
2007-04-18,56
2007-04-19,56
2007-04-20,56
2007-04-21,56
2007-04-22,56
2007-04-23,56
2007-04-24,56
2007-04-25,56
2007-04-26,56
2007-04-27,56
2007-04-28,56
2007-04-29,56
2007-04-30,56
2007-05-01,57
2007-05-02,57
2007-05-03,58
2007-05-04,59
2007-05-05,59
2007-05-06,60
2007-05-07,61
2007-05-08,61
2007-05-09,62
2007-05-10,63
2007-05-11,63
2007-05-12,64
2007-05-13,65
2007-05-14,65
2007-05-15,66
2007-05-16,67
2007-05-17,67
2007-05-18,68
2007-05-19,69
2007-05-20,69
2007-05-21,70
2007-05-22,71
2007-05-23,71
2007-05-24,72
2007-05-25,73
2007-05-26,73
2007-05-27,74
2007-05-28,75
2007-05-29,75
2007-05-30,76
2007-05-31,77
2007-06-01,78
2007-06-02,76
2007-06-03,75
2007-06-04,74
2007-06-05,73
2007-06-06,72
2007-06-07,71
2007-06-08,70
2007-06-09,68
2007-06-10,67
2007-06-11,66
2007-06-12,65
2007-06-13,64
2007-06-14,63
2007-06-15,62
2007-06-16,61
2007-06-17,59
2007-06-18,58
2007-06-19,57
2007-06-20,56
2007-06-21,55
2007-06-22,54
2007-06-23,53
2007-06-24,51
2007-06-25,50
2007-06-26,49
2007-06-27,48
2007-06-28,47
2007-06-29,46
2007-06-30,45
2007-07-01,44
2007-07-02,44
2007-07-03,44
2007-07-04,44
2007-07-05,44
2007-07-06,44
2007-07-07,44
2007-07-08,44
2007-07-09,44
2007-07-10,44
2007-07-11,44
2007-07-12,44
2007-07-13,44
2007-07-14,44
2007-07-15,44
2007-07-16,44
2007-07-17,44
2007-07-18,44
2007-07-19,44
2007-07-20,44
2007-07-21,44
2007-07-22,44
2007-07-23,44
2007-07-24,44
2007-07-25,44
2007-07-26,44
2007-07-27,44
2007-07-28,44
2007-07-29,44
2007-07-30,44
2007-07-31,44
2007-08-01,44
2007-08-02,44
2007-08-03,44
2007-08-04,44
2007-08-05,44
2007-08-06,44
2007-08-07,44
2007-08-08,44
2007-08-09,44
2007-08-10,44
2007-08-11,44
2007-08-12,44
2007-08-13,44
2007-08-14,44
2007-08-15,44
2007-08-16,44
2007-08-17,44
2007-08-18,44
2007-08-19,44
2007-08-20,44
2007-08-21,44
2007-08-22,44
2007-08-23,44
2007-08-24,44
2007-08-25,44
2007-08-26,44
2007-08-27,44
2007-08-28,44
2007-08-29,44
2007-08-30,44
2007-08-31,44
2007-09-01,44
2007-09-02,44
2007-09-03,44
2007-09-04,44
2007-09-05,44
2007-09-06,44
2007-09-07,44
2007-09-08,44
2007-09-09,44
2007-09-10,44
2007-09-11,44
2007-09-12,44
2007-09-13,44
2007-09-14,44
2007-09-15,44
2007-09-16,44
2007-09-17,44
2007-09-18,44
2007-09-19,44
2007-09-20,44
2007-09-21,44
2007-09-22,44
2007-09-23,44
2007-09-24,44
2007-09-25,44
2007-09-26,44
2007-09-27,44
2007-09-28,44
2007-09-29,44
2007-09-30,44
2007-10-01,45
2007-10-02,43
2007-10-03,42
2007-10-04,40
2007-10-05,39
2007-10-06,37
2007-10-07,36
2007-10-08,34
2007-10-09,33
2007-10-10,31
2007-10-11,30
2007-10-12,29
2007-10-13,27
2007-10-14,26
2007-10-15,24
2007-10-16,23
2007-10-17,21
2007-10-18,20
2007-10-19,18
2007-10-20,17
2007-10-21,15
2007-10-22,14
2007-10-23,13
2007-10-24,11
2007-10-25,10
2007-10-26,8
2007-10-27,7
2007-10-28,5
2007-10-29,4
2007-10-30,2
2007-10-31,1
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
