Date,Solazyme
2010-09-05,15
2010-09-06,17
2010-09-07,19
2010-09-08,22
2010-09-09,24
2010-09-10,26
2010-09-11,29
2010-09-12,29
2010-09-13,30
2010-09-14,30
2010-09-15,31
2010-09-16,31
2010-09-17,32
2010-09-18,32
2010-09-19,30
2010-09-20,27
2010-09-21,24
2010-09-22,22
2010-09-23,19
2010-09-24,17
2010-09-25,15
2010-09-26,15
2010-09-27,15
2010-09-28,15
2010-09-29,15
2010-09-30,15
2010-10-01,15
2010-10-02,16
2010-10-03,15
2010-10-04,15
2010-10-05,15
2010-10-06,14
2010-10-07,14
2010-10-08,14
2010-10-09,14
2010-10-10,13
2010-10-11,12
2010-10-12,11
2010-10-13,10
2010-10-14,9
2010-10-15,8
2010-10-16,8
2010-10-17,8
2010-10-18,9
2010-10-19,10
2010-10-20,11
2010-10-21,12
2010-10-22,13
2010-10-23,14
2010-10-24,16
2010-10-25,19
2010-10-26,21
2010-10-27,23
2010-10-28,26
2010-10-29,28
2010-10-30,31
2010-10-31,29
2010-11-01,27
2010-11-02,25
2010-11-03,23
2010-11-04,21
2010-11-05,19
2010-11-06,18
2010-11-07,18
2010-11-08,18
2010-11-09,18
2010-11-10,18
2010-11-11,18
2010-11-12,18
2010-11-13,18
2010-11-14,17
2010-11-15,16
2010-11-16,15
2010-11-17,14
2010-11-18,13
2010-11-19,12
2010-11-20,11
2010-11-21,10
2010-11-22,10
2010-11-23,10
2010-11-24,9
2010-11-25,9
2010-11-26,9
2010-11-27,9
2010-11-28,9
2010-12-05,13
2010-12-06,13
2010-12-07,13
2010-12-08,13
2010-12-09,13
2010-12-10,13
2010-12-11,13
2010-12-12,12
2010-12-13,12
2010-12-14,12
2010-12-15,11
2010-12-16,11
2010-12-17,11
2010-12-18,11
2010-12-19,11
2010-12-20,11
2010-12-21,11
2010-12-22,11
2010-12-23,11
2010-12-24,11
2010-12-25,11
2010-12-26,11
2010-12-27,11
2010-12-28,11
2010-12-29,11
2010-12-30,11
2010-12-31,11
2011-01-01,11
2011-01-02,11
2011-01-03,11
2011-01-04,11
2011-01-05,11
2011-01-06,11
2011-01-07,11
2011-01-08,11
2011-01-09,10
2011-01-10,10
2011-01-11,10
2011-01-12,10
2011-01-13,10
2011-01-14,10
2011-01-15,10
2011-01-16,10
2011-01-17,10
2011-01-18,10
2011-01-19,10
2011-01-20,10
2011-01-21,10
2011-01-22,11
2011-01-23,11
2011-01-24,12
2011-01-25,13
2011-01-26,14
2011-01-27,15
2011-01-28,16
2011-01-29,17
2011-01-30,16
2011-01-31,16
2011-02-01,16
2011-02-02,16
2011-02-03,16
2011-02-04,16
2011-02-05,16
2011-02-06,15
2011-02-07,15
2011-02-08,15
2011-02-09,15
2011-02-10,15
2011-02-11,15
2011-02-12,15
2011-02-13,15
2011-02-14,16
2011-02-15,17
2011-02-16,18
2011-02-17,19
2011-02-18,20
2011-02-19,21
2011-02-20,20
2011-02-21,18
2011-02-22,17
2011-02-23,16
2011-02-24,15
2011-02-25,14
2011-02-26,13
2011-02-27,13
2011-03-06,17
2011-03-07,17
2011-03-08,17
2011-03-09,18
2011-03-10,18
2011-03-11,18
2011-03-12,19
2011-03-13,20
2011-03-14,22
2011-03-15,23
2011-03-16,25
2011-03-17,26
2011-03-18,28
2011-03-19,30
2011-03-20,29
2011-03-21,28
2011-03-22,27
2011-03-23,26
2011-03-24,25
2011-03-25,24
2011-03-26,23
2011-03-27,22
2011-03-28,21
2011-03-29,20
2011-03-30,19
2011-03-31,18
2011-04-01,18
2011-04-02,17
2011-04-03,17
2011-04-04,17
2011-04-05,17
2011-04-06,17
2011-04-07,17
2011-04-08,17
2011-04-09,18
2011-04-10,18
2011-04-11,18
2011-04-12,18
2011-04-13,19
2011-04-14,19
2011-04-15,19
2011-04-16,20
2011-04-17,21
2011-04-18,22
2011-04-19,23
2011-04-20,24
2011-04-21,25
2011-04-22,26
2011-04-23,27
2011-04-24,27
2011-04-25,29
2011-04-26,29
2011-04-27,30
2011-04-28,31
2011-04-29,32
2011-04-30,33
2011-05-01,31
2011-05-02,28
2011-05-03,26
2011-05-04,24
2011-05-05,22
2011-05-06,20
2011-05-07,18
2011-05-08,18
2011-05-09,18
2011-05-10,18
2011-05-11,18
2011-05-12,18
2011-05-13,18
2011-05-14,19
2011-05-15,20
2011-05-16,22
2011-05-17,24
2011-05-18,26
2011-05-19,28
2011-05-20,30
2011-05-21,32
2011-05-22,41
2011-05-23,52
2011-05-24,61
2011-05-25,71
2011-05-26,81
2011-05-27,91
2011-05-28,101
2011-05-29,96
2011-06-05,56
