Date,HCA Holdings
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,0
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,1
2011-01-03,2
2011-01-04,3
2011-01-05,4
2011-01-06,5
2011-01-07,6
2011-01-08,7
2011-01-09,8
2011-01-10,9
2011-01-11,10
2011-01-12,11
2011-01-13,12
2011-01-14,13
2011-01-15,14
2011-01-16,15
2011-01-17,16
2011-01-18,17
2011-01-19,18
2011-01-20,19
2011-01-21,20
2011-01-22,21
2011-01-23,22
2011-01-24,23
2011-01-25,24
2011-01-26,25
2011-01-27,26
2011-01-28,27
2011-01-29,28
2011-01-30,29
2011-01-31,30
2011-02-01,31
2011-02-02,33
2011-02-03,35
2011-02-04,38
2011-02-05,40
2011-02-06,43
2011-02-07,45
2011-02-08,48
2011-02-09,50
2011-02-10,53
2011-02-11,55
2011-02-12,58
2011-02-13,60
2011-02-14,63
2011-02-15,65
2011-02-16,67
2011-02-17,70
2011-02-18,72
2011-02-19,75
2011-02-20,77
2011-02-21,80
2011-02-22,82
2011-02-23,85
2011-02-24,87
2011-02-25,90
2011-02-26,92
2011-02-27,95
2011-02-28,97
2011-03-01,100
2011-03-02,97
2011-03-03,95
2011-03-04,93
2011-03-05,90
2011-03-06,88
2011-03-07,86
2011-03-08,83
2011-03-09,81
2011-03-10,79
2011-03-11,76
2011-03-12,74
2011-03-13,72
2011-03-14,69
2011-03-15,67
2011-03-16,65
2011-03-17,62
2011-03-18,60
2011-03-19,58
2011-03-20,55
2011-03-21,53
2011-03-22,51
2011-03-23,48
2011-03-24,46
2011-03-25,44
2011-03-26,41
2011-03-27,39
2011-03-28,37
2011-03-29,34
2011-03-30,32
2011-03-31,30
2011-04-01,28
2011-04-02,28
2011-04-03,28
2011-04-04,29
2011-04-05,29
2011-04-06,30
2011-04-07,30
2011-04-08,30
2011-04-09,31
2011-04-10,31
2011-04-11,32
2011-04-12,32
2011-04-13,32
2011-04-14,33
2011-04-15,33
2011-04-16,34
2011-04-17,34
2011-04-18,34
2011-04-19,35
2011-04-20,35
2011-04-21,36
2011-04-22,36
2011-04-23,36
2011-04-24,37
2011-04-25,37
2011-04-26,38
2011-04-27,38
2011-04-28,38
2011-04-29,39
2011-04-30,39
2011-05-01,40
2011-05-02,40
2011-05-03,40
2011-05-04,40
2011-05-05,40
2011-05-06,40
2011-05-07,40
2011-05-08,40
2011-05-09,40
2011-05-10,40
2011-05-11,40
2011-05-12,41
2011-05-13,41
2011-05-14,41
2011-05-15,41
2011-05-16,41
2011-05-17,41
2011-05-18,41
2011-05-19,41
2011-05-20,41
2011-05-21,41
2011-05-22,42
2011-05-23,42
2011-05-24,42
2011-05-25,42
2011-05-26,42
2011-05-27,42
2011-05-28,42
2011-05-29,42
2011-05-30,42
2011-05-31,42
2011-06-01,43
2011-06-02,43
2011-06-03,43
2011-06-04,43
2011-06-05,43
2011-06-06,43
2011-06-07,43
2011-06-08,43
2011-06-09,43
2011-06-10,43
2011-06-11,43
2011-06-12,43
2011-06-13,43
2011-06-14,43
2011-06-15,43
2011-06-16,43
2011-06-17,43
2011-06-18,43
2011-06-19,43
2011-06-20,43
2011-06-21,43
2011-06-22,43
2011-06-23,43
2011-06-24,43
2011-06-25,43
2011-06-26,43
2011-06-27,43
2011-06-28,43
2011-06-29,43
2011-06-30,43
2011-07-01,43
2011-07-02,43
2011-07-03,43
2011-07-04,43
2011-07-05,43
2011-07-06,43
2011-07-07,43
2011-07-08,43
2011-07-09,43
2011-07-10,43
2011-07-11,43
2011-07-12,43
2011-07-13,43
2011-07-14,43
2011-07-15,43
2011-07-16,43
2011-07-17,44
2011-07-18,44
2011-07-19,44
2011-07-20,44
2011-07-21,44
2011-07-22,44
2011-07-23,44
2011-07-24,44
2011-07-25,44
2011-07-26,44
2011-07-27,44
2011-07-28,44
2011-07-29,44
2011-07-30,44
2011-07-31,44
2011-08-01,45
2011-08-02,44
2011-08-03,43
2011-08-04,43
2011-08-05,42
2011-08-06,42
2011-08-07,41
2011-08-08,41
2011-08-09,40
2011-08-10,40
2011-08-11,39
2011-08-12,39
2011-08-13,38
2011-08-14,38
2011-08-15,37
2011-08-16,37
2011-08-17,36
2011-08-18,36
2011-08-19,35
2011-08-20,35
2011-08-21,34
2011-08-22,34
2011-08-23,33
2011-08-24,33
2011-08-25,32
2011-08-26,32
2011-08-27,31
2011-08-28,31
2011-08-29,30
2011-08-30,30
2011-08-31,29
2011-09-01,29
2011-09-02,29
2011-09-03,29
2011-09-04,29
2011-09-05,29
2011-09-06,29
2011-09-07,29
2011-09-08,29
2011-09-09,30
2011-09-10,30
2011-09-11,30
2011-09-12,30
2011-09-13,30
2011-09-14,30
2011-09-15,30
2011-09-16,31
2011-09-17,31
2011-09-18,31
2011-09-19,31
2011-09-20,31
2011-09-21,31
2011-09-22,31
2011-09-23,31
2011-09-24,32
2011-09-25,32
2011-09-26,32
2011-09-27,32
2011-09-28,32
2011-09-29,32
2011-09-30,32
2011-10-01,33
2011-10-02,33
2011-10-03,33
2011-10-04,33
2011-10-05,33
2011-10-06,34
2011-10-07,34
2011-10-08,34
2011-10-09,34
2011-10-10,35
2011-10-11,35
2011-10-12,35
2011-10-13,35
2011-10-14,35
2011-10-15,36
2011-10-16,36
2011-10-17,36
2011-10-18,36
2011-10-19,37
2011-10-20,37
2011-10-21,37
2011-10-22,37
2011-10-23,37
2011-10-24,38
2011-10-25,38
2011-10-26,38
2011-10-27,38
2011-10-28,39
2011-10-29,39
2011-10-30,39
2011-10-31,39
2011-11-01,40
2011-11-02,39
2011-11-03,38
2011-11-04,38
2011-11-05,37
2011-11-06,36
2011-11-07,36
2011-11-08,35
2011-11-09,34
2011-11-10,34
2011-11-11,33
2011-11-12,32
2011-11-13,32
2011-11-14,31
2011-11-15,30
2011-11-16,30
2011-11-17,29
2011-11-18,28
2011-11-19,28
2011-11-20,27
2011-11-21,26
2011-11-22,26
2011-11-23,25
2011-11-24,24
2011-11-25,24
2011-11-26,23
2011-11-27,22
2011-11-28,22
2011-11-29,21
2011-11-30,20
2011-12-01,20
2011-12-02,20
2011-12-03,20
2011-12-04,20
2011-12-05,20
2011-12-06,20
2011-12-07,20
2011-12-08,20
2011-12-09,20
2011-12-10,20
2011-12-11,20
2011-12-12,20
2011-12-13,20
2011-12-14,20
2011-12-15,20
2011-12-16,20
2011-12-17,20
2011-12-18,20
2011-12-19,20
2011-12-20,20
2011-12-21,20
2011-12-22,20
2011-12-23,20
2011-12-24,20
2011-12-25,20
2011-12-26,20
2011-12-27,20
2011-12-28,20
2011-12-29,20
2011-12-30,20
2011-12-31,20
2012-01-01,21
2012-01-02,21
2012-01-03,21
2012-01-04,21
2012-01-05,21
2012-01-06,22
2012-01-07,22
2012-01-08,22
2012-01-09,22
2012-01-10,23
2012-01-11,23
2012-01-12,23
2012-01-13,23
2012-01-14,23
2012-01-15,24
2012-01-16,24
2012-01-17,24
2012-01-18,24
2012-01-19,25
2012-01-20,25
2012-01-21,25
2012-01-22,25
2012-01-23,25
2012-01-24,26
2012-01-25,26
2012-01-26,26
2012-01-27,26
2012-01-28,27
2012-01-29,27
2012-01-30,27
2012-01-31,27
2012-02-01,28
2012-02-02,28
2012-02-03,28
2012-02-04,28
2012-02-05,29
2012-02-06,29
2012-02-07,29
2012-02-08,30
2012-02-09,30
2012-02-10,30
2012-02-11,31
2012-02-12,31
2012-02-13,31
2012-02-14,32
2012-02-15,32
2012-02-16,32
2012-02-17,32
2012-02-18,33
2012-02-19,33
2012-02-20,33
2012-02-21,34
2012-02-22,34
2012-02-23,34
2012-02-24,35
2012-02-25,35
2012-02-26,35
2012-02-27,36
2012-02-28,36
2012-02-29,36
2012-03-01,37
2012-03-02,36
2012-03-03,36
2012-03-04,35
2012-03-05,35
2012-03-06,34
2012-03-07,34
2012-03-08,33
2012-03-09,33
2012-03-10,32
2012-03-11,32
2012-03-12,31
2012-03-13,31
2012-03-14,30
2012-03-15,30
2012-03-16,29
2012-03-17,29
2012-03-18,28
2012-03-19,28
2012-03-20,27
2012-03-21,27
2012-03-22,26
2012-03-23,26
2012-03-24,25
2012-03-25,25
2012-03-26,24
2012-03-27,24
2012-03-28,23
2012-03-29,23
2012-03-30,22
2012-03-31,22
2012-04-01,22
2012-04-02,22
2012-04-03,22
2012-04-04,22
2012-04-05,22
2012-04-06,22
2012-04-07,22
2012-04-08,22
2012-04-09,22
2012-04-10,22
2012-04-11,22
2012-04-12,22
2012-04-13,22
2012-04-14,22
2012-04-15,22
2012-04-16,22
2012-04-17,22
2012-04-18,22
2012-04-19,22
2012-04-20,22
2012-04-21,22
2012-04-22,22
2012-04-23,22
2012-04-24,22
2012-04-25,22
2012-04-26,22
2012-04-27,22
2012-04-28,22
2012-04-29,22
2012-04-30,22
2012-05-01,22
2012-05-02,21
2012-05-03,21
2012-05-04,21
2012-05-05,21
2012-05-06,21
2012-05-07,21
2012-05-08,21
2012-05-09,21
2012-05-10,21
2012-05-11,21
2012-05-12,21
2012-05-13,21
2012-05-14,21
2012-05-15,21
2012-05-16,21
2012-05-17,21
2012-05-18,21
2012-05-19,21
2012-05-20,21
2012-05-21,21
2012-05-22,21
2012-05-23,21
2012-05-24,21
2012-05-25,21
2012-05-26,21
2012-05-27,21
2012-05-28,21
2012-05-29,21
2012-05-30,21
2012-05-31,21
