Date,Rubicon
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,0
2008-06-06,0
2008-06-07,0
2008-06-08,12
2008-06-09,25
2008-06-10,38
2008-06-11,51
2008-06-12,64
2008-06-13,77
2008-06-14,90
2008-06-15,89
2008-06-16,89
2008-06-17,89
2008-06-18,88
2008-06-19,88
2008-06-20,88
2008-06-21,88
2008-06-22,88
2008-06-23,88
2008-06-24,88
2008-06-25,88
2008-06-26,88
2008-06-27,88
2008-06-28,88
2008-06-29,88
2008-06-30,88
2008-07-01,88
2008-07-02,88
2008-07-03,88
2008-07-04,88
2008-07-05,88
2008-07-06,85
2008-07-07,83
2008-07-08,81
2008-07-09,79
2008-07-10,77
2008-07-11,75
2008-07-12,73
2008-07-13,71
2008-07-14,69
2008-07-15,67
2008-07-16,66
2008-07-17,64
2008-07-18,62
2008-07-19,61
2008-07-20,61
2008-07-21,61
2008-07-22,61
2008-07-23,61
2008-07-24,61
2008-07-25,61
2008-07-26,61
2008-07-27,61
2008-07-28,62
2008-07-29,63
2008-07-30,64
2008-07-31,65
2008-08-01,66
2008-08-02,67
2008-08-03,67
2008-08-04,68
2008-08-05,69
2008-08-06,69
2008-08-07,70
2008-08-08,71
2008-08-09,72
2008-08-10,69
2008-08-11,67
2008-08-12,65
2008-08-13,62
2008-08-14,60
2008-08-15,58
2008-08-16,56
2008-08-17,56
2008-08-18,56
2008-08-19,56
2008-08-20,56
2008-08-21,56
2008-08-22,56
2008-08-23,56
2008-08-24,56
2008-08-25,56
2008-08-26,56
2008-08-27,56
2008-08-28,56
2008-08-29,56
2008-08-30,56
2008-08-31,56
2008-09-07,56
2008-09-08,56
2008-09-09,56
2008-09-10,56
2008-09-11,56
2008-09-12,56
2008-09-13,56
2008-09-14,56
2008-09-15,69
2008-09-16,56
2008-09-17,56
2008-09-18,56
2008-09-19,56
2008-09-20,57
2008-09-21,57
2008-09-22,57
2008-09-23,57
2008-09-24,57
2008-09-25,57
2008-09-26,57
2008-09-27,57
2008-09-28,57
2008-09-29,57
2008-09-30,57
2008-10-01,57
2008-10-02,57
2008-10-03,57
2008-10-04,57
2008-10-05,57
2008-10-06,57
2008-10-07,57
2008-10-08,57
2008-10-09,57
2008-10-10,57
2008-10-11,58
2008-10-12,62
2008-10-13,66
2008-10-14,70
2008-10-15,75
2008-10-16,79
2008-10-17,83
2008-10-18,88
2008-10-19,84
2008-10-20,81
2008-10-21,77
2008-10-22,73
2008-10-23,70
2008-10-24,66
2008-10-25,62
2008-10-26,61
2008-10-27,58
2008-10-28,56
2008-10-29,55
2008-10-30,53
2008-10-31,51
2008-11-01,50
2008-11-02,50
2008-11-03,50
2008-11-04,51
2008-11-05,51
2008-11-06,52
2008-11-07,52
2008-11-08,53
2008-11-09,53
2008-11-10,53
2008-11-11,53
2008-11-12,54
2008-11-13,54
2008-11-14,54
2008-11-15,55
2008-11-16,54
2008-11-17,55
2008-11-18,54
2008-11-19,54
2008-11-20,53
2008-11-21,54
2008-11-22,55
2008-11-23,42
2008-11-24,35
2008-11-25,28
2008-11-26,21
2008-11-27,14
2008-11-28,7
2008-11-29,0
2008-11-30,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0
2009-01-02,0
2009-01-03,0
2009-01-04,8
2009-01-05,16
2009-01-06,24
2009-01-07,33
2009-01-08,41
2009-01-09,49
2009-01-10,58
2009-01-11,59
2009-01-12,61
2009-01-13,62
2009-01-14,64
2009-01-15,65
2009-01-16,67
2009-01-17,69
2009-01-18,70
2009-01-19,72
2009-01-20,73
2009-01-21,75
2009-01-22,77
2009-01-23,78
2009-01-24,80
2009-01-25,78
2009-01-26,77
2009-01-27,75
2009-01-28,74
2009-01-29,72
2009-01-30,71
2009-01-31,70
2009-02-01,69
2009-02-02,70
2009-02-03,70
2009-02-04,70
2009-02-05,70
2009-02-06,70
2009-02-07,70
2009-02-08,66
2009-02-09,62
2009-02-10,59
2009-02-11,56
2009-02-12,53
2009-02-13,49
2009-02-14,46
2009-02-15,46
2009-02-16,46
2009-02-17,46
2009-02-18,46
2009-02-19,46
2009-02-20,46
2009-02-21,46
2009-02-22,46
