Date,Wesco Aircraft
2011-03-18,39
2011-03-19,46
2011-03-20,46
2011-03-21,47
2011-03-22,47
2011-03-23,48
2011-03-24,48
2011-03-25,49
2011-03-26,50
2011-03-27,50
2011-03-28,51
2011-03-29,52
2011-03-30,52
2011-03-31,53
2011-04-03,55
2011-04-04,56
2011-04-05,57
2011-04-06,57
2011-04-07,58
2011-04-08,59
2011-04-09,60
2011-04-10,60
2011-04-11,60
2011-04-12,60
2011-04-13,60
2011-04-14,60
2011-04-15,60
2011-04-16,60
2011-04-17,59
2011-04-18,57
2011-04-19,56
2011-04-20,55
2011-04-21,54
2011-04-22,53
2011-04-23,52
2011-04-24,52
2011-04-25,52
2011-04-26,52
2011-04-27,52
2011-04-28,52
2011-04-29,52
2011-04-30,52
2011-05-01,44
2011-05-02,37
2011-05-03,29
2011-05-04,22
2011-05-05,14
2011-05-06,7
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,7
2011-06-06,15
2011-06-07,22
2011-06-08,30
2011-06-09,37
2011-06-10,45
2011-06-11,53
2011-06-12,55
2011-06-13,57
2011-06-14,60
2011-06-15,62
2011-06-16,65
2011-06-17,67
2011-06-18,70
2011-06-19,72
2011-06-20,76
2011-06-21,79
2011-06-22,82
2011-06-23,85
2011-06-24,89
2011-06-25,95
2011-06-26,80
2011-07-03,50
2011-07-04,50
2011-07-05,51
2011-07-06,51
2011-07-07,52
2011-07-08,52
2011-07-09,53
2011-07-10,53
2011-07-11,61
2011-07-12,54
2011-07-13,54
2011-07-14,55
2011-07-15,55
2011-07-16,56
2011-07-17,54
2011-07-18,52
2011-07-19,51
2011-07-20,49
2011-07-21,48
2011-07-22,46
2011-07-23,45
2011-07-24,52
2011-07-25,62
2011-07-26,70
2011-07-27,79
2011-07-28,88
2011-07-29,98
2011-07-30,110
2011-07-31,92
2011-08-01,85
2011-08-02,78
2011-08-03,70
2011-08-04,63
2011-08-05,56
2011-08-06,49
2011-08-07,49
2011-08-08,49
2011-08-09,49
2011-08-10,49
2011-08-11,49
2011-08-12,49
2011-08-13,49
2011-08-14,49
2011-08-15,50
2011-08-16,51
2011-08-17,51
2011-08-18,52
2011-08-19,53
2011-08-20,54
2011-08-21,54
2011-08-22,55
2011-08-23,56
2011-08-24,57
2011-08-25,58
2011-08-26,59
2011-08-27,60
2011-08-28,60
2011-08-29,65
2011-08-30,62
2011-08-31,62
2011-09-01,63
2011-09-02,64
2011-09-03,65
2011-09-04,65
2011-09-05,67
2011-09-06,68
2011-09-07,68
2011-09-08,69
2011-09-09,70
2011-09-10,71
2011-09-11,70
2011-09-12,70
2011-09-13,70
2011-09-14,70
2011-09-15,70
2011-09-16,70
2011-09-17,72
2011-09-18,63
2011-09-19,60
2011-09-20,57
2011-09-21,54
2011-09-22,51
2011-09-23,48
2011-09-24,45
2011-09-25,45
2011-10-01,45
2011-10-02,44
2011-10-03,44
2011-10-04,44
2011-10-05,44
2011-10-06,44
2011-10-07,44
2011-10-08,44
2011-10-09,44
2011-10-10,44
2011-10-11,44
2011-10-12,44
2011-10-13,44
2011-10-14,44
2011-10-15,44
2011-10-16,44
2011-10-17,44
2011-10-18,44
2011-10-19,44
2011-10-20,44
2011-10-21,44
2011-10-22,44
2011-10-23,44
2011-10-24,44
2011-10-25,44
2011-10-26,44
2011-10-27,44
2011-10-28,44
2011-10-29,44
2011-10-30,44
2011-10-31,44
2011-11-01,44
2011-11-02,45
2011-11-03,45
2011-11-04,45
2011-11-05,46
2011-11-06,46
2011-11-07,46
2011-11-08,46
2011-11-09,47
2011-11-10,47
2011-11-11,47
2011-11-12,48
2011-11-13,41
2011-11-14,34
2011-11-15,27
2011-11-16,20
2011-11-17,13
2011-11-18,6
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,5
2012-01-09,11
2012-01-10,17
2012-01-11,23
2012-01-12,29
2012-01-13,35
2012-01-14,41
2012-01-15,40
2012-01-16,39
2012-01-17,38
2012-01-18,38
2012-01-19,37
2012-01-20,36
2012-01-21,36
2012-01-22,36
2012-01-23,36
2012-01-24,36
2012-01-25,36
2012-01-26,36
2012-01-27,36
2012-01-28,36
2012-01-29,36
2012-01-30,36
2012-01-31,36
2012-02-01,36
2012-02-02,36
2012-02-03,36
2012-02-04,36
2012-02-05,36
2012-02-06,36
2012-02-07,36
2012-02-08,36
2012-02-09,36
2012-02-10,36
2012-02-11,36
2012-02-12,39
2012-02-13,42
2012-02-14,45
2012-02-15,48
2012-02-16,51
2012-02-17,54
2012-02-18,57
2012-02-19,54
2012-02-20,51
2012-02-21,48
2012-02-22,45
2012-02-23,42
2012-02-24,39
2012-02-25,36
2012-02-26,30
2012-02-27,25
2012-02-28,20
2012-02-29,15
2012-03-01,10
2012-03-02,5
2012-03-03,0
2012-03-04,0
2012-03-05,0
2012-03-06,0
2012-03-07,0
2012-03-08,0
2012-03-09,0
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,0
2012-03-14,0
2012-03-15,0
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,0
2012-03-20,0
2012-03-21,0
2012-03-22,0
2012-03-23,0
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,5
2012-04-02,13
2012-04-03,15
2012-04-04,21
2012-04-05,26
2012-04-06,31
2012-04-07,37
2012-04-08,37
2012-04-09,38
2012-04-10,38
2012-04-11,39
2012-04-12,39
2012-04-13,40
2012-04-14,41
2012-04-15,40
2012-04-16,39
2012-04-17,38
2012-04-18,37
2012-04-19,36
2012-04-20,35
2012-04-21,35
2012-04-22,30
2012-04-23,25
2012-04-24,20
2012-04-25,15
2012-04-26,10
2012-04-27,5
2012-04-28,0
2012-04-29,0
2012-04-30,0
2012-05-01,0
2012-05-02,0
2012-05-03,0
2012-05-04,0
2012-05-05,0
2012-05-06,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,0
2012-05-25,0
2012-05-26,0
2012-05-27,5
2012-05-28,10
2012-05-29,15
2012-05-30,20
2012-05-31,25
2012-06-01,31
2012-06-02,36
2012-06-03,36
2012-06-04,36
2012-06-05,36
2012-06-06,37
2012-06-07,37
2012-06-08,37
2012-06-09,38
2012-06-10,41
2012-06-11,45
2012-06-12,48
2012-06-13,52
2012-06-14,55
2012-06-15,59
2012-06-16,63
2012-06-17,54
2012-06-18,45
2012-06-19,36
2012-06-20,27
2012-06-21,18
2012-06-22,9
2012-06-23,0
2012-06-24,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,5
2012-07-23,10
2012-07-24,15
2012-07-25,20
2012-07-26,25
2012-07-27,30
2012-07-28,36
2012-07-29,36
2012-07-30,36
2012-07-31,37
2012-08-01,37
2012-08-02,38
2012-08-03,38
2012-08-04,39
2012-08-05,40
2012-08-06,42
2012-08-07,43
2012-08-08,45
2012-08-09,46
2012-08-10,48
2012-08-11,50
2012-08-12,48
2012-08-13,46
2012-08-14,44
2012-08-15,42
2012-08-16,40
2012-08-17,38
2012-08-18,37
2012-08-19,37
2012-08-20,37
2012-08-21,37
2012-08-22,37
2012-08-23,37
2012-08-24,37
2012-08-25,37
2012-08-26,37
2012-08-27,37
2012-08-28,37
2012-08-29,37
2012-08-30,37
2012-08-31,37
2012-09-01,37
2012-09-02,37
2012-09-03,37
2012-09-04,37
2012-09-05,37
2012-09-06,37
2012-09-07,37
2012-09-08,37
2012-09-09,37
2012-09-10,38
2012-09-11,38
2012-09-12,38
2012-09-13,38
2012-09-14,39
2012-09-15,41
2012-09-16,37
2012-09-17,37
2012-09-18,38
2012-09-19,38
2012-09-20,39
2012-09-21,39
2012-09-22,40
2012-09-23,40
2012-09-24,41
2012-09-25,41
2012-09-26,42
2012-09-27,42
2012-09-28,43
2012-09-29,44
2012-09-30,42
