Date,Mellanox
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,0
2006-09-11,0
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,3
2007-01-08,8
2007-01-09,10
2007-01-10,13
2007-01-11,17
2007-01-12,20
2007-01-13,24
2007-01-14,24
2007-01-15,24
2007-01-16,24
2007-01-17,24
2007-01-18,24
2007-01-19,25
2007-01-20,25
2007-01-21,25
2007-01-22,25
2007-01-23,25
2007-01-24,25
2007-01-25,25
2007-01-26,25
2007-01-27,26
2007-01-28,26
2007-01-29,27
2007-01-30,28
2007-01-31,29
2007-02-01,30
2007-02-02,31
2007-02-03,32
2007-02-04,41
2007-02-05,52
2007-02-06,62
2007-02-07,72
2007-02-08,82
2007-02-09,92
2007-02-10,102
2007-02-11,93
2007-02-12,82
2007-02-13,72
2007-02-14,63
2007-02-15,54
2007-02-16,45
2007-02-17,36
2007-02-18,35
2007-02-19,33
2007-02-20,32
2007-02-21,31
2007-02-22,30
2007-02-23,29
2007-02-24,28
2007-02-25,28
2007-03-04,30
2007-03-05,32
2007-03-06,34
2007-03-07,36
2007-03-08,38
2007-03-09,41
2007-03-10,43
2007-03-11,41
2007-03-12,40
2007-03-13,38
2007-03-14,37
2007-03-15,35
2007-03-16,34
2007-03-17,33
2007-03-18,32
2007-03-19,31
2007-03-20,31
2007-03-21,30
2007-03-22,30
2007-03-23,29
2007-03-24,29
2007-03-25,29
2007-03-26,29
2007-03-27,29
2007-03-28,29
2007-03-29,29
2007-03-30,29
2007-03-31,29
2007-04-01,28
2007-04-02,26
2007-04-03,25
2007-04-04,24
2007-04-05,23
2007-04-06,22
2007-04-07,21
2007-04-08,21
2007-04-09,21
2007-04-10,21
2007-04-11,21
2007-04-12,21
2007-04-13,21
2007-04-14,22
2007-04-15,22
2007-04-16,22
2007-04-17,22
2007-04-18,22
2007-04-19,22
2007-04-20,22
2007-04-21,22
2007-04-22,24
2007-04-23,26
2007-04-24,28
2007-04-25,30
2007-04-26,32
2007-04-27,34
2007-04-28,36
2007-04-29,34
2007-04-30,33
2007-05-01,31
2007-05-02,30
2007-05-03,28
2007-05-04,27
2007-05-05,26
2007-05-06,26
2007-05-07,26
2007-05-08,26
2007-05-09,26
2007-05-10,26
2007-05-11,26
2007-05-12,26
2007-05-13,24
2007-05-14,23
2007-05-15,22
2007-05-16,21
2007-05-17,20
2007-05-18,19
2007-05-19,18
2007-05-20,18
2007-05-21,18
2007-05-22,18
2007-05-23,18
2007-05-24,18
2007-05-25,18
2007-05-26,18
2007-05-27,19
2007-06-03,27
2007-06-04,26
2007-06-05,25
2007-06-06,24
2007-06-07,23
2007-06-08,22
2007-06-09,22
2007-06-10,22
2007-06-11,22
2007-06-12,22
2007-06-13,22
2007-06-14,22
2007-06-15,22
2007-06-16,22
2007-06-17,22
2007-06-18,22
2007-06-19,22
2007-06-20,22
2007-06-21,22
2007-06-22,22
2007-06-23,22
2007-06-24,22
2007-06-25,22
2007-06-26,23
2007-06-27,23
2007-06-28,23
2007-06-29,24
2007-06-30,24
2007-07-01,23
2007-07-02,22
2007-07-03,22
2007-07-04,21
2007-07-05,21
2007-07-06,20
2007-07-07,20
2007-07-08,20
2007-07-09,20
2007-07-10,20
2007-07-11,20
2007-07-12,20
2007-07-13,20
2007-07-14,20
2007-07-15,22
2007-07-16,24
2007-07-17,26
2007-07-18,28
2007-07-19,30
2007-07-20,32
2007-07-21,34
2007-07-22,32
2007-07-23,30
2007-07-24,28
2007-07-25,26
2007-07-26,24
2007-07-27,22
2007-07-28,20
2007-07-29,20
2007-07-30,20
2007-07-31,20
2007-08-01,21
2007-08-02,21
2007-08-03,21
2007-08-04,22
2007-08-05,24
2007-08-06,26
2007-08-07,29
2007-08-08,31
2007-08-09,34
2007-08-10,36
2007-08-11,39
2007-08-12,37
2007-08-13,35
2007-08-14,33
2007-08-15,31
2007-08-16,29
2007-08-17,27
2007-08-18,26
2007-08-19,26
2007-08-20,26
2007-08-21,26
2007-08-22,26
2007-08-23,26
2007-08-24,26
2007-08-25,26
2007-08-26,26
2007-09-02,24
2007-09-03,25
2007-09-04,25
2007-09-05,26
2007-09-06,26
2007-09-07,26
2007-09-08,27
2007-09-09,26
2007-09-10,24
2007-09-11,23
2007-09-12,21
2007-09-13,20
2007-09-14,19
2007-09-15,18
2007-09-16,18
2007-09-17,18
2007-09-18,19
2007-09-19,19
2007-09-20,19
2007-09-21,19
2007-09-22,20
2007-09-23,19
2007-09-24,18
2007-09-25,18
2007-09-26,17
2007-09-27,17
2007-09-28,16
2007-09-29,16
2007-09-30,17
2007-10-01,19
2007-10-02,21
2007-10-03,23
2007-10-04,25
2007-10-05,27
2007-10-06,29
2007-10-07,28
2007-10-08,28
2007-10-09,27
2007-10-10,27
2007-10-11,27
2007-10-12,26
2007-10-13,26
2007-10-14,25
2007-10-15,24
2007-10-16,23
2007-10-17,22
2007-10-18,21
2007-10-19,20
2007-10-20,19
2007-10-21,20
2007-10-22,22
2007-10-23,24
2007-10-24,26
2007-10-25,28
2007-10-26,30
2007-10-27,32
2007-10-28,31
2007-10-29,30
2007-10-30,30
2007-10-31,29
2007-11-01,29
2007-11-02,28
2007-11-03,28
2007-11-04,28
2007-11-05,29
2007-11-06,29
2007-11-07,29
2007-11-08,30
2007-11-09,30
2007-11-10,31
2007-11-11,29
2007-11-12,28
2007-11-13,27
2007-11-14,25
2007-11-15,24
2007-11-16,23
2007-11-17,22
2007-11-18,22
2007-11-19,22
2007-11-20,22
2007-11-21,23
2007-11-22,23
2007-11-23,23
2007-11-24,24
2007-11-25,26
2007-12-02,35
2007-12-03,33
2007-12-04,30
2007-12-05,28
2007-12-06,25
2007-12-07,23
2007-12-08,21
2007-12-09,20
2007-12-10,19
2007-12-11,18
2007-12-12,17
2007-12-13,16
2007-12-14,15
2007-12-15,15
2007-12-16,15
2007-12-17,16
2007-12-18,16
2007-12-19,17
2007-12-20,18
2007-12-21,18
2007-12-22,19
2007-12-23,19
2007-12-24,18
2007-12-25,18
2007-12-26,17
2007-12-27,17
2007-12-28,17
2007-12-29,17
2007-12-30,17
2007-12-31,17
2008-01-01,17
2008-01-02,17
2008-01-03,17
2008-01-04,17
2008-01-05,17
2008-01-06,17
2008-01-07,17
2008-01-08,17
2008-01-09,17
2008-01-10,17
2008-01-11,17
2008-01-12,17
2008-01-13,17
2008-01-14,17
2008-01-15,17
2008-01-16,17
2008-01-17,17
2008-01-18,17
2008-01-19,17
2008-01-20,16
2008-01-21,16
2008-01-22,15
2008-01-23,15
2008-01-24,14
2008-01-25,14
2008-01-26,14
2008-01-27,14
2008-01-28,14
2008-01-29,14
2008-01-30,14
2008-01-31,14
2008-02-01,14
2008-02-02,14
2008-02-03,14
2008-02-04,15
2008-02-05,16
2008-02-06,17
2008-02-07,18
2008-02-08,19
2008-02-09,20
2008-02-10,19
2008-02-11,19
2008-02-12,19
2008-02-13,18
2008-02-14,18
2008-02-15,18
2008-02-16,18
2008-02-17,18
2008-02-18,18
2008-02-19,18
2008-02-20,18
2008-02-21,18
2008-02-22,18
2008-02-23,18
2008-02-24,17
