Date,Titan Machinery
2008-02-19,72
2008-02-20,73
2008-02-21,74
2008-02-22,75
2008-02-23,76
2008-02-24,79
2008-02-25,82
2008-02-26,85
2008-02-27,88
2008-02-28,91
2008-02-29,94
2008-03-01,98
2008-03-02,92
2008-03-03,86
2008-03-04,80
2008-03-05,74
2008-03-06,68
2008-03-07,62
2008-03-08,56
2008-03-09,55
2008-03-10,54
2008-03-11,53
2008-03-12,53
2008-03-13,52
2008-03-14,51
2008-03-15,51
2008-03-16,55
2008-03-17,60
2008-03-18,65
2008-03-19,70
2008-03-20,75
2008-03-21,80
2008-03-22,84
2008-03-23,82
2008-03-24,79
2008-03-25,77
2008-03-26,74
2008-03-27,71
2008-03-28,69
2008-03-29,66
2008-03-30,64
2008-03-31,61
2008-04-01,59
2008-04-02,57
2008-04-03,55
2008-04-04,53
2008-04-05,51
2008-04-06,57
2008-04-07,63
2008-04-08,70
2008-04-09,76
2008-04-10,83
2008-04-11,89
2008-04-12,96
2008-04-13,90
2008-04-14,84
2008-04-15,78
2008-04-16,73
2008-04-17,67
2008-04-18,61
2008-04-19,56
2008-04-20,56
2008-04-21,56
2008-04-22,56
2008-04-23,56
2008-04-24,56
2008-04-25,56
2008-04-26,56
2008-04-27,62
2008-05-04,94
2008-05-05,112
2008-05-06,84
2008-05-07,79
2008-05-08,74
2008-05-09,69
2008-05-10,64
2008-05-11,64
2008-05-12,64
2008-05-13,64
2008-05-14,64
2008-05-15,64
2008-05-16,64
2008-05-17,64
2008-05-18,62
2008-05-19,59
2008-05-20,57
2008-05-21,55
2008-05-22,53
2008-05-23,51
2008-05-24,49
2008-05-25,49
2008-05-26,50
2008-05-27,51
2008-05-28,52
2008-05-29,53
2008-05-30,54
2008-05-31,55
2008-06-01,54
2008-06-02,54
2008-06-03,54
2008-06-04,54
2008-06-05,54
2008-06-06,54
2008-06-07,54
2008-06-08,54
2008-06-09,54
2008-06-10,54
2008-06-11,54
2008-06-12,54
2008-06-13,54
2008-06-14,55
2008-06-15,55
2008-06-16,55
2008-06-17,55
2008-06-18,55
2008-06-19,55
2008-06-20,55
2008-06-21,56
2008-06-22,58
2008-06-23,60
2008-06-24,62
2008-06-25,64
2008-06-26,66
2008-06-27,69
2008-06-28,71
2008-06-29,67
2008-06-30,63
2008-07-01,60
2008-07-02,56
2008-07-03,53
2008-07-04,50
2008-07-05,47
2008-07-06,47
2008-07-07,47
2008-07-08,47
2008-07-09,47
2008-07-10,47
2008-07-11,47
2008-07-12,47
2008-07-13,47
2008-07-14,47
2008-07-15,47
2008-07-16,47
2008-07-17,47
2008-07-18,47
2008-07-19,47
2008-07-20,47
2008-07-21,48
2008-07-22,49
2008-07-23,49
2008-07-24,50
2008-07-25,51
2008-07-26,52
2008-07-27,54
2008-08-03,71
2008-08-04,73
2008-08-05,74
2008-08-06,75
2008-08-07,76
2008-08-08,78
2008-08-09,79
2008-08-10,77
2008-08-11,75
2008-08-12,73
2008-08-13,72
2008-08-14,70
2008-08-15,68
2008-08-16,67
2008-08-17,68
2008-08-18,70
2008-08-19,72
2008-08-20,73
2008-08-21,75
2008-08-22,77
2008-08-23,78
2008-08-24,76
2008-08-25,72
2008-08-26,70
2008-08-27,67
2008-08-28,65
2008-08-29,62
2008-08-30,60
2008-08-31,60
2008-09-01,60
2008-09-02,60
2008-09-03,60
2008-09-04,60
2008-09-05,60
2008-09-06,60
2008-09-07,60
2008-09-08,60
2008-09-09,61
2008-09-10,61
2008-09-11,62
2008-09-12,62
2008-09-13,63
2008-09-14,62
2008-09-15,61
2008-09-16,61
2008-09-17,60
2008-09-18,60
2008-09-19,59
2008-09-20,59
2008-09-21,60
2008-09-22,61
2008-09-23,62
2008-09-24,63
2008-09-25,64
2008-09-26,65
2008-09-27,66
2008-09-28,63
2008-09-29,60
2008-09-30,57
2008-10-01,54
2008-10-02,51
2008-10-03,49
2008-10-04,46
2008-10-05,48
2008-10-06,51
2008-10-07,54
2008-10-08,57
2008-10-09,60
2008-10-10,62
2008-10-11,65
2008-10-12,61
2008-10-13,57
2008-10-14,54
2008-10-15,50
2008-10-16,47
2008-10-17,43
2008-10-18,40
2008-10-19,40
2008-10-20,40
2008-10-21,40
2008-10-22,40
2008-10-23,40
2008-10-24,40
2008-10-25,40
2008-10-26,41
2008-11-02,52
2008-11-03,64
2008-11-04,51
2008-11-05,50
2008-11-06,50
2008-11-07,49
2008-11-08,49
2008-11-09,50
2008-11-10,52
2008-11-11,54
2008-11-12,56
2008-11-13,57
2008-11-14,59
2008-11-15,61
2008-11-16,59
2008-11-17,57
2008-11-18,55
2008-11-19,53
2008-11-20,51
2008-11-21,49
2008-11-22,47
2008-11-23,47
2008-11-24,47
2008-11-25,47
2008-11-26,47
2008-11-27,47
2008-11-28,47
2008-11-29,47
2008-11-30,48
2008-12-01,49
2008-12-02,51
2008-12-03,52
2008-12-04,54
2008-12-05,55
2008-12-06,57
2008-12-07,56
2008-12-08,55
2008-12-09,54
2008-12-10,53
2008-12-11,52
2008-12-12,51
2008-12-13,51
2008-12-14,52
2008-12-15,54
2008-12-16,55
2008-12-17,57
2008-12-18,58
2008-12-19,60
2008-12-20,62
2008-12-21,61
2008-12-22,60
2008-12-23,59
2008-12-24,59
2008-12-25,58
2008-12-26,57
2008-12-27,57
2008-12-28,56
2008-12-29,56
2008-12-30,56
2008-12-31,56
2009-01-01,56
2009-01-02,56
2009-01-03,56
2009-01-04,56
2009-01-05,56
2009-01-06,56
2009-01-07,56
2009-01-08,56
2009-01-09,56
2009-01-10,56
2009-01-11,55
2009-01-12,54
2009-01-13,53
2009-01-14,53
2009-01-15,52
2009-01-16,51
2009-01-17,51
2009-01-18,52
2009-01-19,53
2009-01-20,55
2009-01-21,56
2009-01-22,58
2009-01-23,59
2009-01-24,61
2009-01-25,60
