Date,ClearSign
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,1
2012-03-03,3
2012-03-04,4
2012-03-05,6
2012-03-06,8
2012-03-07,9
2012-03-08,11
2012-03-09,13
2012-03-10,14
2012-03-11,16
2012-03-12,18
2012-03-13,19
2012-03-14,21
2012-03-15,23
2012-03-16,24
2012-03-17,26
2012-03-18,27
2012-03-19,29
2012-03-20,31
2012-03-21,32
2012-03-22,34
2012-03-23,36
2012-03-24,37
2012-03-25,39
2012-03-26,41
2012-03-27,42
2012-03-28,44
2012-03-29,46
2012-03-30,47
2012-03-31,49
2012-04-01,51
2012-04-02,52
2012-04-03,54
2012-04-04,55
2012-04-05,57
2012-04-06,59
2012-04-07,60
2012-04-08,62
2012-04-09,64
2012-04-10,65
2012-04-11,67
2012-04-12,68
2012-04-13,70
2012-04-14,72
2012-04-15,73
2012-04-16,75
2012-04-17,77
2012-04-18,78
2012-04-19,80
2012-04-20,82
2012-04-21,83
2012-04-22,85
2012-04-23,86
2012-04-24,88
2012-04-25,90
2012-04-26,91
2012-04-27,93
2012-04-28,95
2012-04-29,96
2012-04-30,98
2012-05-01,100
2012-05-02,98
2012-05-03,97
2012-05-04,95
2012-05-05,94
2012-05-06,93
2012-05-07,91
2012-05-08,90
2012-05-09,88
2012-05-10,87
2012-05-11,86
2012-05-12,84
2012-05-13,83
2012-05-14,81
2012-05-15,80
2012-05-16,79
2012-05-17,77
2012-05-18,76
2012-05-19,75
2012-05-20,73
2012-05-21,72
2012-05-22,70
2012-05-23,69
2012-05-24,68
2012-05-25,66
2012-05-26,65
2012-05-27,63
2012-05-28,62
2012-05-29,61
2012-05-30,59
2012-05-31,58
2012-06-01,57
2012-06-02,57
2012-06-03,57
2012-06-04,57
2012-06-05,57
2012-06-06,57
2012-06-07,57
2012-06-08,57
2012-06-09,57
2012-06-10,57
2012-06-11,57
2012-06-12,57
2012-06-13,57
2012-06-14,57
2012-06-15,57
2012-06-16,57
2012-06-17,57
2012-06-18,57
2012-06-19,57
2012-06-20,57
2012-06-21,57
2012-06-22,57
2012-06-23,57
2012-06-24,57
2012-06-25,57
2012-06-26,57
2012-06-27,57
2012-06-28,57
2012-06-29,57
2012-06-30,57
2012-07-01,57
2012-07-02,56
2012-07-03,56
2012-07-04,56
2012-07-05,56
2012-07-06,56
2012-07-07,56
2012-07-08,55
2012-07-09,55
2012-07-10,55
2012-07-11,55
2012-07-12,55
2012-07-13,55
2012-07-14,54
2012-07-15,54
2012-07-16,54
2012-07-17,54
2012-07-18,54
2012-07-19,54
2012-07-20,53
2012-07-21,53
2012-07-22,53
2012-07-23,53
2012-07-24,53
2012-07-25,53
2012-07-26,52
2012-07-27,52
2012-07-28,52
2012-07-29,52
2012-07-30,52
2012-07-31,52
2012-08-01,52
2012-08-02,52
2012-08-03,52
2012-08-04,52
2012-08-05,52
2012-08-06,52
2012-08-07,52
2012-08-08,52
2012-08-09,52
2012-08-10,52
2012-08-11,52
2012-08-12,52
2012-08-13,52
2012-08-14,52
2012-08-15,52
2012-08-16,52
2012-08-17,52
2012-08-18,52
2012-08-19,52
2012-08-20,52
2012-08-21,52
2012-08-22,52
2012-08-23,52
2012-08-24,52
2012-08-25,52
2012-08-26,52
2012-08-27,52
2012-08-28,52
2012-08-29,52
2012-08-30,52
2012-08-31,52
2012-09-01,52
2012-09-02,53
2012-09-03,55
2012-09-04,56
2012-09-05,58
2012-09-06,59
2012-09-07,61
2012-09-08,62
2012-09-09,64
2012-09-10,65
2012-09-11,67
2012-09-12,68
2012-09-13,70
2012-09-14,71
2012-09-15,73
2012-09-16,75
2012-09-17,76
2012-09-18,78
2012-09-19,79
2012-09-20,81
2012-09-21,82
2012-09-22,84
2012-09-23,85
2012-09-24,87
2012-09-25,88
2012-09-26,90
2012-09-27,91
2012-09-28,93
2012-09-29,94
2012-09-30,96
2012-10-01,98
2012-10-02,97
2012-10-03,96
2012-10-04,95
2012-10-05,94
2012-10-06,93
2012-10-07,93
2012-10-08,92
2012-10-09,91
2012-10-10,90
2012-10-11,89
2012-10-12,89
2012-10-13,88
2012-10-14,87
2012-10-15,86
2012-10-16,85
2012-10-17,85
2012-10-18,84
2012-10-19,83
2012-10-20,82
2012-10-21,81
2012-10-22,81
2012-10-23,80
2012-10-24,79
2012-10-25,78
2012-10-26,77
2012-10-27,77
2012-10-28,76
2012-10-29,75
2012-10-30,74
2012-10-31,73
2012-11-01,73
2012-11-02,72
2012-11-03,72
2012-11-04,71
2012-11-05,71
2012-11-06,70
2012-11-07,70
2012-11-08,69
2012-11-09,69
2012-11-10,68
2012-11-11,68
2012-11-12,67
2012-11-13,67
2012-11-14,66
2012-11-15,66
2012-11-16,66
2012-11-17,65
2012-11-18,65
2012-11-19,64
2012-11-20,64
2012-11-21,63
2012-11-22,63
2012-11-23,62
2012-11-24,62
2012-11-25,61
2012-11-26,61
2012-11-27,60
2012-11-28,60
2012-11-29,59
2012-11-30,59
2012-12-01,59
2012-12-02,59
2012-12-03,59
2012-12-04,59
2012-12-05,59
2012-12-06,59
2012-12-07,59
2012-12-08,59
2012-12-09,59
2012-12-10,59
2012-12-11,59
2012-12-12,59
2012-12-13,59
2012-12-14,59
2012-12-15,59
2012-12-16,59
2012-12-17,59
2012-12-18,59
2012-12-19,59
2012-12-20,59
2012-12-21,59
2012-12-22,59
2012-12-23,59
2012-12-24,59
2012-12-25,59
2012-12-26,59
2012-12-27,59
2012-12-28,59
2012-12-29,59
2012-12-30,59
2012-12-31,59
2013-01-01,59
2013-01-02,59
2013-01-03,59
2013-01-04,59
2013-01-05,59
2013-01-06,59
2013-01-07,59
2013-01-08,59
2013-01-09,59
2013-01-10,59
2013-01-11,59
2013-01-12,59
2013-01-13,59
2013-01-14,59
2013-01-15,59
2013-01-16,59
2013-01-17,59
2013-01-18,59
2013-01-19,59
2013-01-20,59
2013-01-21,59
2013-01-22,59
2013-01-23,59
2013-01-24,59
2013-01-25,59
2013-01-26,59
2013-01-27,59
2013-01-28,59
2013-01-29,59
2013-01-30,59
2013-01-31,59
2013-02-01,59
2013-02-02,59
2013-02-03,59
2013-02-04,59
2013-02-05,59
2013-02-06,59
2013-02-07,59
2013-02-08,59
2013-02-09,59
2013-02-10,59
2013-02-11,59
2013-02-12,59
2013-02-13,59
2013-02-14,59
2013-02-15,59
2013-02-16,59
2013-02-17,59
2013-02-18,59
2013-02-19,59
2013-02-20,59
2013-02-21,59
2013-02-22,59
2013-02-23,59
2013-02-24,59
2013-02-25,59
2013-02-26,59
2013-02-27,59
2013-02-28,59
2013-03-01,59
2013-03-02,59
2013-03-03,59
2013-03-04,59
2013-03-05,59
2013-03-06,59
2013-03-07,59
2013-03-08,59
2013-03-09,59
2013-03-10,59
2013-03-11,59
2013-03-12,59
2013-03-13,59
2013-03-14,59
2013-03-15,59
2013-03-16,59
2013-03-17,59
2013-03-18,59
2013-03-19,59
2013-03-20,59
2013-03-21,59
2013-03-22,59
2013-03-23,59
2013-03-24,59
2013-03-25,59
2013-03-26,59
2013-03-27,59
2013-03-28,59
2013-03-29,59
2013-03-30,59
2013-03-31,59
2013-04-01,59
