Date,Diamondback Energy
2013-01-04,52
2013-01-05,52
2013-01-06,51
2013-01-07,50
2013-01-08,50
2013-01-09,49
2013-01-10,48
2013-01-11,48
2013-01-12,47
2013-01-13,46
2013-01-14,46
2013-01-15,45
2013-01-16,44
2013-01-17,44
2013-01-18,43
2013-01-19,42
2013-01-20,42
2013-01-21,41
2013-01-22,40
2013-01-23,40
2013-01-24,39
2013-01-25,38
2013-01-26,38
2013-01-27,37
2013-01-28,36
2013-01-29,36
2013-01-30,35
2013-01-31,34
2013-02-01,34
2013-02-02,34
2013-02-03,34
2013-02-04,34
2013-02-05,34
2013-02-06,34
2013-02-07,34
2013-02-08,35
2013-02-09,35
2013-02-10,35
2013-02-11,35
2013-02-12,35
2013-02-13,35
2013-02-14,35
2013-02-15,36
2013-02-16,36
2013-02-17,36
2013-02-18,36
2013-02-19,36
2013-02-20,36
2013-02-21,36
2013-02-22,37
2013-02-23,37
2013-02-24,37
2013-02-25,37
2013-02-26,37
2013-02-27,37
2013-02-28,37
2013-03-01,38
2013-03-02,38
2013-03-03,38
2013-03-04,38
2013-03-05,39
2013-03-06,39
2013-03-07,39
2013-03-08,39
2013-03-09,40
2013-03-10,40
2013-03-11,40
2013-03-12,40
2013-03-13,41
2013-03-14,41
2013-03-15,41
2013-03-16,41
2013-03-17,42
2013-03-18,42
2013-03-19,42
2013-03-20,42
2013-03-21,43
2013-03-22,43
2013-03-23,43
2013-03-24,43
2013-03-25,44
2013-03-26,44
2013-03-27,44
2013-03-28,44
2013-03-29,45
2013-03-30,45
2013-03-31,45
2013-04-01,46
2013-04-02,46
2013-04-03,46
2013-04-04,46
2013-04-05,46
2013-04-06,46
2013-04-07,46
2013-04-08,46
2013-04-09,46
2013-04-10,46
2013-04-11,46
2013-04-12,46
2013-04-13,46
2013-04-14,46
2013-04-15,46
2013-04-16,46
2013-04-17,46
2013-04-18,46
2013-04-19,46
2013-04-20,46
2013-04-21,46
2013-04-22,46
2013-04-23,46
2013-04-24,46
2013-04-25,46
2013-04-26,46
2013-04-27,46
2013-04-28,46
2013-04-29,46
2013-04-30,46
2013-05-01,46
2013-05-02,45
2013-05-03,45
2013-05-04,44
2013-05-05,44
2013-05-06,44
2013-05-07,43
2013-05-08,43
2013-05-09,42
2013-05-10,42
2013-05-11,42
2013-05-12,41
2013-05-13,41
2013-05-14,40
2013-05-15,40
2013-05-16,40
2013-05-17,39
2013-05-18,39
2013-05-19,39
2013-05-20,38
2013-05-21,38
2013-05-22,37
2013-05-23,37
2013-05-24,37
2013-05-25,36
2013-05-26,36
2013-05-27,35
2013-05-28,35
2013-05-29,35
2013-05-30,34
2013-05-31,34
2013-06-01,34
2013-06-02,34
2013-06-03,35
2013-06-04,36
2013-06-05,36
2013-06-06,37
2013-06-07,38
2013-06-08,38
2013-06-09,39
2013-06-10,40
2013-06-11,40
2013-06-12,41
2013-06-13,42
2013-06-14,42
2013-06-15,43
2013-06-16,44
2013-06-17,44
2013-06-18,45
2013-06-19,46
2013-06-20,46
2013-06-21,47
2013-06-22,48
2013-06-23,48
2013-06-24,49
2013-06-25,50
2013-06-26,50
2013-06-27,51
2013-06-28,52
2013-06-29,52
2013-06-30,53
2013-07-01,54
