Date,GSI Technology
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,2
2006-12-03,4
2006-12-04,6
2006-12-05,8
2006-12-06,10
2006-12-07,12
2006-12-08,14
2006-12-09,16
2006-12-10,18
2006-12-11,20
2006-12-12,22
2006-12-13,24
2006-12-14,26
2006-12-15,28
2006-12-16,30
2006-12-17,32
2006-12-18,34
2006-12-19,36
2006-12-20,38
2006-12-21,40
2006-12-22,42
2006-12-23,44
2006-12-24,46
2006-12-25,48
2006-12-26,50
2006-12-27,52
2006-12-28,54
2006-12-29,56
2006-12-30,58
2006-12-31,60
2007-01-01,62
2007-01-02,61
2007-01-03,61
2007-01-04,61
2007-01-05,61
2007-01-06,61
2007-01-07,61
2007-01-08,60
2007-01-09,60
2007-01-10,60
2007-01-11,60
2007-01-12,60
2007-01-13,60
2007-01-14,59
2007-01-15,59
2007-01-16,59
2007-01-17,59
2007-01-18,59
2007-01-19,59
2007-01-20,58
2007-01-21,58
2007-01-22,58
2007-01-23,58
2007-01-24,58
2007-01-25,58
2007-01-26,57
2007-01-27,57
2007-01-28,57
2007-01-29,57
2007-01-30,57
2007-01-31,57
2007-02-01,57
2007-02-02,58
2007-02-03,60
2007-02-04,61
2007-02-05,63
2007-02-06,64
2007-02-07,66
2007-02-08,67
2007-02-09,69
2007-02-10,70
2007-02-11,72
2007-02-12,73
2007-02-13,75
2007-02-14,76
2007-02-15,78
2007-02-16,80
2007-02-17,81
2007-02-18,83
2007-02-19,84
2007-02-20,86
2007-02-21,87
2007-02-22,89
2007-02-23,90
2007-02-24,92
2007-02-25,93
2007-02-26,95
2007-02-27,96
2007-02-28,98
2007-03-01,100
2007-03-02,98
2007-03-03,96
2007-03-04,95
2007-03-05,93
2007-03-06,92
2007-03-07,90
2007-03-08,89
2007-03-09,87
2007-03-10,86
2007-03-11,84
2007-03-12,82
2007-03-13,81
2007-03-14,79
2007-03-15,78
2007-03-16,76
2007-03-17,75
2007-03-18,73
2007-03-19,72
2007-03-20,70
2007-03-21,69
2007-03-22,67
2007-03-23,65
2007-03-24,64
2007-03-25,62
2007-03-26,61
2007-03-27,59
2007-03-28,58
2007-03-29,56
2007-03-30,55
2007-03-31,53
2007-04-01,52
2007-04-02,51
2007-04-03,51
2007-04-04,51
2007-04-05,50
2007-04-06,50
2007-04-07,50
2007-04-08,49
2007-04-09,49
2007-04-10,49
2007-04-11,48
2007-04-12,48
2007-04-13,48
2007-04-14,47
2007-04-15,47
2007-04-16,47
2007-04-17,46
2007-04-18,46
2007-04-19,46
2007-04-20,45
2007-04-21,45
2007-04-22,45
2007-04-23,44
2007-04-24,44
2007-04-25,44
2007-04-26,43
2007-04-27,43
2007-04-28,43
2007-04-29,42
2007-04-30,42
2007-05-01,42
2007-05-02,42
2007-05-03,42
2007-05-04,42
2007-05-05,42
2007-05-06,42
2007-05-07,42
2007-05-08,42
2007-05-09,42
2007-05-10,42
2007-05-11,42
2007-05-12,42
2007-05-13,42
2007-05-14,42
2007-05-15,42
2007-05-16,42
2007-05-17,42
2007-05-18,42
2007-05-19,42
2007-05-20,42
2007-05-21,42
2007-05-22,42
2007-05-23,42
2007-05-24,42
2007-05-25,42
2007-05-26,42
2007-05-27,42
2007-05-28,42
2007-05-29,42
2007-05-30,42
2007-05-31,42
2007-06-01,42
2007-06-02,42
2007-06-03,42
2007-06-04,42
2007-06-05,42
2007-06-06,42
2007-06-07,42
2007-06-08,42
2007-06-09,42
2007-06-10,42
2007-06-11,42
2007-06-12,42
2007-06-13,42
2007-06-14,42
2007-06-15,42
2007-06-16,42
2007-06-17,42
2007-06-18,42
2007-06-19,42
2007-06-20,42
2007-06-21,42
2007-06-22,42
2007-06-23,42
2007-06-24,42
2007-06-25,42
2007-06-26,42
2007-06-27,42
2007-06-28,42
2007-06-29,42
2007-06-30,42
2007-07-01,42
2007-07-02,41
2007-07-03,41
2007-07-04,41
2007-07-05,40
2007-07-06,40
2007-07-07,40
2007-07-08,39
2007-07-09,39
2007-07-10,39
2007-07-11,39
2007-07-12,38
2007-07-13,38
2007-07-14,38
2007-07-15,37
2007-07-16,37
2007-07-17,37
2007-07-18,37
2007-07-19,36
2007-07-20,36
2007-07-21,36
2007-07-22,35
2007-07-23,35
2007-07-24,35
2007-07-25,35
2007-07-26,34
2007-07-27,34
2007-07-28,34
2007-07-29,33
2007-07-30,33
2007-07-31,33
2007-08-01,33
2007-08-02,33
2007-08-03,33
2007-08-04,33
2007-08-05,33
2007-08-06,33
2007-08-07,33
2007-08-08,33
2007-08-09,33
2007-08-10,33
2007-08-11,33
2007-08-12,33
2007-08-13,33
2007-08-14,33
2007-08-15,33
2007-08-16,33
2007-08-17,33
2007-08-18,33
2007-08-19,33
2007-08-20,33
2007-08-21,33
2007-08-22,33
2007-08-23,33
2007-08-24,33
2007-08-25,33
2007-08-26,33
2007-08-27,33
2007-08-28,33
2007-08-29,33
2007-08-30,33
2007-08-31,33
2007-09-01,33
2007-09-02,32
2007-09-03,32
2007-09-04,32
2007-09-05,32
2007-09-06,32
2007-09-07,32
2007-09-08,32
2007-09-09,32
2007-09-10,32
2007-09-11,32
2007-09-12,32
2007-09-13,32
2007-09-14,32
2007-09-15,32
2007-09-16,32
2007-09-17,31
2007-09-18,31
2007-09-19,31
2007-09-20,31
2007-09-21,31
2007-09-22,31
2007-09-23,31
2007-09-24,31
2007-09-25,31
2007-09-26,31
2007-09-27,31
2007-09-28,31
2007-09-29,31
2007-09-30,31
2007-10-01,31
2007-10-02,31
2007-10-03,31
2007-10-04,31
2007-10-05,31
2007-10-06,31
2007-10-07,31
2007-10-08,31
2007-10-09,31
2007-10-10,31
2007-10-11,31
2007-10-12,31
2007-10-13,31
2007-10-14,31
2007-10-15,31
2007-10-16,31
2007-10-17,31
2007-10-18,31
2007-10-19,31
2007-10-20,31
2007-10-21,31
2007-10-22,31
2007-10-23,31
2007-10-24,31
2007-10-25,31
2007-10-26,31
2007-10-27,31
2007-10-28,31
2007-10-29,31
2007-10-30,31
2007-10-31,31
2007-11-01,31
2007-11-02,30
2007-11-03,30
2007-11-04,30
2007-11-05,30
2007-11-06,30
2007-11-07,30
2007-11-08,30
2007-11-09,30
2007-11-10,30
2007-11-11,30
2007-11-12,30
2007-11-13,30
2007-11-14,30
2007-11-15,30
2007-11-16,30
2007-11-17,30
2007-11-18,30
2007-11-19,30
2007-11-20,30
2007-11-21,30
2007-11-22,30
2007-11-23,30
2007-11-24,30
2007-11-25,30
2007-11-26,30
2007-11-27,30
2007-11-28,30
2007-11-29,30
2007-11-30,30
2007-12-01,30
2007-12-02,29
2007-12-03,29
2007-12-04,29
2007-12-05,29
2007-12-06,29
2007-12-07,29
2007-12-08,29
2007-12-09,28
2007-12-10,28
2007-12-11,28
2007-12-12,28
2007-12-13,28
2007-12-14,28
2007-12-15,28
2007-12-16,28
2007-12-17,27
2007-12-18,27
2007-12-19,27
2007-12-20,27
2007-12-21,27
2007-12-22,27
2007-12-23,27
2007-12-24,27
2007-12-25,26
2007-12-26,26
2007-12-27,26
2007-12-28,26
2007-12-29,26
2007-12-30,26
2007-12-31,26
2008-01-01,26
2008-01-02,26
2008-01-03,26
2008-01-04,26
2008-01-05,26
2008-01-06,26
2008-01-07,26
2008-01-08,26
2008-01-09,26
2008-01-10,26
2008-01-11,26
2008-01-12,26
2008-01-13,26
2008-01-14,26
2008-01-15,26
2008-01-16,26
2008-01-17,26
2008-01-18,26
2008-01-19,26
2008-01-20,26
2008-01-21,26
2008-01-22,26
2008-01-23,26
2008-01-24,26
2008-01-25,26
2008-01-26,26
2008-01-27,26
2008-01-28,26
2008-01-29,26
2008-01-30,26
2008-01-31,26
2008-02-01,26
2008-02-02,26
2008-02-03,26
2008-02-04,26
2008-02-05,26
2008-02-06,26
2008-02-07,26
2008-02-08,26
2008-02-09,26
2008-02-10,26
2008-02-11,26
2008-02-12,26
2008-02-13,26
2008-02-14,26
2008-02-15,26
2008-02-16,26
2008-02-17,26
2008-02-18,26
2008-02-19,26
2008-02-20,26
2008-02-21,26
2008-02-22,26
2008-02-23,26
2008-02-24,26
2008-02-25,26
2008-02-26,26
2008-02-27,26
2008-02-28,26
2008-02-29,26
2008-03-01,26
2008-03-02,26
2008-03-03,26
2008-03-04,26
2008-03-05,27
2008-03-06,27
2008-03-07,27
2008-03-08,28
2008-03-09,28
2008-03-10,28
2008-03-11,29
2008-03-12,29
2008-03-13,29
2008-03-14,30
2008-03-15,30
2008-03-16,30
2008-03-17,31
2008-03-18,31
2008-03-19,31
2008-03-20,32
2008-03-21,32
2008-03-22,32
2008-03-23,33
2008-03-24,33
2008-03-25,33
2008-03-26,34
2008-03-27,34
2008-03-28,34
2008-03-29,35
2008-03-30,35
2008-03-31,35
2008-04-01,36
2008-04-02,35
2008-04-03,35
2008-04-04,35
2008-04-05,35
2008-04-06,35
2008-04-07,35
2008-04-08,35
2008-04-09,34
2008-04-10,34
2008-04-11,34
2008-04-12,34
2008-04-13,34
2008-04-14,34
2008-04-15,34
2008-04-16,34
2008-04-17,33
2008-04-18,33
2008-04-19,33
2008-04-20,33
2008-04-21,33
2008-04-22,33
2008-04-23,33
2008-04-24,32
2008-04-25,32
2008-04-26,32
2008-04-27,32
2008-04-28,32
2008-04-29,32
2008-04-30,32
2008-05-01,32
2008-05-02,32
2008-05-03,32
2008-05-04,32
2008-05-05,32
2008-05-06,32
2008-05-07,32
2008-05-08,32
2008-05-09,33
2008-05-10,33
2008-05-11,33
2008-05-12,33
2008-05-13,33
2008-05-14,33
2008-05-15,33
2008-05-16,33
2008-05-17,34
2008-05-18,34
2008-05-19,34
2008-05-20,34
2008-05-21,34
2008-05-22,34
2008-05-23,34
2008-05-24,34
2008-05-25,35
2008-05-26,35
2008-05-27,35
2008-05-28,35
2008-05-29,35
2008-05-30,35
2008-05-31,35
2008-06-01,36
