Date,Zoetis
2012-06-17,4
2012-06-18,4
2012-06-19,4
2012-06-20,3
2012-06-21,3
2012-06-22,3
2012-06-23,3
2012-06-24,2
2012-06-25,2
2012-06-26,2
2012-06-27,2
2012-06-28,2
2012-06-29,2
2012-06-30,2
2012-07-01,2
2012-07-02,2
2012-07-03,2
2012-07-04,2
2012-07-05,2
2012-07-06,2
2012-07-07,2
2012-07-08,2
2012-07-09,2
2012-07-10,2
2012-07-11,2
2012-07-12,2
2012-07-13,2
2012-07-14,2
2012-07-15,2
2012-07-16,2
2012-07-17,2
2012-07-18,2
2012-07-19,2
2012-07-20,2
2012-07-21,2
2012-07-22,2
2012-07-23,2
2012-07-24,2
2012-07-25,2
2012-07-26,2
2012-07-27,2
2012-07-28,2
2012-07-29,2
2012-08-05,2
2012-08-06,3
2012-08-07,2
2012-08-08,3
2012-08-09,3
2012-08-10,3
2012-08-11,4
2012-08-12,4
2012-08-13,4
2012-08-14,4
2012-08-15,4
2012-08-16,4
2012-08-17,4
2012-08-18,5
2012-08-19,4
2012-08-20,4
2012-08-21,4
2012-08-22,3
2012-08-23,3
2012-08-24,3
2012-08-25,3
2012-08-26,2
2012-08-27,2
2012-08-28,2
2012-08-29,2
2012-08-30,2
2012-08-31,2
2012-09-01,2
2012-09-02,2
2012-09-03,2
2012-09-04,2
2012-09-05,3
2012-09-06,3
2012-09-07,3
2012-09-08,4
2012-09-09,3
2012-09-10,3
2012-09-11,3
2012-09-12,3
2012-09-13,3
2012-09-14,3
2012-09-15,3
2012-09-16,3
2012-09-17,3
2012-09-18,3
2012-09-19,3
2012-09-20,3
2012-09-21,3
2012-09-22,3
2012-09-23,3
2012-09-24,3
2012-09-25,3
2012-09-26,3
2012-09-27,3
2012-09-28,3
2012-09-29,3
2012-09-30,3
2012-10-01,3
2012-10-02,3
2012-10-03,3
2012-10-04,3
2012-10-05,3
2012-10-06,3
2012-10-07,3
2012-10-08,3
2012-10-09,3
2012-10-10,3
2012-10-11,3
2012-10-12,3
2012-10-13,4
2012-10-14,4
2012-10-15,4
2012-10-16,4
2012-10-17,4
2012-10-18,4
2012-10-19,4
2012-10-20,5
2012-10-21,4
2012-10-22,4
2012-10-23,4
2012-10-24,3
2012-10-25,3
2012-10-26,3
2012-10-27,3
2012-10-28,3
2012-11-04,2
2012-11-05,2
2012-11-06,2
2012-11-07,2
2012-11-08,2
2012-11-09,2
2012-11-10,2
2012-11-11,2
2012-11-12,2
2012-11-13,2
2012-11-14,2
2012-11-15,2
2012-11-16,2
2012-11-17,2
2012-11-18,2
2012-11-19,2
2012-11-20,2
2012-11-21,2
2012-11-22,2
2012-11-23,2
2012-11-24,2
2012-11-25,2
2012-11-26,2
2012-11-27,2
2012-11-28,2
2012-11-29,2
2012-11-30,2
2012-12-01,2
2012-12-02,2
2012-12-03,2
2012-12-04,2
2012-12-05,2
2012-12-06,2
2012-12-07,2
2012-12-08,3
2012-12-09,3
2012-12-10,3
2012-12-11,3
2012-12-12,3
2012-12-13,3
2012-12-14,3
2012-12-15,4
2012-12-16,3
2012-12-17,3
2012-12-18,3
2012-12-19,3
2012-12-20,3
2012-12-21,3
2012-12-22,3
2012-12-23,2
2012-12-24,2
2012-12-25,2
2012-12-26,2
2012-12-27,2
2012-12-28,2
2012-12-29,2
2012-12-30,2
2012-12-31,2
2013-01-01,2
2013-01-02,2
2013-01-03,2
2013-01-04,2
2013-01-05,3
2013-01-06,3
2013-01-07,3
2013-01-08,3
2013-01-09,3
2013-01-10,3
2013-01-11,3
2013-01-12,4
2013-01-13,5
2013-01-14,6
2013-01-15,7
2013-01-16,8
2013-01-17,9
2013-01-18,10
2013-01-19,12
2013-01-20,13
2013-01-21,15
2013-01-22,17
2013-01-23,18
2013-01-24,20
2013-01-25,22
2013-01-26,24
2013-01-27,33
2013-02-01,80
2013-02-02,110
2013-02-03,90
2013-02-04,75
2013-02-05,70
2013-02-06,61
2013-02-07,52
2013-02-08,46
2013-02-09,44
2013-02-10,35
2013-02-11,33
2013-02-12,33
2013-02-13,28
2013-02-14,28
2013-02-15,24
2013-02-16,24
2013-02-17,21
2013-02-18,21
2013-02-19,21
2013-02-20,20
2013-02-21,20
2013-02-22,22
2013-02-23,21
2013-02-24,19
2013-02-25,19
2013-02-26,20
2013-02-27,19
2013-02-28,19
2013-03-01,19
2013-03-02,21
2013-03-03,19
2013-03-04,19
2013-03-05,19
2013-03-06,20
2013-03-07,20
2013-03-08,19
2013-03-09,21
2013-03-10,20
2013-03-11,20
2013-03-12,20
2013-03-13,20
2013-03-14,20
2013-03-15,20
2013-03-16,20
2013-03-17,20
2013-03-18,20
2013-03-19,22
2013-03-20,21
2013-03-21,22
2013-03-22,22
2013-03-23,25
2013-03-24,22
2013-03-25,22
2013-03-26,22
2013-03-27,22
2013-03-28,22
2013-03-29,20
2013-03-30,20
2013-03-31,19
2013-05-01,21
2013-05-02,21
2013-05-03,21
2013-05-04,23
2013-05-05,20
2013-05-06,20
2013-05-07,19
2013-05-08,19
2013-05-09,21
2013-05-10,18
2013-05-11,18
2013-05-12,18
2013-05-13,19
2013-05-14,20
2013-05-15,21
2013-05-16,21
2013-05-17,24
2013-05-18,24
2013-05-19,23
2013-05-20,24
2013-05-21,25
2013-05-22,26
2013-05-23,27
2013-05-24,31
2013-05-25,30
2013-05-26,30
2013-05-27,31
2013-05-28,32
2013-05-29,33
2013-05-30,34
2013-05-31,37
2013-06-01,41
2013-06-02,43
2013-06-03,50
2013-06-04,57
2013-06-05,65
2013-06-06,75
2013-06-07,78
2013-06-08,91
2013-06-09,92
2013-06-10,89
2013-06-11,91
2013-06-12,97
2013-06-13,100
2013-06-14,97
2013-06-15,117
2013-06-16,91
2013-06-17,83
2013-06-18,77
2013-06-19,71
2013-06-20,62
2013-06-21,51
2013-06-22,43
2013-06-23,47
2013-06-24,40
2013-06-25,40
2013-06-26,39
2013-06-27,36
2013-06-28,36
2013-06-29,36
2013-06-30,36
2013-07-01,31
2013-07-02,31
2013-07-03,29
2013-07-04,30
2013-07-05,27
2013-07-06,28
2013-07-07,27
2013-07-08,28
2013-07-09,29
2013-07-10,30
2013-07-11,31
2013-07-12,33
2013-07-13,35
2013-07-14,32
2013-07-15,31
2013-07-16,30
2013-07-17,29
2013-07-18,30
2013-07-19,27
2013-07-20,30
2013-07-21,26
2013-07-22,26
2013-07-23,26
2013-07-24,25
2013-07-25,26
2013-07-26,25
2013-07-27,28
2013-07-28,25
2013-07-29,25
2013-07-30,25
2013-07-31,25
2013-08-01,25
2013-08-02,26
2013-08-03,27
2013-08-04,25
2013-08-05,25
2013-08-06,25
2013-08-07,26
2013-08-08,27
2013-08-09,26
2013-08-10,26
2013-08-11,25
2013-08-12,25
2013-08-13,25
2013-08-14,25
2013-08-15,23
2013-08-16,23
2013-08-17,26
2013-08-18,23
2013-08-19,23
2013-08-20,23
2013-08-21,24
2013-08-22,24
2013-08-23,27
2013-08-24,26
2013-08-25,24
2013-08-26,24
2013-08-27,24
2013-08-28,24
2013-08-29,24
2013-08-30,24
2013-08-31,25
2013-09-01,23
2013-09-02,22
2013-09-03,22
2013-09-04,21
2013-09-05,21
2013-09-06,21
2013-09-07,22
2013-09-08,21
2013-09-09,22
2013-09-10,24
2013-09-11,26
2013-09-12,27
2013-09-13,30
2013-09-14,30
2013-09-15,29
2013-09-16,28
2013-09-17,28
2013-09-18,29
2013-09-19,28
2013-09-20,26
2013-09-21,28
2013-09-22,25
2013-09-23,24
2013-09-24,24
2013-09-25,24
2013-09-26,23
2013-09-27,23
2013-09-28,23
2013-09-29,22
2013-09-30,23
2013-10-01,24
2013-10-02,25
2013-10-03,26
2013-10-04,28
2013-10-05,31
2013-10-06,27
2013-10-07,26
2013-10-08,28
2013-10-09,26
2013-10-10,25
2013-10-11,24
2013-10-12,27
2013-10-13,24
2013-10-14,24
2013-10-15,24
2013-10-16,24
2013-10-17,24
2013-10-18,24
2013-10-19,29
2013-10-20,25
2013-10-21,25
2013-10-22,25
2013-10-23,26
2013-10-24,26
2013-10-25,26
2013-10-26,30
2013-10-27,26
2013-10-28,25
2013-10-29,24
2013-10-30,25
2013-10-31,22
2013-11-01,21
2013-11-02,22
2013-11-03,21
2013-11-04,22
2013-11-05,23
2013-11-06,23
2013-11-07,26
2013-11-08,25
2013-11-09,29
2013-11-10,25
2013-11-11,25
2013-11-12,24
2013-11-13,24
2013-11-14,23
2013-11-15,23
2013-11-16,25
2013-11-17,23
2013-11-18,23
2013-11-19,25
2013-11-20,23
2013-11-21,24
2013-11-22,24
2013-11-23,24
2013-11-24,23
2013-11-25,23
2013-11-26,23
2013-11-27,22
2013-11-28,22
2013-11-29,22
2013-11-30,21
2013-12-01,21
2013-12-02,21
2013-12-03,23
2013-12-04,22
2013-12-05,22
2013-12-06,22
2013-12-07,25
2013-12-08,23
2013-12-09,23
2013-12-10,25
2013-12-11,23
2013-12-12,24
2013-12-13,23
2013-12-14,27
2013-12-15,24
2013-12-16,23
2013-12-17,24
2013-12-18,23
2013-12-19,24
2013-12-20,23
2013-12-21,26
2013-12-22,21
2013-12-23,19
2013-12-24,18
2013-12-25,16
2013-12-26,15
2013-12-27,14
2013-12-28,12
2013-12-29,12
2013-12-30,12
2013-12-31,12
2014-01-01,13
2014-01-02,13
2014-01-03,14
2014-01-04,14
2014-01-05,15
2014-01-06,17
2014-01-07,19
2014-01-08,20
2014-01-09,22
2014-01-10,25
2014-01-11,28
2014-01-12,26
2014-01-13,26
2014-01-14,26
2014-01-15,26
2014-01-16,26
2014-01-17,27
2014-01-18,31
2014-01-19,27
2014-01-20,27
2014-01-21,27
2014-01-22,27
2014-01-23,28
2014-01-24,27
2014-01-25,30
2014-01-26,29
2014-01-27,27
2014-01-28,27
2014-01-29,29
2014-01-30,26
2014-01-31,27
