Date,C&J Energy
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,3
2012-01-23,7
2012-01-24,11
2012-01-25,14
2012-01-26,18
2012-01-27,22
2012-01-28,26
2012-01-29,27
2012-01-30,29
2012-01-31,31
2012-02-01,33
2012-02-02,35
2012-02-03,37
2012-02-04,39
2012-02-05,38
2012-02-06,37
2012-02-07,37
2012-02-08,36
2012-02-09,36
2012-02-10,35
2012-02-11,35
2012-02-12,36
2012-02-13,37
2012-02-14,38
2012-02-15,40
2012-02-16,41
2012-02-17,42
2012-02-18,43
2012-02-19,41
2012-02-20,38
2012-02-21,36
2012-02-22,34
2012-02-23,32
2012-02-24,30
2012-02-25,28
2012-02-26,29
2012-03-04,39
2012-03-05,37
2012-03-06,35
2012-03-07,33
2012-03-08,31
2012-03-09,29
2012-03-10,28
2012-03-11,29
2012-03-12,31
2012-03-13,33
2012-03-14,34
2012-03-15,36
2012-03-16,38
2012-03-17,40
2012-03-18,38
2012-03-19,36
2012-03-20,34
2012-03-21,32
2012-03-22,30
2012-03-23,28
2012-03-24,26
2012-03-25,28
2012-03-26,30
2012-03-27,32
2012-03-28,34
2012-03-29,36
2012-03-30,38
2012-03-31,41
2012-04-01,39
2012-04-02,38
2012-04-03,37
2012-04-04,36
2012-04-05,34
2012-04-06,33
2012-04-07,32
2012-04-08,32
2012-04-09,32
2012-04-10,32
2012-04-11,32
2012-04-12,32
2012-04-13,32
2012-04-14,32
2012-04-15,32
2012-04-16,33
2012-04-17,33
2012-04-18,33
2012-04-19,34
2012-04-20,34
2012-04-21,35
2012-04-22,34
2012-04-23,33
2012-04-24,32
2012-04-25,32
2012-04-26,31
2012-04-27,30
2012-04-28,30
2012-04-29,29
2012-04-30,29
2012-05-01,29
2012-05-02,28
2012-05-03,28
2012-05-04,28
2012-05-05,28
2012-05-06,30
2012-05-07,32
2012-05-08,34
2012-05-09,36
2012-05-10,38
2012-05-11,40
2012-05-12,42
2012-05-13,39
2012-05-14,37
2012-05-15,34
2012-05-16,32
2012-05-17,29
2012-05-18,27
2012-05-19,25
2012-05-20,27
2012-05-21,30
2012-05-22,33
2012-05-23,35
2012-05-24,38
2012-05-25,40
2012-05-26,43
2012-05-27,40
2012-06-03,31
2012-06-04,37
2012-06-05,43
2012-06-06,49
2012-06-07,55
2012-06-08,61
2012-06-09,67
2012-06-10,64
2012-06-11,59
2012-06-12,55
2012-06-13,51
2012-06-14,47
2012-06-15,43
2012-06-16,40
2012-06-17,39
2012-06-18,38
2012-06-19,37
2012-06-20,36
2012-06-21,35
2012-06-22,34
2012-06-23,33
2012-06-24,33
2012-06-25,33
2012-06-26,33
2012-06-27,33
2012-06-28,33
2012-06-29,33
2012-06-30,33
2012-07-01,33
2012-07-02,33
2012-07-03,33
2012-07-04,33
2012-07-05,33
2012-07-06,33
2012-07-07,33
2012-07-08,33
2012-07-09,33
2012-07-10,33
2012-07-11,33
2012-07-12,33
2012-07-13,33
2012-07-14,33
2012-07-15,33
2012-07-16,33
2012-07-17,33
2012-07-18,33
2012-07-19,33
2012-07-20,33
2012-07-21,33
2012-07-22,33
2012-07-23,33
2012-07-24,34
2012-07-25,34
2012-07-26,35
2012-07-27,35
2012-07-28,36
2012-07-29,36
2012-07-30,36
2012-07-31,36
2012-08-01,37
2012-08-02,37
2012-08-03,37
2012-08-04,38
2012-08-05,37
2012-08-06,36
2012-08-07,35
2012-08-08,34
2012-08-09,33
2012-08-10,32
2012-08-11,31
2012-08-12,32
2012-08-13,32
2012-08-14,33
2012-08-15,33
2012-08-16,34
2012-08-17,35
2012-08-18,36
2012-08-19,37
2012-08-20,39
2012-08-21,40
2012-08-22,42
2012-08-23,43
2012-08-24,45
2012-08-25,48
2012-08-26,37
