Date,Bloomin Brands
2012-11-24,23
2012-11-25,23
2012-11-26,23
2012-11-27,23
2012-11-28,23
2012-11-29,23
2012-11-30,24
2012-12-01,24
2012-12-02,23
2012-12-03,22
2012-12-04,21
2012-12-05,20
2012-12-06,19
2012-12-07,18
2012-12-08,18
2012-12-09,19
2012-12-10,20
2012-12-11,21
2012-12-12,23
2012-12-13,24
2012-12-14,25
2012-12-15,27
2012-12-16,27
2012-12-17,28
2012-12-18,29
2012-12-19,30
2012-12-20,31
2012-12-21,32
2012-12-22,33
2012-12-23,31
2012-12-24,29
2012-12-25,27
2012-12-26,25
2012-12-27,23
2012-12-28,21
2012-12-29,20
2012-12-30,21
2013-01-06,28
2013-01-07,28
2013-01-08,28
2013-01-09,27
2013-01-10,27
2013-01-11,27
2013-01-12,27
2013-01-13,28
2013-01-14,29
2013-01-15,30
2013-01-16,32
2013-01-17,33
2013-01-18,34
2013-01-19,36
2013-01-20,35
2013-01-21,35
2013-01-22,34
2013-01-23,34
2013-01-24,33
2013-01-25,33
2013-01-26,33
2013-01-27,32
2013-01-28,32
2013-01-29,32
2013-01-30,32
2013-01-31,32
2013-02-01,32
2013-02-02,32
2013-02-03,32
2013-02-04,33
2013-02-05,33
2013-02-06,33
2013-02-07,34
2013-02-08,34
2013-02-09,35
2013-02-10,35
2013-02-11,35
2013-02-12,35
2013-02-13,36
2013-02-14,36
2013-02-15,36
2013-02-16,37
2013-02-17,35
2013-02-18,34
2013-02-19,32
2013-02-20,31
2013-02-21,29
2013-02-22,28
2013-02-23,27
2013-02-24,26
2013-02-25,26
2013-02-26,26
2013-02-27,26
2013-02-28,26
2013-03-01,26
2013-03-02,26
2013-03-03,26
2013-03-04,27
2013-03-05,27
2013-03-06,28
2013-03-07,28
2013-03-08,29
2013-03-09,30
2013-03-10,28
2013-03-11,27
2013-03-12,26
2013-03-13,25
2013-03-14,24
2013-03-15,23
2013-03-16,22
2013-03-17,22
2013-03-18,22
2013-03-19,22
2013-03-20,22
2013-03-21,22
2013-03-22,22
2013-03-23,23
2013-03-24,24
2013-03-25,26
2013-03-26,28
2013-03-27,30
2013-03-28,32
2013-03-29,34
2013-03-30,36
2013-03-31,35
2013-04-07,34
2013-04-08,33
2013-04-09,32
2013-04-10,32
2013-04-11,31
2013-04-12,30
2013-04-13,30
2013-04-14,29
2013-04-15,28
2013-04-16,27
2013-04-17,27
2013-04-18,26
2013-04-19,25
2013-04-20,25
2013-04-21,27
2013-04-22,29
2013-04-23,32
2013-04-24,34
2013-04-25,36
2013-04-26,38
2013-04-27,41
2013-04-28,40
2013-04-29,39
2013-04-30,38
2013-05-01,37
2013-05-02,36
2013-05-03,35
2013-05-04,34
2013-05-05,33
2013-05-06,32
2013-05-07,31
2013-05-08,30
2013-05-09,29
2013-05-10,28
2013-05-11,27
2013-05-12,27
2013-05-13,27
2013-05-14,28
2013-05-15,28
2013-05-16,29
2013-05-17,29
2013-05-18,30
2013-05-19,30
2013-05-20,31
2013-05-21,32
2013-05-22,33
2013-05-23,33
2013-05-24,34
2013-05-25,35
2013-05-26,33
2013-05-27,31
2013-05-28,29
2013-05-29,27
2013-05-30,25
2013-05-31,23
2013-06-01,22
2013-06-02,22
2013-06-03,22
2013-06-04,23
2013-06-05,23
2013-06-06,24
2013-06-07,24
2013-06-08,25
2013-06-09,24
2013-06-10,24
2013-06-11,24
2013-06-12,24
2013-06-13,24
2013-06-14,24
2013-06-15,24
2013-06-16,26
2013-06-17,28
2013-06-18,30
2013-06-19,33
2013-06-20,35
2013-06-21,37
2013-06-22,40
2013-06-23,39
2013-06-24,38
2013-06-25,37
2013-06-26,36
2013-06-27,35
2013-06-28,34
2013-06-29,33
2013-06-30,33
2013-07-07,33
2013-07-08,34
2013-07-09,34
2013-07-10,35
2013-07-11,35
2013-07-12,36
2013-07-13,37
2013-07-14,35
2013-07-15,33
2013-07-16,31
2013-07-17,30
2013-07-18,28
2013-07-19,26
2013-07-20,25
2013-07-21,25
2013-07-22,26
2013-07-23,26
2013-07-24,27
2013-07-25,27
2013-07-26,28
2013-07-27,29
2013-07-28,30
2013-07-29,31
2013-07-30,32
2013-07-31,33
2013-08-01,34
2013-08-02,36
2013-08-03,37
2013-08-04,36
2013-08-05,36
2013-08-06,35
2013-08-07,35
2013-08-08,34
2013-08-09,34
2013-08-10,34
2013-08-11,33
2013-08-12,33
2013-08-13,33
2013-08-14,32
2013-08-15,32
2013-08-16,32
2013-08-17,32
2013-08-18,33
2013-08-19,34
2013-08-20,35
2013-08-21,36
2013-08-22,37
2013-08-23,39
2013-08-24,40
2013-08-25,38
2013-08-26,37
2013-08-27,36
2013-08-28,34
2013-08-29,33
2013-08-30,31
2013-08-31,30
2013-09-01,29
2013-09-02,28
2013-09-03,28
2013-09-04,27
2013-09-05,27
2013-09-06,26
2013-09-07,26
2013-09-08,25
2013-09-09,24
2013-09-10,24
2013-09-11,23
2013-09-12,23
2013-09-13,22
2013-09-14,22
2013-09-15,23
2013-09-16,25
2013-09-17,26
2013-09-18,27
2013-09-19,29
2013-09-20,30
2013-09-21,32
2013-09-22,30
2013-09-23,28
2013-09-24,27
2013-09-25,25
2013-09-26,24
2013-09-27,22
2013-09-28,21
2013-09-29,22
