Date,Athlon Energy
2013-07-15,0
2013-07-16,0
2013-07-17,0
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,4
2013-07-22,8
2013-07-23,12
2013-07-24,17
2013-07-25,21
2013-07-26,25
2013-07-27,30
2013-07-28,40
2013-07-29,50
2013-07-30,60
2013-07-31,71
2013-08-01,81
2013-08-02,91
2013-08-03,101
2013-08-04,91
2013-08-05,81
2013-08-06,70
2013-08-07,60
2013-08-08,50
2013-08-09,39
2013-08-10,29
2013-08-11,27
2013-08-12,27
2013-08-13,27
2013-08-14,27
2013-08-15,27
2013-08-16,27
2013-08-17,28
2013-08-18,28
2013-08-19,28
2013-08-20,28
2013-08-21,28
2013-08-22,28
2013-08-23,28
2013-08-24,29
2013-08-25,29
2013-09-01,30
2013-09-02,37
2013-09-03,30
2013-09-04,30
2013-09-05,30
2013-09-06,30
2013-09-07,31
2013-09-08,30
2013-09-09,30
2013-09-10,29
2013-09-11,29
2013-09-12,28
2013-09-13,28
2013-09-14,28
2013-09-15,28
2013-09-16,28
2013-09-17,28
2013-09-18,28
2013-09-19,28
2013-09-20,28
2013-09-21,29
2013-09-22,29
2013-09-23,29
2013-09-24,29
2013-09-25,30
2013-09-26,30
2013-09-27,30
2013-09-28,31
2013-09-29,31
2013-09-30,31
2013-10-01,31
2013-10-02,32
2013-10-03,32
2013-10-04,32
2013-10-05,33
2013-10-06,33
2013-10-07,33
2013-10-08,33
2013-10-09,34
2013-10-10,34
2013-10-11,34
2013-10-12,35
2013-10-13,33
2013-10-14,32
2013-10-15,30
2013-10-16,29
2013-10-17,27
2013-10-18,26
2013-10-19,25
2013-10-20,25
2013-10-21,25
2013-10-22,25
2013-10-23,25
2013-10-24,25
2013-10-25,25
2013-10-26,25
2013-10-27,25
2013-10-28,25
2013-10-29,25
2013-10-30,25
2013-10-31,25
2013-11-01,25
2013-11-02,25
2013-11-03,25
2013-11-04,25
2013-11-05,25
2013-11-06,25
2013-11-07,25
2013-11-08,25
2013-11-09,25
2013-11-10,27
2013-11-11,30
2013-11-12,32
2013-11-13,34
2013-11-14,37
2013-11-15,40
2013-11-16,44
2013-11-17,34
2013-11-18,28
2013-11-19,22
2013-11-20,17
2013-11-21,11
2013-11-22,5
2013-11-23,0
2013-11-24,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,3
2014-01-06,6
2014-01-07,10
2014-01-08,13
2014-01-09,17
2014-01-10,20
2014-01-11,24
2014-01-12,24
2014-01-13,24
2014-01-14,25
2014-01-15,25
2014-01-16,26
2014-01-17,26
2014-01-18,27
2014-01-19,27
2014-01-20,28
2014-01-21,28
2014-01-22,29
2014-01-23,29
2014-01-24,30
2014-01-25,31
2014-01-26,30
2014-01-27,30
2014-01-28,29
2014-01-29,29
2014-01-30,28
2014-01-31,28
2014-02-01,28
2014-02-02,27
2014-02-03,27
2014-02-04,27
2014-02-05,26
2014-02-06,26
2014-02-07,26
2014-02-08,26
2014-02-09,26
2014-02-10,26
2014-02-11,26
2014-02-12,26
2014-02-13,26
2014-02-14,26
2014-02-15,26
2014-02-16,26
2014-02-17,26
2014-02-18,26
2014-02-19,26
2014-02-20,26
2014-02-21,26
2014-02-22,26
2014-02-23,26
2014-02-24,27
2014-02-25,28
2014-02-26,29
2014-02-27,30
2014-02-28,31
2014-03-01,32
