Date,IPO market
2009-11-29,18
2009-12-06,14
2009-12-13,10
2009-12-20,10
2009-12-27,9
2010-01-03,9
2010-01-10,9
2010-01-17,10
2010-01-24,13
2010-01-31,16
2010-02-07,13
2010-02-14,11
2010-02-21,12
2010-02-28,10
2010-03-07,21
2010-03-14,20
2010-03-21,30
2010-03-28,15
2010-04-04,11
2010-04-11,11
2010-04-18,11
2010-04-25,25
2010-05-02,11
2010-05-09,9
2010-05-16,9
2010-05-23,0
2010-05-30,0
2010-06-06,0
2010-06-13,0
2010-06-20,0
2010-06-27,0
2010-07-04,0
2010-07-11,9
2010-07-18,8
2010-07-25,17
2010-08-01,19
2010-08-08,12
2010-08-15,13
2010-08-22,13
2010-08-29,14
2010-09-05,7
2010-09-12,22
2010-09-19,41
2010-09-26,43
2010-10-03,43
2010-10-10,44
2010-10-17,68
2010-10-24,51
2010-10-31,42
2010-11-07,46
2010-11-14,46
2010-11-21,72
2010-11-28,100
2010-12-05,70
2010-12-12,75
2010-12-19,40
2010-12-26,33
2011-01-02,13
2011-01-09,8
2011-01-16,16
2011-01-23,10
2011-01-30,9
2011-02-06,8
2011-02-13,7
2011-02-20,8
2011-02-27,10
2011-03-06,11
2011-03-13,16
2011-03-20,11
2011-03-27,12
2011-04-03,8
2011-04-10,13
2011-04-17,27
2011-04-24,23
2011-05-01,19
2011-05-08,18
2011-05-15,13
2011-05-22,10
2011-05-29,7
2011-06-05,10
2011-06-12,7
2011-06-19,11
2011-06-26,6
2011-07-03,9
2011-07-10,11
2011-07-17,14
2011-07-24,37
2011-07-31,19
2011-08-07,19
2011-08-14,7
2011-08-21,7
2011-08-28,6
2011-09-04,6
2011-09-11,9
2011-09-18,6
2011-09-25,5
2011-10-02,5
2011-10-09,0
2011-10-16,0
2011-10-23,0
2011-10-30,0
2011-11-06,0
2011-11-13,5
2011-11-20,5
2011-11-27,6
2011-12-04,6
2011-12-11,0
2011-12-18,0
2011-12-25,0
2012-01-01,0
2012-01-08,0
2012-01-15,5
2012-01-22,6
2012-01-29,8
2012-02-05,5
2012-02-12,13
2012-02-19,29
2012-02-26,11
2012-03-04,21
2012-03-11,10
2012-03-18,10
2012-03-25,11
2012-04-01,9
2012-04-08,6
2012-04-15,6
2012-04-22,8
2012-04-29,6
2012-05-06,8
2012-05-13,25
2012-05-20,9
2012-05-27,5
2012-06-03,6
2012-06-10,5
2012-06-17,5
2012-06-24,5
2012-07-01,5
2012-07-08,5
2012-07-15,0
2012-07-22,0
2012-07-29,0
2012-08-05,0
2012-08-12,0
2012-08-19,0
2012-08-26,0
2012-09-02,5
2012-09-09,4
2012-09-16,4
2012-09-23,4
2012-09-30,5
2012-10-07,6
2012-10-14,4
2012-10-21,4
2012-10-28,4
2012-11-04,4
2012-11-11,4
2012-11-18,10
2012-11-25,16
2012-12-02,22
2012-12-09,37
2012-12-16,19
2012-12-23,12
2012-12-30,6
2013-01-06,6
2013-01-13,6
2013-01-20,4
2013-01-27,4
2013-02-03,7
2013-02-10,5
2013-02-17,5
2013-02-24,4
2013-03-03,4
2013-03-10,5
2013-03-17,5
2013-03-24,4
2013-03-31,4
2013-04-07,4
2013-04-14,4
2013-04-21,4
2013-04-28,4
2013-05-05,5
2013-05-12,6
2013-05-19,12
2013-05-26,7
2013-06-02,4
2013-06-09,4
2013-06-16,4
2013-06-23,4
2013-06-30,5
2013-07-07,5
2013-07-14,5
2013-07-21,6
2013-07-28,5
2013-08-04,4
2013-08-11,4
2013-08-18,4
2013-08-25,4
2013-09-01,4
2013-09-08,5
2013-09-15,6
2013-09-22,5
2013-09-29,6
2013-10-06,6
2013-10-13,6
2013-10-20,9
2013-10-27,6
2013-11-03,19
2013-11-10,6
2013-11-17,6
2013-11-24,7
2013-12-01,16
2013-12-08,7
2013-12-15,0
