Date,Viewsonic
2008-10-14,24
2008-10-15,23
2008-10-16,22
2008-10-17,20
2008-10-18,19
2008-10-19,18
2008-10-20,16
2008-10-21,15
2008-10-22,13
2008-10-23,12
2008-10-24,11
2008-10-25,9
2008-10-26,8
2008-10-27,6
2008-10-28,5
2008-10-29,4
2008-10-30,2
2008-10-31,1
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
