Date,American Water Works
2007-05-28,0
2007-05-29,0
2007-05-30,0
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,0
2008-02-03,0
2008-02-04,0
2008-02-05,0
2008-02-06,0
2008-02-07,0
2008-02-08,0
2008-02-09,0
2008-02-10,0
2008-02-11,0
2008-02-12,0
2008-02-13,0
2008-02-14,0
2008-02-15,0
2008-02-16,0
2008-02-17,0
2008-02-18,0
2008-02-19,0
2008-02-20,0
2008-02-21,0
2008-02-22,0
2008-02-23,0
2008-02-24,0
2008-02-25,0
2008-02-26,0
2008-02-27,0
2008-02-28,0
2008-02-29,0
2008-03-01,0
2008-03-02,3
2008-03-03,6
2008-03-04,9
2008-03-05,12
2008-03-06,16
2008-03-07,19
2008-03-08,22
2008-03-09,25
2008-03-10,29
2008-03-11,32
2008-03-12,35
2008-03-13,38
2008-03-14,41
2008-03-15,45
2008-03-16,48
2008-03-17,51
2008-03-18,54
2008-03-19,58
2008-03-20,61
2008-03-21,64
2008-03-22,67
2008-03-23,70
2008-03-24,74
2008-03-25,77
2008-03-26,80
2008-03-27,83
2008-03-28,87
2008-03-29,90
2008-03-30,93
2008-03-31,96
2008-04-01,100
2008-04-02,98
2008-04-03,97
2008-04-04,96
2008-04-05,94
2008-04-06,93
2008-04-07,92
2008-04-08,90
2008-04-09,89
2008-04-10,88
2008-04-11,87
2008-04-12,85
2008-04-13,84
2008-04-14,83
2008-04-15,81
2008-04-16,80
2008-04-17,79
2008-04-18,77
2008-04-19,76
2008-04-20,75
2008-04-21,74
2008-04-22,72
2008-04-23,71
2008-04-24,70
2008-04-25,68
2008-04-26,67
2008-04-27,66
2008-04-28,64
2008-04-29,63
2008-04-30,62
2008-05-01,61
2008-05-02,61
2008-05-03,61
2008-05-04,61
2008-05-05,61
2008-05-06,61
2008-05-07,61
2008-05-08,61
2008-05-09,61
2008-05-10,61
2008-05-11,61
2008-05-12,61
2008-05-13,61
2008-05-14,61
2008-05-15,61
2008-05-16,61
2008-05-17,61
2008-05-18,61
2008-05-19,61
2008-05-20,61
2008-05-21,61
2008-05-22,61
2008-05-23,61
2008-05-24,61
2008-05-25,61
2008-05-26,61
2008-05-27,61
2008-05-28,61
2008-05-29,61
2008-05-30,61
2008-05-31,61
2008-06-01,61
2008-06-02,61
2008-06-03,61
2008-06-04,61
2008-06-05,61
2008-06-06,61
2008-06-07,61
2008-06-08,61
2008-06-09,61
2008-06-10,61
2008-06-11,61
2008-06-12,61
2008-06-13,61
2008-06-14,61
2008-06-15,61
2008-06-16,61
2008-06-17,61
2008-06-18,61
2008-06-19,61
2008-06-20,61
2008-06-21,61
2008-06-22,61
2008-06-23,61
2008-06-24,61
2008-06-25,61
2008-06-26,61
2008-06-27,61
2008-06-28,61
2008-06-29,61
2008-06-30,61
2008-07-01,61
2008-07-02,61
2008-07-03,61
2008-07-04,61
2008-07-05,61
2008-07-06,61
2008-07-07,61
2008-07-08,61
2008-07-09,61
2008-07-10,61
2008-07-11,61
2008-07-12,61
2008-07-13,61
2008-07-14,61
2008-07-15,61
2008-07-16,61
2008-07-17,61
2008-07-18,61
2008-07-19,61
2008-07-20,61
2008-07-21,61
2008-07-22,61
2008-07-23,61
2008-07-24,61
2008-07-25,61
2008-07-26,61
2008-07-27,61
2008-07-28,61
2008-07-29,61
2008-07-30,61
2008-07-31,61
2008-08-01,61
2008-08-02,61
2008-08-03,61
2008-08-04,61
2008-08-05,61
2008-08-06,61
2008-08-07,61
2008-08-08,61
2008-08-09,61
2008-08-10,61
2008-08-11,61
2008-08-12,61
2008-08-13,61
2008-08-14,61
2008-08-15,61
2008-08-16,61
2008-08-17,61
2008-08-18,61
2008-08-19,61
2008-08-20,61
2008-08-21,61
2008-08-22,61
2008-08-23,61
2008-08-24,61
2008-08-25,61
2008-08-26,61
2008-08-27,61
2008-08-28,61
2008-08-29,61
2008-08-30,61
2008-08-31,61
2008-09-01,62
2008-09-02,62
2008-09-03,62
2008-09-04,62
2008-09-05,62
2008-09-06,62
2008-09-07,62
2008-09-08,62
2008-09-09,62
2008-09-10,62
2008-09-11,62
2008-09-12,62
2008-09-13,62
2008-09-14,62
2008-09-15,62
2008-09-16,62
2008-09-17,62
2008-09-18,62
2008-09-19,62
2008-09-20,62
2008-09-21,62
2008-09-22,62
2008-09-23,62
2008-09-24,62
2008-09-25,62
2008-09-26,62
2008-09-27,62
2008-09-28,62
2008-09-29,62
2008-09-30,62
2008-10-01,63
2008-10-02,63
2008-10-03,63
2008-10-04,63
2008-10-05,63
2008-10-06,63
2008-10-07,63
2008-10-08,63
2008-10-09,63
2008-10-10,63
2008-10-11,63
2008-10-12,63
2008-10-13,63
2008-10-14,63
2008-10-15,63
2008-10-16,63
2008-10-17,64
2008-10-18,64
2008-10-19,64
2008-10-20,64
2008-10-21,64
2008-10-22,64
2008-10-23,64
2008-10-24,64
2008-10-25,64
2008-10-26,64
2008-10-27,64
2008-10-28,64
2008-10-29,64
2008-10-30,64
2008-10-31,64
2008-11-01,65
2008-11-02,64
2008-11-03,64
2008-11-04,64
2008-11-05,64
2008-11-06,64
2008-11-07,64
2008-11-08,64
2008-11-09,64
2008-11-10,64
2008-11-11,64
2008-11-12,64
2008-11-13,64
2008-11-14,64
2008-11-15,64
2008-11-16,64
2008-11-17,64
2008-11-18,64
2008-11-19,64
2008-11-20,64
2008-11-21,64
2008-11-22,64
2008-11-23,64
2008-11-24,64
2008-11-25,64
2008-11-26,64
2008-11-27,64
2008-11-28,64
2008-11-29,64
2008-11-30,64
2008-12-01,64
2008-12-02,64
2008-12-03,64
2008-12-04,64
2008-12-05,64
2008-12-06,64
2008-12-07,64
2008-12-08,64
2008-12-09,64
2008-12-10,64
2008-12-11,64
2008-12-12,64
2008-12-13,64
2008-12-14,64
2008-12-15,64
2008-12-16,64
2008-12-17,64
2008-12-18,64
2008-12-19,64
2008-12-20,64
2008-12-21,64
2008-12-22,64
2008-12-23,64
2008-12-24,64
2008-12-25,64
2008-12-26,64
2008-12-27,64
2008-12-28,64
2008-12-29,64
2008-12-30,64
2008-12-31,64
2009-01-01,64
