Date,AECOM Technology
2007-07-13,52
2007-07-14,52
2007-07-15,52
2007-07-16,52
2007-07-17,52
2007-07-18,52
2007-07-19,52
2007-07-20,52
2007-07-21,52
2007-07-22,52
2007-07-23,52
2007-07-24,52
2007-07-25,52
2007-07-26,52
2007-07-27,52
2007-07-28,52
2007-07-29,52
2007-07-30,52
2007-07-31,52
2007-08-01,52
2007-08-02,52
2007-08-03,52
2007-08-04,52
2007-08-05,52
2007-08-06,52
2007-08-07,52
2007-08-08,52
2007-08-09,52
2007-08-10,52
2007-08-11,52
2007-08-12,52
2007-08-13,52
2007-08-14,52
2007-08-15,52
2007-08-16,52
2007-08-17,52
2007-08-18,52
2007-08-19,52
2007-08-20,52
2007-08-21,52
2007-08-22,52
2007-08-23,52
2007-08-24,52
2007-08-25,52
2007-08-26,52
2007-08-27,52
2007-08-28,52
2007-08-29,52
2007-08-30,52
2007-08-31,52
2007-09-01,52
2007-09-02,52
2007-09-03,52
2007-09-04,52
2007-09-05,52
2007-09-06,52
2007-09-07,52
2007-09-08,52
2007-09-09,52
2007-09-10,52
2007-09-11,52
2007-09-12,52
2007-09-13,52
2007-09-14,52
2007-09-15,52
2007-09-16,52
2007-09-17,52
2007-09-18,52
2007-09-19,52
2007-09-20,52
2007-09-21,52
2007-09-22,52
2007-09-23,52
2007-09-24,52
2007-09-25,52
2007-09-26,52
2007-09-27,52
2007-09-28,52
2007-09-29,52
2007-09-30,52
2007-10-01,52
2007-10-02,52
2007-10-03,52
2007-10-04,52
2007-10-05,52
2007-10-06,52
2007-10-07,52
2007-10-08,52
2007-10-09,53
2007-10-10,53
2007-10-11,53
2007-10-12,53
2007-10-13,53
2007-10-14,53
2007-10-15,53
2007-10-16,53
2007-10-17,54
2007-10-18,54
2007-10-19,54
2007-10-20,54
2007-10-21,54
2007-10-22,54
2007-10-23,54
2007-10-24,54
2007-10-25,55
2007-10-26,55
2007-10-27,55
2007-10-28,55
2007-10-29,55
2007-10-30,55
2007-10-31,55
2007-11-01,56
2007-11-02,56
2007-11-03,57
2007-11-04,57
2007-11-05,58
2007-11-06,58
2007-11-07,59
2007-11-08,59
2007-11-09,60
2007-11-10,60
2007-11-11,61
2007-11-12,61
2007-11-13,62
2007-11-14,62
2007-11-15,63
2007-11-16,63
2007-11-17,64
2007-11-18,64
2007-11-19,65
2007-11-20,65
2007-11-21,66
2007-11-22,66
2007-11-23,67
2007-11-24,67
2007-11-25,68
2007-11-26,68
2007-11-27,69
2007-11-28,69
2007-11-29,70
2007-11-30,70
2007-12-01,71
2007-12-02,71
2007-12-03,71
2007-12-04,72
2007-12-05,72
2007-12-06,73
2007-12-07,73
2007-12-08,74
2007-12-09,74
2007-12-10,75
2007-12-11,75
2007-12-12,75
2007-12-13,76
2007-12-14,76
2007-12-15,77
2007-12-16,77
2007-12-17,78
2007-12-18,78
2007-12-19,79
2007-12-20,79
2007-12-21,80
2007-12-22,80
2007-12-23,80
2007-12-24,81
2007-12-25,81
2007-12-26,82
2007-12-27,82
2007-12-28,83
2007-12-29,83
2007-12-30,84
2007-12-31,84
2008-01-01,85
2008-01-02,85
2008-01-03,85
2008-01-04,86
2008-01-05,86
2008-01-06,87
2008-01-07,87
2008-01-08,88
2008-01-09,88
2008-01-10,89
2008-01-11,89
2008-01-12,90
2008-01-13,90
2008-01-14,91
2008-01-15,91
2008-01-16,92
2008-01-17,92
2008-01-18,93
2008-01-19,93
2008-01-20,94
2008-01-21,94
2008-01-22,95
2008-01-23,95
2008-01-24,96
2008-01-25,96
2008-01-26,97
2008-01-27,97
2008-01-28,98
2008-01-29,98
2008-01-30,99
2008-01-31,99
2008-02-01,100
2008-02-02,98
2008-02-03,97
2008-02-04,96
2008-02-05,94
2008-02-06,93
2008-02-07,92
2008-02-08,91
2008-02-09,89
2008-02-10,88
2008-02-11,87
2008-02-12,85
2008-02-13,84
2008-02-14,83
2008-02-15,82
2008-02-16,80
2008-02-17,79
2008-02-18,78
2008-02-19,77
2008-02-20,75
2008-02-21,74
2008-02-22,73
2008-02-23,71
2008-02-24,70
2008-02-25,69
2008-02-26,68
2008-02-27,66
2008-02-28,65
2008-02-29,64
2008-03-01,63
2008-03-02,63
2008-03-03,63
2008-03-04,63
2008-03-05,63
2008-03-06,63
2008-03-07,63
2008-03-08,63
2008-03-09,63
2008-03-10,63
2008-03-11,63
2008-03-12,63
2008-03-13,63
2008-03-14,63
2008-03-15,63
2008-03-16,63
2008-03-17,63
2008-03-18,63
2008-03-19,63
2008-03-20,63
2008-03-21,63
2008-03-22,63
2008-03-23,63
2008-03-24,63
2008-03-25,63
2008-03-26,63
2008-03-27,63
2008-03-28,63
2008-03-29,63
2008-03-30,63
2008-03-31,63
2008-04-01,63
2008-04-02,63
2008-04-03,63
2008-04-04,63
2008-04-05,63
2008-04-06,63
2008-04-07,63
2008-04-08,63
2008-04-09,63
2008-04-10,63
2008-04-11,63
2008-04-12,63
2008-04-13,63
2008-04-14,63
2008-04-15,63
2008-04-16,63
2008-04-17,63
2008-04-18,63
2008-04-19,63
2008-04-20,63
2008-04-21,63
2008-04-22,63
2008-04-23,63
2008-04-24,63
2008-04-25,63
2008-04-26,63
2008-04-27,63
2008-04-28,63
2008-04-29,63
2008-04-30,63
2008-05-01,63
2008-05-02,63
2008-05-03,63
2008-05-04,63
2008-05-05,63
2008-05-06,63
2008-05-07,63
2008-05-08,63
2008-05-09,63
2008-05-10,63
2008-05-11,63
2008-05-12,63
2008-05-13,63
2008-05-14,63
2008-05-15,63
2008-05-16,63
2008-05-17,64
2008-05-18,64
2008-05-19,64
2008-05-20,64
2008-05-21,64
2008-05-22,64
2008-05-23,64
2008-05-24,64
2008-05-25,64
2008-05-26,64
2008-05-27,64
2008-05-28,64
2008-05-29,64
2008-05-30,64
2008-05-31,64
2008-06-01,65
2008-06-02,64
2008-06-03,63
2008-06-04,63
2008-06-05,62
2008-06-06,61
2008-06-07,61
2008-06-08,60
2008-06-09,59
2008-06-10,59
2008-06-11,58
2008-06-12,57
2008-06-13,57
2008-06-14,56
2008-06-15,55
2008-06-16,55
2008-06-17,54
2008-06-18,53
2008-06-19,53
2008-06-20,52
2008-06-21,51
2008-06-22,51
2008-06-23,50
2008-06-24,49
2008-06-25,49
2008-06-26,48
2008-06-27,47
2008-06-28,47
2008-06-29,46
2008-06-30,45
2008-07-01,45
2008-07-02,43
2008-07-03,42
2008-07-04,40
2008-07-05,39
2008-07-06,37
2008-07-07,36
2008-07-08,34
2008-07-09,33
2008-07-10,31
2008-07-11,30
2008-07-12,29
2008-07-13,27
2008-07-14,26
2008-07-15,24
2008-07-16,23
2008-07-17,21
2008-07-18,20
2008-07-19,18
2008-07-20,17
2008-07-21,15
2008-07-22,14
2008-07-23,13
2008-07-24,11
2008-07-25,10
2008-07-26,8
2008-07-27,7
2008-07-28,5
2008-07-29,4
2008-07-30,2
2008-07-31,1
