Date,Eloqua
2012-05-05,0
2012-05-06,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,0
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,0
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,3
2012-07-03,6
2012-07-04,9
2012-07-05,12
2012-07-06,16
2012-07-07,19
2012-07-08,22
2012-07-09,25
2012-07-10,29
2012-07-11,32
2012-07-12,35
2012-07-13,38
2012-07-14,41
2012-07-15,45
2012-07-16,48
2012-07-17,51
2012-07-18,54
2012-07-19,58
2012-07-20,61
2012-07-21,64
2012-07-22,67
2012-07-23,70
2012-07-24,74
2012-07-25,77
2012-07-26,80
2012-07-27,83
2012-07-28,87
2012-07-29,90
2012-07-30,93
2012-07-31,96
2012-08-01,100
2012-08-02,98
2012-08-03,97
2012-08-04,96
2012-08-05,95
2012-08-06,94
2012-08-07,93
2012-08-08,92
2012-08-09,90
2012-08-10,89
2012-08-11,88
2012-08-12,87
2012-08-13,86
2012-08-14,85
2012-08-15,84
2012-08-16,83
2012-08-17,81
2012-08-18,80
2012-08-19,79
2012-08-20,78
2012-08-21,77
2012-08-22,76
2012-08-23,75
2012-08-24,74
2012-08-25,72
2012-08-26,71
2012-08-27,70
2012-08-28,69
2012-08-29,68
2012-08-30,67
2012-08-31,66
2012-09-01,65
2012-09-02,65
2012-09-03,65
2012-09-04,65
2012-09-05,65
2012-09-06,65
2012-09-07,65
2012-09-08,65
2012-09-09,65
2012-09-10,65
2012-09-11,65
2012-09-12,65
2012-09-13,65
2012-09-14,65
2012-09-15,65
2012-09-16,65
2012-09-17,65
2012-09-18,65
2012-09-19,65
2012-09-20,65
2012-09-21,65
2012-09-22,65
2012-09-23,65
2012-09-24,65
2012-09-25,65
2012-09-26,65
2012-09-27,65
2012-09-28,65
2012-09-29,65
2012-09-30,65
2012-10-01,65
2012-10-02,65
2012-10-03,65
2012-10-04,65
2012-10-05,66
2012-10-06,66
2012-10-07,66
2012-10-08,66
2012-10-09,67
2012-10-10,67
2012-10-11,67
2012-10-12,67
2012-10-13,68
2012-10-14,68
2012-10-15,68
2012-10-16,68
2012-10-17,69
2012-10-18,69
2012-10-19,69
2012-10-20,69
2012-10-21,70
2012-10-22,70
2012-10-23,70
2012-10-24,70
2012-10-25,71
2012-10-26,71
2012-10-27,71
2012-10-28,71
2012-10-29,72
2012-10-30,72
2012-10-31,72
2012-11-01,73
2012-11-02,73
2012-11-03,74
2012-11-04,74
2012-11-05,75
2012-11-06,75
2012-11-07,76
2012-11-08,76
2012-11-09,77
2012-11-10,78
2012-11-11,78
2012-11-12,79
2012-11-13,79
2012-11-14,80
2012-11-15,80
2012-11-16,81
2012-11-17,82
2012-11-18,82
2012-11-19,83
2012-11-20,83
2012-11-21,84
2012-11-22,84
2012-11-23,85
2012-11-24,86
2012-11-25,86
2012-11-26,87
2012-11-27,87
2012-11-28,88
2012-11-29,88
2012-11-30,89
2012-12-01,90
2012-12-02,87
2012-12-03,84
2012-12-04,81
2012-12-05,78
2012-12-06,75
2012-12-07,72
2012-12-08,69
2012-12-09,66
2012-12-10,63
2012-12-11,60
2012-12-12,58
2012-12-13,55
2012-12-14,52
2012-12-15,49
2012-12-16,46
2012-12-17,43
2012-12-18,40
2012-12-19,37
2012-12-20,34
2012-12-21,31
2012-12-22,29
2012-12-23,26
2012-12-24,23
2012-12-25,20
2012-12-26,17
2012-12-27,14
2012-12-28,11
2012-12-29,8
2012-12-30,5
2012-12-31,2
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,0
2013-01-05,0
2013-01-06,0
2013-01-07,0
2013-01-08,0
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,0
2013-01-15,0
2013-01-16,0
2013-01-17,0
2013-01-18,0
2013-01-19,0
2013-01-20,0
2013-01-21,0
2013-01-22,0
2013-01-23,0
2013-01-24,0
2013-01-25,0
2013-01-26,0
2013-01-27,0
2013-01-28,0
2013-01-29,0
2013-01-30,0
2013-01-31,0
