Date,Colfax
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,2
2008-02-03,5
2008-02-04,7
2008-02-05,10
2008-02-06,12
2008-02-07,15
2008-02-08,17
2008-02-09,20
2008-02-10,22
2008-02-11,25
2008-02-12,27
2008-02-13,30
2008-02-14,32
2008-02-15,35
2008-02-16,37
2008-02-17,40
2008-02-18,42
2008-02-19,45
2008-02-20,47
2008-02-21,50
2008-02-22,52
2008-02-23,55
2008-02-24,57
2008-02-25,60
2008-02-26,62
2008-02-27,65
2008-02-28,67
2008-02-29,70
2008-03-01,73
2008-03-02,73
2008-03-03,73
2008-03-04,74
2008-03-05,74
2008-03-06,75
2008-03-07,75
2008-03-08,76
2008-03-09,76
2008-03-10,77
2008-03-11,77
2008-03-12,77
2008-03-13,78
2008-03-14,78
2008-03-15,79
2008-03-16,79
2008-03-17,80
2008-03-18,80
2008-03-19,81
2008-03-20,81
2008-03-21,82
2008-03-22,82
2008-03-23,82
2008-03-24,83
2008-03-25,83
2008-03-26,84
2008-03-27,84
2008-03-28,85
2008-03-29,85
2008-03-30,86
2008-03-31,86
2008-04-01,87
2008-04-02,87
2008-04-03,87
2008-04-04,88
2008-04-05,88
2008-04-06,89
2008-04-07,89
2008-04-08,90
2008-04-09,90
2008-04-10,90
2008-04-11,91
2008-04-12,91
2008-04-13,92
2008-04-14,92
2008-04-15,93
2008-04-16,93
2008-04-17,93
2008-04-18,94
2008-04-19,94
2008-04-20,95
2008-04-21,95
2008-04-22,96
2008-04-23,96
2008-04-24,96
2008-04-25,97
2008-04-26,97
2008-04-27,98
2008-04-28,98
2008-04-29,99
2008-04-30,99
2008-05-01,100
2008-05-02,98
2008-05-03,97
2008-05-04,96
2008-05-05,95
2008-05-06,94
2008-05-07,93
2008-05-08,92
2008-05-09,90
2008-05-10,89
2008-05-11,88
2008-05-12,87
2008-05-13,86
2008-05-14,85
2008-05-15,84
2008-05-16,83
2008-05-17,81
2008-05-18,80
2008-05-19,79
2008-05-20,78
2008-05-21,77
2008-05-22,76
2008-05-23,75
2008-05-24,74
2008-05-25,72
2008-05-26,71
2008-05-27,70
2008-05-28,69
2008-05-29,68
2008-05-30,67
2008-05-31,66
2008-06-01,65
2008-06-02,65
2008-06-03,65
2008-06-04,65
2008-06-05,65
2008-06-06,65
2008-06-07,65
2008-06-08,65
2008-06-09,65
2008-06-10,65
2008-06-11,65
2008-06-12,65
2008-06-13,65
2008-06-14,65
2008-06-15,65
2008-06-16,65
2008-06-17,65
2008-06-18,65
2008-06-19,65
2008-06-20,65
2008-06-21,65
2008-06-22,65
2008-06-23,65
2008-06-24,65
2008-06-25,65
2008-06-26,65
2008-06-27,65
2008-06-28,65
2008-06-29,65
2008-06-30,65
2008-07-01,65
2008-07-02,65
2008-07-03,65
2008-07-04,65
2008-07-05,65
2008-07-06,65
2008-07-07,65
2008-07-08,65
2008-07-09,65
2008-07-10,65
2008-07-11,65
2008-07-12,65
2008-07-13,65
2008-07-14,65
2008-07-15,65
2008-07-16,65
2008-07-17,65
2008-07-18,65
2008-07-19,65
2008-07-20,65
2008-07-21,65
2008-07-22,65
2008-07-23,65
2008-07-24,65
2008-07-25,65
2008-07-26,65
2008-07-27,65
2008-07-28,65
2008-07-29,65
2008-07-30,65
2008-07-31,65
2008-08-01,65
2008-08-02,65
2008-08-03,65
2008-08-04,65
2008-08-05,65
2008-08-06,65
2008-08-07,65
2008-08-08,65
2008-08-09,65
2008-08-10,65
2008-08-11,65
2008-08-12,65
2008-08-13,65
2008-08-14,65
2008-08-15,65
2008-08-16,65
2008-08-17,65
2008-08-18,65
2008-08-19,65
2008-08-20,65
2008-08-21,65
2008-08-22,65
2008-08-23,65
2008-08-24,65
2008-08-25,65
2008-08-26,65
2008-08-27,65
2008-08-28,65
2008-08-29,65
2008-08-30,65
2008-08-31,65
2008-09-01,65
2008-09-02,65
2008-09-03,65
2008-09-04,65
2008-09-05,65
2008-09-06,65
2008-09-07,65
2008-09-08,65
2008-09-09,65
2008-09-10,65
2008-09-11,65
2008-09-12,65
2008-09-13,65
2008-09-14,65
2008-09-15,65
2008-09-16,65
2008-09-17,65
2008-09-18,65
2008-09-19,65
2008-09-20,65
2008-09-21,65
2008-09-22,65
2008-09-23,65
2008-09-24,65
2008-09-25,65
2008-09-26,65
2008-09-27,65
2008-09-28,65
2008-09-29,65
2008-09-30,65
2008-10-01,65
2008-10-02,62
2008-10-03,60
2008-10-04,58
2008-10-05,56
2008-10-06,54
2008-10-07,52
2008-10-08,50
2008-10-09,48
2008-10-10,46
2008-10-11,44
2008-10-12,41
2008-10-13,39
2008-10-14,37
2008-10-15,35
2008-10-16,33
2008-10-17,31
2008-10-18,29
2008-10-19,27
2008-10-20,25
2008-10-21,23
2008-10-22,20
2008-10-23,18
2008-10-24,16
2008-10-25,14
2008-10-26,12
2008-10-27,10
2008-10-28,8
2008-10-29,6
2008-10-30,4
2008-10-31,2
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0
2009-01-02,0
2009-01-03,0
2009-01-04,0
2009-01-05,0
2009-01-06,0
2009-01-07,0
2009-01-08,0
2009-01-09,0
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,1
2009-05-03,3
2009-05-04,5
2009-05-05,7
2009-05-06,9
2009-05-07,11
2009-05-08,12
2009-05-09,14
2009-05-10,16
2009-05-11,18
2009-05-12,20
2009-05-13,22
2009-05-14,23
2009-05-15,25
2009-05-16,27
2009-05-17,29
2009-05-18,31
2009-05-19,33
2009-05-20,34
2009-05-21,36
2009-05-22,38
2009-05-23,40
2009-05-24,42
2009-05-25,44
2009-05-26,45
2009-05-27,47
2009-05-28,49
2009-05-29,51
2009-05-30,53
2009-05-31,55
2009-06-01,57
