Date,Zoetis
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,1
2012-12-04,1
2012-12-05,2
2012-12-06,2
2012-12-07,3
2012-12-08,3
2012-12-09,4
2012-12-10,4
2012-12-11,5
2012-12-12,5
2012-12-13,6
2012-12-14,6
2012-12-15,7
2012-12-16,7
2012-12-17,8
2012-12-18,8
2012-12-19,9
2012-12-20,9
2012-12-21,10
2012-12-22,10
2012-12-23,11
2012-12-24,11
2012-12-25,12
2012-12-26,12
2012-12-27,13
2012-12-28,13
2012-12-29,14
2012-12-30,14
2012-12-31,15
2013-01-01,16
2013-01-02,16
2013-01-03,17
2013-01-04,18
2013-01-05,19
2013-01-06,20
2013-01-07,21
2013-01-08,22
2013-01-09,23
2013-01-10,24
2013-01-11,25
2013-01-12,26
2013-01-13,27
2013-01-14,28
2013-01-15,29
2013-01-16,30
2013-01-17,31
2013-01-18,32
2013-01-19,33
2013-01-20,34
2013-01-21,35
2013-01-22,36
2013-01-23,37
2013-01-24,38
2013-01-25,39
2013-01-26,40
2013-01-27,41
2013-01-28,42
2013-01-29,43
2013-01-30,44
2013-01-31,45
2013-02-03,43
2013-02-04,42
2013-02-05,41
2013-02-06,40
2013-02-07,39
2013-02-08,38
2013-02-09,37
2013-02-10,36
2013-02-11,33
2013-02-12,31
2013-02-13,30
2013-02-14,29
2013-02-15,28
2013-02-16,26
2013-02-17,25
2013-02-18,24
2013-02-19,23
2013-02-20,22
2013-02-21,21
2013-02-22,20
2013-02-23,19
2013-02-24,16
2013-02-25,15
2013-02-26,13
2013-02-27,12
2013-02-28,11
2013-03-01,10
2013-03-02,10
2013-03-03,10
2013-03-04,10
2013-03-05,10
2013-03-06,10
2013-03-07,10
2013-03-08,10
2013-03-09,10
2013-03-10,10
2013-03-11,10
2013-03-12,10
2013-03-13,10
2013-03-14,10
2013-03-15,10
2013-03-16,10
2013-03-17,10
2013-03-18,10
2013-03-19,10
2013-03-20,10
2013-03-21,10
2013-03-22,10
2013-03-23,10
2013-03-24,10
2013-03-25,10
2013-03-26,10
2013-03-27,10
2013-03-28,10
2013-03-29,10
2013-03-30,10
2013-03-31,10
2013-05-05,25
2013-05-06,27
2013-05-07,30
2013-05-08,33
2013-05-09,36
2013-05-10,38
2013-05-11,41
2013-05-12,44
2013-05-13,47
2013-05-14,50
2013-05-15,52
2013-05-16,55
2013-05-17,58
2013-05-18,61
2013-05-19,63
2013-05-20,83
2013-05-21,61
2013-05-22,67
2013-05-23,71
2013-05-24,74
2013-05-25,77
2013-05-26,80
2013-05-27,78
2013-05-28,83
2013-05-29,87
2013-05-30,91
2013-05-31,94
2013-06-01,97
2013-06-02,94
2013-06-03,94
2013-06-04,91
2013-06-05,88
2013-06-06,85
2013-06-07,82
2013-06-08,79
2013-06-09,76
2013-06-10,75
2013-06-11,72
2013-06-12,70
2013-06-13,67
2013-06-14,64
2013-06-15,62
2013-06-16,59
2013-06-17,54
2013-06-18,51
2013-06-19,48
2013-06-20,46
2013-06-21,43
2013-06-22,40
2013-06-23,37
2013-06-24,34
2013-06-25,31
2013-06-26,28
2013-06-27,25
2013-06-28,22
2013-06-29,19
2013-06-30,16
2013-07-01,14
2013-07-02,14
2013-07-03,14
2013-07-04,14
2013-07-05,14
2013-07-06,14
2013-07-07,13
2013-07-08,13
2013-07-09,13
2013-07-10,13
2013-07-11,13
2013-07-12,12
2013-07-13,12
2013-07-14,12
2013-07-15,12
2013-07-16,12
2013-07-17,12
2013-07-18,12
2013-07-19,12
2013-07-20,12
2013-07-21,12
2013-07-22,11
2013-07-23,11
2013-07-24,11
2013-07-25,11
2013-07-26,11
2013-07-27,11
2013-07-28,11
2013-08-01,11
2013-08-02,10
2013-08-03,10
2013-08-04,10
2013-08-05,10
2013-08-06,10
2013-08-07,10
2013-08-08,10
2013-08-09,10
2013-08-10,10
2013-08-11,10
2013-08-12,9
2013-08-13,9
2013-08-14,9
2013-08-15,9
2013-08-16,9
2013-08-17,9
2013-08-18,9
2013-08-19,9
2013-08-20,9
2013-08-21,9
2013-08-22,8
2013-08-23,8
2013-08-24,8
2013-08-25,8
2013-08-26,8
2013-08-27,8
2013-08-28,8
2013-08-29,8
2013-08-30,8
2013-08-31,8
2013-09-01,8
2013-09-02,8
2013-09-03,8
2013-09-04,8
2013-09-05,8
2013-09-06,8
2013-09-07,8
2013-09-08,8
2013-09-09,8
2013-09-10,8
2013-09-11,8
2013-09-12,8
2013-09-13,8
2013-09-14,8
2013-09-15,8
2013-09-16,9
2013-09-17,9
2013-09-18,9
2013-09-19,9
2013-09-20,9
2013-09-21,9
2013-09-22,9
2013-09-23,9
2013-09-24,9
2013-09-25,9
2013-09-26,9
2013-09-27,9
2013-09-28,9
2013-09-29,9
2013-09-30,9
2013-10-01,10
2013-10-02,9
2013-10-03,9
2013-10-04,9
2013-10-05,9
2013-10-06,9
2013-10-07,9
2013-10-08,9
2013-10-09,9
2013-10-10,9
2013-10-11,9
2013-10-12,9
2013-10-13,9
2013-10-14,9
2013-10-15,9
2013-10-16,9
2013-10-17,9
2013-10-18,9
2013-10-19,9
2013-10-20,9
2013-10-21,9
2013-10-22,9
2013-10-23,9
2013-10-24,9
2013-10-25,9
2013-10-26,9
2013-10-27,9
2013-10-28,9
2013-10-29,9
2013-10-30,9
2013-10-31,9
2013-11-01,9
2013-11-02,9
2013-11-03,9
2013-11-04,9
2013-11-05,9
2013-11-06,9
2013-11-07,9
2013-11-08,9
2013-11-09,9
2013-11-10,9
2013-11-11,9
2013-11-12,9
2013-11-13,9
2013-11-14,9
2013-11-15,9
2013-11-16,10
2013-11-17,10
2013-11-18,10
2013-11-19,10
2013-11-20,10
2013-11-21,10
2013-11-22,10
2013-11-23,10
2013-11-24,10
2013-11-25,10
2013-11-26,10
2013-11-27,10
2013-11-28,10
2013-11-29,10
2013-11-30,10
2013-12-01,11
2013-12-02,10
2013-12-03,10
2013-12-04,10
2013-12-05,10
2013-12-06,10
2013-12-07,10
2013-12-08,10
2013-12-09,9
2013-12-10,9
2013-12-11,9
2013-12-12,9
2013-12-13,9
2013-12-14,9
2013-12-15,9
2013-12-16,9
2013-12-17,8
2013-12-18,8
2013-12-19,8
2013-12-20,8
2013-12-21,8
2013-12-22,8
2013-12-23,8
2013-12-24,8
2013-12-25,7
2013-12-26,7
2013-12-27,7
2013-12-28,7
2013-12-29,7
2013-12-30,7
2013-12-31,7
2014-01-01,7
