Date,A123 Systems
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,1
2008-08-03,2
2008-08-04,3
2008-08-05,4
2008-08-06,5
2008-08-07,6
2008-08-08,8
2008-08-09,9
2008-08-10,10
2008-08-11,11
2008-08-12,12
2008-08-13,13
2008-08-14,15
2008-08-15,16
2008-08-16,17
2008-08-17,18
2008-08-18,19
2008-08-19,20
2008-08-20,22
2008-08-21,23
2008-08-22,24
2008-08-23,25
2008-08-24,26
2008-08-25,27
2008-08-26,29
2008-08-27,30
2008-08-28,31
2008-08-29,32
2008-08-30,33
2008-08-31,34
2008-09-01,36
2008-09-02,34
2008-09-03,33
2008-09-04,32
2008-09-05,31
2008-09-06,30
2008-09-07,28
2008-09-08,27
2008-09-09,26
2008-09-10,25
2008-09-11,24
2008-09-12,22
2008-09-13,21
2008-09-14,20
2008-09-15,19
2008-09-16,18
2008-09-17,16
2008-09-18,15
2008-09-19,14
2008-09-20,13
2008-09-21,12
2008-09-22,10
2008-09-23,9
2008-09-24,8
2008-09-25,7
2008-09-26,6
2008-09-27,4
2008-09-28,3
2008-09-29,2
2008-09-30,1
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0
2009-01-02,0
2009-01-03,0
2009-01-04,0
2009-01-05,0
2009-01-06,0
2009-01-07,0
2009-01-08,0
2009-01-09,0
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,1
2009-07-03,2
2009-07-04,3
2009-07-05,5
2009-07-06,6
2009-07-07,7
2009-07-08,9
2009-07-09,10
2009-07-10,11
2009-07-11,12
2009-07-12,14
2009-07-13,15
2009-07-14,16
2009-07-15,18
2009-07-16,19
2009-07-17,20
2009-07-18,21
2009-07-19,23
2009-07-20,24
2009-07-21,25
2009-07-22,27
2009-07-23,28
2009-07-24,29
2009-07-25,30
2009-07-26,32
2009-07-27,33
2009-07-28,34
2009-07-29,36
2009-07-30,37
2009-07-31,38
2009-08-01,40
2009-08-02,41
2009-08-03,43
2009-08-04,45
2009-08-05,47
2009-08-06,49
2009-08-07,51
2009-08-08,53
2009-08-09,55
2009-08-10,57
2009-08-11,59
2009-08-12,61
2009-08-13,63
2009-08-14,65
2009-08-15,67
2009-08-16,69
2009-08-17,70
2009-08-18,72
2009-08-19,74
2009-08-20,76
2009-08-21,78
2009-08-22,80
2009-08-23,82
2009-08-24,84
2009-08-25,86
2009-08-26,88
2009-08-27,90
2009-08-28,92
2009-08-29,94
2009-08-30,96
2009-08-31,98
2009-09-01,100
2009-09-02,98
2009-09-03,97
2009-09-04,95
2009-09-05,94
2009-09-06,92
2009-09-07,91
2009-09-08,89
2009-09-09,88
2009-09-10,86
2009-09-11,85
2009-09-12,83
2009-09-13,82
2009-09-14,80
2009-09-15,79
2009-09-16,77
2009-09-17,76
2009-09-18,74
2009-09-19,73
2009-09-20,71
2009-09-21,70
2009-09-22,68
2009-09-23,67
2009-09-24,65
2009-09-25,64
2009-09-26,62
2009-09-27,61
2009-09-28,59
2009-09-29,58
2009-09-30,56
2009-10-01,55
2009-10-02,54
2009-10-03,54
2009-10-04,53
2009-10-05,53
2009-10-06,52
2009-10-07,52
2009-10-08,51
2009-10-09,51
2009-10-10,50
2009-10-11,50
2009-10-12,50
2009-10-13,49
2009-10-14,49
2009-10-15,48
2009-10-16,48
2009-10-17,47
2009-10-18,47
2009-10-19,46
2009-10-20,46
2009-10-21,45
2009-10-22,45
2009-10-23,45
2009-10-24,44
2009-10-25,44
2009-10-26,43
2009-10-27,43
2009-10-28,42
2009-10-29,42
2009-10-30,41
2009-10-31,41
2009-11-01,41
2009-11-02,39
2009-11-03,38
2009-11-04,36
2009-11-05,35
2009-11-06,34
2009-11-07,32
2009-11-08,31
2009-11-09,30
2009-11-10,28
2009-11-11,27
2009-11-12,25
2009-11-13,24
2009-11-14,23
2009-11-15,21
2009-11-16,20
2009-11-17,19
2009-11-18,17
2009-11-19,16
2009-11-20,15
2009-11-21,13
2009-11-22,12
2009-11-23,10
2009-11-24,9
2009-11-25,8
2009-11-26,6
2009-11-27,5
2009-11-28,4
2009-11-29,2
2009-11-30,1
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
