Date,SolarCity
2013-01-09,26
2013-01-10,26
2013-01-11,26
2013-01-12,26
2013-01-13,25
2013-01-14,23
2013-01-15,22
2013-01-16,20
2013-01-17,19
2013-01-18,18
2013-01-19,17
2013-01-20,17
2013-01-21,17
2013-01-22,17
2013-01-23,17
2013-01-24,17
2013-01-25,17
2013-01-26,17
2013-01-27,18
2013-01-28,18
2013-01-29,18
2013-01-30,18
2013-01-31,18
2013-02-01,18
2013-02-02,18
2013-02-03,19
2013-02-04,19
2013-02-05,19
2013-02-06,19
2013-02-07,19
2013-02-08,19
2013-02-09,19
2013-02-10,20
2013-02-11,20
2013-02-12,21
2013-02-13,21
2013-02-14,21
2013-02-15,21
2013-02-16,22
2013-02-17,22
2013-02-18,21
2013-02-19,21
2013-02-20,21
2013-02-21,21
2013-02-22,21
2013-02-23,20
2013-02-24,20
2013-02-25,20
2013-02-26,20
2013-02-27,20
2013-02-28,20
2013-03-01,20
2013-03-02,20
2013-03-03,20
2013-03-04,20
2013-03-05,19
2013-03-06,19
2013-03-07,18
2013-03-08,18
2013-03-09,18
2013-03-10,18
2013-03-11,18
2013-03-12,18
2013-03-13,18
2013-03-14,18
2013-03-15,18
2013-03-16,18
2013-03-17,17
2013-03-18,17
2013-03-19,16
2013-03-20,16
2013-03-21,15
2013-03-22,15
2013-03-23,14
2013-03-24,15
2013-03-25,15
2013-03-26,15
2013-03-27,15
2013-03-28,15
2013-03-29,15
2013-03-30,16
2013-03-31,16
2013-04-07,18
2013-04-08,18
2013-04-09,19
2013-04-10,19
2013-04-11,20
2013-04-12,20
2013-04-13,21
2013-04-14,20
2013-04-15,20
2013-04-16,19
2013-04-17,19
2013-04-18,18
2013-04-19,18
2013-04-20,18
2013-04-21,18
2013-04-22,19
2013-04-23,20
2013-04-24,21
2013-04-25,22
2013-04-26,23
2013-04-27,23
2013-04-28,24
2013-04-29,25
2013-04-30,26
2013-05-01,27
2013-05-02,28
2013-05-03,28
2013-05-04,29
2013-05-05,30
2013-05-06,29
2013-05-07,30
2013-05-08,30
2013-05-09,30
2013-05-10,31
2013-05-11,31
2013-05-12,35
2013-05-13,40
2013-05-14,44
2013-05-15,48
2013-05-16,53
2013-05-17,57
2013-05-18,61
2013-05-19,63
2013-05-20,66
2013-05-21,69
2013-05-22,71
2013-05-23,73
2013-05-24,75
2013-05-25,78
2013-05-26,76
2013-05-27,74
2013-05-28,72
2013-05-29,69
2013-05-30,67
2013-05-31,65
2013-06-01,63
2013-06-02,60
2013-06-03,56
2013-06-04,53
2013-06-05,50
2013-06-06,47
2013-06-07,44
2013-06-08,41
2013-06-09,41
2013-06-10,43
2013-06-11,43
2013-06-12,44
2013-06-13,45
2013-06-14,46
2013-06-15,47
2013-06-16,45
2013-06-17,42
2013-06-18,40
2013-06-19,38
2013-06-20,36
2013-06-21,33
2013-06-22,31
2013-06-23,30
2013-06-24,27
2013-06-25,26
2013-06-26,25
2013-06-27,24
2013-06-28,23
2013-06-29,21
2013-06-30,22
2013-07-07,27
2013-07-08,28
2013-07-09,29
2013-07-10,30
2013-07-11,31
2013-07-12,32
2013-07-13,33
2013-07-14,33
2013-07-15,32
2013-07-16,32
2013-07-17,32
2013-07-18,32
2013-07-19,32
2013-07-20,31
2013-07-21,31
2013-07-22,31
2013-07-23,30
2013-07-24,30
2013-07-25,29
2013-07-26,29
2013-07-27,29
2013-07-28,28
2013-07-29,27
2013-07-30,27
2013-07-31,27
2013-08-01,26
2013-08-02,26
2013-08-03,26
2013-08-04,31
2013-08-05,36
2013-08-06,41
2013-08-07,45
2013-08-08,50
2013-08-09,55
2013-08-10,59
2013-08-11,56
2013-08-12,52
2013-08-13,49
2013-08-14,46
2013-08-15,43
2013-08-16,40
2013-08-17,37
2013-08-18,35
2013-08-19,34
2013-08-20,32
2013-08-21,31
2013-08-22,29
2013-08-23,28
2013-08-24,27
2013-08-25,27
2013-08-26,27
2013-08-27,28
2013-08-28,28
2013-08-29,28
2013-08-30,29
2013-08-31,29
2013-09-01,29
2013-09-02,30
2013-09-03,30
2013-09-04,30
2013-09-05,30
2013-09-06,30
2013-09-07,30
2013-09-08,33
2013-09-09,35
2013-09-10,37
2013-09-11,40
2013-09-12,42
2013-09-13,44
2013-09-14,46
2013-09-15,47
2013-09-16,48
2013-09-17,48
2013-09-18,48
2013-09-19,49
2013-09-20,49
2013-09-21,50
2013-09-22,46
2013-09-23,42
2013-09-24,39
2013-09-25,36
2013-09-26,33
2013-09-27,30
2013-09-28,26
2013-09-29,26
2013-10-06,29
2013-10-07,34
2013-10-08,39
2013-10-09,45
2013-10-10,50
2013-10-11,55
2013-10-12,60
2013-10-13,60
2013-10-14,60
2013-10-15,59
2013-10-16,59
2013-10-17,59
2013-10-18,58
2013-10-19,58
2013-10-20,56
2013-10-21,54
2013-10-22,52
2013-10-23,50
2013-10-24,48
2013-10-25,47
2013-10-26,45
2013-10-27,45
2013-10-28,44
2013-10-29,45
2013-10-30,45
2013-10-31,46
2013-11-01,46
2013-11-02,47
2013-11-03,51
2013-11-04,57
2013-11-05,62
2013-11-06,66
2013-11-07,71
2013-11-08,75
2013-11-09,80
2013-11-10,77
2013-11-11,73
2013-11-12,70
2013-11-13,67
2013-11-14,64
2013-11-15,61
2013-11-16,58
2013-11-17,56
2013-11-18,55
2013-11-19,53
2013-11-20,51
2013-11-21,50
2013-11-22,48
2013-11-23,46
2013-11-24,44
2013-11-25,41
2013-11-26,39
2013-11-27,37
2013-11-28,35
2013-11-29,33
2013-11-30,31
2013-12-01,33
2013-12-02,35
2013-12-03,36
2013-12-04,38
2013-12-05,39
2013-12-06,41
2013-12-07,43
2013-12-08,41
2013-12-09,39
2013-12-10,38
2013-12-11,36
2013-12-12,35
2013-12-13,33
2013-12-14,31
2013-12-15,32
2013-12-16,33
2013-12-17,34
2013-12-18,34
2013-12-19,35
2013-12-20,36
2013-12-21,37
2013-12-22,35
2013-12-23,33
2013-12-24,31
2013-12-25,29
2013-12-26,27
2013-12-27,25
2013-12-28,24
2013-12-29,26
2014-01-05,45
2014-01-06,49
2014-01-07,54
2014-01-08,59
2014-01-09,64
2014-01-10,69
2014-01-11,74
2014-01-12,75
2014-01-13,77
2014-01-14,78
2014-01-15,79
2014-01-16,80
2014-01-17,82
2014-01-18,83
2014-01-19,81
2014-01-20,79
2014-01-21,77
2014-01-22,75
2014-01-23,73
2014-01-24,71
2014-01-25,69
2014-01-26,66
2014-01-27,63
2014-01-28,60
2014-01-29,57
2014-01-30,54
2014-01-31,51
2014-02-01,49
2014-02-02,49
2014-02-03,49
2014-02-04,50
2014-02-05,50
2014-02-06,51
2014-02-07,52
2014-02-08,52
2014-02-09,54
2014-02-10,56
2014-02-11,57
2014-02-12,59
2014-02-13,61
2014-02-14,62
2014-02-15,64
2014-02-16,61
2014-02-17,56
2014-02-18,54
2014-02-19,52
2014-02-20,49
2014-02-21,46
2014-02-22,44
2014-02-23,52
