Date,Molycorp
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,1
2010-09-03,2
2010-09-04,3
2010-09-05,4
2010-09-06,5
2010-09-07,7
2010-09-08,8
2010-09-09,9
2010-09-10,10
2010-09-11,11
2010-09-12,12
2010-09-13,14
2010-09-14,15
2010-09-15,16
2010-09-16,17
2010-09-17,18
2010-09-18,19
2010-09-19,21
2010-09-20,22
2010-09-21,23
2010-09-22,24
2010-09-23,25
2010-09-24,26
2010-09-25,28
2010-09-26,29
2010-09-27,30
2010-09-28,31
2010-09-29,32
2010-09-30,33
2010-10-01,35
2010-10-02,35
2010-10-03,35
2010-10-04,35
2010-10-05,36
2010-10-06,36
2010-10-07,36
2010-10-08,37
2010-10-09,37
2010-10-10,37
2010-10-11,38
2010-10-12,38
2010-10-13,38
2010-10-14,39
2010-10-15,39
2010-10-16,39
2010-10-17,40
2010-10-18,40
2010-10-19,40
2010-10-20,41
2010-10-21,41
2010-10-22,41
2010-10-23,42
2010-10-24,42
2010-10-25,42
2010-10-26,43
2010-10-27,43
2010-10-28,43
2010-10-29,44
2010-10-30,44
2010-10-31,44
2010-11-01,45
2010-11-02,45
2010-11-03,45
2010-11-04,46
2010-11-05,46
2010-11-06,46
2010-11-07,47
2010-11-08,47
2010-11-09,47
2010-11-10,48
2010-11-11,48
2010-11-12,49
2010-11-13,49
2010-11-14,49
2010-11-15,50
2010-11-16,50
2010-11-17,50
2010-11-18,51
2010-11-19,51
2010-11-20,51
2010-11-21,52
2010-11-22,52
2010-11-23,53
2010-11-24,53
2010-11-25,53
2010-11-26,54
2010-11-27,54
2010-11-28,54
2010-11-29,55
2010-11-30,55
2010-12-01,56
2010-12-02,57
2010-12-03,58
2010-12-04,60
2010-12-05,61
2010-12-06,63
2010-12-07,64
2010-12-08,65
2010-12-09,67
2010-12-10,68
2010-12-11,70
2010-12-12,71
2010-12-13,73
2010-12-14,74
2010-12-15,75
2010-12-16,77
2010-12-17,78
2010-12-18,80
2010-12-19,81
2010-12-20,82
2010-12-21,84
2010-12-22,85
2010-12-23,87
2010-12-24,88
2010-12-25,90
2010-12-26,91
2010-12-27,92
2010-12-28,94
2010-12-29,95
2010-12-30,97
2010-12-31,98
2011-01-01,100
2011-01-02,98
2011-01-03,96
2011-01-04,94
2011-01-05,93
2011-01-06,91
2011-01-07,89
2011-01-08,88
2011-01-09,86
2011-01-10,84
2011-01-11,82
2011-01-12,81
2011-01-13,79
2011-01-14,77
2011-01-15,76
2011-01-16,74
2011-01-17,72
2011-01-18,70
2011-01-19,69
2011-01-20,67
2011-01-21,65
2011-01-22,64
2011-01-23,62
2011-01-24,60
2011-01-25,58
2011-01-26,57
2011-01-27,55
2011-01-28,53
2011-01-29,52
2011-01-30,50
2011-01-31,48
2011-02-01,47
2011-02-02,47
2011-02-03,48
2011-02-04,48
2011-02-05,49
2011-02-06,50
2011-02-07,50
2011-02-08,51
2011-02-09,51
2011-02-10,52
2011-02-11,53
2011-02-12,53
2011-02-13,54
2011-02-14,54
2011-02-15,55
2011-02-16,56
2011-02-17,56
2011-02-18,57
2011-02-19,57
2011-02-20,58
2011-02-21,59
2011-02-22,59
2011-02-23,60
2011-02-24,60
2011-02-25,61
2011-02-26,62
2011-02-27,62
2011-02-28,63
2011-03-01,64
2011-03-02,64
2011-03-03,65
2011-03-04,65
2011-03-05,66
2011-03-06,66
2011-03-07,67
2011-03-08,68
2011-03-09,68
2011-03-10,69
2011-03-11,69
2011-03-12,70
2011-03-13,70
2011-03-14,71
2011-03-15,72
2011-03-16,72
2011-03-17,73
2011-03-18,73
2011-03-19,74
2011-03-20,75
2011-03-21,75
2011-03-22,76
2011-03-23,76
2011-03-24,77
2011-03-25,77
2011-03-26,78
2011-03-27,79
2011-03-28,79
2011-03-29,80
2011-03-30,80
2011-03-31,81
2011-04-01,82
2011-04-02,80
2011-04-03,79
2011-04-04,78
2011-04-05,77
2011-04-06,76
2011-04-07,75
2011-04-08,73
2011-04-09,72
2011-04-10,71
2011-04-11,70
2011-04-12,69
2011-04-13,68
2011-04-14,66
2011-04-15,65
2011-04-16,64
2011-04-17,63
2011-04-18,62
2011-04-19,61
2011-04-20,59
2011-04-21,58
2011-04-22,57
2011-04-23,56
2011-04-24,55
2011-04-25,54
2011-04-26,52
2011-04-27,51
2011-04-28,50
2011-04-29,49
2011-04-30,48
2011-05-01,47
2011-05-02,47
2011-05-03,47
2011-05-04,47
2011-05-05,47
2011-05-06,47
2011-05-07,47
2011-05-08,47
2011-05-09,47
2011-05-10,47
2011-05-11,47
2011-05-12,47
2011-05-13,47
2011-05-14,47
2011-05-15,47
2011-05-16,47
2011-05-17,47
2011-05-18,47
2011-05-19,47
2011-05-20,47
2011-05-21,47
2011-05-22,47
2011-05-23,47
2011-05-24,47
2011-05-25,47
2011-05-26,47
2011-05-27,47
2011-05-28,47
2011-05-29,47
2011-05-30,47
2011-05-31,47
2011-06-01,47
2011-06-02,46
2011-06-03,45
2011-06-04,45
2011-06-05,44
2011-06-06,44
2011-06-07,43
2011-06-08,42
2011-06-09,42
2011-06-10,41
2011-06-11,41
2011-06-12,40
2011-06-13,39
2011-06-14,39
2011-06-15,38
2011-06-16,38
2011-06-17,37
2011-06-18,36
2011-06-19,36
2011-06-20,35
2011-06-21,35
2011-06-22,34
2011-06-23,33
2011-06-24,33
2011-06-25,32
2011-06-26,32
2011-06-27,31
2011-06-28,30
2011-06-29,30
2011-06-30,29
2011-07-01,29
2011-07-02,29
2011-07-03,29
2011-07-04,29
2011-07-05,29
2011-07-06,29
2011-07-07,29
2011-07-08,29
2011-07-09,29
2011-07-10,29
2011-07-11,29
2011-07-12,29
2011-07-13,29
2011-07-14,29
2011-07-15,29
2011-07-16,29
2011-07-17,29
2011-07-18,29
2011-07-19,29
2011-07-20,29
2011-07-21,29
2011-07-22,29
2011-07-23,29
2011-07-24,29
2011-07-25,29
2011-07-26,29
2011-07-27,29
2011-07-28,29
2011-07-29,29
2011-07-30,29
2011-07-31,29
2011-08-01,29
2011-08-02,29
2011-08-03,30
2011-08-04,30
2011-08-05,31
2011-08-06,31
2011-08-07,32
2011-08-08,32
2011-08-09,33
2011-08-10,33
2011-08-11,34
2011-08-12,35
2011-08-13,35
2011-08-14,36
2011-08-15,36
2011-08-16,37
2011-08-17,37
2011-08-18,38
2011-08-19,38
2011-08-20,39
2011-08-21,39
2011-08-22,40
2011-08-23,41
2011-08-24,41
2011-08-25,42
2011-08-26,42
2011-08-27,43
2011-08-28,43
2011-08-29,44
2011-08-30,44
2011-08-31,45
2011-09-01,46
2011-09-02,45
2011-09-03,44
2011-09-04,44
2011-09-05,43
2011-09-06,42
2011-09-07,42
2011-09-08,41
2011-09-09,40
2011-09-10,40
2011-09-11,39
2011-09-12,39
2011-09-13,38
2011-09-14,37
2011-09-15,37
2011-09-16,36
2011-09-17,35
2011-09-18,35
2011-09-19,34
2011-09-20,33
2011-09-21,33
2011-09-22,32
2011-09-23,32
2011-09-24,31
2011-09-25,30
2011-09-26,30
2011-09-27,29
2011-09-28,28
2011-09-29,28
2011-09-30,27
