Date,FBR Capital Markets
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,2
2007-11-03,5
2007-11-04,7
2007-11-05,10
2007-11-06,12
2007-11-07,15
2007-11-08,17
2007-11-09,20
2007-11-10,23
2007-11-11,25
2007-11-12,28
2007-11-13,30
2007-11-14,33
2007-11-15,35
2007-11-16,38
2007-11-17,41
2007-11-18,43
2007-11-19,46
2007-11-20,48
2007-11-21,51
2007-11-22,53
2007-11-23,56
2007-11-24,59
2007-11-25,61
2007-11-26,64
2007-11-27,66
2007-11-28,69
2007-11-29,71
2007-11-30,74
2007-12-01,77
2007-12-02,77
2007-12-03,77
2007-12-04,78
2007-12-05,78
2007-12-06,79
2007-12-07,79
2007-12-08,80
2007-12-09,80
2007-12-10,81
2007-12-11,81
2007-12-12,82
2007-12-13,82
2007-12-14,83
2007-12-15,83
2007-12-16,84
2007-12-17,84
2007-12-18,85
2007-12-19,85
2007-12-20,86
2007-12-21,86
2007-12-22,87
2007-12-23,87
2007-12-24,88
2007-12-25,88
2007-12-26,89
2007-12-27,89
2007-12-28,90
2007-12-29,90
2007-12-30,91
2007-12-31,91
2008-01-01,92
2008-01-02,90
2008-01-03,89
2008-01-04,88
2008-01-05,87
2008-01-06,86
2008-01-07,85
2008-01-08,84
2008-01-09,83
2008-01-10,82
2008-01-11,81
2008-01-12,80
2008-01-13,79
2008-01-14,78
2008-01-15,77
2008-01-16,76
2008-01-17,74
2008-01-18,73
2008-01-19,72
2008-01-20,71
2008-01-21,70
2008-01-22,69
2008-01-23,68
2008-01-24,67
2008-01-25,66
2008-01-26,65
2008-01-27,64
2008-01-28,63
2008-01-29,62
2008-01-30,61
2008-01-31,60
2008-02-01,59
2008-02-02,59
2008-02-03,59
2008-02-04,59
2008-02-05,59
2008-02-06,59
2008-02-07,59
2008-02-08,59
2008-02-09,59
2008-02-10,59
2008-02-11,59
2008-02-12,59
2008-02-13,59
2008-02-14,59
2008-02-15,59
2008-02-16,59
2008-02-17,59
2008-02-18,59
2008-02-19,59
2008-02-20,59
2008-02-21,59
2008-02-22,59
2008-02-23,59
2008-02-24,59
2008-02-25,59
2008-02-26,59
2008-02-27,59
2008-02-28,59
2008-02-29,59
2008-03-01,59
2008-03-02,59
2008-03-03,59
2008-03-04,59
2008-03-05,59
2008-03-06,59
2008-03-07,59
2008-03-08,59
2008-03-09,59
2008-03-10,59
2008-03-11,59
2008-03-12,59
2008-03-13,59
2008-03-14,59
2008-03-15,59
2008-03-16,59
2008-03-17,59
2008-03-18,59
2008-03-19,59
2008-03-20,59
2008-03-21,59
2008-03-22,59
2008-03-23,59
2008-03-24,59
2008-03-25,59
2008-03-26,59
2008-03-27,59
2008-03-28,59
2008-03-29,59
2008-03-30,59
2008-03-31,59
2008-04-01,59
2008-04-02,57
2008-04-03,55
2008-04-04,53
2008-04-05,51
2008-04-06,49
2008-04-07,47
2008-04-08,45
2008-04-09,43
2008-04-10,41
2008-04-11,39
2008-04-12,37
2008-04-13,35
2008-04-14,33
2008-04-15,31
2008-04-16,29
2008-04-17,27
2008-04-18,25
2008-04-19,23
2008-04-20,21
2008-04-21,19
2008-04-22,17
2008-04-23,15
2008-04-24,13
2008-04-25,11
2008-04-26,9
2008-04-27,7
2008-04-28,5
2008-04-29,3
2008-04-30,1
2008-05-01,0
2008-05-02,0
2008-05-03,0
2008-05-04,0
2008-05-05,0
2008-05-06,0
2008-05-07,0
2008-05-08,0
2008-05-09,0
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,0
2008-06-06,0
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,0
2008-06-11,0
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,0
2008-06-17,0
2008-06-18,0
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,0
2008-06-26,0
2008-06-27,0
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,0
2008-08-03,0
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,0
2008-08-08,0
2008-08-09,0
2008-08-10,0
2008-08-11,0
2008-08-12,0
2008-08-13,0
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
