Date,Taylor Morrison Home
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,0
2012-12-07,0
2012-12-08,0
2012-12-09,0
2012-12-10,0
2012-12-11,0
2012-12-12,0
2012-12-13,0
2012-12-14,0
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,0
2012-12-20,0
2012-12-21,0
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,0
2012-12-26,0
2012-12-27,0
2012-12-28,0
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,0
2013-01-05,0
2013-01-06,0
2013-01-07,0
2013-01-08,0
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,0
2013-01-15,0
2013-01-16,0
2013-01-17,0
2013-01-18,0
2013-01-19,0
2013-01-20,0
2013-01-21,0
2013-01-22,0
2013-01-23,0
2013-01-24,0
2013-01-25,0
2013-01-26,0
2013-01-27,0
2013-01-28,0
2013-01-29,0
2013-01-30,0
2013-01-31,0
2013-02-01,0
2013-02-02,0
2013-02-03,0
2013-02-04,0
2013-02-05,0
2013-02-06,0
2013-02-07,0
2013-02-08,0
2013-02-09,0
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,0
2013-02-17,0
2013-02-18,0
2013-02-19,0
2013-02-20,0
2013-02-21,0
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,0
2013-02-26,0
2013-02-27,0
2013-02-28,0
2013-03-01,0
2013-03-02,3
2013-03-03,6
2013-03-04,9
2013-03-05,12
2013-03-06,16
2013-03-07,19
2013-03-08,22
2013-03-09,25
2013-03-10,29
2013-03-11,32
2013-03-12,35
2013-03-13,38
2013-03-14,41
2013-03-15,45
2013-03-16,48
2013-03-17,51
2013-03-18,54
2013-03-19,58
2013-03-20,61
2013-03-21,64
2013-03-22,67
2013-03-23,70
2013-03-24,74
2013-03-25,77
2013-03-26,80
2013-03-27,83
2013-03-28,87
2013-03-29,90
2013-03-30,93
2013-03-31,96
2013-04-01,100
2013-04-02,98
2013-04-03,97
2013-04-04,96
2013-04-05,94
2013-04-06,93
2013-04-07,92
2013-04-08,90
2013-04-09,89
2013-04-10,88
2013-04-11,87
2013-04-12,85
2013-04-13,84
2013-04-14,83
2013-04-15,81
2013-04-16,80
2013-04-17,79
2013-04-18,77
2013-04-19,76
2013-04-20,75
2013-04-21,74
2013-04-22,72
2013-04-23,71
2013-04-24,70
2013-04-25,68
2013-04-26,67
2013-04-27,66
2013-04-28,64
2013-04-29,63
2013-04-30,62
2013-05-01,61
2013-05-02,61
2013-05-03,62
2013-05-04,62
2013-05-05,63
2013-05-06,63
2013-05-07,64
2013-05-08,64
2013-05-09,65
2013-05-10,65
2013-05-11,66
2013-05-12,66
2013-05-13,67
2013-05-14,67
2013-05-15,68
2013-05-16,68
2013-05-17,69
2013-05-18,69
2013-05-19,70
2013-05-20,70
2013-05-21,71
2013-05-22,71
2013-05-23,72
2013-05-24,72
2013-05-25,73
2013-05-26,73
2013-05-27,74
2013-05-28,74
2013-05-29,75
2013-05-30,75
2013-05-31,76
2013-06-01,77
2013-06-02,76
2013-06-03,76
2013-06-04,76
2013-06-05,76
2013-06-06,76
2013-06-07,76
2013-06-08,76
2013-06-09,76
2013-06-10,76
2013-06-11,76
2013-06-12,75
2013-06-13,75
2013-06-14,75
2013-06-15,75
2013-06-16,75
2013-06-17,75
2013-06-18,75
2013-06-19,75
2013-06-20,75
2013-06-21,75
2013-06-22,74
2013-06-23,74
2013-06-24,74
2013-06-25,74
2013-06-26,74
2013-06-27,74
2013-06-28,74
2013-06-29,74
2013-06-30,74
2013-07-01,74
2013-07-02,74
2013-07-03,74
2013-07-04,74
2013-07-05,74
2013-07-06,74
2013-07-07,74
2013-07-08,74
2013-07-09,74
2013-07-10,74
2013-07-11,74
2013-07-12,74
2013-07-13,74
2013-07-14,74
2013-07-15,74
2013-07-16,74
2013-07-17,74
2013-07-18,74
2013-07-19,74
2013-07-20,74
2013-07-21,74
2013-07-22,74
2013-07-23,74
2013-07-24,74
2013-07-25,74
2013-07-26,74
2013-07-27,74
2013-07-28,74
2013-07-29,74
2013-07-30,74
2013-07-31,74
2013-08-01,74
2013-08-02,73
2013-08-03,72
2013-08-04,72
2013-08-05,71
2013-08-06,71
2013-08-07,70
2013-08-08,70
2013-08-09,69
2013-08-10,69
2013-08-11,68
2013-08-12,68
2013-08-13,67
2013-08-14,67
2013-08-15,66
2013-08-16,66
2013-08-17,65
2013-08-18,65
2013-08-19,64
2013-08-20,64
2013-08-21,63
2013-08-22,63
2013-08-23,62
2013-08-24,62
2013-08-25,61
2013-08-26,61
2013-08-27,60
2013-08-28,60
2013-08-29,59
2013-08-30,59
2013-08-31,58
2013-09-01,58
2013-09-02,58
2013-09-03,58
2013-09-04,58
2013-09-05,58
2013-09-06,58
2013-09-07,58
2013-09-08,58
2013-09-09,58
2013-09-10,58
2013-09-11,58
2013-09-12,58
2013-09-13,58
2013-09-14,58
2013-09-15,58
2013-09-16,58
2013-09-17,58
2013-09-18,58
2013-09-19,58
2013-09-20,58
2013-09-21,58
2013-09-22,58
2013-09-23,58
2013-09-24,58
2013-09-25,58
2013-09-26,58
2013-09-27,58
2013-09-28,58
2013-09-29,58
2013-09-30,58
2013-10-01,58
2013-10-02,58
2013-10-03,58
2013-10-04,58
2013-10-05,58
2013-10-06,58
2013-10-07,58
2013-10-08,58
2013-10-09,58
2013-10-10,58
2013-10-11,58
2013-10-12,58
2013-10-13,58
2013-10-14,58
2013-10-15,58
2013-10-16,58
2013-10-17,58
2013-10-18,58
2013-10-19,58
2013-10-20,58
2013-10-21,58
2013-10-22,58
2013-10-23,58
2013-10-24,58
2013-10-25,58
2013-10-26,58
2013-10-27,58
2013-10-28,58
2013-10-29,58
2013-10-30,58
2013-10-31,58
2013-11-01,58
2013-11-02,58
2013-11-03,58
2013-11-04,58
2013-11-05,58
2013-11-06,58
2013-11-07,58
2013-11-08,58
2013-11-09,58
2013-11-10,58
2013-11-11,58
2013-11-12,58
2013-11-13,58
2013-11-14,58
2013-11-15,58
2013-11-16,58
2013-11-17,58
2013-11-18,58
2013-11-19,58
2013-11-20,58
2013-11-21,58
2013-11-22,58
2013-11-23,58
2013-11-24,58
2013-11-25,58
2013-11-26,58
2013-11-27,58
2013-11-28,58
2013-11-29,58
2013-11-30,58
2013-12-01,58
2013-12-02,56
2013-12-03,54
2013-12-04,52
2013-12-05,50
2013-12-06,48
2013-12-07,46
2013-12-08,44
2013-12-09,43
2013-12-10,41
2013-12-11,39
2013-12-12,37
2013-12-13,35
2013-12-14,33
2013-12-15,31
2013-12-16,29
2013-12-17,28
2013-12-18,26
2013-12-19,24
2013-12-20,22
2013-12-21,20
2013-12-22,18
2013-12-23,16
2013-12-24,14
2013-12-25,13
2013-12-26,11
2013-12-27,9
2013-12-28,7
2013-12-29,5
2013-12-30,3
2013-12-31,1
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,0
2014-01-29,0
2014-01-30,0
2014-01-31,0
