Date,Go Daddy
2006-03-28,0
2006-03-29,0
2006-03-30,0
2006-03-31,0
2006-04-01,0
2006-04-02,0
2006-04-03,0
2006-04-04,0
2006-04-05,0
2006-04-06,0
2006-04-07,0
2006-04-08,0
2006-04-09,0
2006-04-10,0
2006-04-11,0
2006-04-12,0
2006-04-13,0
2006-04-14,0
2006-04-15,0
2006-04-16,0
2006-04-17,0
2006-04-18,0
2006-04-19,0
2006-04-20,0
2006-04-21,0
2006-04-22,0
2006-04-23,0
2006-04-24,0
2006-04-25,0
2006-04-26,0
2006-04-27,0
2006-04-28,0
2006-04-29,0
2006-04-30,0
2006-05-01,0
2006-05-02,0
2006-05-03,0
2006-05-04,0
2006-05-05,0
2006-05-06,0
2006-05-07,0
2006-05-08,0
2006-05-09,0
2006-05-10,0
2006-05-11,0
2006-05-12,0
2006-05-13,0
2006-05-14,0
2006-05-15,0
2006-05-16,0
2006-05-17,0
2006-05-18,0
2006-05-19,0
2006-05-20,0
2006-05-21,0
2006-05-22,0
2006-05-23,0
2006-05-24,0
2006-05-25,0
2006-05-26,0
2006-05-27,0
2006-05-28,0
2006-05-29,0
2006-05-30,0
2006-05-31,0
2006-06-01,0
2006-06-02,0
2006-06-03,0
2006-06-04,0
2006-06-05,0
2006-06-06,0
2006-06-07,0
2006-06-08,0
2006-06-09,0
2006-06-10,0
2006-06-11,0
2006-06-12,0
2006-06-13,0
2006-06-14,0
2006-06-15,0
2006-06-16,0
2006-06-17,0
2006-06-18,0
2006-06-19,0
2006-06-20,0
2006-06-21,0
2006-06-22,0
2006-06-23,0
2006-06-24,0
2006-06-25,0
2006-06-26,0
2006-06-27,0
2006-06-28,0
2006-06-29,0
2006-06-30,0
2006-07-01,0
2006-07-02,0
2006-07-03,0
2006-07-04,0
2006-07-05,0
2006-07-06,0
2006-07-07,0
2006-07-08,0
2006-07-09,0
2006-07-10,0
2006-07-11,0
2006-07-12,0
2006-07-13,0
2006-07-14,0
2006-07-15,0
2006-07-16,0
2006-07-17,0
2006-07-18,0
2006-07-19,0
2006-07-20,0
2006-07-21,0
2006-07-22,0
2006-07-23,0
2006-07-24,0
2006-07-25,0
2006-07-26,0
2006-07-27,0
2006-07-28,0
2006-07-29,0
2006-07-30,0
2006-07-31,0
2006-08-01,0
2006-08-02,0
2006-08-03,0
2006-08-04,0
2006-08-05,0
2006-08-06,0
2006-08-07,0
2006-08-08,0
2006-08-09,0
2006-08-10,0
2006-08-11,0
2006-08-12,0
2006-08-13,0
2006-08-14,0
2006-08-15,0
2006-08-16,0
2006-08-17,0
2006-08-18,0
2006-08-19,0
2006-08-20,0
2006-08-21,0
2006-08-22,0
2006-08-23,0
2006-08-24,0
2006-08-25,0
2006-08-26,0
2006-08-27,0
2006-08-28,0
2006-08-29,0
2006-08-30,0
2006-08-31,0
2006-09-01,0
2006-09-02,0
2006-09-03,0
2006-09-04,0
2006-09-05,0
2006-09-06,0
2006-09-07,0
2006-09-08,0
2006-09-09,0
2006-09-10,10
2006-09-11,20
2006-09-12,30
2006-09-13,40
2006-09-14,50
2006-09-15,60
2006-09-16,70
2006-09-17,60
2006-09-18,50
2006-09-19,40
2006-09-20,30
2006-09-21,20
2006-09-22,10
2006-09-23,0
2006-09-24,0
2006-09-25,0
2006-09-26,0
2006-09-27,0
2006-09-28,0
2006-09-29,0
2006-09-30,0
2006-10-01,0
2006-10-02,0
2006-10-03,0
2006-10-04,0
2006-10-05,0
2006-10-06,0
2006-10-07,0
2006-10-08,0
2006-10-09,0
2006-10-10,0
2006-10-11,0
2006-10-12,0
2006-10-13,0
2006-10-14,0
2006-10-15,0
2006-10-16,0
2006-10-17,0
2006-10-18,0
2006-10-19,0
2006-10-20,0
2006-10-21,0
2006-10-22,0
2006-10-23,0
2006-10-24,0
2006-10-25,0
2006-10-26,0
2006-10-27,0
2006-10-28,0
2006-10-29,0
2006-10-30,0
2006-10-31,0
2006-11-05,9
2006-11-06,20
2006-11-07,30
2006-11-08,40
2006-11-09,51
2006-11-10,63
2006-11-11,76
2006-11-12,68
2006-11-13,68
2006-11-14,68
2006-11-15,67
2006-11-16,67
2006-11-17,67
2006-11-18,67
2006-11-19,67
2006-11-20,67
2006-11-21,67
2006-11-22,67
2006-11-23,67
2006-11-24,67
2006-11-25,67
2006-11-26,67
2006-11-27,67
2006-11-28,67
2006-11-29,67
2006-11-30,67
2006-12-01,67
2006-12-02,67
2006-12-03,66
2006-12-04,65
2006-12-05,64
2006-12-06,63
2006-12-07,62
2006-12-08,61
2006-12-09,61
2006-12-10,62
2006-12-11,64
2006-12-12,65
2006-12-13,67
2006-12-14,68
2006-12-15,70
2006-12-16,72
2006-12-17,73
2006-12-18,74
2006-12-19,65
2006-12-20,71
2006-12-21,75
2006-12-22,77
2006-12-23,80
2006-12-24,82
2006-12-25,86
2006-12-26,88
2006-12-27,89
2006-12-28,91
2006-12-29,93
2006-12-30,94
2006-12-31,91
2007-01-01,86
2007-01-02,83
2007-01-03,79
2007-01-04,76
2007-01-05,72
2007-01-06,69
2007-01-07,69
2007-01-08,69
2007-01-09,69
2007-01-10,69
2007-01-11,69
2007-01-12,69
2007-01-13,69
2007-01-14,69
2007-01-15,68
2007-01-16,68
2007-01-17,68
2007-01-18,68
2007-01-19,68
2007-01-20,68
2007-01-21,68
2007-01-22,67
2007-01-23,67
2007-01-24,67
2007-01-25,67
2007-01-26,67
2007-01-27,67
2007-01-28,70
2007-02-01,82
2007-02-02,85
2007-02-03,88
2007-02-04,87
2007-02-05,86
2007-02-06,85
2007-02-07,84
2007-02-08,83
2007-02-09,82
2007-02-10,81
2007-02-11,79
2007-02-12,78
2007-02-13,77
2007-02-14,76
2007-02-15,75
2007-02-16,74
2007-02-17,73
2007-02-18,73
2007-02-19,73
2007-02-20,73
2007-02-21,73
2007-02-22,73
2007-02-23,73
2007-02-24,73
2007-02-25,72
2007-02-26,71
2007-02-27,70
2007-02-28,70
2007-03-01,69
2007-03-02,68
2007-03-03,68
2007-03-04,66
2007-03-05,65
2007-03-06,64
2007-03-07,62
2007-03-08,61
2007-03-09,60
2007-03-10,59
2007-03-11,60
2007-03-12,61
2007-03-13,63
2007-03-14,64
2007-03-15,66
2007-03-16,67
2007-03-17,69
2007-03-18,67
2007-03-19,65
2007-03-20,64
2007-03-21,62
2007-03-22,61
2007-03-23,59
2007-03-24,58
2007-03-25,61
2007-03-26,64
2007-03-27,67
2007-03-28,70
2007-03-29,73
2007-03-30,76
2007-03-31,80
2007-04-01,79
2007-04-02,78
2007-04-03,77
2007-04-04,76
2007-04-05,75
2007-04-06,74
2007-04-07,73
2007-04-08,72
2007-04-09,72
2007-04-10,72
2007-04-11,72
2007-04-12,72
2007-04-13,72
2007-04-14,72
2007-04-15,72
2007-04-16,72
2007-04-17,72
2007-04-18,72
2007-04-19,72
2007-04-20,72
2007-04-21,72
2007-04-22,72
2007-04-23,72
2007-04-24,72
2007-04-25,72
2007-04-26,72
2007-04-27,72
2007-04-28,72
2007-04-29,69
2007-04-30,66
2007-05-06,53
2007-05-07,68
2007-05-08,47
2007-05-09,51
2007-05-10,53
2007-05-11,55
2007-05-12,56
2007-05-13,58
2007-05-14,60
2007-05-15,61
2007-05-16,62
2007-05-17,63
2007-05-18,64
2007-05-19,64
2007-05-20,65
2007-05-21,66
2007-05-22,67
2007-05-23,68
2007-05-24,69
2007-05-25,70
2007-05-26,71
2007-05-27,68
2007-05-28,64
2007-05-29,62
2007-05-30,60
2007-05-31,57
2007-06-01,54
2007-06-02,52
2007-06-03,53
2007-06-04,56
2007-06-05,57
2007-06-06,59
2007-06-07,60
2007-06-08,62
2007-06-09,63
2007-06-10,61
2007-06-11,58
2007-06-12,56
2007-06-13,53
2007-06-14,51
2007-06-15,49
2007-06-16,46
2007-06-17,46
2007-06-18,47
2007-06-19,47
2007-06-20,47
2007-06-21,47
2007-06-22,47
2007-06-23,47
2007-06-24,47
2007-06-25,47
2007-06-26,47
2007-06-27,47
2007-06-28,47
2007-06-29,47
2007-06-30,47
2007-07-01,48
2007-07-02,49
2007-07-03,51
2007-07-04,53
2007-07-05,55
2007-07-06,56
2007-07-07,58
2007-07-08,58
2007-07-09,58
2007-07-10,58
2007-07-11,58
2007-07-12,58
2007-07-13,58
2007-07-14,58
2007-07-15,58
2007-07-16,58
2007-07-17,58
2007-07-18,59
2007-07-19,59
2007-07-20,59
2007-07-21,59
2007-07-22,60
2007-07-23,60
2007-07-24,61
2007-07-25,63
2007-07-26,64
2007-07-27,65
2007-07-28,67
2007-07-29,68
2007-08-05,74
2007-08-06,72
2007-08-07,70
2007-08-08,68
2007-08-09,66
2007-08-10,64
2007-08-11,62
2007-08-12,63
2007-08-13,65
2007-08-14,66
2007-08-15,68
2007-08-16,69
2007-08-17,71
2007-08-18,72
2007-08-19,70
2007-08-20,67
2007-08-21,65
2007-08-22,64
2007-08-23,62
2007-08-24,60
2007-08-25,58
2007-08-26,58
2007-08-27,59
2007-08-28,58
2007-08-29,58
2007-08-30,58
2007-08-31,58
2007-09-01,58
2007-09-02,59
2007-09-03,58
2007-09-04,60
2007-09-05,61
2007-09-06,62
2007-09-07,63
2007-09-08,65
2007-09-09,66
2007-09-10,68
2007-09-11,69
2007-09-12,70
2007-09-13,71
2007-09-14,72
2007-09-15,74
2007-09-16,74
2007-09-17,72
2007-09-18,72
2007-09-19,72
2007-09-20,72
2007-09-21,72
2007-09-22,72
2007-09-23,71
2007-09-24,71
2007-09-25,70
2007-09-26,69
2007-09-27,68
2007-09-28,67
2007-09-29,67
2007-09-30,68
2007-10-01,69
2007-10-02,70
2007-10-03,72
2007-10-04,73
2007-10-05,74
2007-10-06,76
2007-10-07,71
2007-10-08,67
2007-10-09,63
2007-10-10,59
2007-10-11,55
2007-10-12,50
2007-10-13,46
2007-10-14,48
2007-10-15,48
2007-10-16,50
2007-10-17,51
2007-10-18,53
2007-10-19,55
2007-10-20,56
2007-10-21,55
2007-10-22,54
2007-10-23,54
2007-10-24,53
2007-10-25,52
2007-10-26,51
2007-10-27,50
2007-10-28,54
