Date,Planet Payment
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,2
2012-12-03,5
2012-12-04,7
2012-12-05,10
2012-12-06,12
2012-12-07,15
2012-12-08,17
2012-12-09,20
2012-12-10,22
2012-12-11,25
2012-12-12,28
2012-12-13,30
2012-12-14,33
2012-12-15,35
2012-12-16,38
2012-12-17,40
2012-12-18,43
2012-12-19,45
2012-12-20,48
2012-12-21,50
2012-12-22,53
2012-12-23,56
2012-12-24,58
2012-12-25,61
2012-12-26,63
2012-12-27,66
2012-12-28,68
2012-12-29,71
2012-12-30,73
2012-12-31,76
2013-01-01,79
2013-01-02,79
2013-01-03,79
2013-01-04,79
2013-01-05,79
2013-01-06,80
2013-01-07,80
2013-01-08,80
2013-01-09,80
2013-01-10,81
2013-01-11,81
2013-01-12,81
2013-01-13,81
2013-01-14,81
2013-01-15,82
2013-01-16,82
2013-01-17,82
2013-01-18,82
2013-01-19,83
2013-01-20,83
2013-01-21,83
2013-01-22,83
2013-01-23,83
2013-01-24,84
2013-01-25,84
2013-01-26,84
2013-01-27,84
2013-01-28,85
2013-01-29,85
2013-01-30,85
2013-01-31,85
2013-02-01,86
2013-02-02,86
2013-02-03,86
2013-02-04,86
2013-02-05,87
2013-02-06,87
2013-02-07,87
2013-02-08,87
2013-02-09,88
2013-02-10,88
2013-02-11,88
2013-02-12,88
2013-02-13,89
2013-02-14,89
2013-02-15,89
2013-02-16,89
2013-02-17,90
2013-02-18,90
2013-02-19,90
2013-02-20,90
2013-02-21,91
2013-02-22,91
2013-02-23,91
2013-02-24,91
2013-02-25,92
2013-02-26,92
2013-02-27,92
2013-02-28,92
2013-03-01,93
2013-03-02,92
2013-03-03,91
2013-03-04,91
2013-03-05,90
2013-03-06,90
2013-03-07,89
2013-03-08,89
2013-03-09,88
2013-03-10,88
2013-03-11,87
2013-03-12,87
2013-03-13,86
2013-03-14,86
2013-03-15,85
2013-03-16,85
2013-03-17,84
2013-03-18,84
2013-03-19,83
2013-03-20,83
2013-03-21,82
2013-03-22,82
2013-03-23,81
2013-03-24,81
2013-03-25,80
2013-03-26,80
2013-03-27,79
2013-03-28,79
2013-03-29,78
2013-03-30,78
2013-03-31,77
2013-04-01,77
2013-04-02,77
2013-04-03,77
2013-04-04,77
2013-04-05,77
2013-04-06,77
2013-04-07,77
2013-04-08,77
2013-04-09,77
2013-04-10,77
2013-04-11,77
2013-04-12,77
2013-04-13,77
2013-04-14,77
2013-04-15,77
2013-04-16,77
2013-04-17,77
2013-04-18,77
2013-04-19,77
2013-04-20,77
2013-04-21,77
2013-04-22,77
2013-04-23,77
2013-04-24,77
2013-04-25,77
2013-04-26,77
2013-04-27,77
2013-04-28,77
2013-04-29,77
2013-04-30,77
2013-05-01,77
2013-05-02,77
2013-05-03,77
2013-05-04,78
2013-05-05,78
2013-05-06,78
2013-05-07,79
2013-05-08,79
2013-05-09,79
2013-05-10,80
2013-05-11,80
2013-05-12,80
2013-05-13,81
2013-05-14,81
2013-05-15,81
2013-05-16,82
2013-05-17,82
2013-05-18,83
2013-05-19,83
2013-05-20,83
2013-05-21,84
2013-05-22,84
2013-05-23,84
2013-05-24,85
2013-05-25,85
2013-05-26,85
2013-05-27,86
2013-05-28,86
2013-05-29,86
2013-05-30,87
2013-05-31,87
2013-06-01,88
2013-06-02,88
2013-06-03,88
2013-06-04,88
2013-06-05,88
2013-06-06,89
2013-06-07,89
2013-06-08,89
2013-06-09,89
2013-06-10,89
2013-06-11,90
2013-06-12,90
2013-06-13,90
2013-06-14,90
2013-06-15,90
2013-06-16,91
2013-06-17,91
2013-06-18,91
2013-06-19,91
2013-06-20,91
2013-06-21,92
2013-06-22,92
2013-06-23,92
2013-06-24,92
2013-06-25,92
2013-06-26,93
2013-06-27,93
2013-06-28,93
2013-06-29,93
2013-06-30,93
2013-07-01,94
2013-07-02,94
2013-07-03,94
2013-07-04,94
2013-07-05,94
2013-07-06,94
2013-07-07,95
2013-07-08,95
2013-07-09,95
2013-07-10,95
2013-07-11,95
2013-07-12,96
2013-07-13,96
2013-07-14,96
2013-07-15,96
2013-07-16,96
2013-07-17,97
2013-07-18,97
2013-07-19,97
2013-07-20,97
2013-07-21,97
2013-07-22,98
2013-07-23,98
2013-07-24,98
2013-07-25,98
2013-07-26,98
2013-07-27,99
2013-07-28,99
2013-07-29,99
2013-07-30,99
2013-07-31,99
2013-08-01,100
2013-08-02,99
2013-08-03,98
2013-08-04,98
2013-08-05,97
2013-08-06,96
2013-08-07,96
2013-08-08,95
2013-08-09,94
2013-08-10,94
2013-08-11,93
2013-08-12,92
2013-08-13,92
2013-08-14,91
2013-08-15,90
2013-08-16,90
2013-08-17,89
2013-08-18,89
2013-08-19,88
2013-08-20,87
2013-08-21,87
2013-08-22,86
2013-08-23,85
2013-08-24,85
2013-08-25,84
2013-08-26,83
2013-08-27,83
2013-08-28,82
2013-08-29,81
2013-08-30,81
2013-08-31,80
2013-09-01,80
2013-09-02,80
2013-09-03,80
2013-09-04,80
2013-09-05,80
2013-09-06,80
2013-09-07,80
2013-09-08,80
2013-09-09,80
2013-09-10,80
2013-09-11,80
2013-09-12,80
2013-09-13,80
2013-09-14,80
2013-09-15,80
2013-09-16,80
2013-09-17,80
2013-09-18,80
2013-09-19,80
2013-09-20,80
2013-09-21,80
2013-09-22,80
2013-09-23,80
2013-09-24,80
2013-09-25,80
2013-09-26,80
2013-09-27,80
2013-09-28,80
2013-09-29,80
2013-09-30,80
2013-10-01,80
2013-10-02,80
2013-10-03,80
2013-10-04,80
2013-10-05,80
2013-10-06,80
2013-10-07,80
2013-10-08,80
2013-10-09,80
2013-10-10,80
2013-10-11,80
2013-10-12,80
2013-10-13,80
2013-10-14,80
2013-10-15,80
2013-10-16,80
2013-10-17,80
2013-10-18,80
2013-10-19,80
2013-10-20,80
2013-10-21,80
2013-10-22,80
2013-10-23,80
2013-10-24,80
2013-10-25,80
2013-10-26,80
2013-10-27,80
2013-10-28,80
2013-10-29,80
2013-10-30,80
2013-10-31,80
2013-11-01,80
2013-11-02,79
2013-11-03,79
2013-11-04,79
2013-11-05,79
2013-11-06,78
2013-11-07,78
2013-11-08,78
2013-11-09,78
2013-11-10,77
2013-11-11,77
2013-11-12,77
2013-11-13,77
2013-11-14,76
2013-11-15,76
2013-11-16,76
2013-11-17,76
2013-11-18,76
2013-11-19,75
2013-11-20,75
2013-11-21,75
2013-11-22,75
2013-11-23,74
2013-11-24,74
2013-11-25,74
2013-11-26,74
2013-11-27,73
2013-11-28,73
2013-11-29,73
2013-11-30,73
2013-12-01,73
2013-12-02,73
2013-12-03,73
2013-12-04,73
2013-12-05,74
2013-12-06,74
2013-12-07,74
2013-12-08,74
2013-12-09,75
2013-12-10,75
2013-12-11,75
2013-12-12,75
2013-12-13,76
2013-12-14,76
2013-12-15,76
2013-12-16,76
2013-12-17,77
2013-12-18,77
2013-12-19,77
2013-12-20,77
2013-12-21,78
2013-12-22,78
2013-12-23,78
2013-12-24,78
2013-12-25,79
2013-12-26,79
2013-12-27,79
2013-12-28,79
2013-12-29,80
2013-12-30,80
2013-12-31,80
2014-01-01,81
2014-01-02,80
2014-01-03,80
2014-01-04,80
2014-01-05,79
2014-01-06,79
2014-01-07,79
2014-01-08,79
2014-01-09,78
2014-01-10,78
2014-01-11,78
2014-01-12,78
2014-01-13,77
2014-01-14,77
2014-01-15,77
2014-01-16,77
2014-01-17,76
2014-01-18,76
2014-01-19,76
2014-01-20,76
2014-01-21,75
2014-01-22,75
2014-01-23,75
2014-01-24,75
2014-01-25,74
2014-01-26,74
2014-01-27,74
2014-01-28,74
2014-01-29,73
2014-01-30,73
2014-01-31,73
2014-02-01,73
