Date,Nielsen Holdings
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,5
2010-08-09,11
2010-08-10,16
2010-08-11,22
2010-08-12,27
2010-08-13,33
2010-08-14,39
2010-08-15,39
2010-08-16,39
2010-08-17,40
2010-08-18,40
2010-08-19,41
2010-08-20,41
2010-08-21,42
2010-08-22,42
2010-08-23,42
2010-08-24,43
2010-08-25,43
2010-08-26,44
2010-08-27,44
2010-08-28,45
2010-08-29,45
2010-08-30,45
2010-08-31,45
2010-09-05,47
2010-09-06,47
2010-09-07,47
2010-09-08,47
2010-09-09,47
2010-09-10,47
2010-09-11,48
2010-09-12,48
2010-09-13,59
2010-09-14,41
2010-09-15,44
2010-09-16,45
2010-09-17,46
2010-09-18,47
2010-09-19,47
2010-09-20,49
2010-09-21,49
2010-09-22,49
2010-09-23,49
2010-09-24,49
2010-09-25,50
2010-09-26,47
2010-09-27,45
2010-09-28,43
2010-09-29,41
2010-09-30,39
2010-10-01,37
2010-10-02,35
2010-10-03,35
2010-10-04,35
2010-10-05,35
2010-10-06,35
2010-10-07,35
2010-10-08,35
2010-10-09,35
2010-10-10,34
2010-10-11,34
2010-10-12,34
2010-10-13,34
2010-10-14,34
2010-10-15,34
2010-10-16,34
2010-10-17,34
2010-10-18,34
2010-10-19,34
2010-10-20,34
2010-10-21,34
2010-10-22,34
2010-10-23,34
2010-10-24,34
2010-10-25,34
2010-10-26,34
2010-10-27,34
2010-10-28,34
2010-10-29,34
2010-10-30,34
2010-10-31,34
2010-11-01,34
2010-11-02,34
2010-11-03,34
2010-11-04,34
2010-11-05,34
2010-11-06,34
2010-11-07,34
2010-11-08,34
2010-11-09,34
2010-11-10,34
2010-11-11,34
2010-11-12,34
2010-11-13,34
2010-11-14,36
2010-11-15,38
2010-11-16,40
2010-11-17,42
2010-11-18,44
2010-11-19,46
2010-11-20,48
2010-11-21,46
2010-11-22,44
2010-11-23,42
2010-11-24,40
2010-11-25,38
2010-11-26,36
2010-11-27,34
2010-11-28,34
2010-12-05,36
2010-12-06,36
2010-12-07,36
2010-12-08,36
2010-12-09,36
2010-12-10,36
2010-12-11,36
2010-12-12,36
2010-12-13,36
2010-12-14,36
2010-12-15,36
2010-12-16,36
2010-12-17,36
2010-12-18,36
2010-12-19,36
2010-12-20,36
2010-12-21,36
2010-12-22,36
2010-12-23,36
2010-12-24,36
2010-12-25,36
2010-12-26,36
2010-12-27,44
2010-12-28,31
2010-12-29,33
2010-12-30,34
2010-12-31,34
2011-01-01,34
2011-01-02,35
2011-01-03,35
2011-01-04,35
2011-01-05,36
2011-01-06,36
2011-01-07,36
2011-01-08,36
2011-01-09,36
2011-01-10,36
2011-01-11,35
2011-01-12,35
2011-01-13,35
2011-01-14,35
2011-01-15,34
2011-01-16,34
2011-01-17,34
2011-01-18,34
2011-01-19,34
2011-01-20,34
2011-01-21,34
2011-01-22,34
2011-01-23,44
2011-01-24,54
2011-01-25,63
2011-01-26,73
2011-01-27,82
2011-01-28,92
2011-01-29,102
2011-01-30,92
2011-01-31,81
2011-02-01,71
2011-02-02,62
2011-02-03,52
2011-02-04,42
2011-02-05,33
2011-02-06,32
2011-02-07,32
2011-02-08,31
2011-02-09,31
2011-02-10,30
2011-02-11,30
2011-02-12,30
2011-02-13,30
2011-02-14,29
2011-02-15,29
2011-02-16,29
2011-02-17,29
2011-02-18,29
2011-02-19,29
2011-02-20,29
2011-02-21,29
2011-02-22,29
2011-02-23,29
2011-02-24,29
2011-02-25,29
2011-02-26,29
2011-02-27,29
2011-03-06,30
2011-03-07,31
2011-03-08,32
2011-03-09,33
2011-03-10,34
2011-03-11,35
2011-03-12,36
2011-03-13,36
2011-03-14,36
2011-03-15,37
2011-03-16,37
2011-03-17,38
2011-03-18,38
2011-03-19,39
2011-03-20,38
2011-03-21,36
2011-03-22,36
2011-03-23,35
2011-03-24,34
2011-03-25,33
2011-03-26,32
2011-03-27,33
2011-03-28,35
2011-03-29,36
2011-03-30,37
2011-03-31,38
2011-04-01,39
2011-04-02,40
2011-04-03,38
2011-04-04,37
2011-04-05,36
2011-04-06,34
2011-04-07,33
2011-04-08,32
2011-04-09,31
2011-04-10,31
2011-04-11,31
2011-04-12,31
2011-04-13,31
2011-04-14,31
2011-04-15,31
2011-04-16,31
2011-04-17,31
2011-04-18,31
2011-04-19,31
2011-04-20,31
2011-04-21,31
2011-04-22,31
2011-04-23,31
2011-04-24,31
2011-04-25,30
2011-04-26,30
2011-04-27,30
2011-04-28,30
2011-04-29,30
2011-04-30,30
2011-05-01,31
2011-05-02,31
2011-05-03,31
2011-05-04,31
2011-05-05,31
2011-05-06,31
2011-05-07,31
2011-05-08,32
2011-05-09,32
2011-05-10,32
2011-05-11,32
2011-05-12,33
2011-05-13,33
2011-05-14,33
2011-05-15,33
2011-05-16,32
2011-05-17,31
2011-05-18,31
2011-05-19,30
2011-05-20,30
2011-05-21,30
2011-05-22,30
2011-05-23,30
2011-05-24,30
2011-05-25,31
2011-05-26,31
2011-05-27,32
2011-05-28,33
2011-05-29,30
2011-06-05,33
2011-06-06,41
2011-06-07,29
2011-06-08,31
2011-06-09,33
2011-06-10,34
2011-06-11,34
2011-06-12,35
2011-06-13,36
2011-06-14,37
2011-06-15,37
2011-06-16,38
2011-06-17,38
2011-06-18,38
2011-06-19,37
2011-06-20,36
2011-06-21,35
2011-06-22,33
2011-06-23,32
2011-06-24,31
2011-06-25,30
2011-06-26,30
2011-06-27,29
2011-06-28,29
2011-06-29,29
2011-06-30,29
2011-07-01,29
2011-07-02,29
2011-07-03,30
2011-07-04,30
2011-07-05,30
2011-07-06,30
2011-07-07,30
2011-07-08,30
2011-07-09,30
2011-07-10,30
2011-07-11,31
2011-07-12,31
2011-07-13,31
2011-07-14,31
2011-07-15,31
2011-07-16,31
2011-07-17,26
2011-07-18,22
2011-07-19,17
2011-07-20,13
2011-07-21,8
2011-07-22,4
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,0
2011-08-09,0
2011-08-10,0
2011-08-11,0
2011-08-12,0
2011-08-13,0
2011-08-14,0
2011-08-15,0
2011-08-16,0
2011-08-17,0
2011-08-18,0
2011-08-19,0
2011-08-20,0
2011-08-21,4
2011-08-22,9
2011-08-23,13
2011-08-24,18
2011-08-25,22
2011-08-26,27
2011-08-27,32
2011-08-28,31
2011-09-04,29
2011-09-05,37
2011-09-06,25
2011-09-07,27
2011-09-08,28
2011-09-09,29
2011-09-10,29
2011-09-11,30
2011-09-12,31
2011-09-13,31
2011-09-14,31
2011-09-15,32
2011-09-16,32
2011-09-17,32
2011-09-18,34
2011-09-19,35
2011-09-20,36
2011-09-21,37
2011-09-22,38
2011-09-23,39
2011-09-24,41
2011-09-25,39
2011-09-26,37
2011-09-27,36
2011-09-28,34
2011-09-29,33
2011-09-30,31
2011-10-01,30
2011-10-02,30
2011-10-03,30
2011-10-04,30
2011-10-05,30
2011-10-06,30
2011-10-07,30
2011-10-08,30
2011-10-09,29
2011-10-10,28
2011-10-11,27
2011-10-12,27
2011-10-13,26
2011-10-14,26
2011-10-15,25
2011-10-16,26
2011-10-17,27
2011-10-18,28
2011-10-19,29
2011-10-20,30
2011-10-21,31
2011-10-22,32
2011-10-23,32
2011-10-24,33
2011-10-25,34
2011-10-26,34
2011-10-27,35
2011-10-28,36
2011-10-29,37
2011-10-30,35
2011-10-31,34
2011-11-01,33
2011-11-02,32
2011-11-03,31
2011-11-04,30
2011-11-05,29
2011-11-06,29
2011-11-07,30
2011-11-08,31
2011-11-09,32
2011-11-10,33
2011-11-11,34
2011-11-12,35
2011-11-13,36
2011-11-14,37
2011-11-15,38
2011-11-16,39
2011-11-17,40
2011-11-18,41
2011-11-19,42
2011-11-20,36
2011-11-21,30
2011-11-22,24
2011-11-23,18
2011-11-24,12
2011-11-25,6
2011-11-26,0
2011-11-27,0
