Date,CastlePoint
2006-11-01,69
2006-11-02,68
2006-11-03,68
2006-11-04,68
2006-11-05,67
2006-11-06,67
2006-11-07,67
2006-11-08,67
2006-11-09,66
2006-11-10,66
2006-11-11,66
2006-11-12,66
2006-11-13,65
2006-11-14,65
2006-11-15,65
2006-11-16,65
2006-11-17,64
2006-11-18,64
2006-11-19,64
2006-11-20,63
2006-11-21,63
2006-11-22,63
2006-11-23,63
2006-11-24,62
2006-11-25,62
2006-11-26,62
2006-11-27,62
2006-11-28,61
2006-11-29,61
2006-11-30,61
2006-12-01,61
2006-12-02,61
2006-12-03,61
2006-12-04,61
2006-12-05,61
2006-12-06,61
2006-12-07,61
2006-12-08,61
2006-12-09,61
2006-12-10,61
2006-12-11,61
2006-12-12,61
2006-12-13,61
2006-12-14,61
2006-12-15,61
2006-12-16,61
2006-12-17,61
2006-12-18,61
2006-12-19,61
2006-12-20,61
2006-12-21,61
2006-12-22,61
2006-12-23,61
2006-12-24,61
2006-12-25,61
2006-12-26,61
2006-12-27,61
2006-12-28,61
2006-12-29,61
2006-12-30,61
2006-12-31,61
2007-01-01,61
2007-01-02,61
2007-01-03,62
2007-01-04,62
2007-01-05,63
2007-01-06,64
2007-01-07,64
2007-01-08,65
2007-01-09,66
2007-01-10,66
2007-01-11,67
2007-01-12,68
2007-01-13,68
2007-01-14,69
2007-01-15,70
2007-01-16,70
2007-01-17,71
2007-01-18,71
2007-01-19,72
2007-01-20,73
2007-01-21,73
2007-01-22,74
2007-01-23,75
2007-01-24,75
2007-01-25,76
2007-01-26,77
2007-01-27,77
2007-01-28,78
2007-01-29,79
2007-01-30,79
2007-01-31,80
2007-02-01,81
2007-02-02,81
2007-02-03,82
2007-02-04,83
2007-02-05,83
2007-02-06,84
2007-02-07,85
2007-02-08,85
2007-02-09,86
2007-02-10,87
2007-02-11,87
2007-02-12,88
2007-02-13,89
2007-02-14,89
2007-02-15,90
2007-02-16,91
2007-02-17,91
2007-02-18,92
2007-02-19,93
2007-02-20,93
2007-02-21,94
2007-02-22,95
2007-02-23,95
2007-02-24,96
2007-02-25,97
2007-02-26,97
2007-02-27,98
2007-02-28,99
2007-03-01,100
2007-03-02,98
2007-03-03,96
2007-03-04,95
2007-03-05,93
2007-03-06,91
2007-03-07,90
2007-03-08,88
2007-03-09,86
2007-03-10,85
2007-03-11,83
2007-03-12,81
2007-03-13,80
2007-03-14,78
2007-03-15,76
2007-03-16,75
2007-03-17,73
2007-03-18,72
2007-03-19,70
2007-03-20,68
2007-03-21,67
2007-03-22,65
2007-03-23,63
2007-03-24,62
2007-03-25,60
2007-03-26,58
2007-03-27,57
2007-03-28,55
2007-03-29,53
2007-03-30,52
2007-03-31,50
2007-04-01,49
2007-04-02,49
2007-04-03,49
2007-04-04,49
2007-04-05,49
2007-04-06,49
2007-04-07,49
2007-04-08,49
2007-04-09,49
2007-04-10,49
2007-04-11,49
2007-04-12,49
2007-04-13,49
2007-04-14,49
2007-04-15,49
2007-04-16,49
2007-04-17,49
2007-04-18,49
2007-04-19,49
2007-04-20,49
2007-04-21,49
2007-04-22,49
2007-04-23,49
2007-04-24,49
2007-04-25,49
2007-04-26,49
2007-04-27,49
2007-04-28,49
2007-04-29,49
2007-04-30,49
2007-05-01,49
2007-05-02,49
2007-05-03,49
2007-05-04,49
2007-05-05,49
2007-05-06,49
2007-05-07,49
2007-05-08,49
2007-05-09,49
2007-05-10,49
2007-05-11,49
2007-05-12,49
2007-05-13,49
2007-05-14,49
2007-05-15,49
2007-05-16,49
2007-05-17,49
2007-05-18,49
2007-05-19,49
2007-05-20,49
2007-05-21,49
2007-05-22,49
2007-05-23,49
2007-05-24,49
2007-05-25,49
2007-05-26,49
2007-05-27,49
2007-05-28,49
2007-05-29,49
2007-05-30,49
2007-05-31,49
2007-06-01,50
2007-06-02,50
2007-06-03,50
2007-06-04,50
2007-06-05,50
2007-06-06,50
2007-06-07,50
2007-06-08,50
2007-06-09,50
2007-06-10,50
2007-06-11,50
2007-06-12,50
2007-06-13,50
2007-06-14,50
2007-06-15,50
2007-06-16,50
2007-06-17,50
2007-06-18,50
2007-06-19,50
2007-06-20,50
2007-06-21,50
2007-06-22,50
2007-06-23,50
2007-06-24,50
2007-06-25,50
2007-06-26,50
2007-06-27,50
2007-06-28,50
2007-06-29,50
2007-06-30,50
2007-07-01,50
2007-07-02,50
2007-07-03,50
2007-07-04,50
2007-07-05,50
2007-07-06,50
2007-07-07,50
2007-07-08,50
2007-07-09,50
2007-07-10,50
2007-07-11,50
2007-07-12,50
2007-07-13,50
2007-07-14,50
2007-07-15,50
2007-07-16,50
2007-07-17,50
2007-07-18,50
2007-07-19,50
2007-07-20,50
2007-07-21,50
2007-07-22,50
2007-07-23,50
2007-07-24,50
2007-07-25,50
2007-07-26,50
2007-07-27,50
2007-07-28,50
2007-07-29,50
2007-07-30,50
2007-07-31,50
2007-08-01,50
2007-08-02,50
2007-08-03,50
2007-08-04,50
2007-08-05,50
2007-08-06,51
2007-08-07,51
2007-08-08,51
2007-08-09,51
2007-08-10,52
2007-08-11,52
2007-08-12,52
2007-08-13,52
2007-08-14,52
2007-08-15,53
2007-08-16,53
2007-08-17,53
2007-08-18,53
2007-08-19,54
2007-08-20,54
2007-08-21,54
2007-08-22,54
2007-08-23,54
2007-08-24,55
2007-08-25,55
2007-08-26,55
2007-08-27,55
2007-08-28,56
2007-08-29,56
2007-08-30,56
2007-08-31,56
2007-09-01,57
2007-09-02,56
2007-09-03,56
2007-09-04,56
2007-09-05,55
2007-09-06,55
2007-09-07,55
2007-09-08,55
2007-09-09,54
2007-09-10,54
2007-09-11,54
2007-09-12,54
2007-09-13,53
2007-09-14,53
2007-09-15,53
2007-09-16,53
2007-09-17,52
2007-09-18,52
2007-09-19,52
2007-09-20,51
2007-09-21,51
2007-09-22,51
2007-09-23,51
2007-09-24,50
2007-09-25,50
2007-09-26,50
2007-09-27,50
2007-09-28,49
2007-09-29,49
2007-09-30,49
2007-10-01,49
2007-10-02,49
2007-10-03,49
2007-10-04,49
2007-10-05,49
2007-10-06,49
2007-10-07,49
2007-10-08,49
2007-10-09,49
2007-10-10,49
2007-10-11,49
2007-10-12,49
2007-10-13,49
2007-10-14,49
2007-10-15,49
2007-10-16,49
2007-10-17,49
2007-10-18,49
2007-10-19,49
2007-10-20,49
2007-10-21,49
2007-10-22,49
2007-10-23,49
2007-10-24,49
2007-10-25,49
2007-10-26,49
2007-10-27,49
2007-10-28,49
2007-10-29,49
2007-10-30,49
2007-10-31,49
2007-11-01,49
2007-11-02,48
2007-11-03,48
2007-11-04,47
2007-11-05,47
2007-11-06,47
2007-11-07,46
2007-11-08,46
2007-11-09,46
2007-11-10,45
2007-11-11,45
2007-11-12,44
2007-11-13,44
2007-11-14,44
2007-11-15,43
2007-11-16,43
2007-11-17,43
2007-11-18,42
2007-11-19,42
2007-11-20,42
2007-11-21,41
2007-11-22,41
2007-11-23,40
2007-11-24,40
2007-11-25,40
2007-11-26,39
2007-11-27,39
2007-11-28,39
2007-11-29,38
2007-11-30,38
2007-12-01,38
2007-12-02,38
2007-12-03,38
2007-12-04,38
2007-12-05,38
2007-12-06,38
2007-12-07,38
2007-12-08,38
2007-12-09,38
2007-12-10,38
2007-12-11,38
2007-12-12,38
2007-12-13,38
2007-12-14,38
2007-12-15,38
2007-12-16,38
2007-12-17,38
2007-12-18,38
2007-12-19,38
2007-12-20,38
2007-12-21,38
2007-12-22,38
2007-12-23,38
2007-12-24,38
2007-12-25,38
2007-12-26,38
2007-12-27,38
2007-12-28,38
2007-12-29,38
2007-12-30,38
2007-12-31,38
2008-01-01,39
2008-01-02,39
2008-01-03,39
2008-01-04,39
2008-01-05,39
2008-01-06,39
2008-01-07,39
2008-01-08,39
2008-01-09,39
2008-01-10,39
2008-01-11,39
2008-01-12,39
2008-01-13,39
2008-01-14,39
2008-01-15,39
2008-01-16,39
2008-01-17,39
2008-01-18,39
2008-01-19,39
2008-01-20,39
2008-01-21,39
2008-01-22,39
2008-01-23,39
2008-01-24,39
2008-01-25,39
2008-01-26,39
2008-01-27,39
2008-01-28,39
2008-01-29,39
2008-01-30,39
2008-01-31,39
2008-02-01,40
2008-02-02,40
2008-02-03,40
2008-02-04,40
2008-02-05,40
2008-02-06,40
2008-02-07,40
2008-02-08,40
2008-02-09,40
2008-02-10,40
2008-02-11,40
2008-02-12,40
2008-02-13,40
2008-02-14,40
2008-02-15,40
2008-02-16,40
2008-02-17,40
2008-02-18,40
2008-02-19,40
2008-02-20,40
2008-02-21,40
2008-02-22,40
2008-02-23,40
2008-02-24,40
2008-02-25,40
2008-02-26,40
2008-02-27,40
2008-02-28,40
2008-02-29,40
2008-03-01,41
2008-03-02,41
2008-03-03,41
2008-03-04,41
2008-03-05,41
2008-03-06,41
2008-03-07,41
2008-03-08,41
2008-03-09,41
2008-03-10,41
2008-03-11,41
2008-03-12,41
2008-03-13,41
2008-03-14,41
2008-03-15,41
2008-03-16,41
2008-03-17,41
2008-03-18,41
2008-03-19,41
2008-03-20,41
2008-03-21,41
2008-03-22,41
2008-03-23,41
2008-03-24,41
2008-03-25,41
2008-03-26,41
2008-03-27,41
2008-03-28,41
2008-03-29,41
2008-03-30,41
2008-03-31,41
2008-04-01,41
2008-04-02,40
2008-04-03,40
2008-04-04,40
2008-04-05,39
2008-04-06,39
2008-04-07,39
2008-04-08,38
2008-04-09,38
2008-04-10,38
2008-04-11,38
2008-04-12,37
2008-04-13,37
2008-04-14,37
2008-04-15,36
2008-04-16,36
2008-04-17,36
2008-04-18,35
2008-04-19,35
2008-04-20,35
2008-04-21,35
2008-04-22,34
2008-04-23,34
2008-04-24,34
2008-04-25,33
2008-04-26,33
2008-04-27,33
2008-04-28,32
2008-04-29,32
2008-04-30,32
2008-05-01,32
2008-05-02,32
2008-05-03,32
2008-05-04,32
2008-05-05,32
2008-05-06,32
2008-05-07,32
2008-05-08,32
2008-05-09,32
2008-05-10,32
2008-05-11,32
2008-05-12,32
2008-05-13,32
2008-05-14,32
2008-05-15,32
2008-05-16,32
2008-05-17,32
2008-05-18,32
2008-05-19,32
2008-05-20,32
2008-05-21,32
2008-05-22,32
2008-05-23,32
2008-05-24,32
2008-05-25,32
2008-05-26,32
2008-05-27,32
2008-05-28,32
2008-05-29,32
2008-05-30,32
2008-05-31,32
2008-06-01,32
