Date,Shutterfly
2006-09-10,64
2006-09-11,64
2006-09-12,63
2006-09-13,63
2006-09-14,62
2006-09-15,62
2006-09-16,61
2006-09-17,60
2006-09-18,60
2006-09-19,59
2006-09-20,59
2006-09-21,58
2006-09-22,58
2006-09-23,57
2006-09-24,56
2006-09-25,56
2006-09-26,55
2006-09-27,55
2006-09-28,54
2006-09-29,54
2006-09-30,53
2006-10-01,53
2006-10-02,53
2006-10-03,53
2006-10-04,53
2006-10-05,53
2006-10-06,53
2006-10-07,53
2006-10-08,53
2006-10-09,53
2006-10-10,53
2006-10-11,53
2006-10-12,53
2006-10-13,53
2006-10-14,53
2006-10-15,53
2006-10-16,53
2006-10-17,53
2006-10-18,53
2006-10-19,53
2006-10-20,53
2006-10-21,53
2006-10-22,53
2006-10-23,53
2006-10-24,53
2006-10-25,53
2006-10-26,53
2006-10-27,53
2006-10-28,53
2006-10-29,53
2006-10-30,53
2006-10-31,53
2006-11-01,53
2006-11-02,54
2006-11-03,56
2006-11-04,57
2006-11-05,59
2006-11-06,60
2006-11-07,62
2006-11-08,63
2006-11-09,65
2006-11-10,67
2006-11-11,68
2006-11-12,70
2006-11-13,71
2006-11-14,73
2006-11-15,74
2006-11-16,76
2006-11-17,78
2006-11-18,79
2006-11-19,81
2006-11-20,82
2006-11-21,84
2006-11-22,85
2006-11-23,87
2006-11-24,89
2006-11-25,90
2006-11-26,92
2006-11-27,93
2006-11-28,95
2006-11-29,96
2006-11-30,98
2006-12-01,100
2006-12-02,98
2006-12-03,97
2006-12-04,96
2006-12-05,95
2006-12-06,94
2006-12-07,93
2006-12-08,91
2006-12-09,90
2006-12-10,89
2006-12-11,88
2006-12-12,87
2006-12-13,86
2006-12-14,84
2006-12-15,83
2006-12-16,82
2006-12-17,81
2006-12-18,80
2006-12-19,79
2006-12-20,77
2006-12-21,76
2006-12-22,75
2006-12-23,74
2006-12-24,73
2006-12-25,72
2006-12-26,70
2006-12-27,69
2006-12-28,68
2006-12-29,67
2006-12-30,66
2006-12-31,65
2007-01-01,64
2007-01-02,63
2007-01-03,62
2007-01-04,61
2007-01-05,60
2007-01-06,60
2007-01-07,59
2007-01-08,58
2007-01-09,57
2007-01-10,57
2007-01-11,56
2007-01-12,55
2007-01-13,54
2007-01-14,53
2007-01-15,53
2007-01-16,52
2007-01-17,51
2007-01-18,50
2007-01-19,50
2007-01-20,49
2007-01-21,48
2007-01-22,47
2007-01-23,46
2007-01-24,46
2007-01-25,45
2007-01-26,44
2007-01-27,43
2007-01-28,43
2007-01-29,42
2007-01-30,41
2007-01-31,40
2007-02-01,40
2007-02-02,40
2007-02-03,40
2007-02-04,40
2007-02-05,40
2007-02-06,40
2007-02-07,40
2007-02-08,40
2007-02-09,40
2007-02-10,40
2007-02-11,40
2007-02-12,40
2007-02-13,40
2007-02-14,40
2007-02-15,40
2007-02-16,40
2007-02-17,40
2007-02-18,40
2007-02-19,40
2007-02-20,40
2007-02-21,40
2007-02-22,40
2007-02-23,40
2007-02-24,40
2007-02-25,40
2007-02-26,40
2007-02-27,40
2007-02-28,40
2007-03-01,40
2007-03-02,40
2007-03-03,40
2007-03-04,41
2007-03-05,41
2007-03-06,42
2007-03-07,42
2007-03-08,43
2007-03-09,43
2007-03-10,44
2007-03-11,44
2007-03-12,44
2007-03-13,45
2007-03-14,45
2007-03-15,46
2007-03-16,46
2007-03-17,47
2007-03-18,47
2007-03-19,48
2007-03-20,48
2007-03-21,49
2007-03-22,49
2007-03-23,49
2007-03-24,50
2007-03-25,50
2007-03-26,51
2007-03-27,51
2007-03-28,52
2007-03-29,52
2007-03-30,53
2007-03-31,53
2007-04-01,54
2007-04-02,53
2007-04-03,53
2007-04-04,52
2007-04-05,52
2007-04-06,51
2007-04-07,51
2007-04-08,50
2007-04-09,50
2007-04-10,49
2007-04-11,49
2007-04-12,48
2007-04-13,48
2007-04-14,47
2007-04-15,47
2007-04-16,46
2007-04-17,46
2007-04-18,45
2007-04-19,45
2007-04-20,44
2007-04-21,44
2007-04-22,43
2007-04-23,43
2007-04-24,42
2007-04-25,42
2007-04-26,41
2007-04-27,41
2007-04-28,40
2007-04-29,40
2007-04-30,39
2007-05-01,39
2007-05-02,40
2007-05-03,41
2007-05-04,42
2007-05-05,43
2007-05-06,44
2007-05-07,45
2007-05-08,46
2007-05-09,47
2007-05-10,48
2007-05-11,49
2007-05-12,50
2007-05-13,51
2007-05-14,52
2007-05-15,53
2007-05-16,54
2007-05-17,55
2007-05-18,56
2007-05-19,57
2007-05-20,58
2007-05-21,59
2007-05-22,60
2007-05-23,61
2007-05-24,62
2007-05-25,63
2007-05-26,64
2007-05-27,65
2007-05-28,66
2007-05-29,67
2007-05-30,68
2007-05-31,69
2007-06-01,71
2007-06-02,70
2007-06-03,70
2007-06-04,70
2007-06-05,70
2007-06-06,70
2007-06-07,70
2007-06-08,70
2007-06-09,70
2007-06-10,70
2007-06-11,70
2007-06-12,69
2007-06-13,69
2007-06-14,69
2007-06-15,69
2007-06-16,69
2007-06-17,69
2007-06-18,69
2007-06-19,69
2007-06-20,69
2007-06-21,69
2007-06-22,68
2007-06-23,68
2007-06-24,68
2007-06-25,68
2007-06-26,68
2007-06-27,68
2007-06-28,68
2007-06-29,68
2007-06-30,68
2007-07-01,68
2007-07-02,67
2007-07-03,66
2007-07-04,66
2007-07-05,65
2007-07-06,64
2007-07-07,64
2007-07-08,63
2007-07-09,63
2007-07-10,62
2007-07-11,61
2007-07-12,61
2007-07-13,60
2007-07-14,60
2007-07-15,59
2007-07-16,58
2007-07-17,58
2007-07-18,57
2007-07-19,56
2007-07-20,56
2007-07-21,55
2007-07-22,55
2007-07-23,54
2007-07-24,53
2007-07-25,53
2007-07-26,52
2007-07-27,52
2007-07-28,51
2007-07-29,50
2007-07-30,50
2007-07-31,49
2007-08-01,49
2007-08-02,49
2007-08-03,49
2007-08-04,50
2007-08-05,50
2007-08-06,51
2007-08-07,51
2007-08-08,52
2007-08-09,52
2007-08-10,53
2007-08-11,53
2007-08-12,54
2007-08-13,54
2007-08-14,55
2007-08-15,55
2007-08-16,56
2007-08-17,56
2007-08-18,57
2007-08-19,57
2007-08-20,58
2007-08-21,58
2007-08-22,59
2007-08-23,59
2007-08-24,60
2007-08-25,60
2007-08-26,61
2007-08-27,61
2007-08-28,62
2007-08-29,62
2007-08-30,63
2007-08-31,63
2007-09-01,64
2007-09-02,63
2007-09-03,63
2007-09-04,63
2007-09-05,63
2007-09-06,63
2007-09-07,63
2007-09-08,63
2007-09-09,62
2007-09-10,62
2007-09-11,62
2007-09-12,62
2007-09-13,62
2007-09-14,62
2007-09-15,62
2007-09-16,62
2007-09-17,61
2007-09-18,61
2007-09-19,61
2007-09-20,61
2007-09-21,61
2007-09-22,61
2007-09-23,61
2007-09-24,60
2007-09-25,60
2007-09-26,60
2007-09-27,60
2007-09-28,60
2007-09-29,60
2007-09-30,60
2007-10-01,60
2007-10-02,61
2007-10-03,62
2007-10-04,63
2007-10-05,64
2007-10-06,66
2007-10-07,67
2007-10-08,68
2007-10-09,69
2007-10-10,71
2007-10-11,72
2007-10-12,73
2007-10-13,74
2007-10-14,75
2007-10-15,77
2007-10-16,78
2007-10-17,79
2007-10-18,80
2007-10-19,82
2007-10-20,83
2007-10-21,84
2007-10-22,85
2007-10-23,86
2007-10-24,88
2007-10-25,89
2007-10-26,90
2007-10-27,91
2007-10-28,93
2007-10-29,94
2007-10-30,95
2007-10-31,96
2007-11-01,98
