Date,Limelight Networks
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,2
2007-12-03,4
2007-12-04,6
2007-12-05,8
2007-12-06,10
2007-12-07,13
2007-12-08,15
2007-12-09,17
2007-12-10,19
2007-12-11,21
2007-12-12,24
2007-12-13,26
2007-12-14,28
2007-12-15,30
2007-12-16,32
2007-12-17,35
2007-12-18,37
2007-12-19,39
2007-12-20,41
2007-12-21,43
2007-12-22,46
2007-12-23,48
2007-12-24,50
2007-12-25,52
2007-12-26,54
2007-12-27,57
2007-12-28,59
2007-12-29,61
2007-12-30,63
2007-12-31,65
2008-01-01,68
2008-01-02,67
2008-01-03,67
2008-01-04,67
2008-01-05,66
2008-01-06,66
2008-01-07,66
2008-01-08,66
2008-01-09,65
2008-01-10,65
2008-01-11,65
2008-01-12,65
2008-01-13,64
2008-01-14,64
2008-01-15,64
2008-01-16,64
2008-01-17,63
2008-01-18,63
2008-01-19,63
2008-01-20,63
2008-01-21,62
2008-01-22,62
2008-01-23,62
2008-01-24,62
2008-01-25,61
2008-01-26,61
2008-01-27,61
2008-01-28,61
2008-01-29,60
2008-01-30,60
2008-01-31,60
2008-02-01,60
2008-02-02,60
2008-02-03,60
2008-02-04,60
2008-02-05,60
2008-02-06,60
2008-02-07,60
2008-02-08,60
2008-02-09,60
2008-02-10,60
2008-02-11,60
2008-02-12,60
2008-02-13,60
2008-02-14,60
2008-02-15,60
2008-02-16,60
2008-02-17,60
2008-02-18,60
2008-02-19,60
2008-02-20,60
2008-02-21,60
2008-02-22,60
2008-02-23,60
2008-02-24,60
2008-02-25,60
2008-02-26,60
2008-02-27,60
2008-02-28,60
2008-02-29,60
2008-03-01,60
2008-03-02,59
2008-03-03,59
2008-03-04,59
2008-03-05,59
2008-03-06,59
2008-03-07,59
2008-03-08,58
2008-03-09,58
2008-03-10,58
2008-03-11,58
2008-03-12,58
2008-03-13,58
2008-03-14,57
2008-03-15,57
2008-03-16,57
2008-03-17,57
2008-03-18,57
2008-03-19,57
2008-03-20,56
2008-03-21,56
2008-03-22,56
2008-03-23,56
2008-03-24,56
2008-03-25,56
2008-03-26,55
2008-03-27,55
2008-03-28,55
2008-03-29,55
2008-03-30,55
2008-03-31,55
2008-04-01,55
2008-04-02,55
2008-04-03,55
2008-04-04,55
2008-04-05,55
2008-04-06,55
2008-04-07,55
2008-04-08,55
2008-04-09,55
2008-04-10,55
2008-04-11,55
2008-04-12,55
2008-04-13,55
2008-04-14,55
2008-04-15,55
2008-04-16,55
2008-04-17,55
2008-04-18,55
2008-04-19,55
2008-04-20,55
2008-04-21,55
2008-04-22,55
2008-04-23,55
2008-04-24,55
2008-04-25,55
2008-04-26,55
2008-04-27,55
2008-04-28,55
2008-04-29,55
2008-04-30,55
2008-05-01,55
2008-05-02,55
2008-05-03,55
2008-05-04,55
2008-05-05,55
2008-05-06,55
2008-05-07,55
2008-05-08,55
2008-05-09,55
2008-05-10,55
2008-05-11,55
2008-05-12,55
2008-05-13,55
2008-05-14,55
2008-05-15,55
2008-05-16,55
2008-05-17,55
2008-05-18,55
2008-05-19,55
2008-05-20,55
2008-05-21,55
2008-05-22,55
2008-05-23,55
2008-05-24,55
2008-05-25,55
2008-05-26,55
2008-05-27,55
2008-05-28,55
2008-05-29,55
2008-05-30,55
2008-05-31,55
2008-06-01,55
2008-06-02,55
2008-06-03,55
2008-06-04,55
2008-06-05,55
2008-06-06,56
2008-06-07,56
2008-06-08,56
2008-06-09,56
2008-06-10,57
2008-06-11,57
2008-06-12,57
2008-06-13,57
2008-06-14,58
2008-06-15,58
2008-06-16,58
2008-06-17,58
2008-06-18,58
2008-06-19,59
2008-06-20,59
2008-06-21,59
2008-06-22,59
2008-06-23,60
2008-06-24,60
2008-06-25,60
2008-06-26,60
2008-06-27,61
2008-06-28,61
2008-06-29,61
2008-06-30,61
2008-07-01,62
2008-07-02,62
2008-07-03,62
2008-07-04,62
2008-07-05,63
2008-07-06,63
2008-07-07,63
2008-07-08,63
2008-07-09,64
2008-07-10,64
2008-07-11,64
2008-07-12,64
2008-07-13,65
2008-07-14,65
2008-07-15,65
2008-07-16,65
2008-07-17,66
2008-07-18,66
2008-07-19,66
2008-07-20,66
2008-07-21,67
2008-07-22,67
2008-07-23,67
2008-07-24,67
2008-07-25,68
2008-07-26,68
2008-07-27,68
2008-07-28,68
2008-07-29,69
2008-07-30,69
2008-07-31,69
2008-08-01,70
2008-08-02,67
2008-08-03,65
2008-08-04,63
2008-08-05,60
2008-08-06,58
2008-08-07,56
2008-08-08,54
2008-08-09,51
2008-08-10,49
2008-08-11,47
2008-08-12,45
2008-08-13,42
2008-08-14,40
2008-08-15,38
2008-08-16,36
2008-08-17,33
2008-08-18,31
2008-08-19,29
2008-08-20,27
2008-08-21,24
2008-08-22,22
2008-08-23,20
2008-08-24,18
2008-08-25,15
2008-08-26,13
2008-08-27,11
2008-08-28,9
2008-08-29,6
2008-08-30,4
2008-08-31,2
