Date,HomeAway
2010-09-05,53
2010-09-06,57
2010-09-07,46
2010-09-08,50
2010-09-09,52
2010-09-10,53
2010-09-11,54
2010-09-12,54
2010-09-13,56
2010-09-14,57
2010-09-15,57
2010-09-16,57
2010-09-17,58
2010-09-18,58
2010-09-19,55
2010-09-20,53
2010-09-21,50
2010-09-22,47
2010-09-23,44
2010-09-24,41
2010-09-25,39
2010-09-26,35
2010-09-27,35
2010-09-28,35
2010-09-29,34
2010-09-30,34
2010-10-01,34
2010-10-02,34
2010-10-03,34
2010-10-04,34
2010-10-05,34
2010-10-06,34
2010-10-07,34
2010-10-08,34
2010-10-09,34
2010-10-10,34
2010-10-11,34
2010-10-12,34
2010-10-13,34
2010-10-14,34
2010-10-15,34
2010-10-16,34
2010-10-17,34
2010-10-18,34
2010-10-19,34
2010-10-20,34
2010-10-21,34
2010-10-22,34
2010-10-23,34
2010-10-24,34
2010-10-25,34
2010-10-26,35
2010-10-27,35
2010-10-28,36
2010-10-29,36
2010-10-30,37
2010-10-31,37
2010-11-01,37
2010-11-02,37
2010-11-03,38
2010-11-04,38
2010-11-05,38
2010-11-06,39
2010-11-07,39
2010-11-08,38
2010-11-09,34
2010-11-10,36
2010-11-11,38
2010-11-12,38
2010-11-13,39
2010-11-14,39
2010-11-15,40
2010-11-16,40
2010-11-17,40
2010-11-18,40
2010-11-19,40
2010-11-20,41
2010-11-21,31
2010-11-22,26
2010-11-23,21
2010-11-24,15
2010-11-25,10
2010-11-26,5
2010-11-27,0
2010-11-28,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,0
2010-12-09,0
2010-12-10,0
2010-12-11,0
2010-12-12,0
2010-12-13,0
2010-12-14,0
2010-12-15,0
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,4
2011-01-03,9
2011-01-04,14
2011-01-05,19
2011-01-06,24
2011-01-07,29
2011-01-08,33
2011-01-09,34
2011-01-10,35
2011-01-11,36
2011-01-12,37
2011-01-13,38
2011-01-14,39
2011-01-15,40
2011-01-16,42
2011-01-17,43
2011-01-18,45
2011-01-19,46
2011-01-20,47
2011-01-21,48
2011-01-22,50
2011-01-23,51
2011-01-24,52
2011-01-25,53
2011-01-26,54
2011-01-27,56
2011-01-28,57
2011-01-29,58
2011-01-30,57
2011-01-31,56
2011-02-01,55
2011-02-02,54
2011-02-03,53
2011-02-04,52
2011-02-05,51
2011-02-06,48
2011-02-07,45
2011-02-08,42
2011-02-09,39
2011-02-10,37
2011-02-11,34
2011-02-12,31
2011-02-13,33
2011-02-14,34
2011-02-15,36
2011-02-16,38
2011-02-17,39
2011-02-18,41
2011-02-19,43
2011-02-20,45
2011-02-21,47
2011-02-22,49
2011-02-23,51
2011-02-24,53
2011-02-25,55
2011-02-26,57
2011-02-27,57
2011-03-06,55
2011-03-07,54
2011-03-08,53
2011-03-09,52
2011-03-10,51
2011-03-11,49
2011-03-12,48
2011-03-13,49
2011-03-14,50
2011-03-15,51
2011-03-16,52
2011-03-17,53
2011-03-18,53
2011-03-19,54
2011-03-20,55
2011-03-21,56
2011-03-22,57
2011-03-23,57
2011-03-24,58
2011-03-25,59
2011-03-26,60
2011-03-27,59
2011-03-28,59
2011-03-29,58
2011-03-30,57
2011-03-31,56
2011-04-01,56
2011-04-02,55
2011-04-03,53
2011-04-04,49
2011-04-05,46
2011-04-06,44
2011-04-07,41
2011-04-08,39
2011-04-09,36
2011-04-10,38
2011-04-11,41
2011-04-12,43
2011-04-13,45
2011-04-14,48
2011-04-15,50
2011-04-16,52
2011-04-17,50
2011-04-18,46
2011-04-19,44
2011-04-20,42
2011-04-21,40
2011-04-22,37
2011-04-23,35
2011-04-24,38
2011-04-25,42
2011-04-26,45
2011-04-27,48
2011-04-28,51
2011-04-29,54
2011-04-30,57
2011-05-01,57
2011-05-02,57
2011-05-03,57
2011-05-04,57
2011-05-05,57
2011-05-06,57
2011-05-07,57
2011-05-08,55
2011-05-09,53
2011-05-10,51
2011-05-11,49
2011-05-12,47
2011-05-13,45
2011-05-14,42
2011-05-15,42
2011-05-16,42
2011-05-17,41
2011-05-18,40
2011-05-19,40
2011-05-20,39
2011-05-21,39
2011-05-22,39
2011-05-23,41
2011-05-24,42
2011-05-25,42
2011-05-26,43
2011-05-27,45
2011-05-28,47
2011-05-29,41
2011-06-05,33
2011-06-06,35
2011-06-07,38
2011-06-08,40
2011-06-09,43
2011-06-10,45
2011-06-11,48
2011-06-12,47
2011-06-13,47
2011-06-14,46
2011-06-15,46
2011-06-16,45
2011-06-17,45
2011-06-18,44
2011-06-19,45
2011-06-20,45
2011-06-21,46
2011-06-22,46
2011-06-23,47
2011-06-24,47
2011-06-25,48
2011-06-26,51
2011-06-27,55
2011-06-28,58
2011-06-29,61
2011-06-30,65
2011-07-01,68
2011-07-02,71
2011-07-03,66
2011-07-04,61
2011-07-05,56
2011-07-06,51
2011-07-07,46
2011-07-08,41
2011-07-09,37
2011-07-10,38
2011-07-11,40
2011-07-12,42
2011-07-13,43
2011-07-14,45
2011-07-15,47
2011-07-16,49
2011-07-17,46
2011-07-18,42
2011-07-19,40
2011-07-20,37
2011-07-21,34
2011-07-22,32
2011-07-23,29
2011-07-24,39
2011-07-25,50
2011-07-26,60
2011-07-27,70
2011-07-28,80
2011-07-29,91
2011-07-30,101
2011-07-31,95
2011-08-01,85
2011-08-02,80
