Date,Hansen Medical
2007-08-25,55
2007-08-26,55
2007-08-27,56
2007-08-28,56
2007-08-29,56
2007-08-30,57
2007-08-31,57
2007-09-01,58
2007-09-02,59
2007-09-03,60
2007-09-04,61
2007-09-05,62
2007-09-06,63
2007-09-07,64
2007-09-08,65
2007-09-09,66
2007-09-10,67
2007-09-11,69
2007-09-12,70
2007-09-13,71
2007-09-14,72
2007-09-15,73
2007-09-16,74
2007-09-17,75
2007-09-18,76
2007-09-19,77
2007-09-20,78
2007-09-21,80
2007-09-22,81
2007-09-23,82
2007-09-24,83
2007-09-25,84
2007-09-26,85
2007-09-27,86
2007-09-28,87
2007-09-29,88
2007-09-30,89
2007-10-01,91
2007-10-02,90
2007-10-03,89
2007-10-04,88
2007-10-05,87
2007-10-06,86
2007-10-07,85
2007-10-08,84
2007-10-09,83
2007-10-10,82
2007-10-11,81
2007-10-12,81
2007-10-13,80
2007-10-14,79
2007-10-15,78
2007-10-16,77
2007-10-17,76
2007-10-18,75
2007-10-19,74
2007-10-20,73
2007-10-21,72
2007-10-22,72
2007-10-23,71
2007-10-24,70
2007-10-25,69
2007-10-26,68
2007-10-27,67
2007-10-28,66
2007-10-29,65
2007-10-30,64
2007-10-31,63
2007-11-01,63
2007-11-02,63
2007-11-03,63
2007-11-04,63
2007-11-05,63
2007-11-06,64
2007-11-07,64
2007-11-08,64
2007-11-09,64
2007-11-10,65
2007-11-11,65
2007-11-12,65
2007-11-13,65
2007-11-14,66
2007-11-15,66
2007-11-16,66
2007-11-17,66
2007-11-18,66
2007-11-19,67
2007-11-20,67
2007-11-21,67
2007-11-22,67
2007-11-23,68
2007-11-24,68
2007-11-25,68
2007-11-26,68
2007-11-27,69
2007-11-28,69
2007-11-29,69
2007-11-30,69
2007-12-01,70
2007-12-02,68
2007-12-03,67
2007-12-04,66
2007-12-05,65
2007-12-06,64
2007-12-07,63
2007-12-08,62
2007-12-09,61
2007-12-10,60
2007-12-11,59
2007-12-12,58
2007-12-13,57
2007-12-14,56
2007-12-15,55
2007-12-16,54
2007-12-17,53
2007-12-18,52
2007-12-19,51
2007-12-20,50
2007-12-21,49
2007-12-22,48
2007-12-23,47
2007-12-24,46
2007-12-25,45
2007-12-26,44
2007-12-27,43
2007-12-28,42
2007-12-29,41
2007-12-30,40
2007-12-31,39
2008-01-01,38
2008-01-02,38
2008-01-03,38
2008-01-04,38
2008-01-05,38
2008-01-06,38
2008-01-07,38
2008-01-08,38
2008-01-09,38
2008-01-10,38
2008-01-11,38
2008-01-12,38
2008-01-13,38
2008-01-14,38
2008-01-15,38
2008-01-16,38
2008-01-17,38
2008-01-18,38
2008-01-19,38
2008-01-20,38
2008-01-21,38
2008-01-22,38
2008-01-23,38
2008-01-24,38
2008-01-25,38
2008-01-26,38
2008-01-27,38
2008-01-28,38
2008-01-29,38
2008-01-30,38
2008-01-31,38
