Date,Greenlight Capital
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,1
2006-12-03,2
2006-12-04,3
2006-12-05,4
2006-12-06,5
2006-12-07,6
2006-12-08,7
2006-12-09,8
2006-12-10,9
2006-12-11,10
2006-12-12,11
2006-12-13,12
2006-12-14,13
2006-12-15,14
2006-12-16,15
2006-12-17,16
2006-12-18,17
2006-12-19,18
2006-12-20,19
2006-12-21,20
2006-12-22,21
2006-12-23,22
2006-12-24,23
2006-12-25,24
2006-12-26,25
2006-12-27,26
2006-12-28,27
2006-12-29,28
2006-12-30,29
2006-12-31,30
2007-01-01,32
2007-01-02,32
2007-01-03,33
2007-01-04,34
2007-01-05,34
2007-01-06,35
2007-01-07,36
2007-01-08,36
2007-01-09,37
2007-01-10,38
2007-01-11,38
2007-01-12,39
2007-01-13,40
2007-01-14,40
2007-01-15,41
2007-01-16,42
2007-01-17,42
2007-01-18,43
2007-01-19,44
2007-01-20,44
2007-01-21,45
2007-01-22,46
2007-01-23,46
2007-01-24,47
2007-01-25,48
2007-01-26,48
2007-01-27,49
2007-01-28,50
2007-01-29,50
2007-01-30,51
2007-01-31,52
2007-02-01,53
2007-02-02,53
2007-02-03,54
2007-02-04,55
2007-02-05,56
2007-02-06,56
2007-02-07,57
2007-02-08,58
2007-02-09,59
2007-02-10,59
2007-02-11,60
2007-02-12,61
2007-02-13,62
2007-02-14,62
2007-02-15,63
2007-02-16,64
2007-02-17,65
2007-02-18,65
2007-02-19,66
2007-02-20,67
2007-02-21,68
2007-02-22,68
2007-02-23,69
2007-02-24,70
2007-02-25,71
2007-02-26,71
2007-02-27,72
2007-02-28,73
2007-03-01,74
2007-03-02,72
2007-03-03,71
2007-03-04,69
2007-03-05,68
2007-03-06,66
2007-03-07,65
2007-03-08,63
2007-03-09,62
2007-03-10,60
2007-03-11,59
2007-03-12,58
2007-03-13,56
2007-03-14,55
2007-03-15,53
2007-03-16,52
2007-03-17,50
2007-03-18,49
2007-03-19,47
2007-03-20,46
2007-03-21,44
2007-03-22,43
2007-03-23,42
2007-03-24,40
2007-03-25,39
2007-03-26,37
2007-03-27,36
2007-03-28,34
2007-03-29,33
2007-03-30,31
2007-03-31,30
2007-04-01,29
2007-04-02,29
2007-04-03,29
2007-04-04,29
2007-04-05,29
2007-04-06,29
2007-04-07,29
2007-04-08,29
2007-04-09,29
2007-04-10,29
2007-04-11,29
2007-04-12,29
2007-04-13,29
2007-04-14,29
2007-04-15,29
2007-04-16,29
2007-04-17,29
2007-04-18,29
2007-04-19,29
2007-04-20,29
2007-04-21,29
2007-04-22,29
2007-04-23,29
2007-04-24,29
2007-04-25,29
2007-04-26,29
2007-04-27,29
2007-04-28,29
2007-04-29,29
2007-04-30,29
2007-05-01,29
2007-05-02,29
2007-05-03,29
2007-05-04,29
2007-05-05,29
2007-05-06,29
2007-05-07,29
2007-05-08,29
2007-05-09,29
2007-05-10,29
2007-05-11,29
2007-05-12,30
2007-05-13,30
2007-05-14,30
2007-05-15,30
2007-05-16,30
2007-05-17,30
2007-05-18,30
2007-05-19,30
2007-05-20,30
2007-05-21,30
2007-05-22,31
2007-05-23,31
2007-05-24,31
2007-05-25,31
2007-05-26,31
2007-05-27,31
2007-05-28,31
2007-05-29,31
2007-05-30,31
2007-05-31,31
2007-06-01,32
2007-06-02,32
2007-06-03,32
2007-06-04,32
2007-06-05,32
2007-06-06,32
2007-06-07,32
2007-06-08,32
2007-06-09,32
2007-06-10,32
2007-06-11,32
2007-06-12,32
2007-06-13,32
2007-06-14,32
2007-06-15,32
2007-06-16,33
2007-06-17,33
2007-06-18,33
2007-06-19,33
2007-06-20,33
2007-06-21,33
2007-06-22,33
2007-06-23,33
2007-06-24,33
2007-06-25,33
2007-06-26,33
2007-06-27,33
2007-06-28,33
2007-06-29,33
2007-06-30,33
2007-07-01,34
2007-07-02,33
2007-07-03,33
2007-07-04,32
2007-07-05,32
2007-07-06,31
2007-07-07,31
2007-07-08,31
2007-07-09,30
2007-07-10,30
2007-07-11,29
2007-07-12,29
2007-07-13,28
2007-07-14,28
2007-07-15,28
2007-07-16,27
2007-07-17,27
2007-07-18,26
2007-07-19,26
2007-07-20,26
2007-07-21,25
2007-07-22,25
2007-07-23,24
2007-07-24,24
2007-07-25,23
2007-07-26,23
2007-07-27,23
2007-07-28,22
2007-07-29,22
2007-07-30,21
2007-07-31,21
2007-08-01,21
2007-08-02,21
2007-08-03,21
2007-08-04,21
2007-08-05,21
2007-08-06,21
2007-08-07,21
2007-08-08,21
2007-08-09,21
2007-08-10,21
2007-08-11,21
2007-08-12,21
2007-08-13,21
2007-08-14,21
2007-08-15,21
2007-08-16,21
2007-08-17,21
2007-08-18,21
2007-08-19,21
2007-08-20,21
2007-08-21,21
2007-08-22,21
2007-08-23,21
2007-08-24,21
2007-08-25,21
2007-08-26,21
2007-08-27,21
2007-08-28,21
2007-08-29,21
2007-08-30,21
2007-08-31,21
2007-09-01,21
2007-09-02,21
2007-09-03,21
2007-09-04,21
2007-09-05,21
2007-09-06,21
2007-09-07,21
2007-09-08,21
2007-09-09,21
2007-09-10,21
2007-09-11,21
2007-09-12,21
2007-09-13,21
2007-09-14,21
2007-09-15,21
2007-09-16,21
2007-09-17,21
2007-09-18,21
2007-09-19,21
2007-09-20,21
2007-09-21,21
2007-09-22,21
2007-09-23,21
2007-09-24,21
2007-09-25,21
2007-09-26,21
2007-09-27,21
2007-09-28,21
2007-09-29,21
2007-09-30,21
2007-10-01,21
2007-10-02,21
2007-10-03,21
2007-10-04,21
2007-10-05,21
2007-10-06,21
2007-10-07,21
2007-10-08,21
2007-10-09,21
2007-10-10,21
2007-10-11,21
2007-10-12,21
2007-10-13,21
2007-10-14,21
2007-10-15,21
2007-10-16,21
2007-10-17,21
2007-10-18,21
2007-10-19,21
2007-10-20,21
2007-10-21,21
2007-10-22,21
2007-10-23,21
2007-10-24,21
2007-10-25,21
2007-10-26,21
2007-10-27,21
2007-10-28,21
2007-10-29,21
2007-10-30,21
2007-10-31,21
2007-11-01,21
2007-11-02,21
2007-11-03,21
2007-11-04,21
2007-11-05,21
2007-11-06,21
2007-11-07,21
2007-11-08,21
2007-11-09,21
2007-11-10,21
2007-11-11,21
2007-11-12,21
2007-11-13,21
2007-11-14,21
2007-11-15,21
2007-11-16,21
2007-11-17,21
2007-11-18,21
2007-11-19,21
2007-11-20,21
2007-11-21,21
2007-11-22,21
2007-11-23,21
2007-11-24,21
2007-11-25,21
2007-11-26,21
2007-11-27,21
2007-11-28,21
2007-11-29,21
2007-11-30,21
2007-12-01,22
2007-12-02,22
2007-12-03,22
2007-12-04,22
2007-12-05,22
2007-12-06,22
2007-12-07,22
2007-12-08,22
2007-12-09,22
2007-12-10,22
2007-12-11,22
2007-12-12,22
2007-12-13,22
2007-12-14,22
2007-12-15,22
2007-12-16,22
2007-12-17,23
2007-12-18,23
2007-12-19,23
2007-12-20,23
2007-12-21,23
2007-12-22,23
2007-12-23,23
2007-12-24,23
2007-12-25,23
2007-12-26,23
2007-12-27,23
2007-12-28,23
2007-12-29,23
2007-12-30,23
2007-12-31,23
2008-01-01,24
2008-01-02,24
2008-01-03,24
2008-01-04,24
2008-01-05,24
2008-01-06,24
2008-01-07,24
2008-01-08,24
2008-01-09,24
2008-01-10,24
2008-01-11,24
2008-01-12,24
2008-01-13,24
2008-01-14,24
2008-01-15,24
2008-01-16,24
2008-01-17,24
2008-01-18,24
2008-01-19,24
2008-01-20,24
2008-01-21,24
2008-01-22,24
2008-01-23,24
2008-01-24,24
2008-01-25,24
2008-01-26,24
2008-01-27,24
2008-01-28,24
2008-01-29,24
2008-01-30,24
2008-01-31,24
2008-02-01,25
2008-02-02,25
2008-02-03,25
2008-02-04,25
2008-02-05,25
2008-02-06,25
2008-02-07,25
2008-02-08,25
2008-02-09,25
2008-02-10,25
2008-02-11,25
2008-02-12,25
2008-02-13,25
2008-02-14,25
2008-02-15,25
2008-02-16,25
2008-02-17,25
2008-02-18,25
2008-02-19,25
2008-02-20,25
2008-02-21,25
2008-02-22,25
2008-02-23,25
2008-02-24,25
2008-02-25,25
2008-02-26,25
2008-02-27,25
2008-02-28,25
2008-02-29,25
2008-03-01,25
2008-03-02,25
2008-03-03,26
2008-03-04,26
2008-03-05,27
2008-03-06,27
2008-03-07,28
2008-03-08,29
2008-03-09,29
2008-03-10,30
2008-03-11,30
2008-03-12,31
2008-03-13,31
2008-03-14,32
2008-03-15,33
2008-03-16,33
2008-03-17,34
2008-03-18,34
2008-03-19,35
2008-03-20,36
2008-03-21,36
2008-03-22,37
2008-03-23,37
2008-03-24,38
2008-03-25,38
2008-03-26,39
2008-03-27,40
2008-03-28,40
2008-03-29,41
2008-03-30,41
2008-03-31,42
2008-04-06,49
2008-04-07,50
2008-04-08,51
2008-04-09,52
2008-04-10,54
2008-04-11,55
2008-04-12,56
2008-04-13,57
2008-04-14,59
2008-04-15,60
2008-04-16,61
2008-04-17,62
2008-04-18,63
2008-04-19,65
2008-04-20,66
2008-04-21,80
2008-04-22,68
2008-04-23,70
2008-04-24,71
2008-04-25,72
2008-04-26,73
2008-04-27,75
2008-04-28,77
2008-04-29,78
2008-04-30,79
2008-05-01,80
2008-05-02,81
2008-05-03,82
2008-05-04,83
2008-05-05,82
2008-05-06,83
2008-05-07,83
2008-05-08,84
2008-05-09,85
2008-05-10,85
2008-05-11,86
2008-05-12,87
2008-05-13,87
2008-05-14,88
2008-05-15,89
2008-05-16,89
2008-05-17,90
2008-05-18,90
2008-05-19,92
2008-05-20,92
2008-05-21,93
2008-05-22,94
2008-05-23,94
2008-05-24,95
2008-05-25,96
2008-05-26,96
2008-05-27,96
2008-05-28,97
2008-05-29,98
2008-05-30,98
2008-05-31,99
2008-06-01,100
2008-06-02,97
2008-06-03,95
2008-06-04,93
2008-06-05,91
2008-06-06,89
2008-06-07,87
2008-06-08,84
2008-06-09,83
2008-06-10,81
2008-06-11,79
2008-06-12,77
2008-06-13,75
2008-06-14,73
2008-06-15,71
2008-06-16,67
2008-06-17,65
2008-06-18,63
2008-06-19,61
2008-06-20,58
2008-06-21,56
2008-06-22,54
2008-06-23,53
2008-06-24,51
2008-06-25,49
2008-06-26,48
2008-06-27,46
2008-06-28,45
2008-06-29,39
