Date,EPAM Systems
2011-11-14,67
2011-11-15,68
2011-11-16,68
2011-11-17,68
2011-11-18,69
2011-11-19,69
2011-11-20,70
2011-11-21,70
2011-11-22,71
2011-11-23,71
2011-11-24,71
2011-11-25,72
2011-11-26,72
2011-11-27,73
2011-11-28,73
2011-11-29,74
2011-11-30,74
2011-12-01,75
2011-12-02,75
2011-12-03,75
2011-12-04,76
2011-12-05,76
2011-12-06,76
2011-12-07,77
2011-12-08,77
2011-12-09,78
2011-12-10,78
2011-12-11,78
2011-12-12,79
2011-12-13,79
2011-12-14,80
2011-12-15,80
2011-12-16,80
2011-12-17,81
2011-12-18,81
2011-12-19,81
2011-12-20,82
2011-12-21,82
2011-12-22,83
2011-12-23,83
2011-12-24,83
2011-12-25,84
2011-12-26,84
2011-12-27,85
2011-12-28,85
2011-12-29,85
2011-12-30,86
2011-12-31,86
2012-01-01,87
2012-01-02,87
2012-01-03,87
2012-01-04,88
2012-01-05,88
2012-01-06,89
2012-01-07,89
2012-01-08,89
2012-01-09,90
2012-01-10,90
2012-01-11,91
2012-01-12,91
2012-01-13,92
2012-01-14,92
2012-01-15,92
2012-01-16,93
2012-01-17,93
2012-01-18,94
2012-01-19,94
2012-01-20,94
2012-01-21,95
2012-01-22,95
2012-01-23,96
2012-01-24,96
2012-01-25,97
2012-01-26,97
2012-01-27,97
2012-01-28,98
2012-01-29,98
2012-01-30,99
2012-01-31,99
2012-02-01,100
2012-02-02,98
2012-02-03,97
2012-02-04,95
2012-02-05,94
2012-02-06,93
2012-02-07,91
2012-02-08,90
2012-02-09,88
2012-02-10,87
2012-02-11,86
2012-02-12,84
2012-02-13,83
2012-02-14,82
2012-02-15,80
2012-02-16,79
2012-02-17,77
2012-02-18,76
2012-02-19,75
2012-02-20,73
2012-02-21,72
2012-02-22,71
2012-02-23,69
2012-02-24,68
2012-02-25,66
2012-02-26,65
2012-02-27,64
2012-02-28,62
2012-02-29,61
2012-03-01,60
2012-03-02,60
2012-03-03,60
2012-03-04,61
2012-03-05,61
2012-03-06,62
2012-03-07,62
2012-03-08,63
2012-03-09,63
2012-03-10,64
2012-03-11,64
2012-03-12,64
2012-03-13,65
2012-03-14,65
2012-03-15,66
2012-03-16,66
2012-03-17,67
2012-03-18,67
2012-03-19,68
2012-03-20,68
2012-03-21,69
2012-03-22,69
2012-03-23,69
2012-03-24,70
2012-03-25,70
2012-03-26,71
2012-03-27,71
2012-03-28,72
2012-03-29,72
2012-03-30,73
2012-03-31,73
2012-04-01,74
2012-04-02,73
2012-04-03,73
2012-04-04,73
2012-04-05,72
2012-04-06,72
2012-04-07,72
2012-04-08,71
2012-04-09,71
2012-04-10,71
2012-04-11,70
2012-04-12,70
2012-04-13,70
2012-04-14,69
2012-04-15,69
2012-04-16,69
2012-04-17,68
2012-04-18,68
2012-04-19,68
2012-04-20,67
2012-04-21,67
2012-04-22,67
2012-04-23,66
2012-04-24,66
2012-04-25,66
2012-04-26,65
2012-04-27,65
2012-04-28,65
2012-04-29,64
2012-04-30,64
2012-05-01,64
2012-05-02,63
2012-05-03,63
2012-05-04,63
2012-05-05,63
2012-05-06,63
2012-05-07,63
2012-05-08,63
2012-05-09,62
2012-05-10,62
2012-05-11,62
2012-05-12,62
2012-05-13,62
2012-05-14,62
2012-05-15,62
2012-05-16,62
2012-05-17,61
2012-05-18,61
2012-05-19,61
2012-05-20,61
2012-05-21,61
2012-05-22,61
2012-05-23,61
2012-05-24,61
2012-05-25,60
2012-05-26,60
2012-05-27,60
2012-05-28,60
2012-05-29,60
2012-05-30,60
2012-05-31,60
2012-06-01,60
2012-06-02,59
2012-06-03,59
2012-06-04,59
2012-06-05,59
2012-06-06,59
2012-06-07,59
2012-06-08,58
2012-06-09,58
2012-06-10,58
2012-06-11,58
2012-06-12,58
2012-06-13,58
2012-06-14,57
2012-06-15,57
2012-06-16,57
2012-06-17,57
2012-06-18,57
2012-06-19,57
2012-06-20,56
2012-06-21,56
2012-06-22,56
2012-06-23,56
2012-06-24,56
2012-06-25,56
2012-06-26,55
2012-06-27,55
2012-06-28,55
2012-06-29,55
2012-06-30,55
2012-07-01,55
2012-07-02,55
2012-07-03,55
2012-07-04,55
2012-07-05,55
2012-07-06,55
2012-07-07,55
2012-07-08,55
2012-07-09,55
2012-07-10,55
2012-07-11,55
2012-07-12,55
2012-07-13,55
2012-07-14,55
2012-07-15,55
2012-07-16,55
2012-07-17,55
2012-07-18,55
2012-07-19,55
2012-07-20,55
2012-07-21,55
2012-07-22,55
2012-07-23,55
2012-07-24,55
2012-07-25,55
2012-07-26,55
2012-07-27,55
2012-07-28,55
2012-07-29,55
2012-07-30,55
2012-07-31,55
2012-08-01,55
2012-08-02,55
2012-08-03,55
2012-08-04,55
2012-08-05,55
2012-08-06,56
2012-08-07,56
2012-08-08,56
2012-08-09,56
2012-08-10,57
2012-08-11,57
2012-08-12,57
2012-08-13,57
2012-08-14,57
2012-08-15,58
2012-08-16,58
2012-08-17,58
2012-08-18,58
2012-08-19,59
2012-08-20,59
2012-08-21,59
2012-08-22,59
2012-08-23,59
2012-08-24,60
2012-08-25,60
2012-08-26,60
2012-08-27,60
2012-08-28,61
2012-08-29,61
2012-08-30,61
2012-08-31,61
2012-09-01,62
2012-09-02,62
2012-09-03,62
2012-09-04,62
2012-09-05,63
2012-09-06,63
2012-09-07,63
2012-09-08,63
2012-09-09,64
2012-09-10,64
2012-09-11,64
2012-09-12,64
2012-09-13,65
2012-09-14,65
2012-09-15,65
2012-09-16,66
2012-09-17,66
2012-09-18,66
2012-09-19,66
2012-09-20,67
2012-09-21,67
2012-09-22,67
2012-09-23,67
2012-09-24,68
2012-09-25,68
2012-09-26,68
2012-09-27,68
2012-09-28,69
2012-09-29,69
2012-09-30,69
2012-10-01,70
2012-10-02,67
2012-10-03,65
2012-10-04,63
2012-10-05,60
2012-10-06,58
2012-10-07,56
2012-10-08,54
2012-10-09,51
2012-10-10,49
2012-10-11,47
2012-10-12,45
2012-10-13,42
2012-10-14,40
2012-10-15,38
2012-10-16,36
2012-10-17,33
2012-10-18,31
2012-10-19,29
2012-10-20,27
2012-10-21,24
2012-10-22,22
2012-10-23,20
2012-10-24,18
2012-10-25,15
2012-10-26,13
2012-10-27,11
2012-10-28,9
2012-10-29,6
2012-10-30,4
2012-10-31,2
