Date,RiskMetrics
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,6
2007-11-05,13
2007-11-06,20
2007-11-07,27
2007-11-08,34
2007-11-09,41
2007-11-10,48
2007-11-11,41
2007-11-12,34
2007-11-13,27
2007-11-14,20
2007-11-15,13
2007-11-16,6
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,6
2008-01-07,15
2008-01-08,16
2008-01-09,24
2008-01-10,31
2008-01-11,37
2008-01-12,44
2008-01-13,45
2008-01-14,46
2008-01-15,46
2008-01-16,47
2008-01-17,47
2008-01-18,47
2008-01-19,48
2008-01-20,55
2008-01-21,63
2008-01-22,71
2008-01-23,78
2008-01-24,85
2008-01-25,92
2008-01-26,100
2008-01-27,96
2008-01-28,93
2008-01-29,88
2008-01-30,84
2008-01-31,80
2008-02-01,76
2008-02-02,72
2008-02-03,70
2008-02-04,66
2008-02-05,64
2008-02-06,62
2008-02-07,60
2008-02-08,58
2008-02-09,56
2008-02-10,53
2008-02-11,52
2008-02-12,49
2008-02-13,47
2008-02-14,44
2008-02-15,42
2008-02-16,40
2008-02-17,31
2008-02-18,26
2008-02-19,21
2008-02-20,15
2008-02-21,10
2008-02-22,5
2008-02-23,0
2008-02-24,0
2008-03-02,0
2008-03-03,0
2008-03-04,0
2008-03-05,0
2008-03-06,0
2008-03-07,0
2008-03-08,0
2008-03-09,0
2008-03-10,0
2008-03-11,0
2008-03-12,0
2008-03-13,0
2008-03-14,0
2008-03-15,0
2008-03-16,0
2008-03-17,0
2008-03-18,0
2008-03-19,0
2008-03-20,0
2008-03-21,0
2008-03-22,0
2008-03-23,6
2008-03-24,16
2008-03-25,17
2008-03-26,24
2008-03-27,31
2008-03-28,38
2008-03-29,45
2008-03-30,46
2008-03-31,48
2008-04-01,48
2008-04-02,48
2008-04-03,49
2008-04-04,49
2008-04-05,50
2008-04-06,49
2008-04-07,48
2008-04-08,47
2008-04-09,46
2008-04-10,45
2008-04-11,44
2008-04-12,44
2008-04-13,44
2008-04-14,44
2008-04-15,44
2008-04-16,44
2008-04-17,44
2008-04-18,44
2008-04-19,44
2008-04-20,44
2008-04-21,43
2008-04-22,43
2008-04-23,43
2008-04-24,43
2008-04-25,43
2008-04-26,43
2008-04-27,43
2008-04-28,44
2008-04-29,44
2008-04-30,44
2008-05-01,44
2008-05-02,44
2008-05-03,44
2008-05-04,44
2008-05-05,42
2008-05-06,41
2008-05-07,40
2008-05-08,39
2008-05-09,38
2008-05-10,37
2008-05-11,37
2008-05-12,38
2008-05-13,38
2008-05-14,38
2008-05-15,38
2008-05-16,38
2008-05-17,38
2008-05-18,38
2008-05-19,38
2008-05-20,38
2008-05-21,38
2008-05-22,38
2008-05-23,38
2008-05-24,38
2008-05-25,38
2008-06-01,38
2008-06-02,39
2008-06-03,39
2008-06-04,40
2008-06-05,40
2008-06-06,41
2008-06-07,42
2008-06-08,42
2008-06-09,43
2008-06-10,43
2008-06-11,44
2008-06-12,44
2008-06-13,45
2008-06-14,46
2008-06-15,46
2008-06-16,47
2008-06-17,47
2008-06-18,48
2008-06-19,48
2008-06-20,49
2008-06-21,50
2008-06-22,48
2008-06-23,46
2008-06-24,44
2008-06-25,42
2008-06-26,40
2008-06-27,38
2008-06-28,36
2008-06-29,36
2008-06-30,36
2008-07-01,36
2008-07-02,36
2008-07-03,36
2008-07-04,36
2008-07-05,36
2008-07-06,36
2008-07-07,36
2008-07-08,36
2008-07-09,36
2008-07-10,36
2008-07-11,36
2008-07-12,36
2008-07-13,36
2008-07-14,36
2008-07-15,36
2008-07-16,36
2008-07-17,36
2008-07-18,36
2008-07-19,36
2008-07-20,30
2008-07-21,25
2008-07-22,20
2008-07-23,15
2008-07-24,10
2008-07-25,5
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,0
2008-08-03,0
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,0
2008-08-08,0
2008-08-09,0
2008-08-10,0
2008-08-11,0
2008-08-12,0
2008-08-13,0
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-07,5
2008-09-08,10
2008-09-09,16
2008-09-10,21
2008-09-11,27
2008-09-12,32
2008-09-13,37
2008-09-14,37
2008-09-15,37
2008-09-16,36
2008-09-17,36
2008-09-18,35
2008-09-19,35
2008-09-20,34
2008-09-21,34
2008-09-22,34
2008-09-23,34
2008-09-24,34
2008-09-25,34
2008-09-26,34
2008-09-27,34
2008-09-28,34
2008-09-29,34
2008-09-30,34
2008-10-01,34
2008-10-02,34
2008-10-03,34
2008-10-04,34
2008-10-05,34
2008-10-06,33
2008-10-07,33
2008-10-08,32
2008-10-09,32
2008-10-10,31
2008-10-11,30
2008-10-12,31
2008-10-13,32
2008-10-14,32
2008-10-15,33
2008-10-16,33
2008-10-17,34
2008-10-18,34
2008-10-19,35
2008-10-20,36
2008-10-21,37
2008-10-22,37
2008-10-23,38
2008-10-24,38
2008-10-25,39
2008-10-26,38
2008-10-27,36
2008-10-28,35
2008-10-29,33
2008-10-30,32
2008-10-31,31
2008-11-01,30
2008-11-02,30
2008-11-03,30
2008-11-04,31
2008-11-05,31
2008-11-06,32
2008-11-07,32
2008-11-08,33
2008-11-09,33
2008-11-10,32
2008-11-11,33
2008-11-12,33
2008-11-13,33
2008-11-14,34
2008-11-15,34
2008-11-16,34
2008-11-17,35
2008-11-18,35
2008-11-19,35
2008-11-20,35
2008-11-21,35
2008-11-22,35
2008-11-23,35
2008-11-24,34
2008-11-25,34
2008-11-26,34
2008-11-27,34
2008-11-28,34
2008-11-29,34
2008-11-30,34
2008-12-07,35
2008-12-08,35
2008-12-09,35
2008-12-10,36
2008-12-11,36
2008-12-12,36
2008-12-13,36
2008-12-14,37
2008-12-15,37
2008-12-16,37
2008-12-17,38
2008-12-18,38
2008-12-19,38
2008-12-20,38
2008-12-21,37
2008-12-22,36
2008-12-23,35
2008-12-24,34
2008-12-25,33
2008-12-26,32
2008-12-27,31
2008-12-28,31
2008-12-29,31
2008-12-30,31
2008-12-31,31
2009-01-01,31
2009-01-02,31
2009-01-03,31
2009-01-04,31
2009-01-05,32
2009-01-06,32
2009-01-07,32
2009-01-08,32
2009-01-09,32
2009-01-10,32
2009-01-11,33
2009-01-12,33
2009-01-13,33
2009-01-14,34
2009-01-15,35
2009-01-16,36
2009-01-17,36
2009-01-18,37
2009-01-19,38
2009-01-20,38
2009-01-21,39
2009-01-22,39
2009-01-23,40
2009-01-24,41
2009-01-25,39
2009-01-26,37
2009-01-27,36
2009-01-28,34
2009-01-29,33
2009-01-30,31
2009-01-31,30
2009-02-01,30
2009-02-02,30
2009-02-03,30
2009-02-04,30
2009-02-05,30
2009-02-06,30
2009-02-07,30
2009-02-08,30
2009-02-09,29
2009-02-10,29
2009-02-11,29
2009-02-12,29
2009-02-13,29
2009-02-14,29
2009-02-15,35
2009-02-16,42
2009-02-17,48
2009-02-18,54
2009-02-19,60
2009-02-20,66
2009-02-21,72
2009-02-22,67
