Date,Intralink
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,2
2010-07-03,5
2010-07-04,7
2010-07-05,10
2010-07-06,13
2010-07-07,15
2010-07-08,18
2010-07-09,20
2010-07-10,23
2010-07-11,26
2010-07-12,28
2010-07-13,31
2010-07-14,33
2010-07-15,36
2010-07-16,39
2010-07-17,41
2010-07-18,44
2010-07-19,47
2010-07-20,49
2010-07-21,52
2010-07-22,54
2010-07-23,57
2010-07-24,60
2010-07-25,62
2010-07-26,65
2010-07-27,67
2010-07-28,70
2010-07-29,73
2010-07-30,75
2010-07-31,78
2010-08-01,81
2010-08-02,80
2010-08-03,79
2010-08-04,79
2010-08-05,78
2010-08-06,78
2010-08-07,77
2010-08-08,77
2010-08-09,76
2010-08-10,76
2010-08-11,75
2010-08-12,75
2010-08-13,74
2010-08-14,74
2010-08-15,73
2010-08-16,73
2010-08-17,72
2010-08-18,72
2010-08-19,71
2010-08-20,71
2010-08-21,70
2010-08-22,70
2010-08-23,69
2010-08-24,69
2010-08-25,68
2010-08-26,68
2010-08-27,67
2010-08-28,67
2010-08-29,66
2010-08-30,66
2010-08-31,65
2010-09-01,65
2010-09-02,64
2010-09-03,64
2010-09-04,64
2010-09-05,64
2010-09-06,64
2010-09-07,64
2010-09-08,64
2010-09-09,63
2010-09-10,63
2010-09-11,63
2010-09-12,63
2010-09-13,63
2010-09-14,63
2010-09-15,63
2010-09-16,63
2010-09-17,62
2010-09-18,62
2010-09-19,62
2010-09-20,62
2010-09-21,62
2010-09-22,62
2010-09-23,62
2010-09-24,61
2010-09-25,61
2010-09-26,61
2010-09-27,61
2010-09-28,61
2010-09-29,61
2010-09-30,61
2010-10-01,61
2010-10-02,60
2010-10-03,60
2010-10-04,60
2010-10-05,60
2010-10-06,60
2010-10-07,60
2010-10-08,59
2010-10-09,59
2010-10-10,59
2010-10-11,59
2010-10-12,59
2010-10-13,59
2010-10-14,58
2010-10-15,58
2010-10-16,58
2010-10-17,58
2010-10-18,58
2010-10-19,58
2010-10-20,57
2010-10-21,57
2010-10-22,57
2010-10-23,57
2010-10-24,57
2010-10-25,57
2010-10-26,56
2010-10-27,56
2010-10-28,56
2010-10-29,56
2010-10-30,56
2010-10-31,56
2010-11-01,56
2010-11-02,56
2010-11-03,56
2010-11-04,56
2010-11-05,56
2010-11-06,56
2010-11-07,56
2010-11-08,56
2010-11-09,56
2010-11-10,56
2010-11-11,56
2010-11-12,56
2010-11-13,56
2010-11-14,56
2010-11-15,56
2010-11-16,56
2010-11-17,56
2010-11-18,56
2010-11-19,56
2010-11-20,56
2010-11-21,56
2010-11-22,56
2010-11-23,56
2010-11-24,56
2010-11-25,56
2010-11-26,56
2010-11-27,56
2010-11-28,56
2010-11-29,56
2010-11-30,56
2010-12-01,56
2010-12-02,56
2010-12-03,56
2010-12-04,56
2010-12-05,56
2010-12-06,56
2010-12-07,56
2010-12-08,56
2010-12-09,56
2010-12-10,56
2010-12-11,56
2010-12-12,56
2010-12-13,56
2010-12-14,56
2010-12-15,56
2010-12-16,56
2010-12-17,56
2010-12-18,56
2010-12-19,56
2010-12-20,56
2010-12-21,56
2010-12-22,56
2010-12-23,56
2010-12-24,56
2010-12-25,56
2010-12-26,56
2010-12-27,56
2010-12-28,56
2010-12-29,56
2010-12-30,56
2010-12-31,56
2011-01-01,56
2011-01-02,56
2011-01-03,57
2011-01-04,57
2011-01-05,58
2011-01-06,59
2011-01-07,59
2011-01-08,60
2011-01-09,61
2011-01-10,61
2011-01-11,62
2011-01-12,63
2011-01-13,63
2011-01-14,64
2011-01-15,65
2011-01-16,65
2011-01-17,66
2011-01-18,66
2011-01-19,67
2011-01-20,68
2011-01-21,68
2011-01-22,69
2011-01-23,70
2011-01-24,70
2011-01-25,71
2011-01-26,72
2011-01-27,72
2011-01-28,73
2011-01-29,74
2011-01-30,74
2011-01-31,75
2011-02-01,76
2011-02-02,76
2011-02-03,76
2011-02-04,76
2011-02-05,77
2011-02-06,77
2011-02-07,77
2011-02-08,77
2011-02-09,78
2011-02-10,78
2011-02-11,78
2011-02-12,78
2011-02-13,79
2011-02-14,79
2011-02-15,79
2011-02-16,79
2011-02-17,80
2011-02-18,80
2011-02-19,80
2011-02-20,80
2011-02-21,81
2011-02-22,81
2011-02-23,81
2011-02-24,81
2011-02-25,82
2011-02-26,82
2011-02-27,82
2011-02-28,82
2011-03-01,83
2011-03-02,83
2011-03-03,83
2011-03-04,83
2011-03-05,84
2011-03-06,84
2011-03-07,84
2011-03-08,85
2011-03-09,85
2011-03-10,85
2011-03-11,85
2011-03-12,86
2011-03-13,86
2011-03-14,86
2011-03-15,87
2011-03-16,87
2011-03-17,87
2011-03-18,87
2011-03-19,88
2011-03-20,88
2011-03-21,88
2011-03-22,89
2011-03-23,89
2011-03-24,89
2011-03-25,89
2011-03-26,90
2011-03-27,90
2011-03-28,90
2011-03-29,91
2011-03-30,91
2011-03-31,91
2011-04-01,92
2011-04-02,92
2011-04-03,92
2011-04-04,92
2011-04-05,93
2011-04-06,93
2011-04-07,93
2011-04-08,93
2011-04-09,94
2011-04-10,94
2011-04-11,94
2011-04-12,94
2011-04-13,95
2011-04-14,95
2011-04-15,95
2011-04-16,96
2011-04-17,96
2011-04-18,96
2011-04-19,96
2011-04-20,97
2011-04-21,97
2011-04-22,97
2011-04-23,97
2011-04-24,98
2011-04-25,98
2011-04-26,98
2011-04-27,98
2011-04-28,99
2011-04-29,99
2011-04-30,99
2011-05-01,100
2011-05-02,98
2011-05-03,97
2011-05-04,96
2011-05-05,95
2011-05-06,94
2011-05-07,93
2011-05-08,91
2011-05-09,90
2011-05-10,89
2011-05-11,88
2011-05-12,87
2011-05-13,86
2011-05-14,84
2011-05-15,83
2011-05-16,82
2011-05-17,81
2011-05-18,80
2011-05-19,79
2011-05-20,77
2011-05-21,76
2011-05-22,75
2011-05-23,74
2011-05-24,73
2011-05-25,72
2011-05-26,70
2011-05-27,69
2011-05-28,68
2011-05-29,67
2011-05-30,66
2011-05-31,65
2011-06-01,64
2011-06-02,64
2011-06-03,64
2011-06-04,64
2011-06-05,64
2011-06-06,64
2011-06-07,64
2011-06-08,64
2011-06-09,64
2011-06-10,64
2011-06-11,64
2011-06-12,64
2011-06-13,64
2011-06-14,64
2011-06-15,64
2011-06-16,64
2011-06-17,64
2011-06-18,64
2011-06-19,64
2011-06-20,64
2011-06-21,64
2011-06-22,64
2011-06-23,64
2011-06-24,64
2011-06-25,64
2011-06-26,64
2011-06-27,64
2011-06-28,64
2011-06-29,64
2011-06-30,64
2011-07-01,64
2011-07-02,64
2011-07-03,64
2011-07-04,64
2011-07-05,64
2011-07-06,64
2011-07-07,64
2011-07-08,64
2011-07-09,64
2011-07-10,64
2011-07-11,64
2011-07-12,64
2011-07-13,64
2011-07-14,64
2011-07-15,64
2011-07-16,64
2011-07-17,64
2011-07-18,64
2011-07-19,64
2011-07-20,64
2011-07-21,64
2011-07-22,64
2011-07-23,64
2011-07-24,64
2011-07-25,64
2011-07-26,64
2011-07-27,64
2011-07-28,64
2011-07-29,64
2011-07-30,64
2011-07-31,64
2011-08-01,64
2011-08-02,64
2011-08-03,64
2011-08-04,64
2011-08-05,64
2011-08-06,64
2011-08-07,64
2011-08-08,64
2011-08-09,64
2011-08-10,64
2011-08-11,64
2011-08-12,64
2011-08-13,64
2011-08-14,64
2011-08-15,64
2011-08-16,64
2011-08-17,64
2011-08-18,64
2011-08-19,64
2011-08-20,64
2011-08-21,64
2011-08-22,64
2011-08-23,64
2011-08-24,64
2011-08-25,64
2011-08-26,64
2011-08-27,64
2011-08-28,64
2011-08-29,64
2011-08-30,64
2011-08-31,64
2011-09-01,64
