Date,Five Below
2012-11-06,30
2012-11-07,30
2012-11-08,30
2012-11-09,30
2012-11-10,30
2012-11-11,30
2012-11-12,30
2012-11-13,30
2012-11-14,30
2012-11-15,30
2012-11-16,30
2012-11-17,30
2012-11-18,30
2012-11-19,30
2012-11-20,31
2012-11-21,31
2012-11-22,32
2012-11-23,32
2012-11-24,33
2012-11-25,33
2012-11-26,34
2012-11-27,34
2012-11-28,35
2012-11-29,35
2012-11-30,36
2012-12-01,37
2012-12-02,37
2012-12-03,37
2012-12-04,37
2012-12-05,38
2012-12-06,39
2012-12-07,39
2012-12-08,40
2012-12-09,42
2012-12-10,45
2012-12-11,48
2012-12-12,50
2012-12-13,52
2012-12-14,54
2012-12-15,57
2012-12-16,54
2012-12-17,50
2012-12-18,48
2012-12-19,45
2012-12-20,43
2012-12-21,40
2012-12-22,37
2012-12-23,37
2012-12-24,39
2012-12-25,39
2012-12-26,39
2012-12-27,39
2012-12-28,40
2012-12-29,42
2012-12-30,37
2013-01-06,32
2013-01-07,37
2013-01-08,27
2013-01-09,29
2013-01-10,30
2013-01-11,30
2013-01-12,30
2013-01-13,31
2013-01-14,32
2013-01-15,32
2013-01-16,32
2013-01-17,32
2013-01-18,32
2013-01-19,32
2013-01-20,31
2013-01-21,30
2013-01-22,29
2013-01-23,29
2013-01-24,28
2013-01-25,27
2013-01-26,27
2013-01-27,27
2013-01-28,27
2013-01-29,27
2013-01-30,27
2013-01-31,27
2013-02-01,27
2013-02-02,27
2013-02-03,26
2013-02-04,26
2013-02-05,25
2013-02-06,25
2013-02-07,24
2013-02-08,24
2013-02-09,24
2013-02-10,22
2013-02-11,22
2013-02-12,22
2013-02-13,22
2013-02-14,22
2013-02-15,22
2013-02-16,22
2013-02-17,22
2013-02-18,22
2013-02-19,22
2013-02-20,22
2013-02-21,22
2013-02-22,22
2013-02-23,22
2013-02-24,22
2013-02-25,22
2013-02-26,22
2013-02-27,22
2013-02-28,22
2013-03-01,22
2013-03-02,22
2013-03-03,22
2013-03-04,22
2013-03-05,22
2013-03-06,22
2013-03-07,22
2013-03-08,22
2013-03-09,22
2013-03-10,23
2013-03-11,24
2013-03-12,21
2013-03-13,23
2013-03-14,25
2013-03-15,26
2013-03-16,27
2013-03-17,28
2013-03-18,29
2013-03-19,30
2013-03-20,31
2013-03-21,32
2013-03-22,33
2013-03-23,34
2013-03-24,35
2013-03-25,37
2013-03-26,38
2013-03-27,39
2013-03-28,41
2013-03-29,42
2013-03-30,45
2013-03-31,35
2013-04-01,29
2013-04-02,23
2013-04-03,17
2013-04-04,11
2013-04-05,5
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,0
2013-04-10,0
2013-04-11,0
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,0
2013-04-17,0
2013-04-18,0
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,0
2013-04-30,0
2013-05-01,0
2013-05-02,0
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,0
2013-05-07,0
2013-05-08,0
2013-05-09,0
2013-05-10,0
2013-05-11,0
2013-05-12,3
2013-05-13,6
2013-05-14,9
2013-05-15,12
2013-05-16,15
2013-05-17,18
2013-05-18,22
2013-05-19,22
2013-05-20,22
2013-05-21,22
2013-05-22,22
2013-05-23,22
2013-05-24,22
2013-05-25,23
2013-05-26,23
2013-05-27,23
2013-05-28,23
2013-05-29,23
2013-05-30,23
2013-05-31,23
2013-06-01,24
2013-06-02,24
2013-06-03,24
2013-06-04,24
2013-06-05,24
2013-06-06,24
2013-06-07,24
2013-06-08,24
2013-06-09,25
2013-06-10,26
2013-06-11,27
2013-06-12,28
2013-06-13,29
2013-06-14,30
2013-06-15,31
2013-06-16,31
2013-06-17,31
2013-06-18,31
2013-06-19,31
2013-06-20,31
2013-06-21,31
2013-06-22,31
2013-06-23,31
2013-06-24,31
2013-06-25,31
2013-06-26,31
2013-06-27,31
2013-06-28,31
2013-06-29,31
2013-06-30,31
2013-07-07,31
2013-07-08,31
2013-07-09,31
2013-07-10,31
2013-07-11,31
2013-07-12,31
2013-07-13,32
2013-07-14,31
2013-07-15,30
2013-07-16,29
2013-07-17,28
2013-07-18,27
2013-07-19,26
2013-07-20,25
2013-07-21,25
2013-07-22,25
2013-07-23,25
2013-07-24,25
2013-07-25,25
2013-07-26,25
2013-07-27,25
2013-07-28,25
2013-07-29,25
2013-07-30,25
2013-07-31,25
2013-08-01,25
2013-08-02,25
2013-08-03,25
2013-08-04,25
2013-08-05,24
2013-08-06,24
2013-08-07,24
2013-08-08,24
2013-08-09,24
2013-08-10,24
2013-08-11,24
2013-08-12,24
2013-08-13,24
2013-08-14,23
2013-08-15,23
2013-08-16,23
2013-08-17,22
2013-08-18,23
2013-08-19,24
2013-08-20,24
2013-08-21,25
2013-08-22,25
2013-08-23,26
2013-08-24,26
2013-08-25,28
2013-08-26,29
2013-08-27,30
2013-08-28,31
2013-08-29,32
2013-08-30,33
2013-08-31,34
2013-09-01,34
2013-09-02,34
2013-09-03,34
2013-09-04,34
2013-09-05,34
2013-09-06,34
2013-09-07,33
2013-09-08,33
2013-09-09,34
2013-09-10,34
2013-09-11,34
2013-09-12,34
2013-09-13,34
2013-09-14,34
2013-09-15,32
2013-09-16,31
2013-09-17,30
2013-09-18,28
2013-09-19,27
2013-09-20,26
2013-09-21,25
2013-09-22,27
2013-09-23,29
2013-09-24,32
2013-09-25,34
2013-09-26,36
2013-09-27,39
2013-09-28,43
2013-09-29,37
