Date,Boingo Wireless
2010-12-16,0
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,0
2010-12-26,0
2010-12-27,0
2010-12-28,0
2010-12-29,0
2010-12-30,0
2010-12-31,0
2011-01-01,0
2011-01-02,0
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,0
2011-01-26,0
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,0
2011-02-02,0
2011-02-03,0
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,0
2011-02-08,0
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,0
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,0
2011-03-01,0
2011-03-02,2
2011-03-03,5
2011-03-04,8
2011-03-05,11
2011-03-06,14
2011-03-07,17
2011-03-08,20
2011-03-09,22
2011-03-10,25
2011-03-11,28
2011-03-12,31
2011-03-13,34
2011-03-14,37
2011-03-15,40
2011-03-16,43
2011-03-17,45
2011-03-18,48
2011-03-19,51
2011-03-20,54
2011-03-21,57
2011-03-22,60
2011-03-23,63
2011-03-24,66
2011-03-25,68
2011-03-26,71
2011-03-27,74
2011-03-28,77
2011-03-29,80
2011-03-30,83
2011-03-31,86
2011-04-01,89
2011-04-02,89
2011-04-03,89
2011-04-04,89
2011-04-05,89
2011-04-06,89
2011-04-07,89
2011-04-08,89
2011-04-09,89
2011-04-10,89
2011-04-11,89
2011-04-12,89
2011-04-13,89
2011-04-14,89
2011-04-15,89
2011-04-16,90
2011-04-17,90
2011-04-18,90
2011-04-19,90
2011-04-20,90
2011-04-21,90
2011-04-22,90
2011-04-23,90
2011-04-24,90
2011-04-25,90
2011-04-26,90
2011-04-27,90
2011-04-28,90
2011-04-29,90
2011-04-30,90
2011-05-01,91
2011-05-02,91
2011-05-03,91
2011-05-04,91
2011-05-05,91
2011-05-06,91
2011-05-07,91
2011-05-08,92
2011-05-09,92
2011-05-10,92
2011-05-11,92
2011-05-12,92
2011-05-13,92
2011-05-14,93
2011-05-15,93
2011-05-16,93
2011-05-17,93
2011-05-18,93
2011-05-19,93
2011-05-20,94
2011-05-21,94
2011-05-22,94
2011-05-23,94
2011-05-24,94
2011-05-25,94
2011-05-26,95
2011-05-27,95
2011-05-28,95
2011-05-29,95
2011-05-30,95
2011-05-31,95
2011-06-01,96
2011-06-02,96
2011-06-03,96
2011-06-04,96
2011-06-05,96
2011-06-06,96
2011-06-07,96
2011-06-08,96
2011-06-09,97
2011-06-10,97
2011-06-11,97
2011-06-12,97
2011-06-13,97
2011-06-14,97
2011-06-15,97
2011-06-16,98
2011-06-17,98
2011-06-18,98
2011-06-19,98
2011-06-20,98
2011-06-21,98
2011-06-22,98
2011-06-23,98
2011-06-24,99
2011-06-25,99
2011-06-26,99
2011-06-27,99
2011-06-28,99
2011-06-29,99
2011-06-30,99
2011-07-01,100
2011-07-02,99
2011-07-03,99
2011-07-04,99
2011-07-05,98
2011-07-06,98
2011-07-07,98
2011-07-08,98
2011-07-09,97
2011-07-10,97
2011-07-11,97
2011-07-12,97
2011-07-13,96
2011-07-14,96
2011-07-15,96
2011-07-16,96
2011-07-17,95
2011-07-18,95
2011-07-19,95
2011-07-20,95
2011-07-21,94
2011-07-22,94
2011-07-23,94
2011-07-24,94
2011-07-25,93
2011-07-26,93
2011-07-27,93
2011-07-28,93
2011-07-29,92
2011-07-30,92
2011-07-31,92
2011-08-01,92
2011-08-02,92
2011-08-03,92
2011-08-04,92
2011-08-05,92
2011-08-06,92
2011-08-07,92
2011-08-08,92
2011-08-09,92
2011-08-10,92
2011-08-11,92
2011-08-12,92
2011-08-13,92
2011-08-14,92
2011-08-15,92
2011-08-16,92
2011-08-17,92
2011-08-18,92
2011-08-19,92
2011-08-20,92
2011-08-21,92
2011-08-22,92
2011-08-23,92
2011-08-24,92
2011-08-25,92
2011-08-26,92
2011-08-27,92
2011-08-28,92
2011-08-29,92
2011-08-30,92
2011-08-31,92
2011-09-01,92
2011-09-02,88
2011-09-03,85
2011-09-04,82
2011-09-05,79
2011-09-06,76
2011-09-07,73
2011-09-08,70
2011-09-09,67
2011-09-10,64
2011-09-11,61
2011-09-12,58
2011-09-13,55
2011-09-14,52
2011-09-15,49
2011-09-16,46
2011-09-17,42
2011-09-18,39
2011-09-19,36
2011-09-20,33
2011-09-21,30
2011-09-22,27
2011-09-23,24
2011-09-24,21
2011-09-25,18
2011-09-26,15
2011-09-27,12
2011-09-28,9
2011-09-29,6
2011-09-30,3
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,0
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,0
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,0
2011-11-09,0
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,2
2012-02-03,4
2012-02-04,6
2012-02-05,9
2012-02-06,11
2012-02-07,13
2012-02-08,15
2012-02-09,18
2012-02-10,20
2012-02-11,22
2012-02-12,25
2012-02-13,27
2012-02-14,29
2012-02-15,31
2012-02-16,34
2012-02-17,36
2012-02-18,38
2012-02-19,40
2012-02-20,43
2012-02-21,45
2012-02-22,47
2012-02-23,50
2012-02-24,52
2012-02-25,54
2012-02-26,56
2012-02-27,59
2012-02-28,61
2012-02-29,63
2012-03-01,66
2012-03-02,65
2012-03-03,65
2012-03-04,65
2012-03-05,65
2012-03-06,65
2012-03-07,65
2012-03-08,65
2012-03-09,65
2012-03-10,65
2012-03-11,65
2012-03-12,64
2012-03-13,64
2012-03-14,64
2012-03-15,64
2012-03-16,64
2012-03-17,64
2012-03-18,64
2012-03-19,64
2012-03-20,64
2012-03-21,64
2012-03-22,63
2012-03-23,63
2012-03-24,63
2012-03-25,63
2012-03-26,63
2012-03-27,63
2012-03-28,63
2012-03-29,63
2012-03-30,63
2012-03-31,63
2012-04-01,63
2012-04-02,63
2012-04-03,63
2012-04-04,63
2012-04-05,63
2012-04-06,64
2012-04-07,64
2012-04-08,64
2012-04-09,64
2012-04-10,65
2012-04-11,65
2012-04-12,65
2012-04-13,65
2012-04-14,66
2012-04-15,66
2012-04-16,66
2012-04-17,66
2012-04-18,66
2012-04-19,67
2012-04-20,67
2012-04-21,67
2012-04-22,67
2012-04-23,68
2012-04-24,68
2012-04-25,68
2012-04-26,68
2012-04-27,69
2012-04-28,69
2012-04-29,69
2012-04-30,69
2012-05-01,70
2012-05-02,70
2012-05-03,70
2012-05-04,70
2012-05-05,70
2012-05-06,70
2012-05-07,70
2012-05-08,70
2012-05-09,70
2012-05-10,70
2012-05-11,70
2012-05-12,71
2012-05-13,71
2012-05-14,71
2012-05-15,71
2012-05-16,71
2012-05-17,71
2012-05-18,71
2012-05-19,71
2012-05-20,71
2012-05-21,71
2012-05-22,72
2012-05-23,72
2012-05-24,72
2012-05-25,72
2012-05-26,72
2012-05-27,72
2012-05-28,72
2012-05-29,72
2012-05-30,72
2012-05-31,72
2012-06-01,73
