Date,RetailMeNot
2013-07-14,74
2013-07-15,72
2013-07-16,70
2013-07-17,68
2013-07-18,66
2013-07-19,64
2013-07-20,62
2013-07-21,60
2013-07-22,58
2013-07-23,56
2013-07-24,54
2013-07-25,52
2013-07-26,50
2013-07-27,48
2013-07-28,46
2013-07-29,44
2013-07-30,42
2013-07-31,40
2013-08-01,39
2013-08-02,38
2013-08-03,38
2013-08-04,38
2013-08-05,38
2013-08-06,37
2013-08-07,37
2013-08-08,37
2013-08-09,37
2013-08-10,36
2013-08-11,36
2013-08-12,36
2013-08-13,36
2013-08-14,36
2013-08-15,35
2013-08-16,35
2013-08-17,35
2013-08-18,35
2013-08-19,34
2013-08-20,34
2013-08-21,34
2013-08-22,34
2013-08-23,34
2013-08-24,33
2013-08-25,33
2013-08-26,33
2013-08-27,33
2013-08-28,32
2013-08-29,32
2013-08-30,32
2013-08-31,32
2013-09-01,32
2013-09-02,32
2013-09-03,32
2013-09-04,32
2013-09-05,32
2013-09-06,32
2013-09-07,32
2013-09-08,32
2013-09-09,32
2013-09-10,32
2013-09-11,32
2013-09-12,32
2013-09-13,32
2013-09-14,32
2013-09-15,32
2013-09-16,33
2013-09-17,33
2013-09-18,33
2013-09-19,33
2013-09-20,33
2013-09-21,33
2013-09-22,33
2013-09-23,33
2013-09-24,33
2013-09-25,33
2013-09-26,33
2013-09-27,33
2013-09-28,33
2013-09-29,33
2013-09-30,33
2013-10-01,34
2013-10-02,34
2013-10-03,34
2013-10-04,34
2013-10-05,34
2013-10-06,34
2013-10-07,34
2013-10-08,34
2013-10-09,34
2013-10-10,34
2013-10-11,34
2013-10-12,34
2013-10-13,34
2013-10-14,34
2013-10-15,34
2013-10-16,34
2013-10-17,34
2013-10-18,34
2013-10-19,34
2013-10-20,34
2013-10-21,34
2013-10-22,34
2013-10-23,34
2013-10-24,34
2013-10-25,34
2013-10-26,34
2013-10-27,34
2013-10-28,34
2013-10-29,34
2013-10-30,34
2013-10-31,34
2013-11-01,34
2013-11-02,34
2013-11-03,34
2013-11-04,34
2013-11-05,34
2013-11-06,34
2013-11-07,34
2013-11-08,34
2013-11-09,34
2013-11-10,34
2013-11-11,35
2013-11-12,35
2013-11-13,35
2013-11-14,35
2013-11-15,35
2013-11-16,35
2013-11-17,35
2013-11-18,35
2013-11-19,35
2013-11-20,35
2013-11-21,36
2013-11-22,36
2013-11-23,36
2013-11-24,36
2013-11-25,36
2013-11-26,36
2013-11-27,36
2013-11-28,36
2013-11-29,36
2013-11-30,36
2013-12-01,37
2013-12-02,37
2013-12-03,37
2013-12-04,37
2013-12-05,37
2013-12-06,37
2013-12-07,37
2013-12-08,37
2013-12-09,37
2013-12-10,37
2013-12-11,37
2013-12-12,37
2013-12-13,37
2013-12-14,37
2013-12-15,37
2013-12-16,37
2013-12-17,38
2013-12-18,38
2013-12-19,38
2013-12-20,38
2013-12-21,38
2013-12-22,38
2013-12-23,38
2013-12-24,38
2013-12-25,38
2013-12-26,38
2013-12-27,38
2013-12-28,38
2013-12-29,38
2013-12-30,38
2013-12-31,38
2014-01-01,39
2014-01-02,39
2014-01-03,39
2014-01-04,39
2014-01-05,39
2014-01-06,39
2014-01-07,39
2014-01-08,39
2014-01-09,39
2014-01-10,39
2014-01-11,39
2014-01-12,39
2014-01-13,39
2014-01-14,39
2014-01-15,39
2014-01-16,39
2014-01-17,40
2014-01-18,40
2014-01-19,40
2014-01-20,40
2014-01-21,40
2014-01-22,40
2014-01-23,40
2014-01-24,40
2014-01-25,40
2014-01-26,40
2014-01-27,40
2014-01-28,40
2014-01-29,40
2014-01-30,40
2014-01-31,40
2014-02-01,41
