Date,Splunk
2012-06-05,47
2012-06-06,47
2012-06-07,46
2012-06-08,45
2012-06-09,44
2012-06-10,43
2012-06-11,43
2012-06-12,42
2012-06-13,41
2012-06-14,40
2012-06-15,39
2012-06-16,39
2012-06-17,38
2012-06-18,37
2012-06-19,36
2012-06-20,35
2012-06-21,35
2012-06-22,34
2012-06-23,33
2012-06-24,32
2012-06-25,31
2012-06-26,31
2012-06-27,30
2012-06-28,29
2012-06-29,28
2012-06-30,27
2012-07-01,27
2012-07-02,27
2012-07-03,28
2012-07-04,28
2012-07-05,29
2012-07-06,29
2012-07-07,30
2012-07-08,30
2012-07-09,31
2012-07-10,31
2012-07-11,32
2012-07-12,32
2012-07-13,33
2012-07-14,33
2012-07-15,34
2012-07-16,34
2012-07-17,35
2012-07-18,35
2012-07-19,36
2012-07-20,36
2012-07-21,37
2012-07-22,37
2012-07-23,38
2012-07-24,38
2012-07-25,39
2012-07-26,39
2012-07-27,40
2012-07-28,40
2012-07-29,41
2012-07-30,41
2012-07-31,42
2012-08-01,43
2012-08-02,42
2012-08-03,42
2012-08-04,41
2012-08-05,41
2012-08-06,40
2012-08-07,40
2012-08-08,39
2012-08-09,39
2012-08-10,38
2012-08-11,38
2012-08-12,38
2012-08-13,37
2012-08-14,37
2012-08-15,36
2012-08-16,36
2012-08-17,35
2012-08-18,35
2012-08-19,34
2012-08-20,34
2012-08-21,33
2012-08-22,33
2012-08-23,33
2012-08-24,32
2012-08-25,32
2012-08-26,31
2012-08-27,31
2012-08-28,30
2012-08-29,30
2012-08-30,29
2012-08-31,29
2012-09-01,29
2012-09-02,29
2012-09-03,29
2012-09-04,29
2012-09-05,29
2012-09-06,29
2012-09-07,29
2012-09-08,29
2012-09-09,29
2012-09-10,29
2012-09-11,30
2012-09-12,30
2012-09-13,30
2012-09-14,30
2012-09-15,30
2012-09-16,30
2012-09-17,30
2012-09-18,30
2012-09-19,30
2012-09-20,30
2012-09-21,31
2012-09-22,31
2012-09-23,31
2012-09-24,31
2012-09-25,31
2012-09-26,31
2012-09-27,31
2012-09-28,31
2012-09-29,31
2012-09-30,31
2012-10-01,32
2012-10-02,31
2012-10-03,31
2012-10-04,31
2012-10-05,30
2012-10-06,30
2012-10-07,30
2012-10-08,29
2012-10-09,29
2012-10-10,29
2012-10-11,29
2012-10-12,28
2012-10-13,28
2012-10-14,28
2012-10-15,27
2012-10-16,27
2012-10-17,27
2012-10-18,27
2012-10-19,26
2012-10-20,26
2012-10-21,26
2012-10-22,25
2012-10-23,25
2012-10-24,25
2012-10-25,25
2012-10-26,24
2012-10-27,24
2012-10-28,24
2012-10-29,23
2012-10-30,23
2012-10-31,23
2012-11-01,23
2012-11-02,22
2012-11-03,22
2012-11-04,22
2012-11-05,22
2012-11-06,22
2012-11-07,22
2012-11-08,22
2012-11-09,22
2012-11-10,22
2012-11-11,22
2012-11-12,22
2012-11-13,22
2012-11-14,22
2012-11-15,22
2012-11-16,22
2012-11-17,21
2012-11-18,21
2012-11-19,21
2012-11-20,21
2012-11-21,21
2012-11-22,21
2012-11-23,21
2012-11-24,21
2012-11-25,21
2012-11-26,21
2012-11-27,21
2012-11-28,21
2012-11-29,21
2012-11-30,21
2012-12-01,21
2012-12-02,21
2012-12-03,21
2012-12-04,21
2012-12-05,21
2012-12-06,22
2012-12-07,22
2012-12-08,22
2012-12-09,22
2012-12-10,23
2012-12-11,23
2012-12-12,23
2012-12-13,23
2012-12-14,23
2012-12-15,24
2012-12-16,24
2012-12-17,24
2012-12-18,24
2012-12-19,25
2012-12-20,25
2012-12-21,25
2012-12-22,25
2012-12-23,25
2012-12-24,26
2012-12-25,26
2012-12-26,26
2012-12-27,26
2012-12-28,27
2012-12-29,27
2012-12-30,27
2012-12-31,27
2013-01-01,28
2013-01-02,28
2013-01-03,28
2013-01-04,28
2013-01-05,28
2013-01-06,28
2013-01-07,28
2013-01-08,28
2013-01-09,29
2013-01-10,29
2013-01-11,29
2013-01-12,29
2013-01-13,29
2013-01-14,29
2013-01-15,29
2013-01-16,29
2013-01-17,30
2013-01-18,30
2013-01-19,30
2013-01-20,30
2013-01-21,30
2013-01-22,30
2013-01-23,30
2013-01-24,30
2013-01-25,31
2013-01-26,31
2013-01-27,31
2013-01-28,31
2013-01-29,31
2013-01-30,31
2013-01-31,31
2013-02-01,32
2013-02-02,31
2013-02-03,31
2013-02-04,31
2013-02-05,31
2013-02-06,31
2013-02-07,30
2013-02-08,30
2013-02-09,30
2013-02-10,30
2013-02-11,30
2013-02-12,30
2013-02-13,29
2013-02-14,29
2013-02-15,29
2013-02-16,29
2013-02-17,29
2013-02-18,28
2013-02-19,28
2013-02-20,28
2013-02-21,28
2013-02-22,28
2013-02-23,28
2013-02-24,27
2013-02-25,27
2013-02-26,27
2013-02-27,27
2013-02-28,27
2013-03-01,27
2013-03-02,27
2013-03-03,27
2013-03-04,27
2013-03-05,27
2013-03-06,27
2013-03-07,28
2013-03-08,28
2013-03-09,28
2013-03-10,28
2013-03-11,28
2013-03-12,29
2013-03-13,29
2013-03-14,29
2013-03-15,29
2013-03-16,29
2013-03-17,30
2013-03-18,30
2013-03-19,30
2013-03-20,30
2013-03-21,30
2013-03-22,31
2013-03-23,31
2013-03-24,31
2013-03-25,31
2013-03-26,31
2013-03-27,32
2013-03-28,32
2013-03-29,32
2013-03-30,32
2013-03-31,32
2013-04-01,33
2013-04-02,33
2013-04-03,33
2013-04-04,33
2013-04-05,33
2013-04-06,33
2013-04-07,33
2013-04-08,33
2013-04-09,33
2013-04-10,33
2013-04-11,33
2013-04-12,33
2013-04-13,33
2013-04-14,33
2013-04-15,33
2013-04-16,33
2013-04-17,33
2013-04-18,33
2013-04-19,33
2013-04-20,33
2013-04-21,33
2013-04-22,33
2013-04-23,33
2013-04-24,33
2013-04-25,33
2013-04-26,33
2013-04-27,33
2013-04-28,33
2013-04-29,33
2013-04-30,33
2013-05-01,33
2013-05-02,33
2013-05-03,33
2013-05-04,34
2013-05-05,34
2013-05-06,35
2013-05-07,35
2013-05-08,36
2013-05-09,36
2013-05-10,37
2013-05-11,37
2013-05-12,37
2013-05-13,38
2013-05-14,38
2013-05-15,39
2013-05-16,39
2013-05-17,40
2013-05-18,40
2013-05-19,41
2013-05-20,41
2013-05-21,42
2013-05-22,42
2013-05-23,42
2013-05-24,43
2013-05-25,43
2013-05-26,44
2013-05-27,44
2013-05-28,45
2013-05-29,45
2013-05-30,46
2013-05-31,46
2013-06-01,47
