Date,Riverbed
2007-01-08,58
2007-01-09,58
2007-01-10,58
2007-01-11,58
2007-01-12,59
2007-01-13,59
2007-01-14,59
2007-01-15,59
2007-01-16,59
2007-01-17,59
2007-01-18,59
2007-01-19,59
2007-01-20,59
2007-01-21,59
2007-01-22,60
2007-01-23,60
2007-01-24,60
2007-01-25,60
2007-01-26,60
2007-01-27,60
2007-01-28,60
2007-01-29,60
2007-01-30,60
2007-01-31,60
2007-02-01,61
2007-02-02,60
2007-02-03,59
2007-02-04,58
2007-02-05,57
2007-02-06,57
2007-02-07,56
2007-02-08,55
2007-02-09,54
2007-02-10,53
2007-02-11,53
2007-02-12,52
2007-02-13,51
2007-02-14,50
2007-02-15,50
2007-02-16,49
2007-02-17,48
2007-02-18,47
2007-02-19,46
2007-02-20,46
2007-02-21,45
2007-02-22,44
2007-02-23,43
2007-02-24,42
2007-02-25,42
2007-02-26,41
2007-02-27,40
2007-02-28,39
2007-03-01,39
2007-03-02,39
2007-03-03,39
2007-03-04,39
2007-03-05,40
2007-03-06,40
2007-03-07,40
2007-03-08,41
2007-03-09,41
2007-03-10,41
2007-03-11,41
2007-03-12,42
2007-03-13,42
2007-03-14,42
2007-03-15,43
2007-03-16,43
2007-03-17,43
2007-03-18,43
2007-03-19,44
2007-03-20,44
2007-03-21,44
2007-03-22,45
2007-03-23,45
2007-03-24,45
2007-03-25,45
2007-03-26,46
2007-03-27,46
2007-03-28,46
2007-03-29,47
2007-03-30,47
2007-03-31,47
2007-04-01,48
2007-04-02,48
2007-04-03,48
2007-04-04,48
2007-04-05,48
2007-04-06,48
2007-04-07,48
2007-04-08,48
2007-04-09,48
2007-04-10,48
2007-04-11,48
2007-04-12,48
2007-04-13,48
2007-04-14,48
2007-04-15,48
2007-04-16,48
2007-04-17,48
2007-04-18,48
2007-04-19,48
2007-04-20,48
2007-04-21,48
2007-04-22,48
2007-04-23,48
2007-04-24,48
2007-04-25,48
2007-04-26,48
2007-04-27,48
2007-04-28,48
2007-04-29,48
2007-04-30,48
2007-05-01,48
2007-05-02,47
2007-05-03,47
2007-05-04,47
2007-05-05,46
2007-05-06,46
2007-05-07,46
2007-05-08,46
2007-05-09,45
2007-05-10,45
2007-05-11,45
2007-05-12,45
2007-05-13,44
2007-05-14,44
2007-05-15,44
2007-05-16,44
2007-05-17,43
2007-05-18,43
2007-05-19,43
2007-05-20,43
2007-05-21,42
2007-05-22,42
2007-05-23,42
2007-05-24,42
2007-05-25,41
2007-05-26,41
2007-05-27,41
2007-05-28,41
2007-05-29,40
2007-05-30,40
2007-05-31,40
2007-06-01,40
2007-06-02,42
2007-06-03,44
2007-06-04,46
2007-06-05,48
2007-06-06,50
2007-06-07,52
2007-06-08,54
2007-06-09,56
2007-06-10,58
2007-06-11,60
2007-06-12,62
2007-06-13,64
2007-06-14,66
2007-06-15,68
2007-06-16,70
2007-06-17,72
2007-06-18,74
2007-06-19,76
2007-06-20,78
2007-06-21,80
2007-06-22,82
2007-06-23,84
2007-06-24,86
2007-06-25,88
2007-06-26,90
2007-06-27,92
2007-06-28,94
2007-06-29,96
2007-06-30,98
2007-07-01,100
2007-07-02,98
2007-07-03,96
2007-07-04,94
2007-07-05,92
2007-07-06,90
2007-07-07,88
2007-07-08,87
2007-07-09,85
2007-07-10,83
2007-07-11,81
2007-07-12,79
2007-07-13,77
2007-07-14,76
2007-07-15,74
2007-07-16,72
2007-07-17,70
2007-07-18,68
2007-07-19,66
2007-07-20,65
2007-07-21,63
2007-07-22,61
2007-07-23,59
2007-07-24,57
2007-07-25,55
2007-07-26,54
2007-07-27,52
2007-07-28,50
2007-07-29,48
2007-07-30,46
2007-07-31,44
2007-08-01,43
2007-08-02,43
2007-08-03,43
2007-08-04,43
2007-08-05,44
2007-08-06,44
2007-08-07,44
2007-08-08,45
2007-08-09,45
2007-08-10,45
2007-08-11,45
2007-08-12,46
2007-08-13,46
2007-08-14,46
2007-08-15,47
2007-08-16,47
2007-08-17,47
2007-08-18,47
2007-08-19,48
2007-08-20,48
2007-08-21,48
2007-08-22,49
2007-08-23,49
2007-08-24,49
2007-08-25,49
2007-08-26,50
2007-08-27,50
2007-08-28,50
2007-08-29,51
2007-08-30,51
2007-08-31,51
2007-09-01,52
2007-09-02,52
2007-09-03,52
2007-09-04,52
2007-09-05,52
2007-09-06,53
2007-09-07,53
2007-09-08,53
2007-09-09,53
2007-09-10,53
2007-09-11,54
2007-09-12,54
2007-09-13,54
2007-09-14,54
2007-09-15,54
2007-09-16,55
2007-09-17,55
2007-09-18,55
2007-09-19,55
2007-09-20,55
2007-09-21,56
2007-09-22,56
2007-09-23,56
2007-09-24,56
2007-09-25,56
2007-09-26,57
2007-09-27,57
2007-09-28,57
2007-09-29,57
2007-09-30,57
