Date,Tesla Motors
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,3
2010-05-03,6
2010-05-04,9
2010-05-05,12
2010-05-06,16
2010-05-07,19
2010-05-08,22
2010-05-09,25
2010-05-10,29
2010-05-11,32
2010-05-12,35
2010-05-13,38
2010-05-14,41
2010-05-15,45
2010-05-16,48
2010-05-17,51
2010-05-18,54
2010-05-19,58
2010-05-20,61
2010-05-21,64
2010-05-22,67
2010-05-23,70
2010-05-24,74
2010-05-25,77
2010-05-26,80
2010-05-27,83
2010-05-28,87
2010-05-29,90
2010-05-30,93
2010-05-31,96
2010-06-01,100
2010-06-02,99
2010-06-03,98
2010-06-04,98
2010-06-05,97
2010-06-06,97
2010-06-07,96
2010-06-08,96
2010-06-09,95
2010-06-10,95
2010-06-11,94
2010-06-12,94
2010-06-13,93
2010-06-14,93
2010-06-15,92
2010-06-16,92
2010-06-17,91
2010-06-18,90
2010-06-19,90
2010-06-20,89
2010-06-21,89
2010-06-22,88
2010-06-23,88
2010-06-24,87
2010-06-25,87
2010-06-26,86
2010-06-27,86
2010-06-28,85
2010-06-29,85
2010-06-30,84
2010-07-01,84
2010-07-02,82
2010-07-03,80
2010-07-04,79
2010-07-05,77
2010-07-06,76
2010-07-07,74
2010-07-08,72
2010-07-09,71
2010-07-10,69
2010-07-11,68
2010-07-12,66
2010-07-13,65
2010-07-14,63
2010-07-15,61
2010-07-16,60
2010-07-17,58
2010-07-18,57
2010-07-19,55
2010-07-20,53
2010-07-21,52
2010-07-22,50
2010-07-23,49
2010-07-24,47
2010-07-25,46
2010-07-26,44
2010-07-27,42
2010-07-28,41
2010-07-29,39
2010-07-30,38
2010-07-31,36
2010-08-01,35
2010-08-02,34
2010-08-03,34
2010-08-04,34
2010-08-05,34
2010-08-06,34
2010-08-07,34
2010-08-08,34
2010-08-09,34
2010-08-10,34
2010-08-11,34
2010-08-12,34
2010-08-13,34
2010-08-14,34
2010-08-15,34
2010-08-16,34
2010-08-17,33
2010-08-18,33
2010-08-19,33
2010-08-20,33
2010-08-21,33
2010-08-22,33
2010-08-23,33
2010-08-24,33
2010-08-25,33
2010-08-26,33
2010-08-27,33
2010-08-28,33
2010-08-29,33
2010-08-30,33
2010-08-31,33
2010-09-01,33
2010-09-02,33
2010-09-03,33
2010-09-04,33
2010-09-05,33
2010-09-06,33
2010-09-07,33
2010-09-08,33
2010-09-09,33
2010-09-10,33
2010-09-11,33
2010-09-12,33
2010-09-13,33
2010-09-14,33
2010-09-15,33
2010-09-16,33
2010-09-17,33
2010-09-18,33
2010-09-19,33
2010-09-20,33
2010-09-21,33
2010-09-22,33
2010-09-23,33
2010-09-24,33
2010-09-25,33
2010-09-26,33
2010-09-27,33
2010-09-28,33
2010-09-29,33
2010-09-30,33
2010-10-01,33
2010-10-02,33
2010-10-03,33
2010-10-04,33
2010-10-05,33
2010-10-06,33
2010-10-07,33
2010-10-08,33
2010-10-09,33
2010-10-10,33
2010-10-11,33
2010-10-12,33
2010-10-13,33
2010-10-14,33
2010-10-15,33
2010-10-16,33
2010-10-17,33
2010-10-18,33
2010-10-19,33
2010-10-20,33
2010-10-21,33
2010-10-22,33
2010-10-23,33
2010-10-24,33
2010-10-25,33
2010-10-26,33
2010-10-27,33
2010-10-28,33
2010-10-29,33
2010-10-30,33
2010-10-31,33
2010-11-01,33
2010-11-02,33
2010-11-03,33
2010-11-04,33
2010-11-05,33
2010-11-06,33
2010-11-07,33
2010-11-08,33
2010-11-09,34
2010-11-10,34
2010-11-11,34
2010-11-12,34
2010-11-13,34
2010-11-14,34
2010-11-15,34
2010-11-16,35
2010-11-17,35
2010-11-18,35
2010-11-19,35
2010-11-20,35
2010-11-21,35
2010-11-22,35
2010-11-23,35
2010-11-24,36
2010-11-25,36
2010-11-26,36
2010-11-27,36
2010-11-28,36
2010-11-29,36
2010-11-30,36
2010-12-01,37
2010-12-02,36
2010-12-03,36
2010-12-04,36
2010-12-05,36
2010-12-06,36
2010-12-07,36
2010-12-08,36
2010-12-09,36
2010-12-10,36
2010-12-11,36
2010-12-12,35
2010-12-13,35
2010-12-14,35
2010-12-15,35
2010-12-16,35
2010-12-17,35
2010-12-18,35
2010-12-19,35
2010-12-20,35
2010-12-21,35
2010-12-22,34
2010-12-23,34
2010-12-24,34
2010-12-25,34
2010-12-26,34
2010-12-27,34
2010-12-28,34
2010-12-29,34
2010-12-30,34
2010-12-31,34
2011-01-01,34
2011-01-02,34
2011-01-03,34
2011-01-04,34
2011-01-05,34
2011-01-06,34
2011-01-07,34
2011-01-08,34
2011-01-09,34
2011-01-10,34
2011-01-11,34
2011-01-12,34
2011-01-13,34
2011-01-14,34
2011-01-15,34
2011-01-16,34
2011-01-17,34
2011-01-18,34
2011-01-19,34
2011-01-20,34
2011-01-21,34
2011-01-22,34
2011-01-23,34
2011-01-24,34
2011-01-25,34
2011-01-26,34
2011-01-27,34
2011-01-28,34
2011-01-29,34
2011-01-30,34
2011-01-31,34
2011-02-01,34
2011-02-02,34
2011-02-03,34
2011-02-04,34
2011-02-05,34
2011-02-06,34
2011-02-07,34
2011-02-08,34
2011-02-09,34
2011-02-10,34
2011-02-11,34
2011-02-12,34
2011-02-13,34
2011-02-14,34
2011-02-15,34
2011-02-16,34
2011-02-17,34
2011-02-18,34
2011-02-19,34
2011-02-20,34
2011-02-21,34
2011-02-22,34
2011-02-23,34
2011-02-24,34
2011-02-25,34
2011-02-26,34
2011-02-27,34
2011-02-28,34
2011-03-01,34
2011-03-02,34
2011-03-03,34
2011-03-04,35
2011-03-05,35
2011-03-06,36
2011-03-07,36
2011-03-08,36
2011-03-09,37
2011-03-10,37
2011-03-11,38
2011-03-12,38
2011-03-13,39
2011-03-14,39
2011-03-15,39
2011-03-16,40
2011-03-17,40
2011-03-18,41
2011-03-19,41
2011-03-20,41
2011-03-21,42
2011-03-22,42
2011-03-23,43
2011-03-24,43
2011-03-25,44
2011-03-26,44
2011-03-27,44
2011-03-28,45
2011-03-29,45
2011-03-30,46
2011-03-31,46
2011-04-01,47
2011-04-02,46
2011-04-03,46
2011-04-04,46
2011-04-05,45
2011-04-06,45
2011-04-07,45
2011-04-08,44
2011-04-09,44
2011-04-10,44
2011-04-11,43
2011-04-12,43
2011-04-13,43
2011-04-14,42
2011-04-15,42
2011-04-16,42
2011-04-17,41
2011-04-18,41
2011-04-19,41
2011-04-20,40
2011-04-21,40
2011-04-22,40
2011-04-23,39
2011-04-24,39
2011-04-25,39
2011-04-26,38
2011-04-27,38
2011-04-28,38
2011-04-29,37
2011-04-30,37
2011-05-01,37
2011-05-02,35
2011-05-03,34
2011-05-04,33
2011-05-05,32
2011-05-06,31
2011-05-07,29
2011-05-08,28
2011-05-09,27
2011-05-10,26
2011-05-11,25
2011-05-12,23
2011-05-13,22
2011-05-14,21
2011-05-15,20
2011-05-16,19
2011-05-17,17
2011-05-18,16
2011-05-19,15
2011-05-20,14
2011-05-21,13
2011-05-22,11
2011-05-23,10
2011-05-24,9
2011-05-25,8
2011-05-26,7
2011-05-27,5
2011-05-28,4
2011-05-29,3
2011-05-30,2
2011-05-31,1
