Date,Peplin
2007-05-28,0
2007-05-29,0
2007-05-30,0
2007-05-31,0
2007-06-01,0
2007-06-02,3
2007-06-03,6
2007-06-04,9
2007-06-05,12
2007-06-06,15
2007-06-07,18
2007-06-08,21
2007-06-09,25
2007-06-10,28
2007-06-11,31
2007-06-12,34
2007-06-13,37
2007-06-14,40
2007-06-15,43
2007-06-16,47
2007-06-17,50
2007-06-18,53
2007-06-19,56
2007-06-20,59
2007-06-21,62
2007-06-22,65
2007-06-23,68
2007-06-24,72
2007-06-25,75
2007-06-26,78
2007-06-27,81
2007-06-28,84
2007-06-29,87
2007-06-30,90
2007-07-01,94
2007-07-02,94
2007-07-03,94
2007-07-04,94
2007-07-05,94
2007-07-06,94
2007-07-07,94
2007-07-08,94
2007-07-09,94
2007-07-10,94
2007-07-11,94
2007-07-12,94
2007-07-13,94
2007-07-14,94
2007-07-15,94
2007-07-16,94
2007-07-17,95
2007-07-18,95
2007-07-19,95
2007-07-20,95
2007-07-21,95
2007-07-22,95
2007-07-23,95
2007-07-24,95
2007-07-25,95
2007-07-26,95
2007-07-27,95
2007-07-28,95
2007-07-29,95
2007-07-30,95
2007-07-31,95
2007-08-01,96
2007-08-02,96
2007-08-03,96
2007-08-04,96
2007-08-05,96
2007-08-06,96
2007-08-07,96
2007-08-08,96
2007-08-09,96
2007-08-10,96
2007-08-11,96
2007-08-12,96
2007-08-13,96
2007-08-14,96
2007-08-15,96
2007-08-16,96
2007-08-17,97
2007-08-18,97
2007-08-19,97
2007-08-20,97
2007-08-21,97
2007-08-22,97
2007-08-23,97
2007-08-24,97
2007-08-25,97
2007-08-26,97
2007-08-27,97
2007-08-28,97
2007-08-29,97
2007-08-30,97
2007-08-31,97
2007-09-01,98
2007-09-02,98
2007-09-03,98
2007-09-04,98
2007-09-05,98
2007-09-06,98
2007-09-07,98
2007-09-08,98
2007-09-09,98
2007-09-10,98
2007-09-11,98
2007-09-12,98
2007-09-13,98
2007-09-14,98
2007-09-15,98
2007-09-16,99
2007-09-17,99
2007-09-18,99
2007-09-19,99
2007-09-20,99
2007-09-21,99
2007-09-22,99
2007-09-23,99
2007-09-24,99
2007-09-25,99
2007-09-26,99
2007-09-27,99
2007-09-28,99
2007-09-29,99
2007-09-30,99
2007-10-01,100
2007-10-02,99
2007-10-03,99
2007-10-04,99
2007-10-05,99
2007-10-06,99
2007-10-07,99
2007-10-08,99
2007-10-09,99
2007-10-10,99
2007-10-11,99
2007-10-12,98
2007-10-13,98
2007-10-14,98
2007-10-15,98
2007-10-16,98
2007-10-17,98
2007-10-18,98
2007-10-19,98
2007-10-20,98
2007-10-21,98
2007-10-22,97
2007-10-23,97
2007-10-24,97
2007-10-25,97
2007-10-26,97
2007-10-27,97
2007-10-28,97
2007-10-29,97
2007-10-30,97
2007-10-31,97
2007-11-01,97
2007-11-02,93
2007-11-03,90
2007-11-04,87
2007-11-05,84
2007-11-06,80
2007-11-07,77
2007-11-08,74
2007-11-09,71
2007-11-10,67
2007-11-11,64
2007-11-12,61
2007-11-13,58
2007-11-14,54
2007-11-15,51
2007-11-16,48
2007-11-17,45
2007-11-18,42
2007-11-19,38
2007-11-20,35
2007-11-21,32
2007-11-22,29
2007-11-23,25
2007-11-24,22
2007-11-25,19
2007-11-26,16
2007-11-27,12
2007-11-28,9
2007-11-29,6
2007-11-30,3
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,0
2008-02-03,0
2008-02-04,0
2008-02-05,0
2008-02-06,0
2008-02-07,0
2008-02-08,0
2008-02-09,0
2008-02-10,0
2008-02-11,0
2008-02-12,0
2008-02-13,0
2008-02-14,0
2008-02-15,0
2008-02-16,0
2008-02-17,0
2008-02-18,0
2008-02-19,0
2008-02-20,0
2008-02-21,0
2008-02-22,0
2008-02-23,0
2008-02-24,0
2008-02-25,0
2008-02-26,0
2008-02-27,0
2008-02-28,0
2008-02-29,0
2008-03-01,0
2008-03-02,0
2008-03-03,0
2008-03-04,0
2008-03-05,0
2008-03-06,0
2008-03-07,0
2008-03-08,0
2008-03-09,0
2008-03-10,0
2008-03-11,0
2008-03-12,0
2008-03-13,0
2008-03-14,0
2008-03-15,0
2008-03-16,0
2008-03-17,0
2008-03-18,0
2008-03-19,0
2008-03-20,0
2008-03-21,0
2008-03-22,0
2008-03-23,0
2008-03-24,0
2008-03-25,0
2008-03-26,0
2008-03-27,0
2008-03-28,0
2008-03-29,0
2008-03-30,0
2008-03-31,0
2008-04-01,0
2008-04-02,0
2008-04-03,0
2008-04-04,0
2008-04-05,0
2008-04-06,0
2008-04-07,0
2008-04-08,0
2008-04-09,0
2008-04-10,0
2008-04-11,0
2008-04-12,0
2008-04-13,0
2008-04-14,0
2008-04-15,0
2008-04-16,0
2008-04-17,0
2008-04-18,0
2008-04-19,0
2008-04-20,0
2008-04-21,0
2008-04-22,0
2008-04-23,0
2008-04-24,0
2008-04-25,0
2008-04-26,0
2008-04-27,0
2008-04-28,0
2008-04-29,0
2008-04-30,0
2008-05-01,0
2008-05-02,0
2008-05-03,0
2008-05-04,0
2008-05-05,0
2008-05-06,0
2008-05-07,0
2008-05-08,0
2008-05-09,0
2008-05-10,0
2008-05-11,0
2008-05-12,0
2008-05-13,0
2008-05-14,0
2008-05-15,0
2008-05-16,0
2008-05-17,0
2008-05-18,0
2008-05-19,0
2008-05-20,0
2008-05-21,0
2008-05-22,0
2008-05-23,0
2008-05-24,0
2008-05-25,0
2008-05-26,0
2008-05-27,0
2008-05-28,0
2008-05-29,0
2008-05-30,0
2008-05-31,0
2008-06-01,0
2008-06-02,0
2008-06-03,0
2008-06-04,0
2008-06-05,0
2008-06-06,0
2008-06-07,0
2008-06-08,0
2008-06-09,0
2008-06-10,0
2008-06-11,0
2008-06-12,0
2008-06-13,0
2008-06-14,0
2008-06-15,0
2008-06-16,0
2008-06-17,0
2008-06-18,0
2008-06-19,0
2008-06-20,0
2008-06-21,0
2008-06-22,0
2008-06-23,0
2008-06-24,0
2008-06-25,0
2008-06-26,0
2008-06-27,0
2008-06-28,0
2008-06-29,0
2008-06-30,0
2008-07-01,0
2008-07-02,0
2008-07-03,0
2008-07-04,0
2008-07-05,0
2008-07-06,0
2008-07-07,0
2008-07-08,0
2008-07-09,0
2008-07-10,0
2008-07-11,0
2008-07-12,0
2008-07-13,0
2008-07-14,0
2008-07-15,0
2008-07-16,0
2008-07-17,0
2008-07-18,0
2008-07-19,0
2008-07-20,0
2008-07-21,0
2008-07-22,0
2008-07-23,0
2008-07-24,0
2008-07-25,0
2008-07-26,0
2008-07-27,0
2008-07-28,0
2008-07-29,0
2008-07-30,0
2008-07-31,0
2008-08-01,0
2008-08-02,0
2008-08-03,0
2008-08-04,0
2008-08-05,0
2008-08-06,0
2008-08-07,0
2008-08-08,0
2008-08-09,0
2008-08-10,0
2008-08-11,0
2008-08-12,0
2008-08-13,0
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,1
2008-09-03,3
2008-09-04,5
2008-09-05,6
2008-09-06,8
2008-09-07,10
2008-09-08,11
2008-09-09,13
2008-09-10,15
2008-09-11,17
2008-09-12,18
2008-09-13,20
2008-09-14,22
2008-09-15,23
2008-09-16,25
2008-09-17,27
2008-09-18,28
2008-09-19,30
2008-09-20,32
2008-09-21,34
2008-09-22,35
2008-09-23,37
2008-09-24,39
2008-09-25,40
2008-09-26,42
2008-09-27,44
2008-09-28,45
2008-09-29,47
2008-09-30,49
2008-10-01,51
2008-10-02,49
2008-10-03,47
2008-10-04,46
2008-10-05,44
2008-10-06,42
2008-10-07,41
2008-10-08,39
2008-10-09,37
2008-10-10,36
2008-10-11,34
2008-10-12,32
2008-10-13,31
2008-10-14,29
2008-10-15,27
2008-10-16,26
2008-10-17,24
2008-10-18,23
2008-10-19,21
2008-10-20,19
2008-10-21,18
2008-10-22,16
2008-10-23,14
2008-10-24,13
2008-10-25,11
2008-10-26,9
2008-10-27,8
2008-10-28,6
2008-10-29,4
2008-10-30,3
2008-10-31,1
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
