Date,Molycorp
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0
2010-07-19,0
2010-07-20,0
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0
2010-07-25,0
2010-07-26,0
2010-07-27,0
2010-07-28,0
2010-07-29,0
2010-07-30,0
2010-07-31,0
2010-08-01,0
2010-08-02,0
2010-08-03,0
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,0
2010-08-08,0
2010-08-09,0
2010-08-10,0
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0
2010-08-18,0
2010-08-19,0
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,1
2010-09-03,2
2010-09-04,4
2010-09-05,5
2010-09-06,6
2010-09-07,8
2010-09-08,9
2010-09-09,10
2010-09-10,12
2010-09-11,13
2010-09-12,14
2010-09-13,16
2010-09-14,17
2010-09-15,18
2010-09-16,20
2010-09-17,21
2010-09-18,22
2010-09-19,24
2010-09-20,25
2010-09-21,26
2010-09-22,28
2010-09-23,29
2010-09-24,30
2010-09-25,32
2010-09-26,33
2010-09-27,34
2010-09-28,36
2010-09-29,37
2010-09-30,38
2010-10-01,40
2010-10-02,40
2010-10-03,40
2010-10-04,41
2010-10-05,41
2010-10-06,42
2010-10-07,42
2010-10-08,42
2010-10-09,43
2010-10-10,43
2010-10-11,44
2010-10-12,44
2010-10-13,45
2010-10-14,45
2010-10-15,45
2010-10-16,46
2010-10-17,46
2010-10-18,47
2010-10-19,47
2010-10-20,47
2010-10-21,48
2010-10-22,48
2010-10-23,49
2010-10-24,49
2010-10-25,50
2010-10-26,50
2010-10-27,50
2010-10-28,51
2010-10-29,51
2010-10-30,52
2010-10-31,52
2010-11-01,53
2010-11-02,53
2010-11-03,53
2010-11-04,54
2010-11-05,54
2010-11-06,55
2010-11-07,55
2010-11-08,55
2010-11-09,56
2010-11-10,56
2010-11-11,57
2010-11-12,57
2010-11-13,57
2010-11-14,58
2010-11-15,58
2010-11-16,59
2010-11-17,59
2010-11-18,59
2010-11-19,60
2010-11-20,60
2010-11-21,61
2010-11-22,61
2010-11-23,61
2010-11-24,62
2010-11-25,62
2010-11-26,63
2010-11-27,63
2010-11-28,63
2010-11-29,64
2010-11-30,64
2010-12-01,65
2010-12-02,65
2010-12-03,66
2010-12-04,66
2010-12-05,67
2010-12-06,67
2010-12-07,68
2010-12-08,69
2010-12-09,69
2010-12-10,70
2010-12-11,70
2010-12-12,71
2010-12-13,71
2010-12-14,72
2010-12-15,73
2010-12-16,73
2010-12-17,74
2010-12-18,74
2010-12-19,75
2010-12-20,76
2010-12-21,76
2010-12-22,77
2010-12-23,77
2010-12-24,78
2010-12-25,78
2010-12-26,79
2010-12-27,80
2010-12-28,80
2010-12-29,81
2010-12-30,81
2010-12-31,82
2011-01-01,83
2011-01-02,82
2011-01-03,81
2011-01-04,80
2011-01-05,80
2011-01-06,79
2011-01-07,78
2011-01-08,77
2011-01-09,77
2011-01-10,76
2011-01-11,75
2011-01-12,74
2011-01-13,74
2011-01-14,73
2011-01-15,72
2011-01-16,71
2011-01-17,71
2011-01-18,70
2011-01-19,69
2011-01-20,68
2011-01-21,68
2011-01-22,67
2011-01-23,66
2011-01-24,65
2011-01-25,65
2011-01-26,64
2011-01-27,63
2011-01-28,62
2011-01-29,62
2011-01-30,61
2011-01-31,60
2011-02-01,60
2011-02-02,59
2011-02-03,59
2011-02-04,59
2011-02-05,59
2011-02-06,59
2011-02-07,59
2011-02-08,59
2011-02-09,58
2011-02-10,58
2011-02-11,58
2011-02-12,58
2011-02-13,58
2011-02-14,58
2011-02-15,58
2011-02-16,57
2011-02-17,57
2011-02-18,57
2011-02-19,57
2011-02-20,57
2011-02-21,57
2011-02-22,57
2011-02-23,56
2011-02-24,56
2011-02-25,56
2011-02-26,56
2011-02-27,56
2011-02-28,56
2011-03-01,56
2011-03-02,55
2011-03-03,55
2011-03-04,55
2011-03-05,55
2011-03-06,55
2011-03-07,55
2011-03-08,55
2011-03-09,55
2011-03-10,55
2011-03-11,55
2011-03-12,55
2011-03-13,55
2011-03-14,55
2011-03-15,55
2011-03-16,55
2011-03-17,55
2011-03-18,55
2011-03-19,55
2011-03-20,55
2011-03-21,55
2011-03-22,55
2011-03-23,55
2011-03-24,55
2011-03-25,55
2011-03-26,55
2011-03-27,55
2011-03-28,55
2011-03-29,55
2011-03-30,55
2011-03-31,55
2011-04-01,55
2011-04-02,56
2011-04-03,58
2011-04-04,59
2011-04-05,61
2011-04-06,62
2011-04-07,64
2011-04-08,65
2011-04-09,67
2011-04-10,68
2011-04-11,70
2011-04-12,71
2011-04-13,73
2011-04-14,74
2011-04-15,76
2011-04-16,77
2011-04-17,79
2011-04-18,80
2011-04-19,82
2011-04-20,83
2011-04-21,85
2011-04-22,86
2011-04-23,88
2011-04-24,89
2011-04-25,91
2011-04-26,92
2011-04-27,94
2011-04-28,95
2011-04-29,97
2011-04-30,98
2011-05-01,100
2011-05-02,98
2011-05-03,96
2011-05-04,94
2011-05-05,92
2011-05-06,90
2011-05-07,89
2011-05-08,87
2011-05-09,85
2011-05-10,83
2011-05-11,81
2011-05-12,80
2011-05-13,78
2011-05-14,76
2011-05-15,74
2011-05-16,72
2011-05-17,71
2011-05-18,69
2011-05-19,67
2011-05-20,65
2011-05-21,63
2011-05-22,62
2011-05-23,60
2011-05-24,58
2011-05-25,56
2011-05-26,54
2011-05-27,53
2011-05-28,51
2011-05-29,49
2011-05-30,47
2011-05-31,45
2011-06-01,44
2011-06-02,44
2011-06-03,44
2011-06-04,44
2011-06-05,44
2011-06-06,44
2011-06-07,44
2011-06-08,44
2011-06-09,44
2011-06-10,44
2011-06-11,44
2011-06-12,44
2011-06-13,44
2011-06-14,44
2011-06-15,44
2011-06-16,44
2011-06-17,44
2011-06-18,44
2011-06-19,44
2011-06-20,44
2011-06-21,44
2011-06-22,44
2011-06-23,44
2011-06-24,44
2011-06-25,44
2011-06-26,44
2011-06-27,44
2011-06-28,44
2011-06-29,44
2011-06-30,44
2011-07-01,44
2011-07-02,44
2011-07-03,44
2011-07-04,44
2011-07-05,44
2011-07-06,44
2011-07-07,44
2011-07-08,44
2011-07-09,44
2011-07-10,44
2011-07-11,44
2011-07-12,44
2011-07-13,44
2011-07-14,44
2011-07-15,44
2011-07-16,44
2011-07-17,45
2011-07-18,45
2011-07-19,45
2011-07-20,45
2011-07-21,45
2011-07-22,45
2011-07-23,45
2011-07-24,45
2011-07-25,45
2011-07-26,45
2011-07-27,45
2011-07-28,45
2011-07-29,45
2011-07-30,45
2011-07-31,45
2011-08-01,46
2011-08-02,46
2011-08-03,46
2011-08-04,47
2011-08-05,47
2011-08-06,48
2011-08-07,48
2011-08-08,49
2011-08-09,49
2011-08-10,50
2011-08-11,50
2011-08-12,51
2011-08-13,51
2011-08-14,52
2011-08-15,52
2011-08-16,53
2011-08-17,53
2011-08-18,54
2011-08-19,54
2011-08-20,55
2011-08-21,55
2011-08-22,56
2011-08-23,56
2011-08-24,57
2011-08-25,57
2011-08-26,58
2011-08-27,58
2011-08-28,59
2011-08-29,59
2011-08-30,60
2011-08-31,60
2011-09-01,61
2011-09-02,60
2011-09-03,59
2011-09-04,58
2011-09-05,57
2011-09-06,56
2011-09-07,56
2011-09-08,55
2011-09-09,54
2011-09-10,53
2011-09-11,52
2011-09-12,51
2011-09-13,51
2011-09-14,50
2011-09-15,49
2011-09-16,48
2011-09-17,47
2011-09-18,46
2011-09-19,46
2011-09-20,45
2011-09-21,44
2011-09-22,43
2011-09-23,42
2011-09-24,41
2011-09-25,41
2011-09-26,40
2011-09-27,39
2011-09-28,38
2011-09-29,37
2011-09-30,36
