Date,Spirit Airlines
2011-05-29,0
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,1
2011-07-03,3
2011-07-04,5
2011-07-05,7
2011-07-06,9
2011-07-07,11
2011-07-08,12
2011-07-09,14
2011-07-10,16
2011-07-11,18
2011-07-12,20
2011-07-13,22
2011-07-14,23
2011-07-15,25
2011-07-16,27
2011-07-17,29
2011-07-18,31
2011-07-19,33
2011-07-20,34
2011-07-21,36
2011-07-22,38
2011-07-23,40
2011-07-24,42
2011-07-25,44
2011-07-26,45
2011-07-27,47
2011-07-28,49
2011-07-29,51
2011-07-30,53
2011-07-31,55
2011-08-01,57
2011-08-02,57
2011-08-03,58
2011-08-04,58
2011-08-05,59
2011-08-06,59
2011-08-07,60
2011-08-08,60
2011-08-09,61
2011-08-10,61
2011-08-11,62
2011-08-12,62
2011-08-13,63
2011-08-14,63
2011-08-15,64
2011-08-16,64
2011-08-17,65
2011-08-18,65
2011-08-19,66
2011-08-20,66
2011-08-21,67
2011-08-22,67
2011-08-23,68
2011-08-24,68
2011-08-25,69
2011-08-26,69
2011-08-27,70
2011-08-28,70
2011-08-29,71
2011-08-30,71
2011-08-31,72
2011-09-01,73
2011-09-02,72
2011-09-03,72
2011-09-04,72
2011-09-05,71
2011-09-06,71
2011-09-07,71
2011-09-08,70
2011-09-09,70
2011-09-10,70
2011-09-11,70
2011-09-12,69
2011-09-13,69
2011-09-14,69
2011-09-15,68
2011-09-16,68
2011-09-17,68
2011-09-18,67
2011-09-19,67
2011-09-20,67
2011-09-21,67
2011-09-22,66
2011-09-23,66
2011-09-24,66
2011-09-25,65
2011-09-26,65
2011-09-27,65
2011-09-28,64
2011-09-29,64
2011-09-30,64
2011-10-01,64
2011-10-02,64
2011-10-03,64
2011-10-04,64
2011-10-05,64
2011-10-06,64
2011-10-07,64
2011-10-08,64
2011-10-09,64
2011-10-10,64
2011-10-11,64
2011-10-12,64
2011-10-13,64
2011-10-14,64
2011-10-15,64
2011-10-16,64
2011-10-17,64
2011-10-18,64
2011-10-19,64
2011-10-20,64
2011-10-21,64
2011-10-22,64
2011-10-23,64
2011-10-24,64
2011-10-25,64
2011-10-26,64
2011-10-27,64
2011-10-28,64
2011-10-29,64
2011-10-30,64
2011-10-31,64
2011-11-01,64
2011-11-02,63
2011-11-03,63
2011-11-04,62
2011-11-05,62
2011-11-06,62
2011-11-07,61
2011-11-08,61
2011-11-09,61
2011-11-10,60
2011-11-11,60
2011-11-12,59
2011-11-13,59
2011-11-14,59
2011-11-15,58
2011-11-16,58
2011-11-17,58
2011-11-18,57
2011-11-19,57
2011-11-20,57
2011-11-21,56
2011-11-22,56
2011-11-23,55
2011-11-24,55
2011-11-25,55
2011-11-26,54
2011-11-27,54
2011-11-28,54
2011-11-29,53
2011-11-30,53
2011-12-01,53
2011-12-02,53
2011-12-03,53
2011-12-04,53
2011-12-05,53
2011-12-06,53
2011-12-07,53
2011-12-08,53
2011-12-09,53
2011-12-10,53
2011-12-11,53
2011-12-12,53
2011-12-13,53
2011-12-14,53
2011-12-15,53
2011-12-16,53
2011-12-17,53
2011-12-18,53
2011-12-19,53
2011-12-20,53
2011-12-21,53
2011-12-22,53
2011-12-23,53
2011-12-24,53
2011-12-25,53
2011-12-26,53
2011-12-27,53
2011-12-28,53
2011-12-29,53
2011-12-30,53
2011-12-31,53
2012-01-01,53
2012-01-02,52
2012-01-03,52
2012-01-04,52
2012-01-05,52
2012-01-06,52
2012-01-07,52
2012-01-08,52
2012-01-09,52
2012-01-10,52
2012-01-11,52
2012-01-12,52
2012-01-13,52
2012-01-14,52
2012-01-15,52
2012-01-16,52
2012-01-17,51
2012-01-18,51
2012-01-19,51
2012-01-20,51
2012-01-21,51
2012-01-22,51
2012-01-23,51
2012-01-24,51
2012-01-25,51
2012-01-26,51
2012-01-27,51
2012-01-28,51
2012-01-29,51
2012-01-30,51
2012-01-31,51
2012-02-01,51
2012-02-02,49
2012-02-03,47
2012-02-04,45
2012-02-05,43
2012-02-06,42
2012-02-07,40
2012-02-08,38
2012-02-09,36
2012-02-10,35
2012-02-11,33
2012-02-12,31
2012-02-13,29
2012-02-14,28
2012-02-15,26
2012-02-16,24
2012-02-17,22
2012-02-18,21
2012-02-19,19
2012-02-20,17
2012-02-21,15
2012-02-22,14
2012-02-23,12
2012-02-24,10
2012-02-25,8
2012-02-26,7
2012-02-27,5
2012-02-28,3
2012-02-29,1
