Date,LogMeIn
2008-01-28,55
2008-01-29,57
2008-01-30,59
2008-01-31,61
2008-02-01,64
2008-02-02,63
2008-02-03,63
2008-02-04,62
2008-02-05,62
2008-02-06,62
2008-02-07,61
2008-02-08,61
2008-02-09,60
2008-02-10,60
2008-02-11,60
2008-02-12,59
2008-02-13,59
2008-02-14,59
2008-02-15,58
2008-02-16,58
2008-02-17,57
2008-02-18,57
2008-02-19,57
2008-02-20,56
2008-02-21,56
2008-02-22,56
2008-02-23,55
2008-02-24,55
2008-02-25,54
2008-02-26,54
2008-02-27,54
2008-02-28,53
2008-02-29,53
2008-03-01,53
2008-03-02,53
2008-03-03,53
2008-03-04,53
2008-03-05,53
2008-03-06,53
2008-03-07,53
2008-03-08,53
2008-03-09,53
2008-03-10,53
2008-03-11,53
2008-03-12,53
2008-03-13,53
2008-03-14,53
2008-03-15,53
2008-03-16,53
2008-03-17,53
2008-03-18,53
2008-03-19,53
2008-03-20,53
2008-03-21,53
2008-03-22,53
2008-03-23,53
2008-03-24,53
2008-03-25,53
2008-03-26,53
2008-03-27,53
2008-03-28,53
2008-03-29,53
2008-03-30,53
2008-03-31,53
2008-04-01,53
2008-04-02,53
2008-04-03,53
2008-04-04,53
2008-04-05,53
2008-04-06,53
2008-04-07,54
2008-04-08,54
2008-04-09,54
2008-04-10,54
2008-04-11,54
2008-04-12,54
2008-04-13,55
2008-04-14,55
2008-04-15,55
2008-04-16,55
2008-04-17,55
2008-04-18,55
2008-04-19,56
2008-04-20,56
2008-04-21,56
2008-04-22,56
2008-04-23,56
2008-04-24,56
2008-04-25,57
2008-04-26,57
2008-04-27,57
2008-04-28,57
2008-04-29,57
2008-04-30,57
2008-05-01,58
2008-05-02,58
2008-05-03,58
2008-05-04,58
2008-05-05,58
2008-05-06,58
2008-05-07,58
2008-05-08,59
2008-05-09,59
2008-05-10,59
2008-05-11,59
2008-05-12,59
2008-05-13,59
2008-05-14,60
2008-05-15,60
2008-05-16,60
2008-05-17,60
2008-05-18,60
2008-05-19,60
2008-05-20,61
2008-05-21,61
2008-05-22,61
2008-05-23,61
2008-05-24,61
2008-05-25,61
2008-05-26,62
2008-05-27,62
2008-05-28,62
2008-05-29,62
2008-05-30,62
2008-05-31,62
2008-06-01,63
2008-06-02,63
2008-06-03,63
2008-06-04,63
2008-06-05,63
2008-06-06,63
2008-06-07,64
2008-06-08,64
2008-06-09,64
2008-06-10,64
2008-06-11,64
2008-06-12,64
2008-06-13,65
2008-06-14,65
2008-06-15,65
2008-06-16,65
2008-06-17,65
2008-06-18,65
2008-06-19,66
2008-06-20,66
2008-06-21,66
2008-06-22,66
2008-06-23,66
2008-06-24,66
2008-06-25,67
2008-06-26,67
2008-06-27,67
2008-06-28,67
2008-06-29,67
2008-06-30,67
2008-07-01,68
2008-07-02,67
2008-07-03,67
2008-07-04,66
2008-07-05,66
2008-07-06,65
2008-07-07,65
2008-07-08,64
2008-07-09,64
2008-07-10,63
2008-07-11,63
2008-07-12,62
2008-07-13,62
2008-07-14,61
2008-07-15,61
2008-07-16,60
2008-07-17,60
2008-07-18,59
2008-07-19,59
2008-07-20,58
2008-07-21,58
2008-07-22,57
2008-07-23,57
2008-07-24,56
2008-07-25,56
2008-07-26,55
2008-07-27,55
2008-07-28,54
2008-07-29,54
2008-07-30,53
2008-07-31,53
2008-08-01,53
2008-08-02,53
2008-08-03,54
2008-08-04,55
2008-08-05,56
2008-08-06,56
2008-08-07,57
2008-08-08,58
2008-08-09,59
2008-08-10,59
2008-08-11,60
2008-08-12,61
2008-08-13,62
2008-08-14,63
2008-08-15,63
2008-08-16,64
2008-08-17,65
2008-08-18,66
2008-08-19,66
2008-08-20,67
2008-08-21,68
2008-08-22,69
2008-08-23,70
2008-08-24,70
2008-08-25,71
2008-08-26,72
2008-08-27,73
2008-08-28,73
2008-08-29,74
2008-08-30,75
2008-08-31,76
2008-09-01,77
2008-09-02,77
2008-09-03,78
2008-09-04,79
2008-09-05,80
2008-09-06,80
2008-09-07,81
2008-09-08,82
2008-09-09,83
2008-09-10,83
2008-09-11,84
2008-09-12,85
2008-09-13,86
2008-09-14,86
2008-09-15,87
2008-09-16,88
2008-09-17,89
2008-09-18,90
2008-09-19,90
2008-09-20,91
2008-09-21,92
2008-09-22,93
2008-09-23,93
2008-09-24,94
2008-09-25,95
2008-09-26,96
2008-09-27,96
2008-09-28,97
2008-09-29,98
2008-09-30,99
2008-10-01,100
2008-10-02,98
2008-10-03,96
2008-10-04,95
2008-10-05,93
2008-10-06,91
2008-10-07,90
2008-10-08,88
2008-10-09,87
2008-10-10,85
2008-10-11,83
2008-10-12,82
2008-10-13,80
2008-10-14,79
2008-10-15,77
2008-10-16,75
2008-10-17,74
2008-10-18,72
2008-10-19,70
2008-10-20,69
2008-10-21,67
2008-10-22,66
2008-10-23,64
2008-10-24,62
2008-10-25,61
2008-10-26,59
2008-10-27,58
2008-10-28,56
2008-10-29,54
2008-10-30,53
2008-10-31,51
2008-11-01,50
2008-11-02,50
2008-11-03,50
2008-11-04,50
2008-11-05,50
2008-11-06,50
2008-11-07,50
2008-11-08,50
2008-11-09,50
2008-11-10,50
2008-11-11,51
2008-11-12,51
2008-11-13,51
2008-11-14,51
2008-11-15,51
2008-11-16,51
2008-11-17,51
2008-11-18,51
2008-11-19,51
2008-11-20,51
2008-11-21,52
2008-11-22,52
2008-11-23,52
2008-11-24,52
2008-11-25,52
2008-11-26,52
2008-11-27,52
2008-11-28,52
2008-11-29,52
2008-11-30,52
2008-12-01,53
2008-12-02,53
2008-12-03,53
2008-12-04,53
2008-12-05,53
2008-12-06,53
2008-12-07,53
2008-12-08,53
2008-12-09,53
2008-12-10,53
2008-12-11,53
2008-12-12,53
2008-12-13,53
2008-12-14,53
2008-12-15,53
2008-12-16,53
2008-12-17,54
2008-12-18,54
2008-12-19,54
2008-12-20,54
2008-12-21,54
2008-12-22,54
2008-12-23,54
2008-12-24,54
2008-12-25,54
2008-12-26,54
2008-12-27,54
2008-12-28,54
2008-12-29,54
2008-12-30,54
2008-12-31,54
2009-01-01,55
2009-01-02,56
2009-01-03,57
2009-01-04,59
2009-01-05,60
2009-01-06,61
2009-01-07,63
2009-01-08,64
2009-01-09,66
2009-01-10,67
2009-01-11,68
2009-01-12,70
2009-01-13,71
2009-01-14,73
2009-01-15,74
2009-01-16,75
2009-01-17,77
2009-01-18,78
2009-01-19,79
2009-01-20,81
2009-01-21,82
2009-01-22,84
2009-01-23,85
2009-01-24,86
2009-01-25,88
2009-01-26,89
2009-01-27,91
2009-01-28,92
2009-01-29,93
2009-01-30,95
2009-01-31,96
2009-02-01,98
2009-02-02,97
2009-02-03,96
2009-02-04,96
2009-02-05,95
2009-02-06,95
2009-02-07,94
2009-02-08,94
2009-02-09,93
2009-02-10,92
2009-02-11,92
2009-02-12,91
2009-02-13,91
2009-02-14,90
2009-02-15,90
2009-02-16,89
2009-02-17,88
2009-02-18,88
2009-02-19,87
2009-02-20,87
2009-02-21,86
2009-02-22,86
2009-02-23,85
2009-02-24,84
2009-02-25,84
2009-02-26,83
2009-02-27,83
2009-02-28,82
2009-03-01,82
2009-03-02,80
2009-03-03,79
2009-03-04,78
2009-03-05,76
2009-03-06,75
2009-03-07,74
2009-03-08,72
2009-03-09,71
2009-03-10,70
2009-03-11,68
2009-03-12,67
2009-03-13,66
2009-03-14,64
2009-03-15,63
2009-03-16,62
2009-03-17,60
2009-03-18,59
2009-03-19,58
2009-03-20,56
2009-03-21,55
2009-03-22,54
2009-03-23,52
2009-03-24,51
2009-03-25,50
2009-03-26,48
2009-03-27,47
2009-03-28,46
2009-03-29,44
2009-03-30,43
2009-03-31,42
2009-04-01,41
2009-04-02,41
2009-04-03,42
2009-04-04,43
2009-04-05,44
2009-04-06,45
2009-04-07,46
2009-04-08,47
2009-04-09,48
2009-04-10,49
2009-04-11,50
2009-04-12,51
2009-04-13,52
2009-04-14,53
2009-04-15,54
2009-04-16,55
2009-04-17,56
2009-04-18,57
2009-04-19,58
2009-04-20,59
2009-04-21,60
2009-04-22,61
2009-04-23,62
2009-04-24,63
2009-04-25,64
2009-04-26,65
2009-04-27,66
2009-04-28,67
2009-04-29,68
2009-04-30,69
2009-05-01,70
2009-05-02,70
2009-05-03,70
2009-05-04,70
2009-05-05,70
2009-05-06,70
2009-05-07,70
2009-05-08,70
2009-05-09,70
2009-05-10,70
2009-05-11,70
2009-05-12,70
2009-05-13,70
2009-05-14,70
2009-05-15,70
2009-05-16,70
2009-05-17,71
2009-05-18,71
2009-05-19,71
2009-05-20,71
2009-05-21,71
2009-05-22,71
2009-05-23,71
2009-05-24,71
2009-05-25,71
2009-05-26,71
2009-05-27,71
2009-05-28,71
2009-05-29,71
2009-05-30,71
2009-05-31,71
2009-06-01,72
