Date,Duff & Phelps
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
2008-02-01,0
2008-02-02,2
2008-02-03,5
2008-02-04,8
2008-02-05,11
2008-02-06,14
2008-02-07,16
2008-02-08,19
2008-02-09,22
2008-02-10,25
2008-02-11,28
2008-02-12,31
2008-02-13,33
2008-02-14,36
2008-02-15,39
2008-02-16,42
2008-02-17,45
2008-02-18,48
2008-02-19,50
2008-02-20,53
2008-02-21,56
2008-02-22,59
2008-02-23,62
2008-02-24,65
2008-02-25,67
2008-02-26,70
2008-02-27,73
2008-02-28,76
2008-02-29,79
2008-03-01,82
2008-03-02,82
2008-03-03,82
2008-03-04,82
2008-03-05,82
2008-03-06,82
2008-03-07,82
2008-03-08,82
2008-03-09,82
2008-03-10,82
2008-03-11,82
2008-03-12,83
2008-03-13,83
2008-03-14,83
2008-03-15,83
2008-03-16,83
2008-03-17,83
2008-03-18,83
2008-03-19,83
2008-03-20,83
2008-03-21,83
2008-03-22,84
2008-03-23,84
2008-03-24,84
2008-03-25,84
2008-03-26,84
2008-03-27,84
2008-03-28,84
2008-03-29,84
2008-03-30,84
2008-03-31,84
2008-04-01,85
2008-04-02,85
2008-04-03,85
2008-04-04,85
2008-04-05,85
2008-04-06,85
2008-04-07,85
2008-04-08,85
2008-04-09,86
2008-04-10,86
2008-04-11,86
2008-04-12,86
2008-04-13,86
2008-04-14,86
2008-04-15,86
2008-04-16,87
2008-04-17,87
2008-04-18,87
2008-04-19,87
2008-04-20,87
2008-04-21,87
2008-04-22,87
2008-04-23,87
2008-04-24,88
2008-04-25,88
2008-04-26,88
2008-04-27,88
2008-04-28,88
2008-04-29,88
2008-04-30,88
2008-05-01,89
2008-05-02,89
2008-05-03,89
2008-05-04,89
2008-05-05,89
2008-05-06,89
2008-05-07,89
2008-05-08,89
2008-05-09,90
2008-05-10,90
2008-05-11,90
2008-05-12,90
2008-05-13,90
2008-05-14,90
2008-05-15,90
2008-05-16,90
2008-05-17,91
2008-05-18,91
2008-05-19,91
2008-05-20,91
2008-05-21,91
2008-05-22,91
2008-05-23,91
2008-05-24,91
2008-05-25,92
2008-05-26,92
2008-05-27,92
2008-05-28,92
2008-05-29,92
2008-05-30,92
2008-05-31,92
2008-06-01,93
2008-06-02,93
2008-06-03,93
2008-06-04,93
2008-06-05,93
2008-06-06,93
2008-06-07,93
2008-06-08,93
2008-06-09,93
2008-06-10,93
2008-06-11,94
2008-06-12,94
2008-06-13,94
2008-06-14,94
2008-06-15,94
2008-06-16,94
2008-06-17,94
2008-06-18,94
2008-06-19,94
2008-06-20,94
2008-06-21,95
2008-06-22,95
2008-06-23,95
2008-06-24,95
2008-06-25,95
2008-06-26,95
2008-06-27,95
2008-06-28,95
2008-06-29,95
2008-06-30,95
2008-07-01,96
2008-07-02,96
2008-07-03,96
2008-07-04,96
2008-07-05,96
2008-07-06,96
2008-07-07,96
2008-07-08,96
2008-07-09,97
2008-07-10,97
2008-07-11,97
2008-07-12,97
2008-07-13,97
2008-07-14,97
2008-07-15,97
2008-07-16,97
2008-07-17,98
2008-07-18,98
2008-07-19,98
2008-07-20,98
2008-07-21,98
2008-07-22,98
2008-07-23,98
2008-07-24,98
2008-07-25,99
2008-07-26,99
2008-07-27,99
2008-07-28,99
2008-07-29,99
2008-07-30,99
2008-07-31,99
2008-08-01,100
2008-08-02,99
2008-08-03,98
2008-08-04,97
2008-08-05,97
2008-08-06,96
2008-08-07,95
2008-08-08,95
2008-08-09,94
2008-08-10,93
2008-08-11,93
2008-08-12,92
2008-08-13,91
2008-08-14,91
2008-08-15,90
2008-08-16,89
2008-08-17,89
2008-08-18,88
2008-08-19,87
2008-08-20,87
2008-08-21,86
2008-08-22,85
2008-08-23,85
2008-08-24,84
2008-08-25,83
2008-08-26,83
2008-08-27,82
2008-08-28,81
2008-08-29,81
2008-08-30,80
2008-08-31,79
2008-09-01,79
2008-09-02,76
2008-09-03,73
2008-09-04,71
2008-09-05,68
2008-09-06,65
2008-09-07,63
2008-09-08,60
2008-09-09,57
2008-09-10,55
2008-09-11,52
2008-09-12,50
2008-09-13,47
2008-09-14,44
2008-09-15,42
2008-09-16,39
2008-09-17,36
2008-09-18,34
2008-09-19,31
2008-09-20,28
2008-09-21,26
2008-09-22,23
2008-09-23,21
2008-09-24,18
2008-09-25,15
2008-09-26,13
2008-09-27,10
2008-09-28,7
2008-09-29,5
2008-09-30,2
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
