Date,Coty Inc
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,1
2012-03-03,3
2012-03-04,4
2012-03-05,6
2012-03-06,7
2012-03-07,9
2012-03-08,10
2012-03-09,12
2012-03-10,13
2012-03-11,15
2012-03-12,16
2012-03-13,18
2012-03-14,19
2012-03-15,21
2012-03-16,22
2012-03-17,24
2012-03-18,25
2012-03-19,27
2012-03-20,28
2012-03-21,30
2012-03-22,31
2012-03-23,33
2012-03-24,34
2012-03-25,36
2012-03-26,37
2012-03-27,39
2012-03-28,40
2012-03-29,42
2012-03-30,43
2012-03-31,45
2012-04-01,47
2012-04-02,47
2012-04-03,47
2012-04-04,48
2012-04-05,48
2012-04-06,49
2012-04-07,49
2012-04-08,50
2012-04-09,50
2012-04-10,50
2012-04-11,51
2012-04-12,51
2012-04-13,52
2012-04-14,52
2012-04-15,53
2012-04-16,53
2012-04-17,53
2012-04-18,54
2012-04-19,54
2012-04-20,55
2012-04-21,55
2012-04-22,56
2012-04-23,56
2012-04-24,56
2012-04-25,57
2012-04-26,57
2012-04-27,58
2012-04-28,58
2012-04-29,59
2012-04-30,59
2012-05-01,60
2012-05-02,59
2012-05-03,58
2012-05-04,57
2012-05-05,56
2012-05-06,55
2012-05-07,54
2012-05-08,53
2012-05-09,52
2012-05-10,51
2012-05-11,50
2012-05-12,49
2012-05-13,48
2012-05-14,47
2012-05-15,46
2012-05-16,45
2012-05-17,44
2012-05-18,43
2012-05-19,42
2012-05-20,41
2012-05-21,40
2012-05-22,39
2012-05-23,38
2012-05-24,37
2012-05-25,36
2012-05-26,35
2012-05-27,34
2012-05-28,33
2012-05-29,32
2012-05-30,31
2012-05-31,30
2012-06-01,30
2012-06-02,30
2012-06-03,30
2012-06-04,30
2012-06-05,31
2012-06-06,31
2012-06-07,31
2012-06-08,31
2012-06-09,32
2012-06-10,32
2012-06-11,32
2012-06-12,32
2012-06-13,33
2012-06-14,33
2012-06-15,33
2012-06-16,34
2012-06-17,34
2012-06-18,34
2012-06-19,34
2012-06-20,35
2012-06-21,35
2012-06-22,35
2012-06-23,35
2012-06-24,36
2012-06-25,36
2012-06-26,36
2012-06-27,36
2012-06-28,37
2012-06-29,37
2012-06-30,37
2012-07-01,38
2012-07-02,36
2012-07-03,35
2012-07-04,34
2012-07-05,33
2012-07-06,31
2012-07-07,30
2012-07-08,29
2012-07-09,28
2012-07-10,26
2012-07-11,25
2012-07-12,24
2012-07-13,23
2012-07-14,22
2012-07-15,20
2012-07-16,19
2012-07-17,18
2012-07-18,17
2012-07-19,15
2012-07-20,14
2012-07-21,13
2012-07-22,12
2012-07-23,11
2012-07-24,9
2012-07-25,8
2012-07-26,7
2012-07-27,6
2012-07-28,4
2012-07-29,3
2012-07-30,2
2012-07-31,1
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,1
2012-12-04,1
2012-12-05,2
2012-12-06,2
2012-12-07,3
2012-12-08,4
2012-12-09,4
2012-12-10,5
2012-12-11,5
2012-12-12,6
2012-12-13,6
2012-12-14,7
2012-12-15,8
2012-12-16,8
2012-12-17,9
2012-12-18,9
2012-12-19,10
2012-12-20,11
2012-12-21,11
2012-12-22,12
2012-12-23,12
2012-12-24,13
2012-12-25,13
2012-12-26,14
2012-12-27,15
2012-12-28,15
2012-12-29,16
2012-12-30,16
2012-12-31,17
2013-01-01,18
2013-01-02,18
2013-01-03,18
2013-01-04,18
2013-01-05,18
2013-01-06,18
2013-01-07,18
2013-01-08,18
2013-01-09,18
2013-01-10,18
2013-01-11,18
2013-01-12,18
2013-01-13,18
2013-01-14,18
2013-01-15,18
2013-01-16,18
2013-01-17,19
2013-01-18,19
2013-01-19,19
2013-01-20,19
2013-01-21,19
2013-01-22,19
2013-01-23,19
2013-01-24,19
2013-01-25,19
2013-01-26,19
2013-01-27,19
2013-01-28,19
2013-01-29,19
2013-01-30,19
2013-01-31,19
2013-02-01,20
2013-02-02,20
2013-02-03,20
2013-02-04,20
2013-02-05,20
2013-02-06,20
2013-02-07,20
2013-02-08,20
2013-02-09,20
2013-02-10,20
2013-02-11,20
2013-02-12,20
2013-02-13,20
2013-02-14,20
2013-02-15,21
2013-02-16,21
2013-02-17,21
2013-02-18,21
2013-02-19,21
2013-02-20,21
2013-02-21,21
2013-02-22,21
2013-02-23,21
2013-02-24,21
2013-02-25,21
2013-02-26,21
2013-02-27,21
2013-02-28,21
2013-03-01,22
2013-03-02,22
2013-03-03,22
2013-03-04,22
2013-03-05,22
2013-03-06,22
2013-03-07,22
2013-03-08,22
2013-03-09,22
2013-03-10,22
2013-03-11,22
2013-03-12,22
2013-03-13,22
2013-03-14,22
2013-03-15,22
2013-03-16,22
2013-03-17,23
2013-03-18,23
2013-03-19,23
2013-03-20,23
2013-03-21,23
2013-03-22,23
2013-03-23,23
2013-03-24,23
2013-03-25,23
