Date,Workday Inc
2012-06-12,13
2012-06-13,13
2012-06-14,13
2012-06-15,13
2012-06-16,14
2012-06-17,14
2012-06-18,14
2012-06-19,14
2012-06-20,14
2012-06-21,14
2012-06-22,14
2012-06-23,14
2012-06-24,14
2012-06-25,14
2012-06-26,14
2012-06-27,14
2012-06-28,14
2012-06-29,14
2012-06-30,14
2012-07-01,15
2012-07-02,15
2012-07-03,15
2012-07-04,15
2012-07-05,15
2012-07-06,15
2012-07-07,15
2012-07-08,15
2012-07-09,15
2012-07-10,15
2012-07-11,15
2012-07-12,16
2012-07-13,16
2012-07-14,16
2012-07-15,16
2012-07-16,16
2012-07-17,16
2012-07-18,16
2012-07-19,16
2012-07-20,16
2012-07-21,16
2012-07-22,17
2012-07-23,17
2012-07-24,17
2012-07-25,17
2012-07-26,17
2012-07-27,17
2012-07-28,17
2012-07-29,17
2012-07-30,17
2012-07-31,17
2012-08-05,18
2012-08-06,18
2012-08-07,18
2012-08-08,18
2012-08-09,18
2012-08-10,18
2012-08-11,18
2012-08-12,18
2012-08-13,18
2012-08-14,18
2012-08-15,18
2012-08-16,18
2012-08-17,19
2012-08-18,19
2012-08-19,19
2012-08-20,19
2012-08-21,19
2012-08-22,19
2012-08-23,19
2012-08-24,19
2012-08-25,19
2012-08-26,19
2012-08-27,19
2012-08-28,19
2012-08-29,19
2012-08-30,19
2012-08-31,19
2012-09-01,20
2012-09-02,22
2012-09-03,25
2012-09-04,28
2012-09-05,30
2012-09-06,33
2012-09-07,36
2012-09-08,38
2012-09-09,41
2012-09-10,44
2012-09-11,46
2012-09-12,49
2012-09-13,52
2012-09-14,54
2012-09-15,57
2012-09-16,60
2012-09-17,62
2012-09-18,65
2012-09-19,68
2012-09-20,70
2012-09-21,73
2012-09-22,76
2012-09-23,78
2012-09-24,98
2012-09-25,84
2012-09-26,86
2012-09-27,89
2012-09-28,92
2012-09-29,94
2012-09-30,97
2012-10-01,100
2012-10-02,97
2012-10-03,95
2012-10-04,92
2012-10-05,90
2012-10-06,88
2012-10-07,85
2012-10-08,84
2012-10-09,81
2012-10-10,79
2012-10-11,77
2012-10-12,74
2012-10-13,72
2012-10-14,70
2012-10-15,68
2012-10-16,66
2012-10-17,63
2012-10-18,61
2012-10-19,59
2012-10-20,57
2012-10-21,55
2012-10-22,51
2012-10-23,49
2012-10-24,47
2012-10-25,45
2012-10-26,43
2012-10-27,42
2012-10-28,36
2012-11-01,27
2012-11-02,26
2012-11-03,26
2012-11-04,26
2012-11-05,26
2012-11-06,26
2012-11-07,26
2012-11-08,26
2012-11-09,26
2012-11-10,26
2012-11-11,26
2012-11-12,26
2012-11-13,26
2012-11-14,26
2012-11-15,26
2012-11-16,26
2012-11-17,25
2012-11-18,25
2012-11-19,25
2012-11-20,25
2012-11-21,25
2012-11-22,25
2012-11-23,25
2012-11-24,25
2012-11-25,25
2012-11-26,25
2012-11-27,25
2012-11-28,25
2012-11-29,25
2012-11-30,25
2012-12-01,25
2012-12-02,25
2012-12-03,25
2012-12-04,25
2012-12-05,25
2012-12-06,25
2012-12-07,25
2012-12-08,25
2012-12-09,25
2012-12-10,25
2012-12-11,25
2012-12-12,26
2012-12-13,26
2012-12-14,26
2012-12-15,26
2012-12-16,26
2012-12-17,26
2012-12-18,26
2012-12-19,26
2012-12-20,26
2012-12-21,26
2012-12-22,27
2012-12-23,27
2012-12-24,27
2012-12-25,27
2012-12-26,27
2012-12-27,27
2012-12-28,27
2012-12-29,27
2012-12-30,27
2012-12-31,27
2013-01-01,28
2013-01-02,27
2013-01-03,27
2013-01-04,27
2013-01-05,27
2013-01-06,27
2013-01-07,26
2013-01-08,26
2013-01-09,26
2013-01-10,26
2013-01-11,26
2013-01-12,25
2013-01-13,25
2013-01-14,25
2013-01-15,25
2013-01-16,25
2013-01-17,24
2013-01-18,24
2013-01-19,24
2013-01-20,24
2013-01-21,24
2013-01-22,23
2013-01-23,23
2013-01-24,23
2013-01-25,23
2013-01-26,23
2013-01-27,22
2013-01-28,22
2013-01-29,22
2013-01-30,22
2013-01-31,22
2013-02-01,22
2013-02-02,22
2013-02-03,22
2013-02-04,22
2013-02-05,22
2013-02-06,22
2013-02-07,23
2013-02-08,23
2013-02-09,23
2013-02-10,23
2013-02-11,23
2013-02-12,23
2013-02-13,24
2013-02-14,24
2013-02-15,24
2013-02-16,24
2013-02-17,24
2013-02-18,25
2013-02-19,25
2013-02-20,25
2013-02-21,25
2013-02-22,25
2013-02-23,25
2013-02-24,26
2013-02-25,26
2013-02-26,26
2013-02-27,26
2013-02-28,26
2013-03-01,27
2013-03-02,27
2013-03-03,27
2013-03-04,27
2013-03-05,27
2013-03-06,28
2013-03-07,28
2013-03-08,28
2013-03-09,28
2013-03-10,29
2013-03-11,29
2013-03-12,29
2013-03-13,29
2013-03-14,29
2013-03-15,30
2013-03-16,30
2013-03-17,30
2013-03-18,30
2013-03-19,31
2013-03-20,31
2013-03-21,31
2013-03-22,31
2013-03-23,31
2013-03-24,32
2013-03-25,32
2013-03-26,32
2013-03-27,32
2013-03-28,33
2013-03-29,33
2013-03-30,33
2013-03-31,33
2013-04-01,34
2013-04-02,33
2013-04-03,33
2013-04-04,33
2013-04-05,33
2013-04-06,33
2013-04-07,33
2013-04-08,33
2013-04-09,33
2013-04-10,33
2013-04-11,33
2013-04-12,32
2013-04-13,32
2013-04-14,32
2013-04-15,32
2013-04-16,32
2013-04-17,32
2013-04-18,32
2013-04-19,32
2013-04-20,32
2013-04-21,32
2013-04-22,31
2013-04-23,31
2013-04-24,31
2013-04-25,31
2013-04-26,31
2013-04-27,31
2013-04-28,31
2013-04-29,31
2013-04-30,31
2013-05-01,31
2013-05-02,30
2013-05-03,29
2013-05-04,29
2013-05-05,28
2013-05-06,28
2013-05-07,27
2013-05-08,27
2013-05-09,26
2013-05-10,26
2013-05-11,25
2013-05-12,25
2013-05-13,24
2013-05-14,24
2013-05-15,23
2013-05-16,23
2013-05-17,22
2013-05-18,22
2013-05-19,21
2013-05-20,21
2013-05-21,20
2013-05-22,20
2013-05-23,19
2013-05-24,19
2013-05-25,18
2013-05-26,18
2013-05-27,17
2013-05-28,17
2013-05-29,16
2013-05-30,16
2013-05-31,15
2013-06-01,15
2013-06-02,15
2013-06-03,15
2013-06-04,15
2013-06-05,16
2013-06-06,16
2013-06-07,16
2013-06-08,17
2013-06-09,17
2013-06-10,17
2013-06-11,18
2013-06-12,18
2013-06-13,18
2013-06-14,18
2013-06-15,19
2013-06-16,19
2013-06-17,19
2013-06-18,20
2013-06-19,20
2013-06-20,20
2013-06-21,21
2013-06-22,21
2013-06-23,21
2013-06-24,21
2013-06-25,22
2013-06-26,22
2013-06-27,22
2013-06-28,23
2013-06-29,23
2013-06-30,23
2013-07-01,24
2013-07-02,24
2013-07-03,24
2013-07-04,24
2013-07-05,24
2013-07-06,24
2013-07-07,25
2013-07-08,25
2013-07-09,25
2013-07-10,25
2013-07-11,25
2013-07-12,26
2013-07-13,26
2013-07-14,26
2013-07-15,26
2013-07-16,26
2013-07-17,27
2013-07-18,27
2013-07-19,27
2013-07-20,27
2013-07-21,27
2013-07-22,28
2013-07-23,28
2013-07-24,28
2013-07-25,28
2013-07-26,28
2013-07-27,29
2013-07-28,29
2013-07-29,29
2013-07-30,29
2013-07-31,29
2013-08-04,30
2013-08-05,30
2013-08-06,30
2013-08-07,30
2013-08-08,30
2013-08-09,30
2013-08-10,30
2013-08-11,30
2013-08-12,30
2013-08-13,30
2013-08-14,30
2013-08-15,30
2013-08-16,30
2013-08-17,30
2013-08-18,30
2013-08-19,37
2013-08-20,30
2013-08-21,30
2013-08-22,30
2013-08-23,30
2013-08-24,30
2013-08-25,30
2013-08-26,30
2013-08-27,30
2013-08-28,30
2013-08-29,30
2013-08-30,30
2013-08-31,30
2013-09-01,31
2013-09-02,31
2013-09-03,31
2013-09-04,31
2013-09-05,31
2013-09-06,31
2013-09-07,31
2013-09-08,31
2013-09-09,31
2013-09-10,31
2013-09-11,31
2013-09-12,31
2013-09-13,31
2013-09-14,31
2013-09-15,31
2013-09-16,32
2013-09-17,32
2013-09-18,32
2013-09-19,32
2013-09-20,32
2013-09-21,32
2013-09-22,32
2013-09-23,32
2013-09-24,32
2013-09-25,32
2013-09-26,32
2013-09-27,32
2013-09-28,32
2013-09-29,32
2013-09-30,32
2013-10-01,33
2013-10-02,32
2013-10-03,32
2013-10-04,32
2013-10-05,32
2013-10-06,32
2013-10-07,32
2013-10-08,32
2013-10-09,32
2013-10-10,32
2013-10-11,32
2013-10-12,32
2013-10-13,32
2013-10-14,32
2013-10-15,32
2013-10-16,32
2013-10-17,31
2013-10-18,31
2013-10-19,31
2013-10-20,31
2013-10-21,32
2013-10-22,32
2013-10-23,32
2013-10-24,33
2013-10-25,33
2013-10-26,34
2013-10-27,31
2013-11-03,30
2013-11-04,33
2013-11-05,29
2013-11-06,29
2013-11-07,29
2013-11-08,28
2013-11-09,28
2013-11-10,28
2013-11-11,27
2013-11-12,27
2013-11-13,27
2013-11-14,26
2013-11-15,26
2013-11-16,26
2013-11-17,25
2013-11-18,25
2013-11-19,25
2013-11-20,24
2013-11-21,24
2013-11-22,24
2013-11-23,23
2013-11-24,23
2013-11-25,23
2013-11-26,23
2013-11-27,23
2013-11-28,23
2013-11-29,23
2013-11-30,23
2013-12-01,21
2013-12-02,21
2013-12-03,21
2013-12-04,22
2013-12-05,22
2013-12-06,22
2013-12-07,23
2013-12-08,23
2013-12-09,23
2013-12-10,24
2013-12-11,24
2013-12-12,24
2013-12-13,25
2013-12-14,25
2013-12-15,25
2013-12-16,26
2013-12-17,26
2013-12-18,27
2013-12-19,27
2013-12-20,27
2013-12-21,28
2013-12-22,28
2013-12-23,28
2013-12-24,29
2013-12-25,29
2013-12-26,29
2013-12-27,30
2013-12-28,30
2013-12-29,30
2013-12-30,31
2013-12-31,31
2014-01-01,32
