Date,Intralink
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,3
2010-07-03,6
2010-07-04,9
2010-07-05,12
2010-07-06,16
2010-07-07,19
2010-07-08,22
2010-07-09,25
2010-07-10,29
2010-07-11,32
2010-07-12,35
2010-07-13,38
2010-07-14,41
2010-07-15,45
2010-07-16,48
2010-07-17,51
2010-07-18,54
2010-07-19,58
2010-07-20,61
2010-07-21,64
2010-07-22,67
2010-07-23,70
2010-07-24,74
2010-07-25,77
2010-07-26,80
2010-07-27,83
2010-07-28,87
2010-07-29,90
2010-07-30,93
2010-07-31,96
2010-08-01,100
2010-08-02,97
2010-08-03,94
2010-08-04,92
2010-08-05,89
2010-08-06,87
2010-08-07,84
2010-08-08,82
2010-08-09,79
2010-08-10,77
2010-08-11,74
2010-08-12,72
2010-08-13,69
2010-08-14,67
2010-08-15,64
2010-08-16,62
2010-08-17,59
2010-08-18,57
2010-08-19,54
2010-08-20,52
2010-08-21,49
2010-08-22,47
2010-08-23,44
2010-08-24,42
2010-08-25,39
2010-08-26,37
2010-08-27,34
2010-08-28,32
2010-08-29,29
2010-08-30,27
2010-08-31,24
2010-09-01,22
2010-09-02,22
2010-09-03,22
2010-09-04,22
2010-09-05,22
2010-09-06,22
2010-09-07,22
2010-09-08,22
2010-09-09,22
2010-09-10,22
2010-09-11,22
2010-09-12,22
2010-09-13,22
2010-09-14,22
2010-09-15,22
2010-09-16,22
2010-09-17,22
2010-09-18,22
2010-09-19,22
2010-09-20,22
2010-09-21,22
2010-09-22,22
2010-09-23,22
2010-09-24,22
2010-09-25,22
2010-09-26,22
2010-09-27,22
2010-09-28,22
2010-09-29,22
2010-09-30,22
2010-10-01,22
2010-10-02,22
2010-10-03,22
2010-10-04,22
2010-10-05,22
2010-10-06,22
2010-10-07,22
2010-10-08,22
2010-10-09,22
2010-10-10,22
2010-10-11,22
2010-10-12,22
2010-10-13,22
2010-10-14,22
2010-10-15,22
2010-10-16,22
2010-10-17,23
2010-10-18,23
2010-10-19,23
2010-10-20,23
2010-10-21,23
2010-10-22,23
2010-10-23,23
2010-10-24,23
2010-10-25,23
2010-10-26,23
2010-10-27,23
2010-10-28,23
2010-10-29,23
2010-10-30,23
2010-10-31,23
2010-11-01,24
2010-11-02,24
2010-11-03,24
2010-11-04,24
2010-11-05,24
2010-11-06,24
2010-11-07,25
2010-11-08,25
2010-11-09,25
2010-11-10,25
2010-11-11,25
2010-11-12,25
2010-11-13,26
2010-11-14,26
2010-11-15,26
2010-11-16,26
2010-11-17,26
2010-11-18,26
2010-11-19,27
2010-11-20,27
2010-11-21,27
2010-11-22,27
2010-11-23,27
2010-11-24,27
2010-11-25,28
2010-11-26,28
2010-11-27,28
2010-11-28,28
2010-11-29,28
2010-11-30,28
2010-12-01,29
2010-12-02,28
2010-12-03,28
2010-12-04,28
2010-12-05,28
2010-12-06,27
2010-12-07,27
2010-12-08,27
2010-12-09,27
2010-12-10,26
2010-12-11,26
2010-12-12,26
2010-12-13,26
2010-12-14,26
2010-12-15,25
2010-12-16,25
2010-12-17,25
2010-12-18,25
2010-12-19,24
2010-12-20,24
2010-12-21,24
2010-12-22,24
2010-12-23,24
2010-12-24,23
2010-12-25,23
2010-12-26,23
2010-12-27,23
2010-12-28,22
2010-12-29,22
2010-12-30,22
2010-12-31,22
2011-01-01,22
2011-01-02,22
2011-01-03,22
2011-01-04,22
2011-01-05,22
2011-01-06,22
2011-01-07,22
2011-01-08,22
2011-01-09,22
2011-01-10,22
2011-01-11,22
2011-01-12,22
2011-01-13,22
2011-01-14,22
2011-01-15,22
2011-01-16,22
2011-01-17,22
2011-01-18,22
2011-01-19,22
2011-01-20,22
2011-01-21,22
2011-01-22,22
2011-01-23,22
2011-01-24,22
2011-01-25,22
2011-01-26,22
2011-01-27,22
2011-01-28,22
2011-01-29,22
2011-01-30,22
2011-01-31,22
2011-02-01,22
2011-02-02,21
2011-02-03,20
2011-02-04,19
2011-02-05,18
2011-02-06,18
2011-02-07,17
2011-02-08,16
2011-02-09,15
2011-02-10,14
2011-02-11,14
2011-02-12,13
2011-02-13,12
2011-02-14,11
2011-02-15,11
2011-02-16,10
2011-02-17,9
2011-02-18,8
2011-02-19,7
2011-02-20,7
2011-02-21,6
2011-02-22,5
2011-02-23,4
2011-02-24,3
2011-02-25,3
2011-02-26,2
2011-02-27,1
2011-02-28,0
2011-03-01,0
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,0
2011-03-16,0
2011-03-17,0
2011-03-18,0
2011-03-19,0
2011-03-20,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,0
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,0
2011-04-06,0
2011-04-07,0
2011-04-08,0
2011-04-09,0
2011-04-10,0
2011-04-11,0
2011-04-12,0
2011-04-13,0
2011-04-14,0
2011-04-15,0
2011-04-16,0
2011-04-17,0
2011-04-18,0
2011-04-19,0
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,0
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,0
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,1
2011-07-03,2
2011-07-04,3
2011-07-05,5
2011-07-06,6
2011-07-07,7
2011-07-08,9
2011-07-09,10
2011-07-10,11
2011-07-11,13
2011-07-12,14
2011-07-13,15
2011-07-14,17
2011-07-15,18
2011-07-16,19
2011-07-17,21
2011-07-18,22
2011-07-19,23
2011-07-20,25
2011-07-21,26
2011-07-22,27
2011-07-23,29
2011-07-24,30
2011-07-25,31
2011-07-26,33
2011-07-27,34
2011-07-28,35
2011-07-29,37
2011-07-30,38
2011-07-31,39
2011-08-01,41
2011-08-02,40
2011-08-03,39
2011-08-04,38
2011-08-05,38
2011-08-06,37
2011-08-07,36
2011-08-08,36
2011-08-09,35
2011-08-10,34
2011-08-11,34
2011-08-12,33
2011-08-13,32
2011-08-14,32
2011-08-15,31
2011-08-16,30
2011-08-17,30
2011-08-18,29
2011-08-19,28
2011-08-20,28
2011-08-21,27
2011-08-22,26
2011-08-23,26
2011-08-24,25
2011-08-25,24
2011-08-26,24
2011-08-27,23
2011-08-28,22
2011-08-29,22
2011-08-30,21
2011-08-31,20
2011-09-01,20
