Date,Zynga
2011-05-19,4
2011-05-20,4
2011-05-21,5
2011-05-22,7
2011-05-23,8
2011-05-24,10
2011-05-25,11
2011-05-26,12
2011-05-27,14
2011-05-28,15
2011-05-29,14
2011-05-30,12
2011-05-31,11
2011-06-01,9
2011-06-02,8
2011-06-03,7
2011-06-04,5
2011-06-05,5
2011-06-06,6
2011-06-07,6
2011-06-08,6
2011-06-09,6
2011-06-10,6
2011-06-11,6
2011-06-12,6
2011-06-13,5
2011-06-14,5
2011-06-15,5
2011-06-16,5
2011-06-17,5
2011-06-18,5
2011-06-19,6
2011-06-20,6
2011-06-21,6
2011-06-22,6
2011-06-23,7
2011-06-24,7
2011-06-25,7
2011-06-26,12
2011-07-03,38
2011-07-04,36
2011-07-05,33
2011-07-06,31
2011-07-07,28
2011-07-08,26
2011-07-09,23
2011-07-10,21
2011-07-11,19
2011-07-12,17
2011-07-13,16
2011-07-14,14
2011-07-15,12
2011-07-16,11
2011-07-17,10
2011-07-18,10
2011-07-19,9
2011-07-20,9
2011-07-21,8
2011-07-22,8
2011-07-23,7
2011-07-24,8
2011-07-25,8
2011-07-26,8
2011-07-27,8
2011-07-28,8
2011-07-29,8
2011-07-30,9
2011-07-31,8
2011-08-01,8
2011-08-02,8
2011-08-03,7
2011-08-04,7
2011-08-05,7
2011-08-06,7
2011-08-07,7
2011-08-08,6
2011-08-09,6
2011-08-10,6
2011-08-11,6
2011-08-12,6
2011-08-13,6
2011-08-14,7
2011-08-15,8
2011-08-16,9
2011-08-17,10
2011-08-18,10
2011-08-19,11
2011-08-20,12
2011-08-21,11
2011-08-22,10
2011-08-23,9
2011-08-24,8
2011-08-25,7
2011-08-26,6
2011-08-27,5
2011-08-28,5
2011-08-29,4
2011-08-30,4
2011-08-31,4
2011-09-01,4
2011-09-02,4
2011-09-03,4
2011-09-04,5
2011-09-05,5
2011-09-06,5
2011-09-07,6
2011-09-08,6
2011-09-09,6
2011-09-10,7
2011-09-11,6
2011-09-12,6
2011-09-13,6
2011-09-14,6
2011-09-15,6
2011-09-16,6
2011-09-17,5
2011-09-18,5
2011-09-19,6
2011-09-20,6
2011-09-21,6
2011-09-22,6
2011-09-23,6
2011-09-24,6
2011-09-25,6
2011-10-02,7
2011-10-03,6
2011-10-04,6
2011-10-05,6
2011-10-06,6
2011-10-07,6
2011-10-08,6
2011-10-09,6
2011-10-10,7
2011-10-11,7
2011-10-12,7
2011-10-13,7
2011-10-14,7
2011-10-15,7
2011-10-16,7
2011-10-17,7
2011-10-18,7
2011-10-19,7
2011-10-20,7
2011-10-21,7
2011-10-22,8
2011-10-23,8
2011-10-24,8
2011-10-25,8
2011-10-26,8
2011-10-27,8
2011-10-28,8
2011-10-29,8
2011-10-30,8
2011-10-31,7
2011-11-01,7
2011-11-02,7
2011-11-03,7
2011-11-04,7
2011-11-05,6
2011-11-06,10
2011-11-07,14
2011-11-08,17
2011-11-09,21
2011-11-10,24
2011-11-11,28
2011-11-12,31
2011-11-13,28
2011-11-14,25
2011-11-15,22
2011-11-16,20
2011-11-17,17
2011-11-18,14
2011-11-19,12
2011-11-20,12
2011-11-21,12
2011-11-22,12
2011-11-23,12
2011-11-24,12
2011-11-25,12
2011-11-26,12
2011-11-27,13
2011-11-28,13
2011-11-29,14
2011-11-30,14
2011-12-01,15
2011-12-02,15
2011-12-03,16
2011-12-04,16
2011-12-05,13
2011-12-06,14
2011-12-07,15
2011-12-08,15
2011-12-09,15
2011-12-10,15
2011-12-11,27
2011-12-12,40
2011-12-13,52
2011-12-14,65
2011-12-15,77
2011-12-16,90
2011-12-17,102
2011-12-18,95
2011-12-19,87
2011-12-20,80
2011-12-21,73
2011-12-22,65
2011-12-23,58
2011-12-24,51
2011-12-25,46
2012-01-01,11
2012-01-02,12
2012-01-03,13
2012-01-04,13
2012-01-05,13
2012-01-06,15
2012-01-07,16
2012-01-08,16
2012-01-09,16
2012-01-10,17
2012-01-11,17
2012-01-12,16
2012-01-13,18
2012-01-14,18
2012-01-15,19
2012-01-16,19
2012-01-17,20
2012-01-18,22
2012-01-19,21
2012-01-20,21
2012-01-21,22
2012-01-22,21
2012-01-23,20
2012-01-24,19
2012-01-25,19
2012-01-26,18
2012-01-27,17
2012-01-28,17
2012-01-29,20
2012-01-30,23
2012-01-31,26
2012-02-01,29
2012-02-02,24
2012-02-03,37
2012-02-04,39
2012-02-05,36
2012-02-06,35
2012-02-07,35
2012-02-08,36
2012-02-09,32
2012-02-10,32
2012-02-11,32
2012-02-12,35
2012-02-13,38
2012-02-14,34
2012-02-15,43
2012-02-16,53
2012-02-17,51
2012-02-18,53
2012-02-19,48
2012-02-20,43
2012-02-21,39
2012-02-22,34
2012-02-23,31
2012-02-24,25
2012-02-25,21
2012-02-26,21
2012-02-27,21
2012-02-28,22
2012-02-29,22
2012-03-01,23
2012-03-02,17
2012-03-03,26
2012-03-04,23
2012-03-05,23
2012-03-06,23
2012-03-07,23
2012-03-08,22
2012-03-09,22
2012-03-10,23
2012-03-11,21
2012-03-12,20
2012-03-13,20
2012-03-14,19
2012-03-15,19
2012-03-16,18
2012-03-17,18
2012-03-18,19
2012-03-19,20
2012-03-20,21
2012-03-21,18
2012-03-22,25
2012-03-23,23
2012-03-24,24
2012-03-25,24
2012-03-26,24
2012-03-27,25
2012-03-28,25
2012-03-29,25
2012-03-30,25
2012-03-31,26
2012-04-01,25
2012-04-02,24
2012-04-03,20
2012-04-04,22
2012-04-05,21
2012-04-06,20
2012-04-07,19
2012-04-08,18
2012-04-09,18
2012-04-10,18
2012-04-11,17
2012-04-12,18
2012-04-13,18
2012-04-14,18
2012-04-15,18
2012-04-16,18
2012-04-17,18
2012-04-18,19
2012-04-19,19
2012-04-20,20
2012-04-21,19
2012-04-22,21
2012-04-23,22
2012-04-24,23
2012-04-25,24
2012-04-26,26
2012-04-27,28
2012-04-28,30
2012-04-29,28
2012-04-30,27
2012-05-01,26
2012-05-02,24
2012-05-03,25
2012-05-04,22
2012-05-05,21
2012-05-06,20
2012-05-07,20
2012-05-08,20
2012-05-09,20
2012-05-10,20
2012-05-11,20
2012-05-12,20
2012-05-13,23
2012-05-14,26
2012-05-15,29
2012-05-16,33
2012-05-17,29
2012-05-18,36
2012-05-19,50
2012-05-20,42
2012-05-21,40
2012-05-22,41
2012-05-23,40
2012-05-24,34
2012-05-25,34
2012-05-26,32
2012-05-27,31
2012-05-28,29
2012-05-29,28
2012-05-30,26
2012-05-31,26
2012-06-01,24
2012-06-02,22
2012-06-03,22
2012-06-04,23
2012-06-05,22
2012-06-06,25
2012-06-07,26
2012-06-08,27
2012-06-09,28
2012-06-10,27
2012-06-11,29
2012-06-12,25
2012-06-13,26
2012-06-14,28
2012-06-15,26
2012-06-16,26
2012-06-17,24
2012-06-18,23
2012-06-19,22
2012-06-20,21
2012-06-21,20
2012-06-22,19
2012-06-23,18
2012-06-24,17
2012-06-25,16
2012-06-26,18
2012-06-27,16
2012-06-28,16
2012-06-29,16
2012-06-30,16
2012-07-01,15
2012-07-02,15
2012-07-03,15
2012-07-04,14
2012-07-05,14
2012-07-06,14
2012-07-07,14
2012-07-08,14
2012-07-09,14
2012-07-10,15
2012-07-11,16
2012-07-12,16
2012-07-13,17
2012-07-14,18
2012-07-15,18
2012-07-16,19
2012-07-17,18
2012-07-18,21
2012-07-19,21
2012-07-20,22
2012-07-21,23
2012-07-22,29
2012-07-23,35
2012-07-24,44
2012-07-25,25
2012-07-26,50
2012-07-27,69
2012-07-28,74
2012-07-29,62
2012-07-30,57
2012-07-31,57
2012-08-01,39
2012-08-02,46
2012-08-03,37
2012-08-04,31
2012-08-05,32
2012-08-06,32
2012-08-07,35
2012-08-08,34
2012-08-09,36
2012-08-10,32
2012-08-11,39
2012-08-12,34
2012-08-13,32
2012-08-14,30
2012-08-15,27
2012-08-16,25
2012-08-17,25
2012-08-18,22
2012-08-19,22
2012-08-20,22
2012-08-21,23
2012-08-22,23
2012-08-23,22
2012-08-24,23
2012-08-25,24
2012-08-26,23
2012-08-27,23
2012-08-28,24
2012-08-29,23
2012-08-30,23
2012-08-31,23
2012-09-01,23
2012-09-02,22
2012-09-03,21
2012-09-04,20
2012-09-05,19
2012-09-06,18
2012-09-07,17
2012-09-08,16
2012-09-09,17
2012-09-10,18
2012-09-11,18
2012-09-12,19
2012-09-13,20
2012-09-14,20
2012-09-15,20
2012-09-16,21
2012-09-17,20
2012-09-18,21
2012-09-19,20
2012-09-20,20
2012-09-21,20
2012-09-22,21
2012-09-23,20
2012-09-24,19
2012-09-25,18
2012-09-26,18
2012-09-27,17
2012-09-28,16
2012-09-29,16
2012-09-30,18
2012-10-07,30
2012-10-08,28
2012-10-09,26
2012-10-10,24
2012-10-11,23
2012-10-12,21
2012-10-13,19
2012-10-14,18
2012-10-15,14
2012-10-16,14
2012-10-17,13
2012-10-18,12
2012-10-19,10
2012-10-20,9
2012-10-21,16
2012-10-22,23
2012-10-23,30
2012-10-24,37
2012-10-25,44
2012-10-26,51
2012-10-27,58
2012-10-28,53
2012-10-29,43
2012-10-30,37
2012-10-31,31
2012-11-01,25
2012-11-02,19
2012-11-03,13
2012-11-04,13
2012-11-05,13
2012-11-06,13
2012-11-07,13
2012-11-08,13
2012-11-09,13
2012-11-10,13
2012-11-11,12
2012-11-12,12
2012-11-13,11
2012-11-14,11
2012-11-15,10
2012-11-16,10
2012-11-17,9
2012-11-18,10
2012-11-19,10
2012-11-20,11
2012-11-21,11
2012-11-22,12
2012-11-23,12
2012-11-24,12
2012-11-25,13
2012-11-26,14
2012-11-27,15
2012-11-28,15
2012-11-29,16
2012-11-30,17
2012-12-01,18
2012-12-02,17
2012-12-03,17
2012-12-04,17
2012-12-05,17
2012-12-06,17
2012-12-07,17
2012-12-08,17
2012-12-09,16
2012-12-10,16
2012-12-11,16
2012-12-12,16
2012-12-13,16
2012-12-14,16
2012-12-15,16
2012-12-16,16
2012-12-17,16
2012-12-18,16
2012-12-19,16
2012-12-20,16
2012-12-21,16
2012-12-22,17
2012-12-23,16
2012-12-24,15
2012-12-25,15
2012-12-26,14
2012-12-27,14
2012-12-28,13
2012-12-29,13
2012-12-30,13
