Date,Zoetis
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-22,0
2012-09-23,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0
2012-10-12,0
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,0
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0
2012-11-02,0
2012-11-03,0
2012-11-04,0
2012-11-05,0
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,0
2012-11-19,0
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,0
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,1
2012-12-04,2
2012-12-05,2
2012-12-06,3
2012-12-07,4
2012-12-08,4
2012-12-09,5
2012-12-10,6
2012-12-11,6
2012-12-12,7
2012-12-13,8
2012-12-14,8
2012-12-15,9
2012-12-16,10
2012-12-17,10
2012-12-18,11
2012-12-19,12
2012-12-20,12
2012-12-21,13
2012-12-22,14
2012-12-23,14
2012-12-24,15
2012-12-25,16
2012-12-26,16
2012-12-27,17
2012-12-28,18
2012-12-29,18
2012-12-30,19
2012-12-31,20
2013-01-01,21
2013-01-02,22
2013-01-03,23
2013-01-04,24
2013-01-05,25
2013-01-06,26
2013-01-07,27
2013-01-08,28
2013-01-09,30
2013-01-10,31
2013-01-11,32
2013-01-12,33
2013-01-13,34
2013-01-14,35
2013-01-15,36
2013-01-16,37
2013-01-17,39
2013-01-18,40
2013-01-19,41
2013-01-20,42
2013-01-21,43
2013-01-22,44
2013-01-23,45
2013-01-24,46
2013-01-25,48
2013-01-26,49
2013-01-27,50
2013-01-28,51
2013-01-29,52
2013-01-30,53
2013-01-31,54
2013-02-01,56
2013-02-02,54
2013-02-03,52
2013-02-04,51
2013-02-05,49
2013-02-06,48
2013-02-07,46
2013-02-08,45
2013-02-09,43
2013-02-10,41
2013-02-11,40
2013-02-12,38
2013-02-13,37
2013-02-14,35
2013-02-15,34
2013-02-16,32
2013-02-17,30
2013-02-18,29
2013-02-19,27
2013-02-20,26
2013-02-21,24
2013-02-22,23
2013-02-23,21
2013-02-24,19
2013-02-25,18
2013-02-26,16
2013-02-27,15
2013-02-28,13
2013-03-01,12
2013-03-02,12
2013-03-03,12
2013-03-04,12
2013-03-05,12
2013-03-06,12
2013-03-07,12
2013-03-08,12
2013-03-09,12
2013-03-10,12
2013-03-11,12
2013-03-12,12
2013-03-13,12
2013-03-14,12
2013-03-15,12
2013-03-16,12
2013-03-17,12
2013-03-18,12
2013-03-19,12
2013-03-20,12
2013-03-21,12
2013-03-22,12
2013-03-23,12
2013-03-24,12
2013-03-25,12
2013-03-26,12
2013-03-27,12
2013-03-28,12
2013-03-29,12
2013-03-30,12
2013-03-31,12
2013-04-01,13
2013-04-02,13
2013-04-03,13
2013-04-04,13
2013-04-05,14
2013-04-06,14
2013-04-07,14
2013-04-08,14
2013-04-09,15
2013-04-10,15
2013-04-11,15
2013-04-12,15
2013-04-13,16
2013-04-14,16
2013-04-15,16
2013-04-16,17
2013-04-17,17
2013-04-18,17
2013-04-19,17
2013-04-20,18
2013-04-21,18
2013-04-22,18
2013-04-23,18
2013-04-24,19
2013-04-25,19
2013-04-26,19
2013-04-27,19
2013-04-28,20
2013-04-29,20
2013-04-30,20
2013-05-05,31
2013-05-06,33
2013-05-07,36
2013-05-08,38
2013-05-09,41
2013-05-10,43
2013-05-11,46
2013-05-12,49
2013-05-13,63
2013-05-14,47
2013-05-15,52
2013-05-16,56
2013-05-17,59
2013-05-18,62
2013-05-19,64
2013-05-20,69
2013-05-21,71
2013-05-22,74
2013-05-23,76
2013-05-24,79
2013-05-25,81
2013-05-26,84
2013-05-27,84
2013-05-28,87
2013-05-29,90
2013-05-30,92
2013-05-31,95
2013-06-01,98
2013-06-02,95
2013-06-03,93
2013-06-04,90
2013-06-05,88
2013-06-06,85
2013-06-07,83
2013-06-08,80
2013-06-09,78
2013-06-10,78
2013-06-11,75
2013-06-12,73
2013-06-13,70
2013-06-14,68
2013-06-15,66
2013-06-16,64
2013-06-17,59
2013-06-18,57
2013-06-19,55
2013-06-20,53
2013-06-21,51
2013-06-22,49
2013-06-23,42
2013-06-24,40
2013-06-25,37
2013-06-26,35
2013-06-27,32
2013-06-28,29
2013-06-29,27
2013-06-30,24
2013-07-01,22
2013-07-02,21
2013-07-03,21
2013-07-04,21
2013-07-05,20
2013-07-06,20
2013-07-07,20
2013-07-08,20
2013-07-09,19
2013-07-10,19
2013-07-11,19
2013-07-12,19
2013-07-13,18
2013-07-14,18
2013-07-15,18
2013-07-16,18
2013-07-17,17
2013-07-18,17
2013-07-19,17
2013-07-20,17
2013-07-21,16
2013-07-22,16
2013-07-23,16
2013-07-24,16
2013-07-25,15
2013-07-26,15
2013-07-27,15
2013-07-28,15
2013-08-01,14
2013-08-02,13
2013-08-03,13
2013-08-04,13
2013-08-05,13
2013-08-06,13
2013-08-07,13
2013-08-08,13
2013-08-09,13
2013-08-10,13
2013-08-11,13
2013-08-12,12
2013-08-13,12
2013-08-14,12
2013-08-15,12
2013-08-16,12
2013-08-17,12
2013-08-18,12
2013-08-19,12
2013-08-20,12
2013-08-21,12
2013-08-22,11
2013-08-23,11
2013-08-24,11
2013-08-25,11
2013-08-26,11
2013-08-27,11
2013-08-28,11
2013-08-29,11
2013-08-30,11
2013-08-31,11
2013-09-01,11
2013-09-02,11
2013-09-03,11
2013-09-04,11
2013-09-05,11
2013-09-06,11
2013-09-07,11
2013-09-08,11
2013-09-09,11
2013-09-10,11
2013-09-11,11
2013-09-12,11
2013-09-13,11
2013-09-14,11
2013-09-15,11
2013-09-16,11
2013-09-17,11
2013-09-18,11
2013-09-19,11
2013-09-20,11
2013-09-21,11
2013-09-22,11
2013-09-23,11
2013-09-24,11
2013-09-25,11
2013-09-26,11
2013-09-27,11
2013-09-28,11
2013-09-29,11
2013-09-30,11
2013-10-01,11
2013-10-02,11
2013-10-03,11
2013-10-04,11
2013-10-05,11
2013-10-06,11
2013-10-07,11
2013-10-08,11
2013-10-09,11
2013-10-10,11
2013-10-11,11
2013-10-12,11
2013-10-13,11
2013-10-14,11
2013-10-15,11
2013-10-16,11
2013-10-17,11
2013-10-18,11
2013-10-19,11
2013-10-20,11
2013-10-21,11
2013-10-22,11
2013-10-23,11
2013-10-24,11
2013-10-25,11
2013-10-26,11
2013-10-27,11
2013-10-28,11
2013-10-29,11
2013-10-30,11
2013-10-31,11
2013-11-01,12
2013-11-02,11
2013-11-03,11
2013-11-04,11
2013-11-05,11
2013-11-06,11
2013-11-07,11
2013-11-08,11
2013-11-09,11
2013-11-10,11
2013-11-11,11
2013-11-12,11
2013-11-13,11
2013-11-14,11
2013-11-15,11
2013-11-16,11
2013-11-17,10
2013-11-18,10
2013-11-19,10
2013-11-20,10
2013-11-21,10
2013-11-22,10
2013-11-23,10
2013-11-24,10
2013-11-25,10
2013-11-26,10
2013-11-27,10
2013-11-28,10
2013-11-29,10
2013-11-30,10
2013-12-01,10
2013-12-02,10
2013-12-03,10
2013-12-04,10
2013-12-05,10
2013-12-06,10
2013-12-07,10
2013-12-08,10
2013-12-09,10
2013-12-10,10
2013-12-11,10
2013-12-12,10
2013-12-13,10
2013-12-14,10
2013-12-15,10
2013-12-16,10
2013-12-17,10
2013-12-18,10
2013-12-19,10
2013-12-20,10
2013-12-21,10
2013-12-22,10
2013-12-23,10
2013-12-24,10
2013-12-25,10
2013-12-26,10
2013-12-27,10
2013-12-28,10
2013-12-29,10
2013-12-30,10
2013-12-31,10
2014-01-01,10
