Date,Robert W Baird
2013-01-06,77
2013-01-07,72
2013-01-08,67
2013-01-09,63
2013-01-10,58
2013-01-11,53
2013-01-12,49
2013-01-13,49
2013-01-14,49
2013-01-15,49
2013-01-16,49
2013-01-17,49
2013-01-18,49
2013-01-19,49
2013-01-20,49
2013-01-21,49
2013-01-22,49
2013-01-23,49
2013-01-24,49
2013-01-25,49
2013-01-26,49
2013-01-27,49
2013-01-28,49
2013-01-29,49
2013-01-30,49
2013-01-31,49
2013-02-01,49
2013-02-02,49
2013-02-03,49
2013-02-04,58
2013-02-05,49
2013-02-06,49
2013-02-07,49
2013-02-08,49
2013-02-09,49
2013-02-10,49
2013-02-11,49
2013-02-12,49
2013-02-13,49
2013-02-14,49
2013-02-15,49
2013-02-16,50
2013-02-17,50
2013-02-18,51
2013-02-19,51
2013-02-20,52
2013-02-21,52
2013-02-22,53
2013-02-23,54
2013-02-24,54
2013-02-25,55
2013-02-26,55
2013-02-27,56
2013-02-28,56
2013-03-01,57
2013-03-02,58
2013-03-03,58
2013-03-04,59
2013-03-05,59
2013-03-06,60
2013-03-07,61
2013-03-08,61
2013-03-09,62
2013-03-10,61
2013-03-11,60
2013-03-12,59
2013-03-13,58
2013-03-14,57
2013-03-15,56
2013-03-16,56
2013-03-17,56
2013-03-18,56
2013-03-19,56
2013-03-20,56
2013-03-21,56
2013-03-22,56
2013-03-23,56
2013-03-24,55
2013-03-25,54
2013-03-26,53
2013-03-27,52
2013-03-28,51
2013-03-29,50
2013-03-30,49
2013-03-31,48
2013-04-07,51
2013-04-08,54
2013-04-09,57
2013-04-10,60
2013-04-11,63
2013-04-12,66
2013-04-13,70
2013-04-14,74
2013-04-15,79
2013-04-16,84
2013-04-17,88
2013-04-18,93
2013-04-19,98
2013-04-20,102
2013-04-21,96
2013-04-22,86
2013-04-23,79
2013-04-24,73
2013-04-25,66
2013-04-26,59
2013-04-27,53
2013-04-28,52
2013-04-29,51
2013-04-30,51
2013-05-01,50
2013-05-02,50
2013-05-03,49
2013-05-04,49
2013-05-05,49
2013-05-06,49
2013-05-07,50
2013-05-08,50
2013-05-09,51
2013-05-10,51
2013-05-11,52
2013-05-12,52
2013-05-13,53
2013-05-14,53
2013-05-15,54
2013-05-16,54
2013-05-17,55
2013-05-18,56
2013-05-19,54
2013-05-20,53
2013-05-21,52
2013-05-22,51
2013-05-23,50
2013-05-24,49
2013-05-25,48
2013-05-26,48
2013-05-27,48
2013-05-28,48
2013-05-29,48
2013-05-30,48
2013-05-31,48
2013-06-01,48
2013-06-02,47
2013-06-03,46
2013-06-04,45
2013-06-05,45
2013-06-06,44
2013-06-07,43
2013-06-08,43
2013-06-09,43
2013-06-10,43
2013-06-11,43
2013-06-12,43
2013-06-13,43
2013-06-14,43
2013-06-15,43
2013-06-16,43
2013-06-17,43
2013-06-18,43
2013-06-19,43
2013-06-20,43
2013-06-21,43
2013-06-22,43
2013-06-23,43
2013-06-24,44
2013-06-25,44
2013-06-26,45
2013-06-27,45
2013-06-28,46
2013-06-29,48
2013-06-30,44
2013-07-01,44
2013-07-02,44
2013-07-03,44
2013-07-04,44
2013-07-05,44
2013-07-06,45
2013-07-07,45
2013-07-08,45
2013-07-09,45
2013-07-10,45
2013-07-11,45
2013-07-12,45
2013-07-13,45
2013-07-14,45
2013-07-15,45
2013-07-16,45
2013-07-17,45
2013-07-18,45
2013-07-19,45
2013-07-20,45
2013-07-21,45
2013-07-22,45
2013-07-23,45
2013-07-24,45
2013-07-25,45
2013-07-26,45
2013-07-27,45
2013-07-28,38
2013-07-29,32
2013-07-30,25
2013-07-31,19
2013-08-01,12
2013-08-02,6
2013-08-03,0
2013-08-04,0
2013-08-05,0
2013-08-06,0
2013-08-07,0
2013-08-08,0
2013-08-09,0
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,0
2013-08-15,0
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,0
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,0
2013-08-29,0
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,0
2013-09-04,0
2013-09-05,0
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,0
2013-09-12,0
2013-09-13,0
2013-09-14,0
2013-09-15,0
2013-09-16,0
2013-09-17,0
2013-09-18,0
2013-09-19,0
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,0
2013-09-26,0
2013-09-27,0
2013-09-28,0
2013-09-29,7
2013-09-30,14
2013-10-06,50
2013-10-07,50
2013-10-08,50
2013-10-09,50
2013-10-10,50
2013-10-11,50
2013-10-12,50
2013-10-13,49
2013-10-14,50
2013-10-15,49
2013-10-16,49
2013-10-17,49
2013-10-18,49
2013-10-19,51
2013-10-20,39
2013-10-21,32
2013-10-22,26
2013-10-23,19
2013-10-24,13
2013-10-25,6
2013-10-26,0
2013-10-27,0
2013-10-28,0
2013-10-29,0
2013-10-30,0
2013-10-31,0
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,5
2013-12-02,11
2013-12-03,16
2013-12-04,22
2013-12-05,27
2013-12-06,33
2013-12-07,39
2013-12-08,39
2013-12-09,40
2013-12-10,40
2013-12-11,41
2013-12-12,41
2013-12-13,42
2013-12-14,43
2013-12-15,43
2013-12-16,45
2013-12-17,45
2013-12-18,46
2013-12-19,47
2013-12-20,48
2013-12-21,51
2013-12-22,46
2013-12-23,47
2013-12-24,47
2013-12-25,48
2013-12-26,48
2013-12-27,49
2013-12-28,50
2013-12-29,48
2014-01-01,43
2014-01-02,41
2014-01-03,39
2014-01-04,38
2014-01-05,38
2014-01-06,38
2014-01-07,38
2014-01-08,38
2014-01-09,38
2014-01-10,38
2014-01-11,38
2014-01-12,38
2014-01-13,38
2014-01-14,38
2014-01-15,38
2014-01-16,38
2014-01-17,38
2014-01-18,38
2014-01-19,38
2014-01-20,38
2014-01-21,38
2014-01-22,38
2014-01-23,38
2014-01-24,38
2014-01-25,38
2014-01-26,38
2014-01-27,39
2014-01-28,39
2014-01-29,40
2014-01-30,40
2014-01-31,41
2014-02-01,42
