Date,William Blair & Company
2010-03-01,100
2010-03-02,100
2010-03-03,100
2010-03-04,100
2010-03-05,100
2010-03-06,100
2010-03-07,100
2010-03-08,100
2010-03-09,100
2010-03-10,100
2010-03-11,100
2010-03-12,100
2010-03-13,100
2010-03-14,100
2010-03-15,100
2010-03-16,100
2010-03-17,100
2010-03-18,100
2010-03-19,100
2010-03-20,100
2010-03-21,100
2010-03-22,100
2010-03-23,100
2010-03-24,100
2010-03-25,100
2010-03-26,100
2010-03-27,100
2010-03-28,100
2010-03-29,100
2010-03-30,100
2010-03-31,100
2010-04-01,100
2010-04-02,98
2010-04-03,96
2010-04-04,94
2010-04-05,93
2010-04-06,91
2010-04-07,89
2010-04-08,87
2010-04-09,86
2010-04-10,84
2010-04-11,82
2010-04-12,80
2010-04-13,79
2010-04-14,77
2010-04-15,75
2010-04-16,74
2010-04-17,72
2010-04-18,70
2010-04-19,68
2010-04-20,67
2010-04-21,65
2010-04-22,63
2010-04-23,61
2010-04-24,60
2010-04-25,58
2010-04-26,56
2010-04-27,54
2010-04-28,53
2010-04-29,51
2010-04-30,49
2010-05-01,48
2010-05-02,47
2010-05-03,47
2010-05-04,47
2010-05-05,47
2010-05-06,47
2010-05-07,47
2010-05-08,47
2010-05-09,46
2010-05-10,46
2010-05-11,46
2010-05-12,46
2010-05-13,46
2010-05-14,46
2010-05-15,46
2010-05-16,46
2010-05-17,45
2010-05-18,45
2010-05-19,45
2010-05-20,45
2010-05-21,45
2010-05-22,45
2010-05-23,45
2010-05-24,45
2010-05-25,44
2010-05-26,44
2010-05-27,44
2010-05-28,44
2010-05-29,44
2010-05-30,44
2010-05-31,44
2010-06-01,44
2010-06-02,43
2010-06-03,43
2010-06-04,42
2010-06-05,42
2010-06-06,42
2010-06-07,41
2010-06-08,41
2010-06-09,41
2010-06-10,40
2010-06-11,40
2010-06-12,39
2010-06-13,39
2010-06-14,39
2010-06-15,38
2010-06-16,38
2010-06-17,38
2010-06-18,37
2010-06-19,37
2010-06-20,37
2010-06-21,36
2010-06-22,36
2010-06-23,35
2010-06-24,35
2010-06-25,35
2010-06-26,34
2010-06-27,34
2010-06-28,34
2010-06-29,33
2010-06-30,33
2010-07-01,33
2010-07-02,33
2010-07-03,33
2010-07-04,33
