Date,Janney Montgomery Scott
2006-09-12,0
2006-09-13,0
2006-09-14,0
2006-09-15,0
2006-09-16,0
2006-09-17,0
2006-09-18,0
2006-09-19,0
2006-09-20,0
2006-09-21,0
2006-09-22,0
2006-09-23,0
2006-09-24,13
2006-09-25,27
2006-09-26,41
2006-09-27,54
2006-09-28,68
2006-09-29,82
2006-09-30,96
2006-10-01,91
2006-10-02,86
2006-10-03,81
2006-10-04,76
2006-10-05,71
2006-10-06,66
2006-10-07,61
2006-10-08,61
2006-10-09,61
2006-10-10,61
2006-10-11,61
2006-10-12,61
2006-10-13,61
2006-10-14,61
2006-10-15,61
2006-10-16,61
2006-10-17,61
2006-10-18,61
2006-10-19,61
2006-10-20,61
2006-10-21,61
2006-10-22,61
2006-10-23,61
2006-10-24,61
2006-10-25,61
2006-10-26,61
2006-10-27,61
2006-10-28,61
2006-10-29,61
2006-10-30,61
2006-10-31,61
2006-11-01,61
2006-11-02,61
2006-11-03,61
2006-11-04,61
2006-11-05,64
2006-11-06,68
2006-11-07,72
2006-11-08,75
2006-11-09,79
2006-11-10,84
2006-11-11,90
2006-11-12,81
2006-11-13,81
2006-11-14,81
2006-11-15,80
2006-11-16,80
2006-11-17,80
2006-11-18,80
2006-11-19,80
2006-11-20,80
2006-11-21,80
2006-11-22,80
2006-11-23,80
2006-11-24,80
2006-11-25,80
2006-11-26,80
2006-12-03,80
2006-12-04,80
2006-12-05,80
2006-12-06,80
2006-12-07,80
2006-12-08,80
2006-12-09,80
2006-12-10,78
2006-12-11,75
2006-12-12,72
2006-12-13,70
2006-12-14,67
2006-12-15,65
2006-12-16,63
2006-12-17,63
2006-12-18,63
2006-12-19,63
2006-12-20,63
2006-12-21,63
2006-12-22,63
2006-12-23,63
2006-12-24,63
2006-12-25,63
2006-12-26,63
2006-12-27,63
2006-12-28,63
2006-12-29,63
2006-12-30,63
2006-12-31,63
2007-01-01,63
2007-01-02,63
2007-01-03,63
2007-01-04,63
2007-01-05,63
2007-01-06,63
2007-01-07,63
2007-01-08,62
2007-01-09,61
2007-01-10,60
2007-01-11,60
2007-01-12,59
2007-01-13,59
2007-01-14,58
2007-01-15,57
2007-01-16,56
2007-01-17,55
2007-01-18,54
2007-01-19,53
2007-01-20,53
2007-01-21,53
2007-01-22,53
2007-01-23,53
2007-01-24,53
2007-01-25,53
2007-01-26,53
2007-01-27,53
2007-01-28,54
2007-01-29,55
2007-01-30,57
2007-01-31,58
2007-02-01,60
2007-02-02,61
2007-02-03,63
2007-02-04,63
2007-02-05,66
2007-02-06,67
2007-02-07,68
2007-02-08,69
2007-02-09,71
2007-02-10,75
2007-02-11,68
2007-02-12,69
2007-02-13,70
2007-02-14,71
2007-02-15,72
2007-02-16,73
2007-02-17,74
2007-02-18,74
2007-02-19,75
2007-02-20,76
2007-02-21,77
2007-02-22,78
2007-02-23,79
2007-02-24,80
2007-02-25,76
2007-03-04,54
2007-03-05,54
2007-03-06,54
2007-03-07,54
2007-03-08,54
2007-03-09,54
2007-03-10,54
2007-03-11,54
2007-03-12,66
2007-03-13,54
2007-03-14,54
2007-03-15,54
2007-03-16,54
2007-03-17,54
2007-03-18,54
2007-03-19,54
2007-03-20,54
2007-03-21,54
2007-03-22,54
2007-03-23,54
2007-03-24,54
2007-03-25,53
2007-03-26,52
2007-03-27,52
2007-03-28,51
2007-03-29,51
2007-03-30,50
2007-03-31,50
2007-04-01,53
2007-04-02,57
2007-04-03,60
2007-04-04,64
2007-04-05,67
2007-04-06,71
2007-04-07,74
2007-04-08,72
2007-04-09,67
2007-04-10,64
2007-04-11,62
2007-04-12,59
2007-04-13,56
2007-04-14,54
2007-04-15,54
2007-04-16,54
2007-04-17,54
2007-04-18,54
2007-04-19,54
2007-04-20,54
2007-04-21,54
2007-04-22,54
2007-04-23,54
2007-04-24,54
2007-04-25,54
2007-04-26,54
2007-04-27,54
2007-04-28,54
2007-04-29,54
2007-04-30,54
2007-05-01,54
2007-05-02,54
2007-05-03,54
2007-05-04,54
2007-05-05,54
2007-05-06,53
2007-05-07,54
2007-05-08,53
2007-05-09,53
2007-05-10,52
2007-05-11,53
2007-05-12,54
2007-05-13,49
2007-05-14,50
2007-05-15,51
2007-05-16,51
2007-05-17,52
2007-05-18,53
2007-05-19,54
2007-05-20,52
2007-05-21,51
2007-05-22,50
2007-05-23,48
2007-05-24,47
2007-05-25,46
2007-05-26,45
2007-05-27,45
2007-06-03,47
2007-06-04,49
2007-06-05,51
2007-06-06,53
2007-06-07,55
2007-06-08,57
2007-06-09,59
2007-06-10,58
2007-06-11,57
2007-06-12,56
2007-06-13,56
2007-06-14,55
2007-06-15,54
2007-06-16,54
2007-06-17,54
2007-06-18,54
2007-06-19,54
2007-06-20,55
2007-06-21,55
2007-06-22,55
2007-06-23,56
2007-06-24,56
2007-06-25,56
2007-06-26,56
2007-06-27,57
2007-06-28,57
2007-06-29,57
2007-06-30,58
2007-07-01,58
2007-07-02,58
2007-07-03,58
2007-07-04,59
2007-07-05,59
2007-07-06,59
2007-07-07,60
2007-07-08,60
2007-07-09,60
2007-07-10,60
2007-07-11,61
2007-07-12,61
2007-07-13,61
2007-07-14,62
2007-07-15,62
2007-07-16,62
2007-07-17,63
2007-07-18,63
2007-07-19,63
2007-07-20,64
2007-07-21,64
2007-07-22,61
2007-07-23,58
2007-07-24,55
2007-07-25,53
2007-07-26,50
2007-07-27,47
2007-07-28,45
2007-07-29,50
2007-07-30,57
2007-07-31,63
2007-08-01,68
2007-08-02,74
2007-08-03,80
2007-08-04,86
2007-08-05,80
2007-08-06,73
2007-08-07,67
2007-08-08,61
2007-08-09,55
2007-08-10,49
2007-08-11,43
2007-08-12,43
2007-08-13,43
2007-08-14,43
2007-08-15,43
2007-08-16,43
2007-08-17,43
2007-08-18,43
2007-08-19,43
2007-08-20,43
2007-08-21,43
2007-08-22,43
2007-08-23,43
2007-08-24,43
2007-08-25,43
2007-08-26,46
2007-09-02,61
2007-09-03,58
2007-09-04,56
2007-09-05,53
2007-09-06,51
2007-09-07,48
2007-09-08,46
2007-09-09,46
2007-09-10,58
2007-09-11,47
2007-09-12,47
2007-09-13,48
2007-09-14,48
2007-09-15,49
2007-09-16,47
2007-09-17,46
2007-09-18,45
2007-09-19,43
2007-09-20,42
2007-09-21,41
2007-09-22,40
2007-09-23,40
2007-09-24,41
2007-09-25,42
2007-09-26,43
2007-09-27,44
2007-09-28,45
2007-09-29,46
2007-09-30,46
2007-10-01,47
2007-10-02,48
2007-10-03,49
2007-10-04,49
2007-10-05,50
2007-10-06,51
2007-10-07,50
2007-10-08,48
2007-10-09,47
2007-10-10,46
2007-10-11,45
2007-10-12,44
2007-10-13,43
2007-10-14,42
2007-10-15,41
2007-10-16,41
2007-10-17,40
2007-10-18,40
2007-10-19,39
2007-10-20,39
2007-10-21,39
2007-10-22,39
2007-10-23,39
2007-10-24,39
2007-10-25,39
2007-10-26,39
2007-10-27,39
2007-10-28,39
2007-10-29,39
2007-10-30,39
2007-10-31,39
2007-11-01,39
2007-11-02,39
2007-11-03,39
2007-11-04,40
2007-11-05,41
2007-11-06,43
2007-11-07,44
2007-11-08,45
2007-11-09,46
2007-11-10,48
2007-11-11,48
2007-11-12,48
2007-11-13,48
2007-11-14,49
2007-11-15,49
2007-11-16,49
2007-11-17,50
2007-11-18,51
2007-11-19,52
2007-11-20,53
2007-11-21,54
2007-11-22,55
2007-11-23,56
2007-11-24,57
2007-11-25,58
