Date,Lehman Brothers
2006-04-01,29
2006-04-02,30
2006-04-03,29
2006-04-04,30
2006-04-05,32
2006-04-06,31
2006-04-07,33
2006-04-08,32
2006-04-09,31
2006-04-10,31
2006-04-11,31
2006-04-12,32
2006-04-13,30
2006-04-14,32
2006-04-15,30
2006-04-16,29
2006-04-17,29
2006-04-18,29
2006-04-19,29
2006-04-20,31
2006-04-21,29
2006-04-22,29
2006-04-23,28
2006-04-24,28
2006-04-25,28
2006-04-26,27
2006-04-27,29
2006-04-28,26
2006-04-29,27
2006-04-30,26
2006-05-01,26
2006-05-02,26
2006-05-03,28
2006-05-04,27
2006-05-05,27
2006-05-06,30
2006-05-07,29
2006-05-08,29
2006-05-09,30
2006-05-10,30
2006-05-11,32
2006-05-12,32
2006-05-13,34
2006-05-14,31
2006-05-15,30
2006-05-16,29
2006-05-17,29
2006-05-18,27
2006-05-19,27
2006-05-20,27
2006-05-21,25
2006-05-22,25
2006-05-23,25
2006-05-24,25
2006-05-25,27
2006-05-26,25
2006-05-27,28
2006-05-28,26
2006-05-29,26
2006-05-30,27
2006-05-31,27
2006-06-01,28
2006-06-02,29
2006-06-03,29
2006-06-04,28
2006-06-05,28
2006-06-06,28
2006-06-07,27
2006-06-08,28
2006-06-09,28
2006-06-10,28
2006-06-11,27
2006-06-12,27
2006-06-13,27
2006-06-14,28
2006-06-15,27
2006-06-16,29
2006-06-17,28
2006-06-18,28
2006-06-19,29
2006-06-20,29
2006-06-21,30
2006-06-22,33
2006-06-23,31
2006-06-24,35
2006-06-25,31
2006-06-26,30
2006-06-27,30
2006-06-28,29
2006-06-29,29
2006-06-30,28
2006-07-01,28
2006-07-02,27
2006-07-03,27
2006-07-04,25
2006-07-05,24
2006-07-06,23
2006-07-07,22
2006-07-08,21
2006-07-09,22
2006-07-10,23
2006-07-11,24
2006-07-12,25
2006-07-13,27
2006-07-14,27
2006-07-15,30
2006-07-16,28
2006-07-17,29
2006-07-18,29
2006-07-19,31
2006-07-20,31
2006-07-21,31
2006-07-22,35
2006-07-23,33
2006-07-24,32
2006-07-25,32
2006-07-26,33
2006-07-27,32
2006-07-28,33
2006-07-29,35
2006-07-30,31
2006-07-31,30
2006-08-01,30
2006-08-02,29
2006-08-03,30
2006-08-04,27
2006-08-05,27
2006-08-06,27
2006-08-07,28
2006-08-08,30
2006-08-09,29
2006-08-10,32
2006-08-11,31
2006-08-12,32
2006-08-13,32
2006-08-14,32
2006-08-15,32
2006-08-16,33
2006-08-17,32
2006-08-18,32
2006-08-19,34
2006-08-20,31
2006-08-21,30
2006-08-22,29
2006-08-23,29
2006-08-24,28
2006-08-25,27
2006-08-26,28
2006-08-27,25
2006-08-28,25
2006-08-29,25
2006-08-30,27
2006-08-31,25
2006-09-01,27
2006-09-02,26
2006-09-03,25
2006-09-04,25
2006-09-05,26
2006-09-06,27
2006-09-07,28
2006-09-08,27
2006-09-09,30
2006-09-10,30
2006-09-11,29
2006-09-12,30
2006-09-13,30
2006-09-14,32
2006-09-15,33
2006-09-16,37
2006-09-17,32
2006-09-18,32
2006-09-19,33
2006-09-20,32
2006-09-21,33
2006-09-22,32
